   W         M2+(pi+_n)
 (MeV)      Re         Im
 1080.0   -0.007168   0.000007
 1081.0   -0.015154  -0.000015
 1082.0   -0.023139  -0.000036
 1083.0   -0.031125  -0.000058
 1084.0   -0.039110  -0.000079
 1085.0   -0.047096  -0.000101
 1086.0   -0.054585  -0.000170
 1087.0   -0.062074  -0.000240
 1088.0   -0.069563  -0.000309
 1089.0   -0.077053  -0.000378
 1090.0   -0.084542  -0.000448
 1091.0   -0.091564  -0.000562
 1092.0   -0.098587  -0.000675
 1093.0   -0.105610  -0.000789
 1094.0   -0.112633  -0.000903
 1095.0   -0.119655  -0.001016
 1096.0   -0.126239  -0.001171
 1097.0   -0.132822  -0.001325
 1098.0   -0.139405  -0.001479
 1099.0   -0.145988  -0.001633
 1100.0   -0.152572  -0.001788
 1101.0   -0.158741  -0.001979
 1102.0   -0.164910  -0.002170
 1103.0   -0.171079  -0.002361
 1104.0   -0.177248  -0.002552
 1105.0   -0.183417  -0.002743
 1106.0   -0.189195  -0.002968
 1107.0   -0.194974  -0.003192
 1108.0   -0.200752  -0.003417
 1109.0   -0.206530  -0.003641
 1110.0   -0.212308  -0.003866
 1111.0   -0.217717  -0.004120
 1112.0   -0.223126  -0.004374
 1113.0   -0.228535  -0.004629
 1114.0   -0.233944  -0.004883
 1115.0   -0.239353  -0.005137
 1116.0   -0.244413  -0.005418
 1117.0   -0.249472  -0.005698
 1118.0   -0.254532  -0.005978
 1119.0   -0.259592  -0.006259
 1120.0   -0.264651  -0.006539
 1121.0   -0.269380  -0.006843
 1122.0   -0.274109  -0.007146
 1123.0   -0.278838  -0.007449
 1124.0   -0.283567  -0.007752
 1125.0   -0.288296  -0.008055
 1126.0   -0.292712  -0.008378
 1127.0   -0.297128  -0.008700
 1128.0   -0.301544  -0.009023
 1129.0   -0.305960  -0.009345
 1130.0   -0.310376  -0.009667
 1131.0   -0.314494  -0.010006
 1132.0   -0.318613  -0.010344
 1133.0   -0.322732  -0.010682
 1134.0   -0.326851  -0.011021
 1135.0   -0.330970  -0.011359
 1136.0   -0.334807  -0.011710
 1137.0   -0.338644  -0.012061
 1138.0   -0.342481  -0.012412
 1139.0   -0.346318  -0.012762
 1140.0   -0.350155  -0.013113
 1141.0   -0.353724  -0.013474
 1142.0   -0.357293  -0.013834
 1143.0   -0.360863  -0.014194
 1144.0   -0.364432  -0.014554
 1145.0   -0.368001  -0.014914
 1146.0   -0.371316  -0.015280
 1147.0   -0.374631  -0.015647
 1148.0   -0.377946  -0.016013
 1149.0   -0.381261  -0.016379
 1150.0   -0.384576  -0.016746
 1151.0   -0.387649  -0.017115
 1152.0   -0.390722  -0.017484
 1153.0   -0.393796  -0.017854
 1154.0   -0.396869  -0.018223
 1155.0   -0.399942  -0.018592
 1156.0   -0.402785  -0.018962
 1157.0   -0.405628  -0.019331
 1158.0   -0.408471  -0.019701
 1159.0   -0.411314  -0.020070
 1160.0   -0.414157  -0.020439
 1161.0   -0.416781  -0.020806
 1162.0   -0.419405  -0.021172
 1163.0   -0.422030  -0.021539
 1164.0   -0.424654  -0.021906
 1165.0   -0.427278  -0.022272
 1166.0   -0.429693  -0.022633
 1167.0   -0.432109  -0.022994
 1168.0   -0.434525  -0.023355
 1169.0   -0.436940  -0.023716
 1170.0   -0.439356  -0.024077
 1171.0   -0.441573  -0.024429
 1172.0   -0.443790  -0.024782
 1173.0   -0.446007  -0.025135
 1174.0   -0.448225  -0.025487
 1175.0   -0.450442  -0.025840
 1176.0   -0.452470  -0.026182
 1177.0   -0.454498  -0.026524
 1178.0   -0.456526  -0.026866
 1179.0   -0.458554  -0.027207
 1180.0   -0.460582  -0.027549
 1181.0   -0.462429  -0.027878
 1182.0   -0.464277  -0.028206
