   W         E3+(pi+_n)
 (MeV)      Re         Im
 1080.0    0.000511  -0.000028
 1081.0    0.002099  -0.000114
 1082.0    0.003686  -0.000200
 1083.0    0.005274  -0.000286
 1084.0    0.006861  -0.000372
 1085.0    0.008449  -0.000458
 1086.0    0.010752  -0.000582
 1087.0    0.013056  -0.000707
 1088.0    0.015359  -0.000832
 1089.0    0.017663  -0.000956
 1090.0    0.019966  -0.001081
 1091.0    0.022588  -0.001223
 1092.0    0.025209  -0.001364
 1093.0    0.027831  -0.001506
 1094.0    0.030453  -0.001648
 1095.0    0.033074  -0.001790
 1096.0    0.035840  -0.001939
 1097.0    0.038606  -0.002088
 1098.0    0.041372  -0.002238
 1099.0    0.044138  -0.002387
 1100.0    0.046904  -0.002536
 1101.0    0.049715  -0.002688
 1102.0    0.052526  -0.002839
 1103.0    0.055337  -0.002991
 1104.0    0.058148  -0.003143
 1105.0    0.060960  -0.003294
 1106.0    0.063755  -0.003445
 1107.0    0.066550  -0.003595
 1108.0    0.069344  -0.003745
 1109.0    0.072139  -0.003896
 1110.0    0.074934  -0.004046
 1111.0    0.077673  -0.004193
 1112.0    0.080413  -0.004341
 1113.0    0.083152  -0.004488
 1114.0    0.085891  -0.004635
 1115.0    0.088630  -0.004782
 1116.0    0.091287  -0.004924
 1117.0    0.093945  -0.005066
 1118.0    0.096602  -0.005209
 1119.0    0.099260  -0.005351
 1120.0    0.101917  -0.005494
 1121.0    0.104476  -0.005630
 1122.0    0.107036  -0.005767
 1123.0    0.109595  -0.005904
 1124.0    0.112155  -0.006040
 1125.0    0.114714  -0.006177
 1126.0    0.117166  -0.006307
 1127.0    0.119617  -0.006438
 1128.0    0.122068  -0.006568
 1129.0    0.124520  -0.006699
 1130.0    0.126971  -0.006829
 1131.0    0.129309  -0.006953
 1132.0    0.131647  -0.007077
 1133.0    0.133985  -0.007200
 1134.0    0.136322  -0.007324
 1135.0    0.138660  -0.007448
 1136.0    0.140882  -0.007565
 1137.0    0.143104  -0.007682
 1138.0    0.145326  -0.007799
 1139.0    0.147547  -0.007916
 1140.0    0.149769  -0.008034
 1141.0    0.151875  -0.008144
 1142.0    0.153980  -0.008254
 1143.0    0.156086  -0.008364
 1144.0    0.158191  -0.008475
 1145.0    0.160297  -0.008585
 1146.0    0.162287  -0.008688
 1147.0    0.164278  -0.008792
 1148.0    0.166269  -0.008896
 1149.0    0.168260  -0.008999
 1150.0    0.170250  -0.009103
 1151.0    0.172129  -0.009199
 1152.0    0.174007  -0.009296
 1153.0    0.175886  -0.009393
 1154.0    0.177764  -0.009490
 1155.0    0.179642  -0.009587
 1156.0    0.181412  -0.009677
 1157.0    0.183181  -0.009768
 1158.0    0.184950  -0.009858
 1159.0    0.186720  -0.009948
 1160.0    0.188489  -0.010039
 1161.0    0.190153  -0.010123
 1162.0    0.191817  -0.010207
 1163.0    0.193481  -0.010291
 1164.0    0.195145  -0.010375
 1165.0    0.196809  -0.010459
 1166.0    0.198372  -0.010536
 1167.0    0.199935  -0.010614
 1168.0    0.201498  -0.010692
 1169.0    0.203061  -0.010770
 1170.0    0.204624  -0.010848
 1171.0    0.206090  -0.010920
 1172.0    0.207556  -0.010991
 1173.0    0.209022  -0.011063
 1174.0    0.210488  -0.011135
 1175.0    0.211954  -0.011207
 1176.0    0.213327  -0.011273
 1177.0    0.214701  -0.011339
 1178.0    0.216074  -0.011405
 1179.0    0.217448  -0.011471
 1180.0    0.218821  -0.011537
 1181.0    0.220107  -0.011598
 1182.0    0.221392  -0.011658
 1183.0    0.222677  -0.011719
 1184.0    0.223963  -0.011779
 1185.0    0.225248  -0.011840
 1186.0    0.226449  -0.011895
 1187.0    0.227651  -0.011950
 1188.0    0.228852  -0.012005
 1189.0    0.230054  -0.012060
 1190.0    0.231255  -0.012116
 1191.0    0.232377  -0.012165
 1192.0    0.233499  -0.012215
 1193.0    0.234621  -0.012265
 1194.0    0.235743  -0.012315
 1195.0    0.236865  -0.012365
 1196.0    0.237911  -0.012410
 1197.0    0.238957  -0.012455
 1198.0    0.240004  -0.012500
 1199.0    0.241050  -0.012545
 1200.0    0.242096  -0.012590
 1201.0    0.243071  -0.012630
 1202.0    0.244046  -0.012670
 1203.0    0.245021  -0.012711
 1204.0    0.245995  -0.012751
 1205.0    0.246970  -0.012791
 1206.0    0.247877  -0.012826
 1207.0    0.248784  -0.012862
 1208.0    0.249691  -0.012897
