   W         E7+(pi+_n)
 (MeV)      Re         Im
 1080.0    0.000000  -0.000000
 1081.0    0.000000  -0.000000
 1082.0    0.000000  -0.000000
 1083.0    0.000001  -0.000000
 1084.0    0.000001  -0.000000
 1085.0    0.000001  -0.000000
 1086.0    0.000002  -0.000000
 1087.0    0.000004  -0.000000
 1088.0    0.000005  -0.000000
 1089.0    0.000006  -0.000000
 1090.0    0.000007  -0.000000
 1091.0    0.000011  -0.000001
 1092.0    0.000014  -0.000001
 1093.0    0.000018  -0.000001
 1094.0    0.000022  -0.000001
 1095.0    0.000025  -0.000001
 1096.0    0.000032  -0.000002
 1097.0    0.000039  -0.000002
 1098.0    0.000046  -0.000002
 1099.0    0.000053  -0.000003
 1100.0    0.000059  -0.000003
 1101.0    0.000071  -0.000004
 1102.0    0.000082  -0.000004
 1103.0    0.000093  -0.000005
 1104.0    0.000104  -0.000006
 1105.0    0.000115  -0.000006
 1106.0    0.000131  -0.000007
 1107.0    0.000146  -0.000008
 1108.0    0.000162  -0.000009
 1109.0    0.000178  -0.000010
 1110.0    0.000194  -0.000011
 1111.0    0.000215  -0.000012
 1112.0    0.000236  -0.000013
 1113.0    0.000257  -0.000014
 1114.0    0.000278  -0.000015
 1115.0    0.000299  -0.000016
 1116.0    0.000326  -0.000018
 1117.0    0.000352  -0.000019
 1118.0    0.000379  -0.000021
 1119.0    0.000405  -0.000022
 1120.0    0.000432  -0.000023
 1121.0    0.000464  -0.000025
 1122.0    0.000496  -0.000027
 1123.0    0.000528  -0.000029
 1124.0    0.000560  -0.000030
 1125.0    0.000592  -0.000032
 1126.0    0.000630  -0.000034
 1127.0    0.000667  -0.000036
 1128.0    0.000705  -0.000038
 1129.0    0.000743  -0.000040
 1130.0    0.000780  -0.000042
 1131.0    0.000823  -0.000045
 1132.0    0.000866  -0.000047
 1133.0    0.000909  -0.000049
 1134.0    0.000952  -0.000052
 1135.0    0.000995  -0.000054
 1136.0    0.001043  -0.000057
 1137.0    0.001091  -0.000059
 1138.0    0.001140  -0.000062
 1139.0    0.001188  -0.000065
 1140.0    0.001236  -0.000067
 1141.0    0.001289  -0.000070
 1142.0    0.001342  -0.000073
 1143.0    0.001395  -0.000076
 1144.0    0.001448  -0.000079
 1145.0    0.001501  -0.000082
 1146.0    0.001559  -0.000085
 1147.0    0.001616  -0.000088
 1148.0    0.001674  -0.000091
 1149.0    0.001732  -0.000094
 1150.0    0.001789  -0.000097
 1151.0    0.001851  -0.000101
 1152.0    0.001913  -0.000104
 1153.0    0.001975  -0.000107
 1154.0    0.002037  -0.000111
 1155.0    0.002098  -0.000114
 1156.0    0.002164  -0.000118
 1157.0    0.002230  -0.000121
 1158.0    0.002296  -0.000125
 1159.0    0.002361  -0.000128
 1160.0    0.002427  -0.000132
 1161.0    0.002497  -0.000136
 1162.0    0.002566  -0.000139
 1163.0    0.002635  -0.000143
 1164.0    0.002704  -0.000147
 1165.0    0.002774  -0.000151
 1166.0    0.002846  -0.000155
 1167.0    0.002919  -0.000159
 1168.0    0.002991  -0.000163
 1169.0    0.003063  -0.000166
 1170.0    0.003136  -0.000170
 1171.0    0.003211  -0.000174
 1172.0    0.003286  -0.000179
 1173.0    0.003362  -0.000183
 1174.0    0.003437  -0.000187
 1175.0    0.003512  -0.000191
 1176.0    0.003590  -0.000195
 1177.0    0.003668  -0.000199
 1178.0    0.003745  -0.000203
 1179.0    0.003823  -0.000208
 1180.0    0.003901  -0.000212
 1181.0    0.003981  -0.000216
 1182.0    0.004060  -0.000221
 1183.0    0.004140  -0.000225
 1184.0    0.004220  -0.000229
 1185.0    0.004300  -0.000234
 1186.0    0.004381  -0.000238
 1187.0    0.004463  -0.000242
 1188.0    0.004545  -0.000247
 1189.0    0.004626  -0.000251
 1190.0    0.004708  -0.000256
 1191.0    0.004791  -0.000260
 1192.0    0.004874  -0.000265
 1193.0    0.004957  -0.000269
 1194.0    0.005040  -0.000274
 1195.0    0.005123  -0.000278
 1196.0    0.005208  -0.000283
 1197.0    0.005292  -0.000288
 1198.0    0.005376  -0.000292
 1199.0    0.005461  -0.000297
 1200.0    0.005545  -0.000301
 1201.0    0.005630  -0.000306
 1202.0    0.005715  -0.000311
 1203.0    0.005801  -0.000315
 1204.0    0.005886  -0.000320
 1205.0    0.005971  -0.000324
 1206.0    0.006057  -0.000329
 1207.0    0.006143  -0.000334
 1208.0    0.006229  -0.000338
 1209.0    0.006315  -0.000343
 1210.0    0.006401  -0.000348
 1211.0    0.006487  -0.000352
 1212.0    0.006573  -0.000357
 1213.0    0.006660  -0.000362
 1214.0    0.006746  -0.000367
 1215.0    0.006832  -0.000371
 1216.0    0.006919  -0.000376
 1217.0    0.007005  -0.000381
 1218.0    0.007092  -0.000385
 1219.0    0.007179  -0.000390
 1220.0    0.007265  -0.000395
 1221.0    0.007352  -0.000399
 1222.0    0.007438  -0.000404
 1223.0    0.007525  -0.000409
 1224.0    0.007611  -0.000414
 1225.0    0.007698  -0.000418
 1226.0    0.007784  -0.000423
 1227.0    0.007871  -0.000428
 1228.0    0.007957  -0.000432
 1229.0    0.008044  -0.000437
 1230.0    0.008130  -0.000442
 1231.0    0.008216  -0.000446
 1232.0    0.008302  -0.000451
 1233.0    0.008388  -0.000456
 1234.0    0.008474  -0.000460
 1235.0    0.008560  -0.000465
 1236.0    0.008646  -0.000470
 1237.0    0.008731  -0.000474
 1238.0    0.008817  -0.000479
 1239.0    0.008903  -0.000484
 1240.0    0.008988  -0.000488
 1241.0    0.009073  -0.000493
 1242.0    0.009158  -0.000498
 1243.0    0.009243  -0.000502
 1244.0    0.009328  -0.000507
 1245.0    0.009413  -0.000511
 1246.0    0.009497  -0.000516
 1247.0    0.009581  -0.000521
 1248.0    0.009665  -0.000525
 1249.0    0.009750  -0.000530
 1250.0    0.009834  -0.000534
 1251.0    0.009917  -0.000539
 1252.0    0.010000  -0.000543
 1253.0    0.010084  -0.000548
 1254.0    0.010167  -0.000552
 1255.0    0.010250  -0.000557
 1256.0    0.010332  -0.000561
 1257.0    0.010415  -0.000566
 1258.0    0.010497  -0.000570
 1259.0    0.010579  -0.000575
 1260.0    0.010662  -0.000579
 1261.0    0.010743  -0.000584
 1262.0    0.010824  -0.000588
 1263.0    0.010905  -0.000592
 1264.0    0.010987  -0.000597
 1265.0    0.011068  -0.000601
 1266.0    0.011148  -0.000606
 1267.0    0.011228  -0.000610
 1268.0    0.011308  -0.000615
 1269.0    0.011388  -0.000619
 1270.0    0.011469  -0.000623
 1271.0    0.011547  -0.000628
 1272.0    0.011626  -0.000632
 1273.0    0.011705  -0.000636
 1274.0    0.011784  -0.000640
 1275.0    0.011863  -0.000645
 1276.0    0.011940  -0.000649
 1277.0    0.012018  -0.000653
 1278.0    0.012095  -0.000657
 1279.0    0.012173  -0.000661
 1280.0    0.012250  -0.000665
 1281.0    0.012326  -0.000670
 1282.0    0.012403  -0.000674
 1283.0    0.012479  -0.000678
 1284.0    0.012555  -0.000682
 1285.0    0.012631  -0.000686
 1286.0    0.012706  -0.000690
 1287.0    0.012781  -0.000694
 1288.0    0.012856  -0.000698
 1289.0    0.012931  -0.000703
 1290.0    0.013006  -0.000707
 1291.0    0.013079  -0.000711
 1292.0    0.013153  -0.000715
 1293.0    0.013226  -0.000719
 1294.0    0.013299  -0.000723
 1295.0    0.013373  -0.000727
 1296.0    0.013445  -0.000730
 1297.0    0.013517  -0.000734
 1298.0    0.013588  -0.000738
 1299.0    0.013660  -0.000742
 1300.0    0.013732  -0.000746
 1301.0    0.013803  -0.000750
 1302.0    0.013873  -0.000754
 1303.0    0.013944  -0.000758
 1304.0    0.014015  -0.000762
 1305.0    0.014085  -0.000766
 1306.0    0.014154  -0.000769
 1307.0    0.014223  -0.000773
 1308.0    0.014292  -0.000777
 1309.0    0.014361  -0.000780
 1310.0    0.014430  -0.000784
 1311.0    0.014497  -0.000788
 1312.0    0.014564  -0.000791
 1313.0    0.014632  -0.000795
 1314.0    0.014699  -0.000799
 1315.0    0.014766  -0.000802
 1316.0    0.014832  -0.000806
 1317.0    0.014898  -0.000810
 1318.0    0.014964  -0.000813
 1319.0    0.015030  -0.000817
 1320.0    0.015096  -0.000820
 1321.0    0.015160  -0.000824
 1322.0    0.015224  -0.000827
 1323.0    0.015289  -0.000831
 1324.0    0.015353  -0.000834
 1325.0    0.015417  -0.000838
 1326.0    0.015480  -0.000841
 1327.0    0.015543  -0.000845
 1328.0    0.015605  -0.000848
 1329.0    0.015668  -0.000851
 1330.0    0.015731  -0.000855
 1331.0    0.015792  -0.000858
 1332.0    0.015853  -0.000861
 1333.0    0.015914  -0.000865
 1334.0    0.015976  -0.000868
 1335.0    0.016037  -0.000871
 1336.0    0.016096  -0.000875
 1337.0    0.016156  -0.000878
 1338.0    0.016216  -0.000881
 1339.0    0.016275  -0.000884
 1340.0    0.016335  -0.000888
 1341.0    0.016393  -0.000891
 1342.0    0.016451  -0.000894
 1343.0    0.016509  -0.000897
 1344.0    0.016567  -0.000900
 1345.0    0.016625  -0.000903
 1346.0    0.016682  -0.000907
 1347.0    0.016739  -0.000910
 1348.0    0.016795  -0.000913
 1349.0    0.016852  -0.000916
 1350.0    0.016909  -0.000919
 1351.0    0.016963  -0.000922
 1352.0    0.017018  -0.000925
 1353.0    0.017073  -0.000928
 1354.0    0.017128  -0.000931
 1355.0    0.017183  -0.000934
 1356.0    0.017236  -0.000936
 1357.0    0.017290  -0.000939
 1358.0    0.017343  -0.000942
 1359.0    0.017397  -0.000945
 1360.0    0.017450  -0.000948
 1361.0    0.017502  -0.000951
 1362.0    0.017554  -0.000954
 1363.0    0.017606  -0.000957
 1364.0    0.017658  -0.000959
 1365.0    0.017710  -0.000962
 1366.0    0.017760  -0.000965
 1367.0    0.017811  -0.000968
 1368.0    0.017861  -0.000971
 1369.0    0.017912  -0.000973
 1370.0    0.017962  -0.000976
 1371.0    0.018011  -0.000979
 1372.0    0.018060  -0.000981
 1373.0    0.018109  -0.000984
 1374.0    0.018158  -0.000987
 1375.0    0.018207  -0.000989
 1376.0    0.018255  -0.000992
 1377.0    0.018302  -0.000995
 1378.0    0.018350  -0.000997
 1379.0    0.018397  -0.001000
 1380.0    0.018445  -0.001002
 1381.0    0.018491  -0.001005
 1382.0    0.018537  -0.001007
 1383.0    0.018583  -0.001010
 1384.0    0.018629  -0.001012
 1385.0    0.018675  -0.001015
 1386.0    0.018720  -0.001017
 1387.0    0.018764  -0.001020
 1388.0    0.018809  -0.001022
 1389.0    0.018854  -0.001024
 1390.0    0.018898  -0.001027
 1391.0    0.018941  -0.001029
 1392.0    0.018985  -0.001032
 1393.0    0.019028  -0.001034
 1394.0    0.019071  -0.001036
 1395.0    0.019114  -0.001039
 1396.0    0.019156  -0.001041
 1397.0    0.019198  -0.001043
 1398.0    0.019240  -0.001046
 1399.0    0.019282  -0.001048
 1400.0    0.019324  -0.001050
 1401.0    0.019364  -0.001052
 1402.0    0.019405  -0.001054
 1403.0    0.019445  -0.001057
 1404.0    0.019486  -0.001059
 1405.0    0.019526  -0.001061
 1406.0    0.019565  -0.001063
 1407.0    0.019605  -0.001065
 1408.0    0.019644  -0.001067
 1409.0    0.019683  -0.001070
 1410.0    0.019722  -0.001072
 1411.0    0.019760  -0.001074
 1412.0    0.019798  -0.001076
 1413.0    0.019836  -0.001078
 1414.0    0.019873  -0.001080
 1415.0    0.019911  -0.001082
 1416.0    0.019948  -0.001084
 1417.0    0.019984  -0.001086
 1418.0    0.020021  -0.001088
 1419.0    0.020057  -0.001090
 1420.0    0.020094  -0.001092
 1421.0    0.020129  -0.001094
 1422.0    0.020165  -0.001096
 1423.0    0.020200  -0.001098
 1424.0    0.020235  -0.001100
 1425.0    0.020270  -0.001102
 1426.0    0.020304  -0.001103
 1427.0    0.020339  -0.001105
 1428.0    0.020373  -0.001107
 1429.0    0.020407  -0.001109
 1430.0    0.020441  -0.001111
 1431.0    0.020473  -0.001112
 1432.0    0.020506  -0.001114
 1433.0    0.020539  -0.001116
 1434.0    0.020572  -0.001118
 1435.0    0.020604  -0.001119
 1436.0    0.020636  -0.001121
 1437.0    0.020668  -0.001123
 1438.0    0.020700  -0.001125
 1439.0    0.020732  -0.001127
 1440.0    0.020763  -0.001129
 1441.0    0.020794  -0.001130
 1442.0    0.020824  -0.001132
 1443.0    0.020855  -0.001133
 1444.0    0.020885  -0.001135
 1445.0    0.020915  -0.001137
 1446.0    0.020945  -0.001138
 1447.0    0.020974  -0.001140
 1448.0    0.021003  -0.001141
