   W         E0+(pi+_n)
 (MeV)      Re         Im
 1080.0   28.371001  -0.077039
 1081.0   28.150772  -0.050215
 1082.0   27.930543  -0.023391
 1083.0   27.710313   0.003433
 1084.0   27.490084   0.030257
 1085.0   27.269855   0.057082
 1086.0   27.061727   0.073608
 1087.0   26.853599   0.090134
 1088.0   26.645472   0.106660
 1089.0   26.437344   0.123186
 1090.0   26.229217   0.139712
 1091.0   26.032779   0.149959
 1092.0   25.836340   0.160206
 1093.0   25.639902   0.170452
 1094.0   25.443464   0.180699
 1095.0   25.247026   0.190946
 1096.0   25.061950   0.196778
 1097.0   24.876874   0.202611
 1098.0   24.691798   0.208443
 1099.0   24.506722   0.214275
 1100.0   24.321646   0.220108
 1101.0   24.147567   0.222602
 1102.0   23.973489   0.225097
 1103.0   23.799411   0.227591
 1104.0   23.625333   0.230085
 1105.0   23.451255   0.232580
 1106.0   23.287748   0.232442
 1107.0   23.124241   0.232304
 1108.0   22.960734   0.232166
 1109.0   22.797228   0.232028
 1110.0   22.633721   0.231890
 1111.0   22.480326   0.229623
 1112.0   22.326932   0.227356
 1113.0   22.173537   0.225090
 1114.0   22.020143   0.222823
 1115.0   21.866748   0.220556
 1116.0   21.722976   0.216545
 1117.0   21.579204   0.212533
 1118.0   21.435431   0.208521
 1119.0   21.291659   0.204510
 1120.0   21.147887   0.200498
 1121.0   21.013236   0.195047
 1122.0   20.878585   0.189595
 1123.0   20.743934   0.184144
 1124.0   20.609282   0.178693
 1125.0   20.474631   0.173241
 1126.0   20.348575   0.166604
 1127.0   20.222519   0.159966
 1128.0   20.096463   0.153329
 1129.0   19.970407   0.146692
 1130.0   19.844351   0.140054
 1131.0   19.726386   0.132444
 1132.0   19.608422   0.124834
 1133.0   19.490457   0.117224
 1134.0   19.372493   0.109614
 1135.0   19.254528   0.102004
 1136.0   19.144158   0.093606
 1137.0   19.033788   0.085207
 1138.0   18.923418   0.076809
 1139.0   18.813047   0.068410
 1140.0   18.702677   0.060012
 1141.0   18.599414   0.050987
 1142.0   18.496151   0.041961
 1143.0   18.392888   0.032936
 1144.0   18.289625   0.023911
 1145.0   18.186362   0.014885
 1146.0   18.089745   0.005375
 1147.0   17.993128  -0.004136
 1148.0   17.896511  -0.013646
 1149.0   17.799894  -0.023157
 1150.0   17.703277  -0.032667
 1151.0   17.612868  -0.042538
 1152.0   17.522459  -0.052408
 1153.0   17.432050  -0.062279
 1154.0   17.341641  -0.072149
 1155.0   17.251232  -0.082020
 1156.0   17.166614  -0.092138
 1157.0   17.081996  -0.102256
 1158.0   16.997378  -0.112374
 1159.0   16.912760  -0.122492
 1160.0   16.828142  -0.132611
 1161.0   16.748924  -0.142877
 1162.0   16.669707  -0.153143
 1163.0   16.590489  -0.163409
 1164.0   16.511271  -0.173676
 1165.0   16.432053  -0.183942
 1166.0   16.357870  -0.194267
 1167.0   16.283686  -0.204593
 1168.0   16.209503  -0.214918
 1169.0   16.135320  -0.225243
 1170.0   16.061136  -0.235569
 1171.0   15.991644  -0.245873
 1172.0   15.922153  -0.256178
 1173.0   15.852661  -0.266483
 1174.0   15.783169  -0.276787
 1175.0   15.713677  -0.287092
 1176.0   15.648556  -0.297304
 1177.0   15.583434  -0.307517
 1178.0   15.518313  -0.317729
 1179.0   15.453192  -0.327942
 1180.0   15.388070  -0.338154
 1181.0   15.327024  -0.348211
 1182.0   15.265978  -0.358267
 1183.0   15.204933  -0.368324
 1184.0   15.143887  -0.378381
 1185.0   15.082841  -0.388437
 1186.0   15.025593  -0.398281
 1187.0   14.968345  -0.408125
 1188.0   14.911098  -0.417968
 1189.0   14.853850  -0.427812
 1190.0   14.796602  -0.437656
 1191.0   14.742894  -0.447236
 1192.0   14.689185  -0.456816
 1193.0   14.635477  -0.466395
 1194.0   14.581768  -0.475975
 1195.0   14.528059  -0.485555
 1196.0   14.477654  -0.494826
 1197.0   14.427248  -0.504097
 1198.0   14.376843  -0.513367
 1199.0   14.326437  -0.522638
 1200.0   14.276032  -0.531909
 1201.0   14.228707  -0.540830
 1202.0   14.181382  -0.549751
 1203.0   14.134057  -0.558672
 1204.0   14.086732  -0.567593
 1205.0   14.039408  -0.576515
 1206.0   13.994957  -0.585050
 1207.0   13.950506  -0.593586
 1208.0   13.906055  -0.602122
 1209.0   13.861604  -0.610657
 1210.0   13.817153  -0.619193
 1211.0   13.775384  -0.627313
 1212.0   13.733615  -0.635434
 1213.0   13.691846  -0.643554
 1214.0   13.650077  -0.651675
 1215.0   13.608308  -0.659795
 1216.0   13.569040  -0.667472
 1217.0   13.529771  -0.675148
 1218.0   13.490502  -0.682825
 1219.0   13.451233  -0.690502
 1220.0   13.411965  -0.698178
 1221.0   13.375034  -0.705386
 1222.0   13.338103  -0.712593
 1223.0   13.301172  -0.719800
 1224.0   13.264241  -0.727007
 1225.0   13.227310  -0.734215
 1226.0   13.192567  -0.740930
 1227.0   13.157823  -0.747646
 1228.0   13.123080  -0.754361
 1229.0   13.088336  -0.761077
 1230.0   13.053593  -0.767792
 1231.0   13.020893  -0.773997
 1232.0   12.988193  -0.780201
 1233.0   12.955494  -0.786405
 1234.0   12.922794  -0.792610
 1235.0   12.890094  -0.798814
 1236.0   12.859311  -0.804490
 1237.0   12.828527  -0.810166
 1238.0   12.797744  -0.815842
 1239.0   12.766961  -0.821518
 1240.0   12.736177  -0.827195
 1241.0   12.707186  -0.832328
 1242.0   12.678195  -0.837462
 1243.0   12.649204  -0.842596
 1244.0   12.620213  -0.847729
 1245.0   12.591222  -0.852863
 1246.0   12.563913  -0.857442
 1247.0   12.536603  -0.862020
 1248.0   12.509294  -0.866599
 1249.0   12.481984  -0.871177
 1250.0   12.454675  -0.875756
 1251.0   12.428944  -0.879769
 1252.0   12.403212  -0.883781
 1253.0   12.377481  -0.887794
 1254.0   12.351750  -0.891807
 1255.0   12.326018  -0.895820
 1256.0   12.301767  -0.899258
 1257.0   12.277516  -0.902697
 1258.0   12.253266  -0.906135
 1259.0   12.229015  -0.909574
 1260.0   12.204764  -0.913012
 1261.0   12.181905  -0.915869
 1262.0   12.159047  -0.918725
 1263.0   12.136189  -0.921582
 1264.0   12.113330  -0.924438
 1265.0   12.090472  -0.927295
 1266.0   12.068924  -0.929563
 1267.0   12.047376  -0.931832
 1268.0   12.025829  -0.934101
 1269.0   12.004281  -0.936370
 1270.0   11.982733  -0.938638
