   W         E4-(pi+_n)
 (MeV)      Re         Im
 1080.0    0.000046  -0.000002
 1081.0    0.000427  -0.000023
 1082.0    0.000808  -0.000044
 1083.0    0.001189  -0.000065
 1084.0    0.001571  -0.000085
 1085.0    0.001952  -0.000106
 1086.0    0.002807  -0.000152
 1087.0    0.003663  -0.000199
 1088.0    0.004518  -0.000245
 1089.0    0.005374  -0.000292
 1090.0    0.006229  -0.000338
 1091.0    0.007457  -0.000405
 1092.0    0.008686  -0.000471
 1093.0    0.009914  -0.000538
 1094.0    0.011143  -0.000605
 1095.0    0.012371  -0.000671
 1096.0    0.013890  -0.000754
 1097.0    0.015409  -0.000836
 1098.0    0.016928  -0.000918
 1099.0    0.018447  -0.001001
 1100.0    0.019966  -0.001083
 1101.0    0.021707  -0.001178
 1102.0    0.023449  -0.001272
 1103.0    0.025190  -0.001367
 1104.0    0.026932  -0.001461
 1105.0    0.028673  -0.001555
 1106.0    0.030582  -0.001659
 1107.0    0.032491  -0.001763
 1108.0    0.034399  -0.001866
 1109.0    0.036308  -0.001970
 1110.0    0.038217  -0.002073
 1111.0    0.040247  -0.002183
 1112.0    0.042278  -0.002293
 1113.0    0.044308  -0.002403
 1114.0    0.046338  -0.002514
 1115.0    0.048369  -0.002624
 1116.0    0.050483  -0.002738
 1117.0    0.052598  -0.002853
 1118.0    0.054713  -0.002968
 1119.0    0.056827  -0.003082
 1120.0    0.058942  -0.003197
 1121.0    0.061111  -0.003315
 1122.0    0.063279  -0.003432
 1123.0    0.065448  -0.003550
 1124.0    0.067616  -0.003668
 1125.0    0.069785  -0.003785
 1126.0    0.071982  -0.003904
 1127.0    0.074180  -0.004024
 1128.0    0.076377  -0.004143
 1129.0    0.078575  -0.004262
 1130.0    0.080772  -0.004381
 1131.0    0.082978  -0.004501
 1132.0    0.085184  -0.004621
 1133.0    0.087390  -0.004741
 1134.0    0.089596  -0.004860
 1135.0    0.091802  -0.004980
 1136.0    0.094001  -0.005099
 1137.0    0.096199  -0.005219
 1138.0    0.098397  -0.005338
 1139.0    0.100595  -0.005457
 1140.0    0.102793  -0.005577
 1141.0    0.104970  -0.005695
 1142.0    0.107147  -0.005813
 1143.0    0.109324  -0.005932
 1144.0    0.111501  -0.006050
 1145.0    0.113678  -0.006168
 1146.0    0.115823  -0.006285
 1147.0    0.117968  -0.006402
 1148.0    0.120113  -0.006518
 1149.0    0.122259  -0.006635
 1150.0    0.124404  -0.006751
 1151.0    0.126508  -0.006866
 1152.0    0.128613  -0.006981
 1153.0    0.130718  -0.007095
 1154.0    0.132823  -0.007210
 1155.0    0.134927  -0.007324
 1156.0    0.136985  -0.007436
 1157.0    0.139043  -0.007549
 1158.0    0.141101  -0.007661
 1159.0    0.143158  -0.007773
 1160.0    0.145216  -0.007885
 1161.0    0.147222  -0.007995
 1162.0    0.149227  -0.008104
 1163.0    0.151233  -0.008214
 1164.0    0.153238  -0.008323
 1165.0    0.155244  -0.008433
 1166.0    0.157194  -0.008539
 1167.0    0.159143  -0.008646
 1168.0    0.161093  -0.008753
 1169.0    0.163042  -0.008859
 1170.0    0.164992  -0.008966
 1171.0    0.166883  -0.009070
 1172.0    0.168774  -0.009173
 1173.0    0.170664  -0.009277
 1174.0    0.172555  -0.009381
 1175.0    0.174446  -0.009484
 1176.0    0.176276  -0.009585
 1177.0    0.178106  -0.009685
 1178.0    0.179936  -0.009786
 1179.0    0.181766  -0.009887
 1180.0    0.183596  -0.009987
 1181.0    0.185364  -0.010085
 1182.0    0.187132  -0.010182
 1183.0    0.188900  -0.010280
 1184.0    0.190668  -0.010377
 1185.0    0.192435  -0.010475
 1186.0    0.194141  -0.010569
 1187.0    0.195846  -0.010663
 1188.0    0.197551  -0.010758
 1189.0    0.199256  -0.010852
 1190.0    0.200962  -0.010946
 1191.0    0.202604  -0.011038
 1192.0    0.204247  -0.011129
 1193.0    0.205889  -0.011220
 1194.0    0.207532  -0.011311
 1195.0    0.209174  -0.011403
 1196.0    0.210754  -0.011491
 1197.0    0.212334  -0.011579
 1198.0    0.213914  -0.011667
 1199.0    0.215493  -0.011755
 1200.0    0.217073  -0.011844
 1201.0    0.218591  -0.011929
 1202.0    0.220109  -0.012014
 1203.0    0.221627  -0.012099
 1204.0    0.223145  -0.012184
 1205.0    0.224663  -0.012269
 1206.0    0.226119  -0.012351
 1207.0    0.227576  -0.012434
 1208.0    0.229033  -0.012516
 1209.0    0.230490  -0.012598
 1210.0    0.231946  -0.012680
 1211.0    0.233343  -0.012759
 1212.0    0.234740  -0.012839
 1213.0    0.236136  -0.012918
 1214.0    0.237533  -0.012997
 1215.0    0.238929  -0.013077
 1216.0    0.240267  -0.013153
 1217.0    0.241605  -0.013230
 1218.0    0.242943  -0.013306
 1219.0    0.244281  -0.013383
 1220.0    0.245618  -0.013459
 1221.0    0.246899  -0.013533
 1222.0    0.248179  -0.013606
 1223.0    0.249459  -0.013680
 1224.0    0.250740  -0.013754
 1225.0    0.252020  -0.013828
 1226.0    0.253244  -0.013899
 1227.0    0.254468  -0.013970
 1228.0    0.255693  -0.014041
 1229.0    0.256917  -0.014112
 1230.0    0.258141  -0.014183
 1231.0    0.259311  -0.014252
 1232.0    0.260481  -0.014320
 1233.0    0.261650  -0.014389
 1234.0    0.262820  -0.014457
 1235.0    0.263990  -0.014526
 1236.0    0.265107  -0.014592
 1237.0    0.266224  -0.014658
 1238.0    0.267340  -0.014724
 1239.0    0.268457  -0.014790
 1240.0    0.269574  -0.014856
 1241.0    0.270640  -0.014919
 1242.0    0.271705  -0.014983
 1243.0    0.272771  -0.015046
 1244.0    0.273837  -0.015110
 1245.0    0.274902  -0.015174
 1246.0    0.275918  -0.015235
 1247.0    0.276934  -0.015296
 1248.0    0.277950  -0.015357
 1249.0    0.278966  -0.015419
 1250.0    0.279982  -0.015480
 1251.0    0.280950  -0.015539
 1252.0    0.281918  -0.015598
 1253.0    0.282886  -0.015657
 1254.0    0.283854  -0.015716
 1255.0    0.284822  -0.015775
 1256.0    0.285744  -0.015832
 1257.0    0.286665  -0.015889
 1258.0    0.287587  -0.015946
 1259.0    0.288509  -0.016002
 1260.0    0.289431  -0.016059
 1261.0    0.290308  -0.016114
 1262.0    0.291185  -0.016169
 1263.0    0.292062  -0.016223
 1264.0    0.292939  -0.016278
 1265.0    0.293816  -0.016333
 1266.0    0.294650  -0.016386
 1267.0    0.295485  -0.016438
 1268.0    0.296319  -0.016491
 1269.0    0.297153  -0.016544
 1270.0    0.297987  -0.016596
 1271.0    0.298779  -0.016647
 1272.0    0.299572  -0.016697
 1273.0    0.300364  -0.016747
 1274.0    0.301156  -0.016798
 1275.0    0.301949  -0.016848
 1276.0    0.302701  -0.016896
 1277.0    0.303454  -0.016945
 1278.0    0.304207  -0.016993
 1279.0    0.304959  -0.017042
