   W         E8-(pi+_n)
 (MeV)      Re         Im
 1080.0    0.000000   0.000000
 1081.0    0.000000  -0.000000
 1082.0    0.000000  -0.000000
 1083.0    0.000000  -0.000000
 1084.0    0.000000  -0.000000
 1085.0    0.000000  -0.000000
 1086.0    0.000001  -0.000000
 1087.0    0.000001  -0.000000
 1088.0    0.000001  -0.000000
 1089.0    0.000001  -0.000000
 1090.0    0.000002  -0.000000
 1091.0    0.000003  -0.000000
 1092.0    0.000004  -0.000000
 1093.0    0.000005  -0.000000
 1094.0    0.000006  -0.000000
 1095.0    0.000007  -0.000000
 1096.0    0.000010  -0.000001
 1097.0    0.000013  -0.000001
 1098.0    0.000015  -0.000001
 1099.0    0.000018  -0.000001
 1100.0    0.000020  -0.000001
 1101.0    0.000025  -0.000001
 1102.0    0.000029  -0.000002
 1103.0    0.000034  -0.000002
 1104.0    0.000038  -0.000002
 1105.0    0.000043  -0.000002
 1106.0    0.000050  -0.000003
 1107.0    0.000057  -0.000003
 1108.0    0.000064  -0.000003
 1109.0    0.000071  -0.000004
 1110.0    0.000078  -0.000004
 1111.0    0.000089  -0.000005
 1112.0    0.000099  -0.000005
 1113.0    0.000109  -0.000006
 1114.0    0.000119  -0.000006
 1115.0    0.000129  -0.000007
 1116.0    0.000143  -0.000008
 1117.0    0.000157  -0.000009
 1118.0    0.000170  -0.000009
 1119.0    0.000184  -0.000010
 1120.0    0.000198  -0.000011
 1121.0    0.000215  -0.000012
 1122.0    0.000233  -0.000013
 1123.0    0.000250  -0.000014
 1124.0    0.000267  -0.000015
 1125.0    0.000285  -0.000015
 1126.0    0.000306  -0.000017
 1127.0    0.000328  -0.000018
 1128.0    0.000349  -0.000019
 1129.0    0.000371  -0.000020
 1130.0    0.000392  -0.000021
 1131.0    0.000418  -0.000023
 1132.0    0.000443  -0.000024
 1133.0    0.000469  -0.000025
 1134.0    0.000495  -0.000027
 1135.0    0.000520  -0.000028
 1136.0    0.000550  -0.000030
 1137.0    0.000580  -0.000032
 1138.0    0.000610  -0.000033
 1139.0    0.000640  -0.000035
 1140.0    0.000670  -0.000036
 1141.0    0.000704  -0.000038
 1142.0    0.000738  -0.000040
 1143.0    0.000772  -0.000042
 1144.0    0.000806  -0.000044
 1145.0    0.000840  -0.000046
 1146.0    0.000878  -0.000048
 1147.0    0.000916  -0.000050
 1148.0    0.000955  -0.000052
 1149.0    0.000993  -0.000054
 1150.0    0.001031  -0.000056
 1151.0    0.001073  -0.000058
 1152.0    0.001116  -0.000061
 1153.0    0.001158  -0.000063
 1154.0    0.001200  -0.000065
 1155.0    0.001242  -0.000068
 1156.0    0.001289  -0.000070
 1157.0    0.001335  -0.000073
 1158.0    0.001381  -0.000075
 1159.0    0.001427  -0.000078
 1160.0    0.001473  -0.000080
 1161.0    0.001523  -0.000083
 1162.0    0.001573  -0.000085
 1163.0    0.001623  -0.000088
 1164.0    0.001673  -0.000091
 1165.0    0.001723  -0.000094
 1166.0    0.001777  -0.000097
 1167.0    0.001830  -0.000099
 1168.0    0.001884  -0.000102
 1169.0    0.001937  -0.000105
 1170.0    0.001990  -0.000108
 1171.0    0.002047  -0.000111
 1172.0    0.002104  -0.000114
 1173.0    0.002161  -0.000117
 1174.0    0.002218  -0.000120
 1175.0    0.002275  -0.000124
 1176.0    0.002334  -0.000127
 1177.0    0.002394  -0.000130
 1178.0    0.002454  -0.000133
 1179.0    0.002514  -0.000137
 1180.0    0.002574  -0.000140
 1181.0    0.002637  -0.000143
 1182.0    0.002700  -0.000147
 1183.0    0.002763  -0.000150
 1184.0    0.002825  -0.000154
 1185.0    0.002888  -0.000157
 1186.0    0.002954  -0.000160
 1187.0    0.003019  -0.000164
 1188.0    0.003085  -0.000168
 1189.0    0.003150  -0.000171
 1190.0    0.003215  -0.000175
 1191.0    0.003283  -0.000178
 1192.0    0.003351  -0.000182
 1193.0    0.003419  -0.000186
 1194.0    0.003487  -0.000189
 1195.0    0.003555  -0.000193
 1196.0    0.003625  -0.000197
 1197.0    0.003695  -0.000201
 1198.0    0.003765  -0.000205
 1199.0    0.003835  -0.000208
 1200.0    0.003905  -0.000212
 1201.0    0.003977  -0.000216
 1202.0    0.004048  -0.000220
 1203.0    0.004120  -0.000224
 1204.0    0.004192  -0.000228
 1205.0    0.004264  -0.000232
 1206.0    0.004338  -0.000236
 1207.0    0.004412  -0.000240
 1208.0    0.004485  -0.000244
 1209.0    0.004559  -0.000248
 1210.0    0.004633  -0.000252
 1211.0    0.004708  -0.000256
 1212.0    0.004783  -0.000260
 1213.0    0.004858  -0.000264
 1214.0    0.004933  -0.000268
 1215.0    0.005008  -0.000272
 1216.0    0.005085  -0.000276
 1217.0    0.005161  -0.000280
 1218.0    0.005237  -0.000285
 1219.0    0.005314  -0.000289
 1220.0    0.005390  -0.000293
 1221.0    0.005468  -0.000297
 1222.0    0.005545  -0.000301
 1223.0    0.005623  -0.000305
 1224.0    0.005700  -0.000310
 1225.0    0.005778  -0.000314
 1226.0    0.005856  -0.000318
 1227.0    0.005934  -0.000322
 1228.0    0.006013  -0.000327
 1229.0    0.006091  -0.000331
 1230.0    0.006170  -0.000335
 1231.0    0.006249  -0.000339
 1232.0    0.006328  -0.000344
 1233.0    0.006407  -0.000348
 1234.0    0.006486  -0.000352
 1235.0    0.006565  -0.000357
 1236.0    0.006645  -0.000361
 1237.0    0.006724  -0.000365
 1238.0    0.006804  -0.000370
 1239.0    0.006883  -0.000374
 1240.0    0.006963  -0.000378
 1241.0    0.007043  -0.000383
 1242.0    0.007123  -0.000387
 1243.0    0.007203  -0.000391
 1244.0    0.007283  -0.000396
 1245.0    0.007363  -0.000400
 1246.0    0.007443  -0.000404
 1247.0    0.007523  -0.000409
 1248.0    0.007603  -0.000413
 1249.0    0.007683  -0.000417
 1250.0    0.007764  -0.000422
 1251.0    0.007844  -0.000426
 1252.0    0.007924  -0.000431
 1253.0    0.008004  -0.000435
 1254.0    0.008085  -0.000439
 1255.0    0.008165  -0.000444
 1256.0    0.008245  -0.000448
 1257.0    0.008325  -0.000452
 1258.0    0.008405  -0.000457
 1259.0    0.008485  -0.000461
 1260.0    0.008566  -0.000465
 1261.0    0.008646  -0.000470
 1262.0    0.008726  -0.000474
 1263.0    0.008806  -0.000478
 1264.0    0.008886  -0.000483
 1265.0    0.008966  -0.000487
 1266.0    0.009045  -0.000491
 1267.0    0.009125  -0.000496
 1268.0    0.009204  -0.000500
 1269.0    0.009284  -0.000504
 1270.0    0.009364  -0.000508
 1271.0    0.009443  -0.000513
 1272.0    0.009522  -0.000517
 1273.0    0.009601  -0.000521
 1274.0    0.009681  -0.000526
 1275.0    0.009760  -0.000530
 1276.0    0.009839  -0.000534
 1277.0    0.009918  -0.000539
 1278.0    0.009997  -0.000543
 1279.0    0.010075  -0.000548
 1280.0    0.010154  -0.000552
 1281.0    0.010232  -0.000556
 1282.0    0.010310  -0.000560
 1283.0    0.010389  -0.000565
 1284.0    0.010467  -0.000569
 1285.0    0.010545  -0.000573
 1286.0    0.010622  -0.000577
 1287.0    0.010700  -0.000581
 1288.0    0.010777  -0.000586
 1289.0    0.010854  -0.000590
 1290.0    0.010932  -0.000594
 1291.0    0.011009  -0.000598
 1292.0    0.011085  -0.000602
 1293.0    0.011162  -0.000606
 1294.0    0.011239  -0.000611
 1295.0    0.011315  -0.000615
 1296.0    0.011391  -0.000619
 1297.0    0.011467  -0.000623
 1298.0    0.011543  -0.000627
 1299.0    0.011619  -0.000631
 1300.0    0.011695  -0.000636
 1301.0    0.011770  -0.000639
 1302.0    0.011844  -0.000643
 1303.0    0.011919  -0.000647
 1304.0    0.011994  -0.000651
 1305.0    0.012069  -0.000655
 1306.0    0.012143  -0.000659
 1307.0    0.012217  -0.000663
 1308.0    0.012291  -0.000668
 1309.0    0.012365  -0.000672
 1310.0    0.012439  -0.000676
 1311.0    0.012512  -0.000680
 1312.0    0.012585  -0.000684
 1313.0    0.012658  -0.000688
 1314.0    0.012731  -0.000692
 1315.0    0.012805  -0.000696
 1316.0    0.012876  -0.000699
 1317.0    0.012948  -0.000703
 1318.0    0.013020  -0.000707
 1319.0    0.013092  -0.000711
 1320.0    0.013164  -0.000715
 1321.0    0.013235  -0.000719
 1322.0    0.013306  -0.000723
 1323.0    0.013377  -0.000727
 1324.0    0.013448  -0.000731
 1325.0    0.013519  -0.000734
 1326.0    0.013589  -0.000738
 1327.0    0.013658  -0.000742
 1328.0    0.013728  -0.000746
 1329.0    0.013798  -0.000750
 1330.0    0.013868  -0.000753
 1331.0    0.013936  -0.000757
 1332.0    0.014005  -0.000761
 1333.0    0.014073  -0.000765
 1334.0    0.014142  -0.000768
 1335.0    0.014211  -0.000772
 1336.0    0.014278  -0.000776
 1337.0    0.014345  -0.000779
 1338.0    0.014413  -0.000783
 1339.0    0.014480  -0.000787
 1340.0    0.014548  -0.000790
 1341.0    0.014614  -0.000794
 1342.0    0.014680  -0.000797
 1343.0    0.014746  -0.000801
 1344.0    0.014813  -0.000805
 1345.0    0.014879  -0.000808
 1346.0    0.014944  -0.000812
 1347.0    0.015009  -0.000815
 1348.0    0.015073  -0.000818
 1349.0    0.015138  -0.000822
 1350.0    0.015203  -0.000825
 1351.0    0.015267  -0.000829
 1352.0    0.015331  -0.000833
 1353.0    0.015395  -0.000836
 1354.0    0.015459  -0.000840
 1355.0    0.015523  -0.000843
 1356.0    0.015585  -0.000847
 1357.0    0.015648  -0.000850
 1358.0    0.015710  -0.000854
 1359.0    0.015773  -0.000857
 1360.0    0.015835  -0.000860
 1361.0    0.015897  -0.000864
 1362.0    0.015958  -0.000867
 1363.0    0.016019  -0.000870
 1364.0    0.016080  -0.000874
 1365.0    0.016141  -0.000877
 1366.0    0.016201  -0.000880
 1367.0    0.016261  -0.000883
 1368.0    0.016321  -0.000887
 1369.0    0.016381  -0.000890
 1370.0    0.016441  -0.000893
 1371.0    0.016500  -0.000896
 1372.0    0.016559  -0.000899
 1373.0    0.016617  -0.000903
 1374.0    0.016676  -0.000906
 1375.0    0.016735  -0.000909
 1376.0    0.016792  -0.000912
 1377.0    0.016850  -0.000915
 1378.0    0.016907  -0.000918
 1379.0    0.016965  -0.000921
 1380.0    0.017022  -0.000925
 1381.0    0.017078  -0.000928
 1382.0    0.017134  -0.000931
 1383.0    0.017190  -0.000934
 1384.0    0.017247  -0.000937
 1385.0    0.017303  -0.000940
 1386.0    0.017358  -0.000943
 1387.0    0.017412  -0.000946
 1388.0    0.017467  -0.000949
 1389.0    0.017522  -0.000952
 1390.0    0.017577  -0.000955
 1391.0    0.017631  -0.000958
 1392.0    0.017684  -0.000961
 1393.0    0.017738  -0.000963
 1394.0    0.017791  -0.000966
 1395.0    0.017845  -0.000969
 1396.0    0.017897  -0.000972
 1397.0    0.017950  -0.000975
 1398.0    0.018002  -0.000978
 1399.0    0.018054  -0.000981
 1400.0    0.018107  -0.000983
 1401.0    0.018158  -0.000986
 1402.0    0.018209  -0.000989
 1403.0    0.018260  -0.000992
 1404.0    0.018311  -0.000995
 1405.0    0.018362  -0.000997
 1406.0    0.018412  -0.001000
 1407.0    0.018462  -0.001003
 1408.0    0.018511  -0.001005
 1409.0    0.018561  -0.001008
 1410.0    0.018611  -0.001011
 1411.0    0.018660  -0.001013
 1412.0    0.018708  -0.001016
 1413.0    0.018757  -0.001019
 1414.0    0.018805  -0.001021
 1415.0    0.018854  -0.001024
 1416.0    0.018901  -0.001027
 1417.0    0.018949  -0.001029
 1418.0    0.018996  -0.001032
 1419.0    0.019043  -0.001034
 1420.0    0.019091  -0.001037
 1421.0    0.019137  -0.001039
 1422.0    0.019183  -0.001042
 1423.0    0.019229  -0.001044
 1424.0    0.019275  -0.001047
 1425.0    0.019321  -0.001049
 1426.0    0.019366  -0.001052
 1427.0    0.019411  -0.001054
 1428.0    0.019456  -0.001057
 1429.0    0.019501  -0.001059
 1430.0    0.019546  -0.001061
 1431.0    0.019589  -0.001064
 1432.0    0.019633  -0.001066
 1433.0    0.019677  -0.001069
 1434.0    0.019721  -0.001071
 1435.0    0.019764  -0.001074
 1436.0    0.019807  -0.001076
 1437.0    0.019849  -0.001078
 1438.0    0.019891  -0.001080
 1439.0    0.019934  -0.001082
 1440.0    0.019976  -0.001085
 1441.0    0.020018  -0.001087
 1442.0    0.020059  -0.001089
 1443.0    0.020100  -0.001091
 1444.0    0.020142  -0.001094
 1445.0    0.020183  -0.001096
 1446.0    0.020223  -0.001098
 1447.0    0.020263  -0.001100
 1448.0    0.020304  -0.001102
