   W         E7-(pi+_n)
 (MeV)      Re         Im
 1080.0    0.000000  -0.000000
 1081.0    0.000000  -0.000000
 1082.0    0.000001  -0.000000
 1083.0    0.000001  -0.000000
 1084.0    0.000001  -0.000000
 1085.0    0.000002  -0.000000
 1086.0    0.000004  -0.000000
 1087.0    0.000006  -0.000000
 1088.0    0.000008  -0.000000
 1089.0    0.000011  -0.000001
 1090.0    0.000013  -0.000001
 1091.0    0.000019  -0.000001
 1092.0    0.000025  -0.000001
 1093.0    0.000031  -0.000002
 1094.0    0.000037  -0.000002
 1095.0    0.000044  -0.000002
 1096.0    0.000055  -0.000003
 1097.0    0.000067  -0.000004
 1098.0    0.000079  -0.000004
 1099.0    0.000091  -0.000005
 1100.0    0.000103  -0.000006
 1101.0    0.000122  -0.000007
 1102.0    0.000141  -0.000008
 1103.0    0.000161  -0.000009
 1104.0    0.000180  -0.000010
 1105.0    0.000199  -0.000011
 1106.0    0.000226  -0.000012
 1107.0    0.000254  -0.000014
 1108.0    0.000281  -0.000015
 1109.0    0.000309  -0.000017
 1110.0    0.000336  -0.000018
 1111.0    0.000373  -0.000020
 1112.0    0.000410  -0.000022
 1113.0    0.000446  -0.000024
 1114.0    0.000483  -0.000026
 1115.0    0.000519  -0.000028
 1116.0    0.000565  -0.000031
 1117.0    0.000611  -0.000033
 1118.0    0.000658  -0.000036
 1119.0    0.000704  -0.000038
 1120.0    0.000750  -0.000041
 1121.0    0.000806  -0.000044
 1122.0    0.000861  -0.000047
 1123.0    0.000917  -0.000050
 1124.0    0.000973  -0.000053
 1125.0    0.001029  -0.000056
 1126.0    0.001094  -0.000059
 1127.0    0.001160  -0.000063
 1128.0    0.001225  -0.000067
 1129.0    0.001290  -0.000070
 1130.0    0.001356  -0.000074
 1131.0    0.001431  -0.000078
 1132.0    0.001505  -0.000082
 1133.0    0.001580  -0.000086
 1134.0    0.001655  -0.000090
 1135.0    0.001730  -0.000094
 1136.0    0.001814  -0.000099
 1137.0    0.001897  -0.000103
 1138.0    0.001981  -0.000108
 1139.0    0.002065  -0.000112
 1140.0    0.002149  -0.000117
 1141.0    0.002241  -0.000122
 1142.0    0.002334  -0.000127
 1143.0    0.002426  -0.000132
 1144.0    0.002519  -0.000137
 1145.0    0.002611  -0.000142
 1146.0    0.002712  -0.000147
 1147.0    0.002812  -0.000153
 1148.0    0.002913  -0.000158
 1149.0    0.003013  -0.000164
 1150.0    0.003114  -0.000169
 1151.0    0.003221  -0.000175
 1152.0    0.003329  -0.000181
 1153.0    0.003437  -0.000187
 1154.0    0.003545  -0.000193
 1155.0    0.003653  -0.000198
 1156.0    0.003768  -0.000205
 1157.0    0.003883  -0.000211
 1158.0    0.003998  -0.000217
 1159.0    0.004112  -0.000223
 1160.0    0.004227  -0.000230
 1161.0    0.004348  -0.000236
 1162.0    0.004469  -0.000243
 1163.0    0.004590  -0.000249
 1164.0    0.004711  -0.000256
 1165.0    0.004832  -0.000263
 1166.0    0.004959  -0.000269
 1167.0    0.005085  -0.000276
 1168.0    0.005212  -0.000283
 1169.0    0.005339  -0.000290
 1170.0    0.005465  -0.000297
 1171.0    0.005597  -0.000304
 1172.0    0.005728  -0.000311
 1173.0    0.005860  -0.000318
 1174.0    0.005991  -0.000326
 1175.0    0.006123  -0.000333
 1176.0    0.006259  -0.000340
 1177.0    0.006395  -0.000347
 1178.0    0.006531  -0.000355
 1179.0    0.006667  -0.000362
 1180.0    0.006803  -0.000370
 1181.0    0.006943  -0.000377
 1182.0    0.007082  -0.000385
 1183.0    0.007222  -0.000392
 1184.0    0.007362  -0.000400
 1185.0    0.007501  -0.000408
 1186.0    0.007644  -0.000415
 1187.0    0.007787  -0.000423
 1188.0    0.007930  -0.000431
 1189.0    0.008073  -0.000439
 1190.0    0.008216  -0.000446
 1191.0    0.008362  -0.000454
 1192.0    0.008507  -0.000462
 1193.0    0.008653  -0.000470
 1194.0    0.008799  -0.000478
 1195.0    0.008944  -0.000486
 1196.0    0.009092  -0.000494
 1197.0    0.009240  -0.000502
 1198.0    0.009388  -0.000510
 1199.0    0.009536  -0.000518
 1200.0    0.009683  -0.000526
 1201.0    0.009833  -0.000534
 1202.0    0.009982  -0.000542
 1203.0    0.010132  -0.000550
 1204.0    0.010282  -0.000559
 1205.0    0.010431  -0.000567
 1206.0    0.010582  -0.000575
 1207.0    0.010733  -0.000583
 1208.0    0.010883  -0.000591
 1209.0    0.011034  -0.000600
 1210.0    0.011185  -0.000608
 1211.0    0.011337  -0.000616
 1212.0    0.011488  -0.000624
 1213.0    0.011640  -0.000632
 1214.0    0.011792  -0.000641
 1215.0    0.011943  -0.000649
 1216.0    0.012095  -0.000657
 1217.0    0.012248  -0.000665
 1218.0    0.012400  -0.000674
 1219.0    0.012552  -0.000682
 1220.0    0.012704  -0.000690
 1221.0    0.012856  -0.000699
 1222.0    0.013008  -0.000707
 1223.0    0.013161  -0.000715
 1224.0    0.013313  -0.000723
 1225.0    0.013465  -0.000732
 1226.0    0.013617  -0.000740
 1227.0    0.013769  -0.000748
 1228.0    0.013921  -0.000756
 1229.0    0.014073  -0.000765
 1230.0    0.014225  -0.000773
 1231.0    0.014377  -0.000781
 1232.0    0.014528  -0.000789
 1233.0    0.014680  -0.000798
 1234.0    0.014831  -0.000806
 1235.0    0.014983  -0.000814
 1236.0    0.015133  -0.000822
 1237.0    0.015284  -0.000830
 1238.0    0.015435  -0.000839
 1239.0    0.015586  -0.000847
 1240.0    0.015736  -0.000855
 1241.0    0.015886  -0.000863
 1242.0    0.016036  -0.000871
 1243.0    0.016185  -0.000879
 1244.0    0.016335  -0.000888
 1245.0    0.016485  -0.000896
 1246.0    0.016633  -0.000904
 1247.0    0.016782  -0.000912
 1248.0    0.016930  -0.000920
 1249.0    0.017079  -0.000928
 1250.0    0.017227  -0.000936
 1251.0    0.017374  -0.000944
 1252.0    0.017521  -0.000952
 1253.0    0.017668  -0.000960
 1254.0    0.017815  -0.000968
 1255.0    0.017962  -0.000976
 1256.0    0.018107  -0.000984
 1257.0    0.018253  -0.000992
 1258.0    0.018398  -0.001000
 1259.0    0.018543  -0.001008
 1260.0    0.018689  -0.001015
 1261.0    0.018832  -0.001023
 1262.0    0.018976  -0.001031
 1263.0    0.019119  -0.001039
 1264.0    0.019263  -0.001047
 1265.0    0.019406  -0.001054
 1266.0    0.019548  -0.001062
 1267.0    0.019690  -0.001070
 1268.0    0.019831  -0.001078
 1269.0    0.019973  -0.001085
 1270.0    0.020115  -0.001093
 1271.0    0.020254  -0.001101
 1272.0    0.020394  -0.001108
 1273.0    0.020533  -0.001116
 1274.0    0.020673  -0.001123
 1275.0    0.020812  -0.001131
 1276.0    0.020949  -0.001138
 1277.0    0.021087  -0.001146
 1278.0    0.021224  -0.001153
 1279.0    0.021361  -0.001160
 1280.0    0.021498  -0.001168
 1281.0    0.021633  -0.001175
 1282.0    0.021768  -0.001183
 1283.0    0.021903  -0.001190
 1284.0    0.022038  -0.001197
 1285.0    0.022174  -0.001205
 1286.0    0.022306  -0.001212
 1287.0    0.022439  -0.001219
 1288.0    0.022571  -0.001226
 1289.0    0.022704  -0.001233
 1290.0    0.022836  -0.001240
 1291.0    0.022967  -0.001248
 1292.0    0.023097  -0.001255
 1293.0    0.023227  -0.001262
 1294.0    0.023357  -0.001269
 1295.0    0.023488  -0.001276
 1296.0    0.023615  -0.001283
 1297.0    0.023743  -0.001290
 1298.0    0.023871  -0.001297
 1299.0    0.023998  -0.001304
 1300.0    0.024126  -0.001311
 1301.0    0.024251  -0.001318
 1302.0    0.024376  -0.001324
 1303.0    0.024502  -0.001331
 1304.0    0.024627  -0.001338
 1305.0    0.024752  -0.001345
 1306.0    0.024875  -0.001352
 1307.0    0.024997  -0.001358
 1308.0    0.025120  -0.001365
 1309.0    0.025242  -0.001372
 1310.0    0.025364  -0.001378
 1311.0    0.025484  -0.001385
 1312.0    0.025604  -0.001391
 1313.0    0.025724  -0.001398
 1314.0    0.025844  -0.001404
 1315.0    0.025964  -0.001411
 1316.0    0.026081  -0.001417
 1317.0    0.026198  -0.001423
 1318.0    0.026315  -0.001430
 1319.0    0.026432  -0.001436
 1320.0    0.026550  -0.001442
 1321.0    0.026664  -0.001449
 1322.0    0.026779  -0.001455
 1323.0    0.026894  -0.001462
 1324.0    0.027009  -0.001468
 1325.0    0.027123  -0.001474
 1326.0    0.027235  -0.001480
 1327.0    0.027347  -0.001486
 1328.0    0.027458  -0.001492
 1329.0    0.027570  -0.001498
 1330.0    0.027682  -0.001504
 1331.0    0.027791  -0.001510
 1332.0    0.027900  -0.001516
 1333.0    0.028009  -0.001522
 1334.0    0.028118  -0.001528
 1335.0    0.028227  -0.001534
 1336.0    0.028334  -0.001540
 1337.0    0.028440  -0.001545
 1338.0    0.028547  -0.001551
 1339.0    0.028653  -0.001557
 1340.0    0.028760  -0.001563
 1341.0    0.028863  -0.001568
 1342.0    0.028967  -0.001574
 1343.0    0.029071  -0.001580
 1344.0    0.029175  -0.001585
 1345.0    0.029278  -0.001591
 1346.0    0.029379  -0.001597
 1347.0    0.029481  -0.001602
 1348.0    0.029582  -0.001608
 1349.0    0.029683  -0.001613
 1350.0    0.029784  -0.001619
 1351.0    0.029882  -0.001624
 1352.0    0.029980  -0.001629
 1353.0    0.030079  -0.001635
 1354.0    0.030177  -0.001640
 1355.0    0.030275  -0.001645
 1356.0    0.030371  -0.001651
 1357.0    0.030467  -0.001656
 1358.0    0.030563  -0.001661
 1359.0    0.030658  -0.001666
 1360.0    0.030754  -0.001671
 1361.0    0.030847  -0.001676
 1362.0    0.030940  -0.001682
 1363.0    0.031034  -0.001687
 1364.0    0.031127  -0.001692
 1365.0    0.031220  -0.001697
 1366.0    0.031310  -0.001702
 1367.0    0.031401  -0.001707
 1368.0    0.031491  -0.001712
 1369.0    0.031582  -0.001717
 1370.0    0.031672  -0.001721
 1371.0    0.031760  -0.001726
 1372.0    0.031848  -0.001731
 1373.0    0.031936  -0.001736
 1374.0    0.032024  -0.001741
 1375.0    0.032112  -0.001745
 1376.0    0.032198  -0.001750
 1377.0    0.032283  -0.001755
 1378.0    0.032368  -0.001759
 1379.0    0.032454  -0.001764
 1380.0    0.032539  -0.001769
 1381.0    0.032622  -0.001773
 1382.0    0.032705  -0.001778
 1383.0    0.032788  -0.001782
 1384.0    0.032871  -0.001787
 1385.0    0.032954  -0.001792
 1386.0    0.033034  -0.001796
 1387.0    0.033114  -0.001800
 1388.0    0.033194  -0.001804
 1389.0    0.033275  -0.001809
 1390.0    0.033355  -0.001813
 1391.0    0.033433  -0.001817
 1392.0    0.033511  -0.001822
 1393.0    0.033589  -0.001826
 1394.0    0.033667  -0.001830
 1395.0    0.033745  -0.001835
 1396.0    0.033820  -0.001839
 1397.0    0.033896  -0.001843
 1398.0    0.033971  -0.001847
 1399.0    0.034047  -0.001851
 1400.0    0.034122  -0.001855
 1401.0    0.034195  -0.001859
 1402.0    0.034269  -0.001863
 1403.0    0.034342  -0.001867
 1404.0    0.034415  -0.001871
 1405.0    0.034488  -0.001875
 1406.0    0.034559  -0.001879
 1407.0    0.034630  -0.001883
 1408.0    0.034700  -0.001887
 1409.0    0.034771  -0.001891
 1410.0    0.034842  -0.001895
 1411.0    0.034911  -0.001899
 1412.0    0.034979  -0.001902
 1413.0    0.035048  -0.001906
 1414.0    0.035116  -0.001910
 1415.0    0.035185  -0.001914
 1416.0    0.035251  -0.001917
 1417.0    0.035317  -0.001921
 1418.0    0.035383  -0.001925
 1419.0    0.035449  -0.001928
 1420.0    0.035516  -0.001932
 1421.0    0.035580  -0.001936
 1422.0    0.035644  -0.001939
 1423.0    0.035708  -0.001943
 1424.0    0.035772  -0.001946
 1425.0    0.035836  -0.001950
 1426.0    0.035898  -0.001953
 1427.0    0.035959  -0.001957
 1428.0    0.036021  -0.001960
 1429.0    0.036083  -0.001963
 1430.0    0.036145  -0.001967
 1431.0    0.036205  -0.001970
 1432.0    0.036264  -0.001974
 1433.0    0.036324  -0.001977
 1434.0    0.036384  -0.001980
 1435.0    0.036444  -0.001984
 1436.0    0.036501  -0.001987
 1437.0    0.036559  -0.001990
 1438.0    0.036616  -0.001993
 1439.0    0.036674  -0.001996
 1440.0    0.036731  -0.001999
 1441.0    0.036787  -0.002003
 1442.0    0.036842  -0.002006
 1443.0    0.036898  -0.002009
 1444.0    0.036954  -0.002012
 1445.0    0.037009  -0.002015
 1446.0    0.037063  -0.002018
 1447.0    0.037116  -0.002021
 1448.0    0.037170  -0.002024
