   W         M8+(pi+_n)
 (MeV)      Re         Im
 1080.0   -0.000000   0.000000
 1081.0   -0.000000   0.000000
 1082.0   -0.000000   0.000000
 1083.0   -0.000000   0.000000
 1084.0   -0.000000   0.000000
 1085.0   -0.000000   0.000000
 1086.0   -0.000000   0.000000
 1087.0   -0.000000   0.000000
 1088.0   -0.000000   0.000000
 1089.0   -0.000000   0.000000
 1090.0   -0.000000   0.000000
 1091.0   -0.000000   0.000000
 1092.0   -0.000000   0.000000
 1093.0   -0.000000   0.000000
 1094.0   -0.000001   0.000000
 1095.0   -0.000001   0.000000
 1096.0   -0.000001   0.000000
 1097.0   -0.000001   0.000000
 1098.0   -0.000001   0.000000
 1099.0   -0.000002   0.000000
 1100.0   -0.000002   0.000000
 1101.0   -0.000002   0.000000
 1102.0   -0.000003   0.000000
 1103.0   -0.000003   0.000000
 1104.0   -0.000003   0.000000
 1105.0   -0.000004   0.000000
 1106.0   -0.000004   0.000000
 1107.0   -0.000005   0.000000
 1108.0   -0.000006   0.000000
 1109.0   -0.000006   0.000000
 1110.0   -0.000007   0.000000
 1111.0   -0.000008   0.000000
 1112.0   -0.000009   0.000000
 1113.0   -0.000010   0.000001
 1114.0   -0.000011   0.000001
 1115.0   -0.000012   0.000001
 1116.0   -0.000013   0.000001
 1117.0   -0.000015   0.000001
 1118.0   -0.000016   0.000001
 1119.0   -0.000017   0.000001
 1120.0   -0.000019   0.000001
 1121.0   -0.000021   0.000001
 1122.0   -0.000022   0.000001
 1123.0   -0.000024   0.000001
 1124.0   -0.000026   0.000001
 1125.0   -0.000028   0.000002
 1126.0   -0.000030   0.000002
 1127.0   -0.000032   0.000002
 1128.0   -0.000035   0.000002
 1129.0   -0.000037   0.000002
 1130.0   -0.000039   0.000002
 1131.0   -0.000042   0.000002
 1132.0   -0.000045   0.000002
 1133.0   -0.000047   0.000003
 1134.0   -0.000050   0.000003
 1135.0   -0.000053   0.000003
 1136.0   -0.000056   0.000003
 1137.0   -0.000060   0.000003
 1138.0   -0.000063   0.000003
 1139.0   -0.000066   0.000004
 1140.0   -0.000070   0.000004
 1141.0   -0.000073   0.000004
 1142.0   -0.000077   0.000004
 1143.0   -0.000081   0.000004
 1144.0   -0.000085   0.000005
 1145.0   -0.000089   0.000005
 1146.0   -0.000094   0.000005
 1147.0   -0.000098   0.000005
 1148.0   -0.000103   0.000006
 1149.0   -0.000107   0.000006
 1150.0   -0.000112   0.000006
 1151.0   -0.000117   0.000006
 1152.0   -0.000122   0.000007
 1153.0   -0.000127   0.000007
 1154.0   -0.000132   0.000007
 1155.0   -0.000137   0.000007
 1156.0   -0.000143   0.000008
 1157.0   -0.000148   0.000008
 1158.0   -0.000154   0.000008
 1159.0   -0.000160   0.000009
 1160.0   -0.000166   0.000009
 1161.0   -0.000172   0.000009
 1162.0   -0.000178   0.000010
 1163.0   -0.000185   0.000010
 1164.0   -0.000191   0.000010
 1165.0   -0.000197   0.000011
 1166.0   -0.000204   0.000011
 1167.0   -0.000211   0.000011
 1168.0   -0.000218   0.000012
 1169.0   -0.000225   0.000012
 1170.0   -0.000232   0.000013
 1171.0   -0.000239   0.000013
 1172.0   -0.000247   0.000013
 1173.0   -0.000255   0.000014
 1174.0   -0.000262   0.000014
 1175.0   -0.000270   0.000015
 1176.0   -0.000278   0.000015
 1177.0   -0.000286   0.000016
 1178.0   -0.000294   0.000016
 1179.0   -0.000302   0.000016
 1180.0   -0.000310   0.000017
 1181.0   -0.000319   0.000017
 1182.0   -0.000328   0.000018
 1183.0   -0.000337   0.000018
 1184.0   -0.000345   0.000019
 1185.0   -0.000354   0.000019
 1186.0   -0.000363   0.000020
 1187.0   -0.000373   0.000020
 1188.0   -0.000382   0.000021
 1189.0   -0.000391   0.000021
 1190.0   -0.000401   0.000022
 1191.0   -0.000410   0.000022
 1192.0   -0.000420   0.000023
 1193.0   -0.000430   0.000023
 1194.0   -0.000440   0.000024
 1195.0   -0.000450   0.000024
 1196.0   -0.000460   0.000025
 1197.0   -0.000471   0.000026
 1198.0   -0.000481   0.000026
 1199.0   -0.000492   0.000027
 1200.0   -0.000502   0.000027
 1201.0   -0.000513   0.000028
 1202.0   -0.000524   0.000028
 1203.0   -0.000535   0.000029
 1204.0   -0.000546   0.000030
 1205.0   -0.000557   0.000030
 1206.0   -0.000568   0.000031
 1207.0   -0.000579   0.000031
 1208.0   -0.000591   0.000032
 1209.0   -0.000602   0.000033
 1210.0   -0.000614   0.000033
 1211.0   -0.000626   0.000034
 1212.0   -0.000637   0.000035
 1213.0   -0.000649   0.000035
 1214.0   -0.000661   0.000036
 1215.0   -0.000673   0.000037
 1216.0   -0.000685   0.000037
 1217.0   -0.000698   0.000038
 1218.0   -0.000710   0.000039
 1219.0   -0.000722   0.000039
 1220.0   -0.000735   0.000040
 1221.0   -0.000747   0.000041
 1222.0   -0.000760   0.000041
 1223.0   -0.000773   0.000042
 1224.0   -0.000786   0.000043
 1225.0   -0.000798   0.000043
 1226.0   -0.000812   0.000044
 1227.0   -0.000825   0.000045
 1228.0   -0.000838   0.000046
 1229.0   -0.000851   0.000046
 1230.0   -0.000864   0.000047
 1231.0   -0.000878   0.000048
 1232.0   -0.000891   0.000048
 1233.0   -0.000905   0.000049
 1234.0   -0.000918   0.000050
 1235.0   -0.000932   0.000051
 1236.0   -0.000946   0.000051
 1237.0   -0.000960   0.000052
 1238.0   -0.000974   0.000053
 1239.0   -0.000988   0.000054
 1240.0   -0.001001   0.000054
 1241.0   -0.001016   0.000055
 1242.0   -0.001030   0.000056
 1243.0   -0.001044   0.000057
 1244.0   -0.001058   0.000057
 1245.0   -0.001073   0.000058
 1246.0   -0.001087   0.000059
 1247.0   -0.001102   0.000060
 1248.0   -0.001116   0.000061
 1249.0   -0.001131   0.000061
 1250.0   -0.001145   0.000062
 1251.0   -0.001160   0.000063
 1252.0   -0.001175   0.000064
 1253.0   -0.001190   0.000065
 1254.0   -0.001204   0.000065
 1255.0   -0.001219   0.000066
 1256.0   -0.001234   0.000067
 1257.0   -0.001249   0.000068
 1258.0   -0.001264   0.000069
 1259.0   -0.001279   0.000069
 1260.0   -0.001295   0.000070
 1261.0   -0.001310   0.000071
 1262.0   -0.001325   0.000072
 1263.0   -0.001340   0.000073
 1264.0   -0.001356   0.000074
 1265.0   -0.001371   0.000074
 1266.0   -0.001387   0.000075
 1267.0   -0.001402   0.000076
 1268.0   -0.001418   0.000077
 1269.0   -0.001433   0.000078
 1270.0   -0.001449   0.000079
 1271.0   -0.001465   0.000080
 1272.0   -0.001480   0.000081
 1273.0   -0.001496   0.000081
 1274.0   -0.001512   0.000082
 1275.0   -0.001527   0.000083
 1276.0   -0.001543   0.000084
 1277.0   -0.001559   0.000085
 1278.0   -0.001575   0.000085
 1279.0   -0.001591   0.000086
 1280.0   -0.001606   0.000087
 1281.0   -0.001622   0.000088
 1282.0   -0.001639   0.000089
 1283.0   -0.001655   0.000090
 1284.0   -0.001671   0.000091
 1285.0   -0.001687   0.000092
 1286.0   -0.001703   0.000092
 1287.0   -0.001719   0.000093
 1288.0   -0.001735   0.000094
 1289.0   -0.001752   0.000095
 1290.0   -0.001768   0.000096
 1291.0   -0.001784   0.000097
 1292.0   -0.001800   0.000098
 1293.0   -0.001817   0.000099
 1294.0   -0.001833   0.000099
 1295.0   -0.001849   0.000100
 1296.0   -0.001866   0.000101
 1297.0   -0.001882   0.000102
 1298.0   -0.001898   0.000103
 1299.0   -0.001915   0.000104
 1300.0   -0.001931   0.000105
 1301.0   -0.001948   0.000106
 1302.0   -0.001964   0.000107
 1303.0   -0.001981   0.000108
 1304.0   -0.001998   0.000109
 1305.0   -0.002014   0.000110
 1306.0   -0.002031   0.000111
 1307.0   -0.002047   0.000112
 1308.0   -0.002064   0.000112
 1309.0   -0.002080   0.000113
 1310.0   -0.002097   0.000114
 1311.0   -0.002113   0.000115
 1312.0   -0.002130   0.000116
 1313.0   -0.002146   0.000117
 1314.0   -0.002163   0.000118
 1315.0   -0.002180   0.000118
 1316.0   -0.002196   0.000119
 1317.0   -0.002213   0.000120
 1318.0   -0.002230   0.000121
 1319.0   -0.002246   0.000122
 1320.0   -0.002263   0.000123
 1321.0   -0.002279   0.000124
 1322.0   -0.002296   0.000125
 1323.0   -0.002313   0.000126
 1324.0   -0.002329   0.000127
 1325.0   -0.002346   0.000128
 1326.0   -0.002363   0.000129
 1327.0   -0.002379   0.000130
 1328.0   -0.002396   0.000130
 1329.0   -0.002413   0.000131
 1330.0   -0.002429   0.000132
 1331.0   -0.002446   0.000133
 1332.0   -0.002463   0.000134
 1333.0   -0.002479   0.000135
 1334.0   -0.002496   0.000136
 1335.0   -0.002513   0.000137
 1336.0   -0.002529   0.000138
 1337.0   -0.002546   0.000138
 1338.0   -0.002563   0.000139
 1339.0   -0.002579   0.000140
 1340.0   -0.002596   0.000141
 1341.0   -0.002613   0.000142
 1342.0   -0.002629   0.000143
 1343.0   -0.002646   0.000144
 1344.0   -0.002662   0.000145
 1345.0   -0.002679   0.000146
 1346.0   -0.002696   0.000147
 1347.0   -0.002712   0.000148
 1348.0   -0.002729   0.000149
 1349.0   -0.002746   0.000150
 1350.0   -0.002763   0.000151
 1351.0   -0.002779   0.000152
 1352.0   -0.002795   0.000152
 1353.0   -0.002812   0.000153
 1354.0   -0.002828   0.000154
 1355.0   -0.002844   0.000154
 1356.0   -0.002861   0.000155
 1357.0   -0.002877   0.000156
 1358.0   -0.002894   0.000157
 1359.0   -0.002910   0.000158
 1360.0   -0.002927   0.000159
 1361.0   -0.002943   0.000160
 1362.0   -0.002959   0.000161
 1363.0   -0.002976   0.000162
 1364.0   -0.002992   0.000162
 1365.0   -0.003009   0.000163
 1366.0   -0.003025   0.000164
 1367.0   -0.003041   0.000165
 1368.0   -0.003057   0.000166
 1369.0   -0.003074   0.000167
 1370.0   -0.003090   0.000168
 1371.0   -0.003106   0.000169
 1372.0   -0.003123   0.000170
 1373.0   -0.003139   0.000170
 1374.0   -0.003155   0.000171
 1375.0   -0.003171   0.000172
 1376.0   -0.003187   0.000173
 1377.0   -0.003203   0.000174
 1378.0   -0.003220   0.000175
 1379.0   -0.003236   0.000176
 1380.0   -0.003252   0.000177
 1381.0   -0.003268   0.000178
 1382.0   -0.003284   0.000178
 1383.0   -0.003300   0.000179
 1384.0   -0.003316   0.000180
 1385.0   -0.003332   0.000181
 1386.0   -0.003348   0.000182
 1387.0   -0.003364   0.000183
 1388.0   -0.003380   0.000184
 1389.0   -0.003396   0.000184
 1390.0   -0.003412   0.000185
 1391.0   -0.003428   0.000186
 1392.0   -0.003443   0.000187
 1393.0   -0.003459   0.000188
 1394.0   -0.003475   0.000189
 1395.0   -0.003491   0.000190
 1396.0   -0.003506   0.000190
 1397.0   -0.003522   0.000191
 1398.0   -0.003538   0.000192
 1399.0   -0.003553   0.000193
 1400.0   -0.003569   0.000194
 1401.0   -0.003585   0.000195
 1402.0   -0.003600   0.000195
 1403.0   -0.003616   0.000196
 1404.0   -0.003631   0.000197
 1405.0   -0.003647   0.000198
 1406.0   -0.003662   0.000199
 1407.0   -0.003678   0.000200
 1408.0   -0.003693   0.000201
 1409.0   -0.003709   0.000201
 1410.0   -0.003724   0.000202
 1411.0   -0.003739   0.000203
 1412.0   -0.003755   0.000204
 1413.0   -0.003770   0.000205
 1414.0   -0.003785   0.000206
 1415.0   -0.003801   0.000206
 1416.0   -0.003816   0.000207
 1417.0   -0.003831   0.000208
 1418.0   -0.003846   0.000209
 1419.0   -0.003861   0.000210
 1420.0   -0.003876   0.000210
 1421.0   -0.003891   0.000211
 1422.0   -0.003906   0.000212
 1423.0   -0.003921   0.000213
 1424.0   -0.003936   0.000214
 1425.0   -0.003951   0.000214
 1426.0   -0.003966   0.000215
 1427.0   -0.003981   0.000216
 1428.0   -0.003996   0.000217
 1429.0   -0.004011   0.000218
 1430.0   -0.004026   0.000218
 1431.0   -0.004040   0.000219
 1432.0   -0.004055   0.000220
 1433.0   -0.004069   0.000220
 1434.0   -0.004084   0.000221
 1435.0   -0.004099   0.000222
 1436.0   -0.004113   0.000223
 1437.0   -0.004128   0.000224
 1438.0   -0.004143   0.000225
 1439.0   -0.004158   0.000226
 1440.0   -0.004172   0.000227
 1441.0   -0.004187   0.000228
 1442.0   -0.004201   0.000229
 1443.0   -0.004216   0.000229
 1444.0   -0.004230   0.000230
 1445.0   -0.004244   0.000231
 1446.0   -0.004258   0.000231
 1447.0   -0.004273   0.000232
 1448.0   -0.004287   0.000233
