   W         M3-(pi+_n)
 (MeV)      Re         Im
 1080.0    0.000228  -0.000013
 1081.0    0.000958  -0.000054
 1082.0    0.001689  -0.000096
 1083.0    0.002419  -0.000137
 1084.0    0.003149  -0.000179
 1085.0    0.003880  -0.000220
 1086.0    0.004988  -0.000284
 1087.0    0.006097  -0.000348
 1088.0    0.007205  -0.000412
 1089.0    0.008314  -0.000476
 1090.0    0.009423  -0.000539
 1091.0    0.010743  -0.000617
 1092.0    0.012063  -0.000694
 1093.0    0.013383  -0.000771
 1094.0    0.014703  -0.000849
 1095.0    0.016024  -0.000926
 1096.0    0.017480  -0.001013
 1097.0    0.018936  -0.001100
 1098.0    0.020392  -0.001188
 1099.0    0.021848  -0.001275
 1100.0    0.023304  -0.001362
 1101.0    0.024850  -0.001456
 1102.0    0.026396  -0.001551
 1103.0    0.027941  -0.001646
 1104.0    0.029487  -0.001740
 1105.0    0.031033  -0.001835
 1106.0    0.032636  -0.001936
 1107.0    0.034240  -0.002037
 1108.0    0.035843  -0.002138
 1109.0    0.037446  -0.002238
 1110.0    0.039050  -0.002339
 1111.0    0.040688  -0.002446
 1112.0    0.042326  -0.002552
 1113.0    0.043964  -0.002658
 1114.0    0.045602  -0.002764
 1115.0    0.047240  -0.002870
 1116.0    0.048896  -0.002981
 1117.0    0.050551  -0.003093
 1118.0    0.052207  -0.003204
 1119.0    0.053862  -0.003315
 1120.0    0.055518  -0.003426
 1121.0    0.057177  -0.003541
 1122.0    0.058837  -0.003657
 1123.0    0.060497  -0.003772
 1124.0    0.062157  -0.003888
 1125.0    0.063816  -0.004003
 1126.0    0.065470  -0.004123
 1127.0    0.067124  -0.004243
 1128.0    0.068778  -0.004363
 1129.0    0.070432  -0.004483
 1130.0    0.072086  -0.004603
 1131.0    0.073726  -0.004727
 1132.0    0.075366  -0.004851
 1133.0    0.077006  -0.004976
 1134.0    0.078646  -0.005100
 1135.0    0.080286  -0.005224
 1136.0    0.081906  -0.005353
 1137.0    0.083526  -0.005482
 1138.0    0.085146  -0.005610
 1139.0    0.086765  -0.005739
 1140.0    0.088385  -0.005868
 1141.0    0.089981  -0.006001
 1142.0    0.091576  -0.006134
 1143.0    0.093171  -0.006268
