   W         M1-(pi+_n)
 (MeV)      Re         Im
 1080.0    0.671237  -0.163140
 1081.0    0.874792  -0.214692
 1082.0    1.078346  -0.266244
 1083.0    1.281900  -0.317796
 1084.0    1.485455  -0.369348
 1085.0    1.689009  -0.420900
 1086.0    1.795788  -0.450083
 1087.0    1.902567  -0.479266
 1088.0    2.009346  -0.508449
 1089.0    2.116124  -0.537632
 1090.0    2.222903  -0.566815
 1091.0    2.298196  -0.588831
 1092.0    2.373489  -0.610847
 1093.0    2.448782  -0.632864
 1094.0    2.524076  -0.654880
 1095.0    2.599369  -0.676896
 1096.0    2.656886  -0.694785
 1097.0    2.714402  -0.712674
 1098.0    2.771919  -0.730563
 1099.0    2.829436  -0.748452
 1100.0    2.886953  -0.766340
 1101.0    2.932645  -0.781370
 1102.0    2.978336  -0.796399
 1103.0    3.024028  -0.811428
 1104.0    3.069720  -0.826457
 1105.0    3.115411  -0.841487
 1106.0    3.152567  -0.854334
 1107.0    3.189724  -0.867182
 1108.0    3.226880  -0.880030
 1109.0    3.264036  -0.892878
 1110.0    3.301192  -0.905726
 1111.0    3.331884  -0.916809
 1112.0    3.362576  -0.927892
 1113.0    3.393268  -0.938975
 1114.0    3.423961  -0.950059
 1115.0    3.454653  -0.961142
 1116.0    3.480295  -0.970741
 1117.0    3.505937  -0.980341
 1118.0    3.531579  -0.989940
 1119.0    3.557221  -0.999540
 1120.0    3.582863  -1.009139
 1121.0    3.604477  -1.017457
 1122.0    3.626091  -1.025774
 1123.0    3.647705  -1.034092
 1124.0    3.669319  -1.042409
 1125.0    3.690933  -1.050727
 1126.0    3.709285  -1.057915
 1127.0    3.727638  -1.065103
 1128.0    3.745991  -1.072291
 1129.0    3.764344  -1.079480
 1130.0    3.782697  -1.086668
 1131.0    3.798383  -1.092846
 1132.0    3.814068  -1.099025
 1133.0    3.829753  -1.105203
 1134.0    3.845439  -1.111382
 1135.0    3.861124  -1.117561
 1136.0    3.874611  -1.122826
 1137.0    3.888098  -1.128092
 1138.0    3.901585  -1.133358
 1139.0    3.915072  -1.138624
 1140.0    3.928559  -1.143890
 1141.0    3.940225  -1.148323
 1142.0    3.951892  -1.152756
 1143.0    3.963558  -1.157189
 1144.0    3.975225  -1.161622
 1145.0    3.986892  -1.166056
 1146.0    3.997047  -1.169724
 1147.0    4.007202  -1.173393
 1148.0    4.017357  -1.177061
 1149.0    4.027512  -1.180730
 1150.0    4.037668  -1.184398
 1151.0    4.046566  -1.187360
 1152.0    4.055465  -1.190323
 1153.0    4.064364  -1.193285
 1154.0    4.073263  -1.196247
 1155.0    4.082161  -1.199209
 1156.0    4.090017  -1.201516
 1157.0    4.097873  -1.203822
 1158.0    4.105728  -1.206128
 1159.0    4.113584  -1.208434
 1160.0    4.121440  -1.210740
 1161.0    4.128432  -1.212435
 1162.0    4.135425  -1.214129
 1163.0    4.142417  -1.215823
 1164.0    4.149410  -1.217518
 1165.0    4.156402  -1.219212
 1166.0    4.162684  -1.220334
 1167.0    4.168966  -1.221456
 1168.0    4.175248  -1.222578
 1169.0    4.181530  -1.223699
 1170.0    4.187812  -1.224821
 1171.0    4.193515  -1.225405
 1172.0    4.199218  -1.225988
 1173.0    4.204920  -1.226572
 1174.0    4.210623  -1.227155
 1175.0    4.216326  -1.227739
 1176.0    4.221562  -1.227814
 1177.0    4.226798  -1.227890
 1178.0    4.232035  -1.227965
 1179.0    4.237271  -1.228041
 1180.0    4.242508  -1.228116
 1181.0    4.247376  -1.227711
 1182.0    4.252245  -1.227305
 1183.0    4.257114  -1.226899
 1184.0    4.261982  -1.226493
 1185.0    4.266851  -1.226087
 1186.0    4.271439  -1.225224
 1187.0    4.276026  -1.224360
 1188.0    4.280614  -1.223496
 1189.0    4.285201  -1.222632
 1190.0    4.289789  -1.221768
 1191.0    4.294173  -1.220467
 1192.0    4.298556  -1.219165
 1193.0    4.302940  -1.217863
 1194.0    4.307324  -1.216561
 1195.0    4.311708  -1.215259
 1196.0    4.315956  -1.213536
 1197.0    4.320204  -1.211812
 1198.0    4.324452  -1.210089
 1199.0    4.328701  -1.208366
 1200.0    4.332949  -1.206643
 1201.0    4.337124  -1.204512
 1202.0    4.341300  -1.202381
 1203.0    4.345475  -1.200250
 1204.0    4.349650  -1.198119
 1205.0    4.353826  -1.195988
 1206.0    4.357982  -1.193427
 1207.0    4.362138  -1.190865
 1208.0    4.366294  -1.188303
 1209.0    4.370450  -1.185741
 1210.0    4.374606  -1.183180
 1211.0    4.378758  -1.179810
 1212.0    4.382910  -1.176440
 1213.0    4.387062  -1.173070
 1214.0    4.391215  -1.169700
 1215.0    4.395367  -1.166330
 1216.0    4.399551  -1.162043
 1217.0    4.403734  -1.157757
 1218.0    4.407918  -1.153471
 1219.0    4.412102  -1.149184
 1220.0    4.416286  -1.144898
 1221.0    4.420545  -1.139695
 1222.0    4.424803  -1.134491
 1223.0    4.429062  -1.129287
 1224.0    4.433320  -1.124083
 1225.0    4.437579  -1.118880
 1226.0    4.441952  -1.112752
 1227.0    4.446325  -1.106625
 1228.0    4.450699  -1.100497
 1229.0    4.455072  -1.094370
 1230.0    4.459445  -1.088243
 1231.0    4.463970  -1.081181
 1232.0    4.468496  -1.074119
 1233.0    4.473021  -1.067057
 1234.0    4.477546  -1.059995
 1235.0    4.482071  -1.052933
 1236.0    4.486781  -1.044921
 1237.0    4.491492  -1.036910
 1238.0    4.496202  -1.028898
 1239.0    4.500913  -1.020886
 1240.0    4.505623  -1.012874
 1241.0    4.510548  -1.003891
 1242.0    4.515474  -0.994908
 1243.0    4.520399  -0.985925
 1244.0    4.525324  -0.976941
 1245.0    4.530250  -0.967958
 1246.0    4.535414  -0.957977
 1247.0    4.540579  -0.947995
 1248.0    4.545744  -0.938014
 1249.0    4.550909  -0.928033
 1250.0    4.556074  -0.918051
 1251.0    4.561497  -0.907039
 1252.0    4.566920  -0.896027
 1253.0    4.572343  -0.885014
 1254.0    4.577766  -0.874002
 1255.0    4.583189  -0.862989
 1256.0    4.588883  -0.850906
 1257.0    4.594576  -0.838822
 1258.0    4.600270  -0.826739
 1259.0    4.605963  -0.814656
 1260.0    4.611656  -0.802572
 1261.0    4.617624  -0.789372
 1262.0    4.623592  -0.776172
 1263.0    4.629560  -0.762972
 1264.0    4.635528  -0.749772
 1265.0    4.641495  -0.736572
 1266.0    4.647732  -0.722203
 1267.0    4.653968  -0.707834
 1268.0    4.660205  -0.693465
 1269.0    4.666441  -0.679096
 1270.0    4.672678  -0.664727
 1271.0    4.679162  -0.649128
 1272.0    4.685646  -0.633528
 1273.0    4.692131  -0.617929
 1274.0    4.698615  -0.602330
 1275.0    4.705099  -0.586730
 1276.0    4.711803  -0.569838
 1277.0    4.718507  -0.552945
 1278.0    4.725210  -0.536052
 1279.0    4.731914  -0.519159
 1280.0    4.738617  -0.502267
 1281.0    4.745495  -0.484012
 1282.0    4.752374  -0.465758
 1283.0    4.759252  -0.447503
 1284.0    4.766130  -0.429249
 1285.0    4.773008  -0.410994
 1286.0    4.780019  -0.391292
 1287.0    4.787030  -0.371590
 1288.0    4.794041  -0.351888
 1289.0    4.801052  -0.332186
 1290.0    4.808063  -0.312484
 1291.0    4.815175  -0.291246
 1292.0    4.822288  -0.270007
 1293.0    4.829400  -0.248769
 1294.0    4.836512  -0.227530
 1295.0    4.843625  -0.206291
 1296.0    4.849532  -0.183823
 1297.0    4.855440  -0.161354
 1298.0    4.861347  -0.138886
 1299.0    4.867255  -0.116417
 1300.0    4.873162  -0.093948
 1301.0    4.879275  -0.069750
 1302.0    4.885388  -0.045552
 1303.0    4.891501  -0.021354
 1304.0    4.897614   0.002844
 1305.0    4.903727   0.027043
 1306.0    4.910050   0.053158
 1307.0    4.916373   0.079273
 1308.0    4.922696   0.105388
 1309.0    4.929019   0.131503
 1310.0    4.935342   0.157617
 1311.0    4.940933   0.185432
 1312.0    4.946524   0.213247
 1313.0    4.952115   0.241062
 1314.0    4.957706   0.268877
 1315.0    4.963297   0.296692
 1316.0    4.969099   0.326860
 1317.0    4.974900   0.357029
 1318.0    4.980701   0.387198
 1319.0    4.986503   0.417367
 1320.0    4.992304   0.447536
 1321.0    4.996598   0.479356
 1322.0    5.000892   0.511175
 1323.0    5.005185   0.542995
 1324.0    5.009479   0.574815
 1325.0    5.013773   0.606634
 1326.0    5.016164   0.639898
 1327.0    5.018555   0.673163
 1328.0    5.020946   0.706427
 1329.0    5.023337   0.739691
 1330.0    5.025728   0.772955
 1331.0    5.026430   0.807868
 1332.0    5.027131   0.842782
 1333.0    5.027833   0.877695
 1334.0    5.028534   0.912608
 1335.0    5.029236   0.947522
 1336.0    5.027926   0.983934
 1337.0    5.026617   1.020346
 1338.0    5.025307   1.056758
 1339.0    5.023998   1.093171
 1340.0    5.022688   1.129583
 1341.0    5.019046   1.167280
 1342.0    5.015405   1.204977
 1343.0    5.011763   1.242673
 1344.0    5.008121   1.280370
 1345.0    5.004480   1.318067
 1346.0    4.998203   1.356767
 1347.0    4.991926   1.395467
 1348.0    4.985650   1.434166
 1349.0    4.979373   1.472866
 1350.0    4.973097   1.511566
 1351.0    4.963915   1.550918
 1352.0    4.954733   1.590270
 1353.0    4.945551   1.629622
 1354.0    4.936369   1.668974
 1355.0    4.927188   1.708326
 1356.0    4.914896   1.747926
 1357.0    4.902604   1.787525
 1358.0    4.890312   1.827124
 1359.0    4.878020   1.866723
 1360.0    4.865728   1.906322
 1361.0    4.850189   1.945713
 1362.0    4.834651   1.985103
 1363.0    4.819112   2.024494
 1364.0    4.803573   2.063884
 1365.0    4.788035   2.103275
 1366.0    4.769204   2.141975
 1367.0    4.750373   2.180674
 1368.0    4.731543   2.219374
 1369.0    4.712712   2.258074
 1370.0    4.693882   2.296774
 1371.0    4.671811   2.334297
 1372.0    4.649740   2.371821
 1373.0    4.627670   2.409344
 1374.0    4.605599   2.446868
 1375.0    4.583529   2.484391
 1376.0    4.558367   2.520273
 1377.0    4.533206   2.556155
 1378.0    4.508044   2.592037
 1379.0    4.482883   2.627919
 1380.0    4.457721   2.663801
 1381.0    4.429709   2.697620
 1382.0    4.401698   2.731439
 1383.0    4.373686   2.765258
 1384.0    4.345674   2.799076
 1385.0    4.317662   2.832895
 1386.0    4.287115   2.864291
 1387.0    4.256567   2.895687
 1388.0    4.226020   2.927082
 1389.0    4.195472   2.958478
 1390.0    4.164925   2.989874
 1391.0    4.132212   3.018575
 1392.0    4.099500   3.047276
 1393.0    4.066787   3.075977
 1394.0    4.034075   3.104679
 1395.0    4.001362   3.133380
 1396.0    3.966889   3.159190
 1397.0    3.932417   3.185001
 1398.0    3.897944   3.210811
 1399.0    3.863472   3.236622
 1400.0    3.828999   3.262432
 1401.0    3.793183   3.285247
 1402.0    3.757368   3.308061
 1403.0    3.721552   3.330875
 1404.0    3.685736   3.353690
 1405.0    3.649920   3.376504
 1406.0    3.613169   3.396297
 1407.0    3.576418   3.416091
 1408.0    3.539667   3.435884
 1409.0    3.502916   3.455678
 1410.0    3.466164   3.475471
 1411.0    3.428862   3.492289
 1412.0    3.391560   3.509107
 1413.0    3.354257   3.525924
 1414.0    3.316955   3.542742
 1415.0    3.279652   3.559560
 1416.0    3.242145   3.573506
 1417.0    3.204638   3.587453
