   W         M7+(pi+_n)
 (MeV)      Re         Im
 1080.0   -0.000000  -0.000000
 1081.0   -0.000000   0.000000
 1082.0   -0.000000   0.000000
 1083.0   -0.000000   0.000000
 1084.0   -0.000000   0.000000
 1085.0   -0.000000   0.000000
 1086.0   -0.000000   0.000000
 1087.0   -0.000001   0.000000
 1088.0   -0.000001   0.000000
 1089.0   -0.000001   0.000000
 1090.0   -0.000001   0.000000
 1091.0   -0.000002   0.000000
 1092.0   -0.000002   0.000000
 1093.0   -0.000003   0.000000
 1094.0   -0.000003   0.000000
 1095.0   -0.000004   0.000000
 1096.0   -0.000005   0.000000
 1097.0   -0.000006   0.000000
 1098.0   -0.000007   0.000000
 1099.0   -0.000008   0.000000
 1100.0   -0.000010   0.000001
 1101.0   -0.000011   0.000001
 1102.0   -0.000013   0.000001
 1103.0   -0.000015   0.000001
 1104.0   -0.000017   0.000001
 1105.0   -0.000019   0.000001
 1106.0   -0.000022   0.000001
 1107.0   -0.000025   0.000001
 1108.0   -0.000027   0.000001
 1109.0   -0.000030   0.000002
 1110.0   -0.000033   0.000002
 1111.0   -0.000037   0.000002
 1112.0   -0.000041   0.000002
 1113.0   -0.000044   0.000002
 1114.0   -0.000048   0.000003
 1115.0   -0.000052   0.000003
 1116.0   -0.000057   0.000003
 1117.0   -0.000062   0.000003
 1118.0   -0.000067   0.000004
 1119.0   -0.000072   0.000004
 1120.0   -0.000077   0.000004
 1121.0   -0.000083   0.000005
 1122.0   -0.000089   0.000005
 1123.0   -0.000096   0.000005
 1124.0   -0.000102   0.000006
 1125.0   -0.000108   0.000006
 1126.0   -0.000115   0.000006
 1127.0   -0.000123   0.000007
 1128.0   -0.000130   0.000007
 1129.0   -0.000138   0.000007
 1130.0   -0.000145   0.000008
 1131.0   -0.000154   0.000008
 1132.0   -0.000163   0.000009
 1133.0   -0.000172   0.000009
 1134.0   -0.000181   0.000010
 1135.0   -0.000190   0.000010
 1136.0   -0.000200   0.000011
 1137.0   -0.000210   0.000011
 1138.0   -0.000220   0.000012
 1139.0   -0.000230   0.000013
 1140.0   -0.000240   0.000013
 1141.0   -0.000252   0.000014
 1142.0   -0.000263   0.000014
 1143.0   -0.000275   0.000015
 1144.0   -0.000287   0.000016
 1145.0   -0.000298   0.000016
 1146.0   -0.000311   0.000017
 1147.0   -0.000324   0.000018
 1148.0   -0.000337   0.000018
 1149.0   -0.000350   0.000019
 1150.0   -0.000362   0.000020
 1151.0   -0.000377   0.000020
 1152.0   -0.000391   0.000021
 1153.0   -0.000405   0.000022
 1154.0   -0.000419   0.000023
 1155.0   -0.000433   0.000024
 1156.0   -0.000449   0.000024
 1157.0   -0.000464   0.000025
 1158.0   -0.000480   0.000026
 1159.0   -0.000495   0.000027
 1160.0   -0.000511   0.000028
 1161.0   -0.000528   0.000029
 1162.0   -0.000544   0.000030
 1163.0   -0.000561   0.000030
 1164.0   -0.000578   0.000031
 1165.0   -0.000595   0.000032
 1166.0   -0.000613   0.000033
 1167.0   -0.000630   0.000034
 1168.0   -0.000648   0.000035
 1169.0   -0.000666   0.000036
 1170.0   -0.000684   0.000037
 1171.0   -0.000703   0.000038
 1172.0   -0.000723   0.000039
 1173.0   -0.000742   0.000040
 1174.0   -0.000761   0.000041
 1175.0   -0.000780   0.000042
 1176.0   -0.000800   0.000043
 1177.0   -0.000820   0.000045
 1178.0   -0.000841   0.000046
 1179.0   -0.000861   0.000047
 1180.0   -0.000881   0.000048
 1181.0   -0.000902   0.000049
 1182.0   -0.000924   0.000050
 1183.0   -0.000945   0.000051
 1184.0   -0.000966   0.000053
 1185.0   -0.000987   0.000054
 1186.0   -0.001010   0.000055
 1187.0   -0.001032   0.000056
 1188.0   -0.001054   0.000057
 1189.0   -0.001077   0.000059
 1190.0   -0.001099   0.000060
 1191.0   -0.001122   0.000061
 1192.0   -0.001145   0.000062
 1193.0   -0.001168   0.000064
 1194.0   -0.001192   0.000065
 1195.0   -0.001215   0.000066
 1196.0   -0.001239   0.000067
 1197.0   -0.001263   0.000069
 1198.0   -0.001287   0.000070
 1199.0   -0.001311   0.000071
 1200.0   -0.001335   0.000073
 1201.0   -0.001360   0.000074
 1202.0   -0.001385   0.000075
 1203.0   -0.001410   0.000077
 1204.0   -0.001435   0.000078
 1205.0   -0.001460   0.000079
 1206.0   -0.001486   0.000081
 1207.0   -0.001511   0.000082
 1208.0   -0.001537   0.000084
 1209.0   -0.001563   0.000085
 1210.0   -0.001588   0.000086
 1211.0   -0.001615   0.000088
 1212.0   -0.001641   0.000089
 1213.0   -0.001667   0.000091
 1214.0   -0.001694   0.000092
 1215.0   -0.001720   0.000093
 1216.0   -0.001747   0.000095
 1217.0   -0.001774   0.000096
 1218.0   -0.001801   0.000098
 1219.0   -0.001828   0.000099
 1220.0   -0.001855   0.000101
 1221.0   -0.001883   0.000102
 1222.0   -0.001910   0.000104
 1223.0   -0.001938   0.000105
 1224.0   -0.001965   0.000107
 1225.0   -0.001993   0.000108
 1226.0   -0.002021   0.000110
 1227.0   -0.002049   0.000111
 1228.0   -0.002077   0.000113
 1229.0   -0.002105   0.000114
 1230.0   -0.002134   0.000116
 1231.0   -0.002162   0.000118
 1232.0   -0.002191   0.000119
 1233.0   -0.002219   0.000121
 1234.0   -0.002248   0.000122
 1235.0   -0.002276   0.000124
 1236.0   -0.002306   0.000125
 1237.0   -0.002335   0.000127
 1238.0   -0.002364   0.000128
 1239.0   -0.002393   0.000130
 1240.0   -0.002422   0.000132
 1241.0   -0.002451   0.000133
 1242.0   -0.002480   0.000135
 1243.0   -0.002510   0.000136
 1244.0   -0.002539   0.000138
 1245.0   -0.002569   0.000140
 1246.0   -0.002598   0.000141
 1247.0   -0.002628   0.000143
 1248.0   -0.002658   0.000145
 1249.0   -0.002687   0.000146
 1250.0   -0.002717   0.000148
 1251.0   -0.002747   0.000149
 1252.0   -0.002777   0.000151
 1253.0   -0.002807   0.000153
 1254.0   -0.002837   0.000154
 1255.0   -0.002867   0.000156
 1256.0   -0.002897   0.000158
 1257.0   -0.002928   0.000159
 1258.0   -0.002958   0.000161
 1259.0   -0.002988   0.000163
 1260.0   -0.003018   0.000164
 1261.0   -0.003049   0.000166
 1262.0   -0.003079   0.000168
 1263.0   -0.003110   0.000169
 1264.0   -0.003140   0.000171
 1265.0   -0.003171   0.000173
 1266.0   -0.003201   0.000174
 1267.0   -0.003232   0.000176
 1268.0   -0.003262   0.000177
 1269.0   -0.003293   0.000179
 1270.0   -0.003324   0.000181
 1271.0   -0.003354   0.000182
 1272.0   -0.003385   0.000184
 1273.0   -0.003416   0.000186
 1274.0   -0.003446   0.000187
 1275.0   -0.003477   0.000189
 1276.0   -0.003508   0.000191
 1277.0   -0.003539   0.000192
 1278.0   -0.003570   0.000194
 1279.0   -0.003601   0.000196
 1280.0   -0.003632   0.000198
 1281.0   -0.003663   0.000199
 1282.0   -0.003693   0.000201
 1283.0   -0.003724   0.000203
 1284.0   -0.003755   0.000204
 1285.0   -0.003786   0.000206
 1286.0   -0.003817   0.000208
 1287.0   -0.003848   0.000209
 1288.0   -0.003879   0.000211
 1289.0   -0.003910   0.000213
 1290.0   -0.003941   0.000215
 1291.0   -0.003971   0.000217
 1292.0   -0.004002   0.000218
 1293.0   -0.004033   0.000220
 1294.0   -0.004064   0.000221
 1295.0   -0.004095   0.000223
 1296.0   -0.004126   0.000225
 1297.0   -0.004157   0.000226
 1298.0   -0.004187   0.000228
 1299.0   -0.004218   0.000230
 1300.0   -0.004249   0.000231
 1301.0   -0.004280   0.000233
 1302.0   -0.004310   0.000235
 1303.0   -0.004341   0.000236
 1304.0   -0.004372   0.000238
 1305.0   -0.004402   0.000239
 1306.0   -0.004433   0.000241
 1307.0   -0.004464   0.000243
 1308.0   -0.004495   0.000245
 1309.0   -0.004525   0.000246
 1310.0   -0.004556   0.000248
 1311.0   -0.004587   0.000250
 1312.0   -0.004617   0.000251
 1313.0   -0.004648   0.000253
 1314.0   -0.004679   0.000255
 1315.0   -0.004709   0.000256
 1316.0   -0.004740   0.000258
 1317.0   -0.004770   0.000260
 1318.0   -0.004801   0.000261
 1319.0   -0.004831   0.000263
 1320.0   -0.004861   0.000265
 1321.0   -0.004892   0.000266
 1322.0   -0.004922   0.000268
 1323.0   -0.004952   0.000269
 1324.0   -0.004982   0.000270
 1325.0   -0.005012   0.000271
 1326.0   -0.005042   0.000273
 1327.0   -0.005072   0.000275
 1328.0   -0.005103   0.000277
 1329.0   -0.005133   0.000279
 1330.0   -0.005163   0.000281
 1331.0   -0.005193   0.000282
 1332.0   -0.005223   0.000284
 1333.0   -0.005253   0.000286
 1334.0   -0.005283   0.000287
 1335.0   -0.005313   0.000289
 1336.0   -0.005343   0.000291
 1337.0   -0.005372   0.000292
 1338.0   -0.005402   0.000294
 1339.0   -0.005432   0.000296
 1340.0   -0.005462   0.000297
 1341.0   -0.005491   0.000299
 1342.0   -0.005521   0.000300
 1343.0   -0.005550   0.000302
 1344.0   -0.005580   0.000304
 1345.0   -0.005609   0.000305
 1346.0   -0.005638   0.000307
 1347.0   -0.005668   0.000308
 1348.0   -0.005697   0.000310
 1349.0   -0.005726   0.000312
 1350.0   -0.005755   0.000313
 1351.0   -0.005784   0.000315
 1352.0   -0.005813   0.000316
 1353.0   -0.005843   0.000318
 1354.0   -0.005872   0.000320
 1355.0   -0.005901   0.000321
 1356.0   -0.005930   0.000323
 1357.0   -0.005959   0.000324
 1358.0   -0.005987   0.000326
 1359.0   -0.006016   0.000327
 1360.0   -0.006045   0.000329
 1361.0   -0.006073   0.000330
 1362.0   -0.006102   0.000332
 1363.0   -0.006130   0.000334
 1364.0   -0.006159   0.000335
 1365.0   -0.006187   0.000337
 1366.0   -0.006216   0.000338
 1367.0   -0.006244   0.000340
 1368.0   -0.006272   0.000341
 1369.0   -0.006300   0.000343
 1370.0   -0.006328   0.000344
 1371.0   -0.006356   0.000346
 1372.0   -0.006384   0.000347
 1373.0   -0.006412   0.000349
 1374.0   -0.006440   0.000350
 1375.0   -0.006468   0.000352
 1376.0   -0.006496   0.000353
 1377.0   -0.006523   0.000355
 1378.0   -0.006551   0.000356
 1379.0   -0.006579   0.000358
 1380.0   -0.006606   0.000359
 1381.0   -0.006634   0.000361
 1382.0   -0.006661   0.000362
 1383.0   -0.006688   0.000363
 1384.0   -0.006716   0.000365
 1385.0   -0.006743   0.000366
 1386.0   -0.006770   0.000368
 1387.0   -0.006797   0.000370
 1388.0   -0.006825   0.000371
 1389.0   -0.006852   0.000373
 1390.0   -0.006879   0.000375
 1391.0   -0.006906   0.000376
 1392.0   -0.006933   0.000378
 1393.0   -0.006959   0.000379
 1394.0   -0.006986   0.000380
 1395.0   -0.007013   0.000382
 1396.0   -0.007039   0.000383
 1397.0   -0.007065   0.000384
 1398.0   -0.007092   0.000386
 1399.0   -0.007118   0.000387
 1400.0   -0.007145   0.000389
 1401.0   -0.007171   0.000390
 1402.0   -0.007197   0.000391
 1403.0   -0.007223   0.000393
 1404.0   -0.007249   0.000394
 1405.0   -0.007275   0.000395
 1406.0   -0.007301   0.000397
 1407.0   -0.007327   0.000398
 1408.0   -0.007353   0.000400
 1409.0   -0.007378   0.000401
 1410.0   -0.007404   0.000402
 1411.0   -0.007430   0.000404
 1412.0   -0.007455   0.000405
 1413.0   -0.007481   0.000406
 1414.0   -0.007506   0.000408
 1415.0   -0.007531   0.000409
 1416.0   -0.007557   0.000410
 1417.0   -0.007582   0.000412
 1418.0   -0.007607   0.000413
 1419.0   -0.007632   0.000414
 1420.0   -0.007657   0.000416
 1421.0   -0.007682   0.000417
 1422.0   -0.007707   0.000418
 1423.0   -0.007732   0.000419
 1424.0   -0.007756   0.000421
 1425.0   -0.007781   0.000422
 1426.0   -0.007806   0.000423
 1427.0   -0.007830   0.000425
 1428.0   -0.007855   0.000426
 1429.0   -0.007879   0.000427
 1430.0   -0.007904   0.000428
 1431.0   -0.007928   0.000429
 1432.0   -0.007952   0.000431
 1433.0   -0.007976   0.000432
 1434.0   -0.008001   0.000433
 1435.0   -0.008025   0.000434
 1436.0   -0.008049   0.000436
 1437.0   -0.008072   0.000437
 1438.0   -0.008096   0.000438
 1439.0   -0.008120   0.000440
 1440.0   -0.008144   0.000441
 1441.0   -0.008167   0.000442
 1442.0   -0.008191   0.000443
 1443.0   -0.008214   0.000444
 1444.0   -0.008238   0.000446
 1445.0   -0.008261   0.000447
 1446.0   -0.008284   0.000448
 1447.0   -0.008308   0.000449
 1448.0   -0.008331   0.000450
