   W         M2-(pi+_n)
 (MeV)      Re         Im
 1080.0    0.011498  -0.000947
 1081.0    0.024359  -0.002043
 1082.0    0.037221  -0.003139
 1083.0    0.050082  -0.004236
 1084.0    0.062943  -0.005332
 1085.0    0.075804  -0.006429
 1086.0    0.087957  -0.007530
 1087.0    0.100111  -0.008632
 1088.0    0.112264  -0.009733
 1089.0    0.124418  -0.010835
 1090.0    0.136572  -0.011936
 1091.0    0.148064  -0.013045
 1092.0    0.159557  -0.014154
 1093.0    0.171049  -0.015263
 1094.0    0.182542  -0.016372
 1095.0    0.194034  -0.017481
 1096.0    0.204908  -0.018599
 1097.0    0.215782  -0.019717
 1098.0    0.226657  -0.020835
 1099.0    0.237531  -0.021953
 1100.0    0.248405  -0.023071
 1101.0    0.258701  -0.024200
 1102.0    0.268997  -0.025329
 1103.0    0.279292  -0.026458
 1104.0    0.289588  -0.027587
 1105.0    0.299884  -0.028715
 1106.0    0.309639  -0.029856
 1107.0    0.319394  -0.030996
 1108.0    0.329148  -0.032137
 1109.0    0.338903  -0.033277
 1110.0    0.348658  -0.034418
 1111.0    0.357906  -0.035570
 1112.0    0.367154  -0.036723
 1113.0    0.376403  -0.037876
 1114.0    0.385651  -0.039028
 1115.0    0.394899  -0.040181
 1116.0    0.403673  -0.041346
 1117.0    0.412447  -0.042511
 1118.0    0.421221  -0.043676
 1119.0    0.429995  -0.044841
 1120.0    0.438769  -0.046006
 1121.0    0.447099  -0.047183
 1122.0    0.455429  -0.048361
 1123.0    0.463759  -0.049538
 1124.0    0.472089  -0.050715
 1125.0    0.480419  -0.051892
 1126.0    0.488333  -0.053081
 1127.0    0.496248  -0.054270
 1128.0    0.504162  -0.055459
 1129.0    0.512076  -0.056648
 1130.0    0.519991  -0.057836
 1131.0    0.527516  -0.059036
 1132.0    0.535041  -0.060236
 1133.0    0.542566  -0.061435
 1134.0    0.550092  -0.062635
 1135.0    0.557617  -0.063834
 1136.0    0.564778  -0.065043
 1137.0    0.571939  -0.066252
 1138.0    0.579100  -0.067461
 1139.0    0.586261  -0.068670
 1140.0    0.593422  -0.069879
 1141.0    0.600242  -0.071096
 1142.0    0.607063  -0.072313
 1143.0    0.613883  -0.073530
 1144.0    0.620703  -0.074747
 1145.0    0.627523  -0.075964
 1146.0    0.634025  -0.077187
 1147.0    0.640526  -0.078410
 1148.0    0.647028  -0.079633
 1149.0    0.653529  -0.080856
