   W         M5+(pi+_n)
 (MeV)      Re         Im
 1080.0   -0.000000   0.000000
 1081.0   -0.000003   0.000000
 1082.0   -0.000007   0.000000
 1083.0   -0.000010   0.000001
 1084.0   -0.000014   0.000001
 1085.0   -0.000017   0.000001
 1086.0   -0.000028   0.000002
 1087.0   -0.000040   0.000002
 1088.0   -0.000052   0.000003
 1089.0   -0.000063   0.000003
 1090.0   -0.000075   0.000004
 1091.0   -0.000096   0.000005
 1092.0   -0.000118   0.000006
 1093.0   -0.000139   0.000008
 1094.0   -0.000161   0.000009
 1095.0   -0.000182   0.000010
 1096.0   -0.000214   0.000012
 1097.0   -0.000247   0.000013
 1098.0   -0.000279   0.000015
 1099.0   -0.000311   0.000017
 1100.0   -0.000343   0.000019
 1101.0   -0.000386   0.000021
 1102.0   -0.000428   0.000023
 1103.0   -0.000471   0.000026
 1104.0   -0.000514   0.000028
 1105.0   -0.000557   0.000030
 1106.0   -0.000610   0.000033
 1107.0   -0.000663   0.000036
 1108.0   -0.000716   0.000039
 1109.0   -0.000769   0.000042
 1110.0   -0.000822   0.000045
 1111.0   -0.000885   0.000048
 1112.0   -0.000948   0.000052
 1113.0   -0.001011   0.000055
 1114.0   -0.001074   0.000058
 1115.0   -0.001137   0.000062
 1116.0   -0.001210   0.000066
 1117.0   -0.001282   0.000070
 1118.0   -0.001354   0.000074
 1119.0   -0.001427   0.000078
 1120.0   -0.001499   0.000082
 1121.0   -0.001580   0.000086
 1122.0   -0.001661   0.000090
 1123.0   -0.001742   0.000095
 1124.0   -0.001823   0.000099
 1125.0   -0.001904   0.000104
 1126.0   -0.001993   0.000109
 1127.0   -0.002082   0.000113
 1128.0   -0.002171   0.000118
 1129.0   -0.002260   0.000123
 1130.0   -0.002349   0.000128
 1131.0   -0.002445   0.000133
 1132.0   -0.002541   0.000138
 1133.0   -0.002637   0.000144
 1134.0   -0.002734   0.000149
 1135.0   -0.002830   0.000154
 1136.0   -0.002933   0.000160
 1137.0   -0.003036   0.000165
 1138.0   -0.003139   0.000171
 1139.0   -0.003241   0.000177
 1140.0   -0.003344   0.000182
 1141.0   -0.003453   0.000188
 1142.0   -0.003562   0.000194
 1143.0   -0.003671   0.000200
 1144.0   -0.003779   0.000206
 1145.0   -0.003888   0.000212
 1146.0   -0.004002   0.000218
 1147.0   -0.004116   0.000224
 1148.0   -0.004230   0.000230
 1149.0   -0.004344   0.000237
 1150.0   -0.004458   0.000243
 1151.0   -0.004577   0.000249
 1152.0   -0.004696   0.000256
 1153.0   -0.004815   0.000262
 1154.0   -0.004933   0.000269
 1155.0   -0.005052   0.000275
 1156.0   -0.005175   0.000282
 1157.0   -0.005298   0.000289
 1158.0   -0.005421   0.000295
 1159.0   -0.005544   0.000302
 1160.0   -0.005666   0.000309
 1161.0   -0.005793   0.000316
 1162.0   -0.005919   0.000322
 1163.0   -0.006046   0.000329
 1164.0   -0.006172   0.000336
 1165.0   -0.006298   0.000343
 1166.0   -0.006428   0.000350
 1167.0   -0.006557   0.000357
 1168.0   -0.006687   0.000364
 1169.0   -0.006816   0.000371
 1170.0   -0.006946   0.000378
 1171.0   -0.007078   0.000385
 1172.0   -0.007210   0.000393
 1173.0   -0.007342   0.000400
 1174.0   -0.007474   0.000407
 1175.0   -0.007606   0.000414
 1176.0   -0.007740   0.000421
 1177.0   -0.007874   0.000429
 1178.0   -0.008009   0.000436
 1179.0   -0.008143   0.000443
 1180.0   -0.008277   0.000451
 1181.0   -0.008413   0.000458
 1182.0   -0.008549   0.000465
 1183.0   -0.008685   0.000473
 1184.0   -0.008821   0.000480
 1185.0   -0.008957   0.000488
 1186.0   -0.009094   0.000495
 1187.0   -0.009231   0.000502
 1188.0   -0.009368   0.000510
 1189.0   -0.009506   0.000517
 1190.0   -0.009643   0.000525
 1191.0   -0.009781   0.000532
 1192.0   -0.009920   0.000540
 1193.0   -0.010058   0.000547
 1194.0   -0.010196   0.000555
 1195.0   -0.010335   0.000562
 1196.0   -0.010474   0.000570
 1197.0   -0.010613   0.000577
 1198.0   -0.010752   0.000585
 1199.0   -0.010891   0.000592
 1200.0   -0.011030   0.000600
 1201.0   -0.011169   0.000607
 1202.0   -0.011309   0.000615
 1203.0   -0.011448   0.000622
 1204.0   -0.011587   0.000630
 1205.0   -0.011727   0.000637
 1206.0   -0.011867   0.000645
 1207.0   -0.012006   0.000652
 1208.0   -0.012146   0.000660
 1209.0   -0.012285   0.000667
 1210.0   -0.012425   0.000675
 1211.0   -0.012564   0.000682
 1212.0   -0.012704   0.000690
 1213.0   -0.012843   0.000697
 1214.0   -0.012983   0.000705
 1215.0   -0.013122   0.000712
 1216.0   -0.013262   0.000720
 1217.0   -0.013401   0.000727
 1218.0   -0.013540   0.000735
 1219.0   -0.013679   0.000742
 1220.0   -0.013819   0.000749
 1221.0   -0.013957   0.000757
 1222.0   -0.014096   0.000764
 1223.0   -0.014235   0.000772
 1224.0   -0.014374   0.000779
 1225.0   -0.014512   0.000786
 1226.0   -0.014650   0.000794
 1227.0   -0.014788   0.000801
 1228.0   -0.014926   0.000808
 1229.0   -0.015064   0.000815
 1230.0   -0.015203   0.000823
 1231.0   -0.015340   0.000830
 1232.0   -0.015477   0.000837
 1233.0   -0.015614   0.000844
 1234.0   -0.015751   0.000852
 1235.0   -0.015889   0.000859
 1236.0   -0.016025   0.000866
 1237.0   -0.016161   0.000873
 1238.0   -0.016297   0.000880
 1239.0   -0.016434   0.000887
 1240.0   -0.016570   0.000894
 1241.0   -0.016705   0.000901
 1242.0   -0.016840   0.000908
 1243.0   -0.016975   0.000915
 1244.0   -0.017111   0.000922
 1245.0   -0.017246   0.000929
 1246.0   -0.017380   0.000936
 1247.0   -0.017514   0.000943
 1248.0   -0.017648   0.000950
 1249.0   -0.017782   0.000957
 1250.0   -0.017916   0.000964
 1251.0   -0.018048   0.000971
 1252.0   -0.018181   0.000977
 1253.0   -0.018314   0.000984
 1254.0   -0.018446   0.000991
 1255.0   -0.018579   0.000997
 1256.0   -0.018710   0.001004
 1257.0   -0.018841   0.001011
 1258.0   -0.018973   0.001017
 1259.0   -0.019104   0.001024
 1260.0   -0.019235   0.001030
 1261.0   -0.019365   0.001037
 1262.0   -0.019495   0.001043
 1263.0   -0.019625   0.001050
 1264.0   -0.019755   0.001056
 1265.0   -0.019884   0.001063
 1266.0   -0.020013   0.001069
 1267.0   -0.020141   0.001075
 1268.0   -0.020269   0.001082
 1269.0   -0.020398   0.001088
 1270.0   -0.020526   0.001094
 1271.0   -0.020652   0.001100
 1272.0   -0.020779   0.001106
 1273.0   -0.020905   0.001112
 1274.0   -0.021032   0.001118
 1275.0   -0.021158   0.001124
 1276.0   -0.021284   0.001130
 1277.0   -0.021409   0.001135
 1278.0   -0.021534   0.001141
 1279.0   -0.021659   0.001147
 1280.0   -0.021784   0.001153
 1281.0   -0.021907   0.001159
 1282.0   -0.022031   0.001164
 1283.0   -0.022154   0.001170
 1284.0   -0.022277   0.001175
 1285.0   -0.022400   0.001181
 1286.0   -0.022522   0.001187
 1287.0   -0.022644   0.001192
 1288.0   -0.022766   0.001198
 1289.0   -0.022888   0.001204
 1290.0   -0.023010   0.001209
 1291.0   -0.023130   0.001214
 1292.0   -0.023250   0.001219
 1293.0   -0.023369   0.001225
 1294.0   -0.023489   0.001230
 1295.0   -0.023609   0.001235
 1296.0   -0.023727   0.001239
 1297.0   -0.023845   0.001244
 1298.0   -0.023963   0.001249
 1299.0   -0.024081   0.001254
 1300.0   -0.024199   0.001259
 1301.0   -0.024316   0.001264
 1302.0   -0.024433   0.001269
 1303.0   -0.024549   0.001274
 1304.0   -0.024666   0.001279
 1305.0   -0.024783   0.001284
 1306.0   -0.024897   0.001289
 1307.0   -0.025012   0.001293
 1308.0   -0.025126   0.001297
 1309.0   -0.025241   0.001301
 1310.0   -0.025355   0.001305
 1311.0   -0.025468   0.001309
 1312.0   -0.025581   0.001314
 1313.0   -0.025694   0.001318
 1314.0   -0.025806   0.001322
 1315.0   -0.025919   0.001326
 1316.0   -0.026030   0.001330
 1317.0   -0.026141   0.001334
 1318.0   -0.026253   0.001337
 1319.0   -0.026364   0.001341
 1320.0   -0.026475   0.001345
 1321.0   -0.026584   0.001349
 1322.0   -0.026693   0.001352
 1323.0   -0.026802   0.001356
 1324.0   -0.026912   0.001360
 1325.0   -0.027021   0.001364
 1326.0   -0.027128   0.001367
 1327.0   -0.027236   0.001370
 1328.0   -0.027344   0.001373
 1329.0   -0.027451   0.001376
 1330.0   -0.027559   0.001379
 1331.0   -0.027664   0.001382
 1332.0   -0.027770   0.001385
 1333.0   -0.027876   0.001388
 1334.0   -0.027982   0.001391
 1335.0   -0.028087   0.001393
 1336.0   -0.028191   0.001396
 1337.0   -0.028295   0.001399
 1338.0   -0.028399   0.001401
 1339.0   -0.028503   0.001404
 1340.0   -0.028607   0.001406
 1341.0   -0.028710   0.001408
 1342.0   -0.028812   0.001411
 1343.0   -0.028914   0.001413
 1344.0   -0.029017   0.001415
 1345.0   -0.029119   0.001417
 1346.0   -0.029220   0.001419
 1347.0   -0.029321   0.001421
 1348.0   -0.029421   0.001423
 1349.0   -0.029522   0.001425
 1350.0   -0.029623   0.001427
 1351.0   -0.029721   0.001429
 1352.0   -0.029820   0.001430
 1353.0   -0.029918   0.001431
 1354.0   -0.030016   0.001432
 1355.0   -0.030115   0.001433
 1356.0   -0.030212   0.001434
 1357.0   -0.030309   0.001435
 1358.0   -0.030406   0.001436
 1359.0   -0.030503   0.001437
 1360.0   -0.030601   0.001438
 1361.0   -0.030696   0.001439
 1362.0   -0.030792   0.001440
 1363.0   -0.030887   0.001440
 1364.0   -0.030982   0.001441
 1365.0   -0.031078   0.001442
 1366.0   -0.031172   0.001442
 1367.0   -0.031265   0.001442
 1368.0   -0.031359   0.001442
 1369.0   -0.031453   0.001442
 1370.0   -0.031547   0.001443
 1371.0   -0.031639   0.001443
 1372.0   -0.031731   0.001442
 1373.0   -0.031823   0.001442
 1374.0   -0.031915   0.001442
 1375.0   -0.032008   0.001442
 1376.0   -0.032098   0.001441
 1377.0   -0.032189   0.001441
 1378.0   -0.032279   0.001440
 1379.0   -0.032370   0.001439
 1380.0   -0.032460   0.001439
 1381.0   -0.032549   0.001438
 1382.0   -0.032638   0.001437
 1383.0   -0.032727   0.001436
 1384.0   -0.032816   0.001435
 1385.0   -0.032905   0.001434
 1386.0   -0.032992   0.001432
 1387.0   -0.033079   0.001430
 1388.0   -0.033166   0.001428
 1389.0   -0.033253   0.001426
 1390.0   -0.033340   0.001424
 1391.0   -0.033426   0.001422
 1392.0   -0.033512   0.001420
 1393.0   -0.033598   0.001418
 1394.0   -0.033683   0.001417
 1395.0   -0.033769   0.001415
 1396.0   -0.033853   0.001412
 1397.0   -0.033938   0.001410
 1398.0   -0.034022   0.001407
 1399.0   -0.034106   0.001405
 1400.0   -0.034190   0.001402
 1401.0   -0.034273   0.001399
 1402.0   -0.034356   0.001397
 1403.0   -0.034438   0.001394
 1404.0   -0.034521   0.001391
 1405.0   -0.034604   0.001388
 1406.0   -0.034685   0.001384
 1407.0   -0.034766   0.001381
 1408.0   -0.034847   0.001377
 1409.0   -0.034928   0.001374
 1410.0   -0.035009   0.001370
 1411.0   -0.035089   0.001367
 1412.0   -0.035168   0.001363
 1413.0   -0.035248   0.001359
 1414.0   -0.035328   0.001355
 1415.0   -0.035407   0.001351
 1416.0   -0.035486   0.001346
 1417.0   -0.035564   0.001342
 1418.0   -0.035642   0.001338
 1419.0   -0.035720   0.001333
 1420.0   -0.035798   0.001329
 1421.0   -0.035875   0.001324
 1422.0   -0.035951   0.001319
 1423.0   -0.036028   0.001314
 1424.0   -0.036105   0.001309
 1425.0   -0.036181   0.001304
 1426.0   -0.036257   0.001299
 1427.0   -0.036332   0.001293
 1428.0   -0.036407   0.001288
 1429.0   -0.036482   0.001282
 1430.0   -0.036558   0.001277
 1431.0   -0.036631   0.001271
 1432.0   -0.036705   0.001265
 1433.0   -0.036779   0.001260
 1434.0   -0.036853   0.001254
 1435.0   -0.036926   0.001248
 1436.0   -0.036999   0.001241
 1437.0   -0.037071   0.001234
 1438.0   -0.037143   0.001228
 1439.0   -0.037216   0.001221
 1440.0   -0.037288   0.001214
 1441.0   -0.037359   0.001207
 1442.0   -0.037430   0.001200
 1443.0   -0.037501   0.001193
 1444.0   -0.037572   0.001187
 1445.0   -0.037643   0.001180
 1446.0   -0.037712   0.001172
 1447.0   -0.037782   0.001165
 1448.0   -0.037851   0.001157
