   W         E9+(pi+_n)
 (MeV)      Re         Im
 1080.0   -0.000000   0.000000
 1081.0    0.000000  -0.000000
 1082.0    0.000000  -0.000000
 1083.0    0.000000  -0.000000
 1084.0    0.000000  -0.000000
 1085.0    0.000000  -0.000000
 1086.0    0.000000  -0.000000
 1087.0    0.000000  -0.000000
 1088.0    0.000000  -0.000000
 1089.0    0.000000  -0.000000
 1090.0    0.000000  -0.000000
 1091.0    0.000000  -0.000000
 1092.0    0.000000  -0.000000
 1093.0    0.000001  -0.000000
 1094.0    0.000001  -0.000000
 1095.0    0.000001  -0.000000
 1096.0    0.000001  -0.000000
 1097.0    0.000002  -0.000000
 1098.0    0.000002  -0.000000
 1099.0    0.000002  -0.000000
 1100.0    0.000003  -0.000000
 1101.0    0.000003  -0.000000
 1102.0    0.000004  -0.000000
 1103.0    0.000005  -0.000000
 1104.0    0.000005  -0.000000
 1105.0    0.000006  -0.000000
 1106.0    0.000007  -0.000000
 1107.0    0.000008  -0.000000
 1108.0    0.000010  -0.000001
 1109.0    0.000011  -0.000001
 1110.0    0.000012  -0.000001
 1111.0    0.000014  -0.000001
 1112.0    0.000016  -0.000001
 1113.0    0.000017  -0.000001
 1114.0    0.000019  -0.000001
 1115.0    0.000021  -0.000001
 1116.0    0.000024  -0.000001
 1117.0    0.000026  -0.000001
 1118.0    0.000029  -0.000002
 1119.0    0.000032  -0.000002
 1120.0    0.000034  -0.000002
 1121.0    0.000038  -0.000002
 1122.0    0.000041  -0.000002
 1123.0    0.000045  -0.000002
 1124.0    0.000048  -0.000003
 1125.0    0.000052  -0.000003
 1126.0    0.000056  -0.000003
 1127.0    0.000061  -0.000003
 1128.0    0.000065  -0.000004
 1129.0    0.000070  -0.000004
 1130.0    0.000075  -0.000004
 1131.0    0.000080  -0.000004
 1132.0    0.000086  -0.000005
 1133.0    0.000092  -0.000005
 1134.0    0.000097  -0.000005
 1135.0    0.000103  -0.000006
 1136.0    0.000110  -0.000006
 1137.0    0.000117  -0.000006
 1138.0    0.000123  -0.000007
 1139.0    0.000130  -0.000007
 1140.0    0.000137  -0.000007
 1141.0    0.000145  -0.000008
 1142.0    0.000153  -0.000008
 1143.0    0.000161  -0.000009
 1144.0    0.000169  -0.000009
 1145.0    0.000178  -0.000010
 1146.0    0.000187  -0.000010
 1147.0    0.000196  -0.000011
 1148.0    0.000206  -0.000011
 1149.0    0.000215  -0.000012
 1150.0    0.000224  -0.000012
 1151.0    0.000235  -0.000013
 1152.0    0.000246  -0.000013
 1153.0    0.000256  -0.000014
 1154.0    0.000267  -0.000015
 1155.0    0.000278  -0.000015
 1156.0    0.000290  -0.000016
 1157.0    0.000302  -0.000016
 1158.0    0.000314  -0.000017
 1159.0    0.000326  -0.000018
 1160.0    0.000337  -0.000018
 1161.0    0.000351  -0.000019
 1162.0    0.000364  -0.000020
 1163.0    0.000377  -0.000020
 1164.0    0.000391  -0.000021
 1165.0    0.000404  -0.000022
 1166.0    0.000418  -0.000023
 1167.0    0.000433  -0.000024
 1168.0    0.000447  -0.000024
 1169.0    0.000462  -0.000025
 1170.0    0.000476  -0.000026
 1171.0    0.000492  -0.000027
 1172.0    0.000508  -0.000028
 1173.0    0.000524  -0.000028
 1174.0    0.000539  -0.000029
 1175.0    0.000555  -0.000030
 1176.0    0.000572  -0.000031
 1177.0    0.000589  -0.000032
 1178.0    0.000606  -0.000033
 1179.0    0.000623  -0.000034
 1180.0    0.000640  -0.000035
 1181.0    0.000658  -0.000036
 1182.0    0.000676  -0.000037
 1183.0    0.000695  -0.000038
 1184.0    0.000713  -0.000039
 1185.0    0.000731  -0.000040
 1186.0    0.000750  -0.000041
 1187.0    0.000769  -0.000042
 1188.0    0.000788  -0.000043
 1189.0    0.000808  -0.000044
 1190.0    0.000827  -0.000045
 1191.0    0.000847  -0.000046
 1192.0    0.000868  -0.000047
 1193.0    0.000888  -0.000048
 1194.0    0.000908  -0.000049
 1195.0    0.000928  -0.000050
 1196.0    0.000950  -0.000052
 1197.0    0.000971  -0.000053
 1198.0    0.000992  -0.000054
 1199.0    0.001013  -0.000055
 1200.0    0.001035  -0.000056
 1201.0    0.001057  -0.000057
 1202.0    0.001079  -0.000059
 1203.0    0.001101  -0.000060
 1204.0    0.001123  -0.000061
 1205.0    0.001146  -0.000062
 1206.0    0.001169  -0.000063
 1207.0    0.001192  -0.000065
 1208.0    0.001215  -0.000066
 1209.0    0.001238  -0.000067
 1210.0    0.001261  -0.000069
 1211.0    0.001285  -0.000070
 1212.0    0.001309  -0.000071
 1213.0    0.001332  -0.000072
 1214.0    0.001356  -0.000074
 1215.0    0.001380  -0.000075
 1216.0    0.001405  -0.000076
 1217.0    0.001429  -0.000078
 1218.0    0.001454  -0.000079
 1219.0    0.001478  -0.000080
 1220.0    0.001503  -0.000082
 1221.0    0.001528  -0.000083
 1222.0    0.001554  -0.000084
 1223.0    0.001579  -0.000086
 1224.0    0.001604  -0.000087
 1225.0    0.001629  -0.000089
 1226.0    0.001655  -0.000090
 1227.0    0.001681  -0.000091
 1228.0    0.001707  -0.000093
 1229.0    0.001733  -0.000094
 1230.0    0.001759  -0.000096
 1231.0    0.001785  -0.000097
 1232.0    0.001811  -0.000098
 1233.0    0.001838  -0.000100
 1234.0    0.001864  -0.000101
 1235.0    0.001890  -0.000103
 1236.0    0.001917  -0.000104
 1237.0    0.001944  -0.000106
 1238.0    0.001971  -0.000107
 1239.0    0.001998  -0.000109
 1240.0    0.002025  -0.000110
 1241.0    0.002052  -0.000111
 1242.0    0.002079  -0.000113
 1243.0    0.002107  -0.000114
 1244.0    0.002134  -0.000116
 1245.0    0.002161  -0.000117
 1246.0    0.002189  -0.000119
 1247.0    0.002217  -0.000120
 1248.0    0.002244  -0.000122
 1249.0    0.002272  -0.000123
 1250.0    0.002299  -0.000125
 1251.0    0.002327  -0.000126
 1252.0    0.002355  -0.000128
 1253.0    0.002383  -0.000129
 1254.0    0.002411  -0.000131
 1255.0    0.002439  -0.000133
 1256.0    0.002467  -0.000134
 1257.0    0.002496  -0.000136
 1258.0    0.002524  -0.000137
 1259.0    0.002552  -0.000139
 1260.0    0.002580  -0.000140
 1261.0    0.002609  -0.000142
 1262.0    0.002637  -0.000143
 1263.0    0.002665  -0.000145
 1264.0    0.002694  -0.000146
 1265.0    0.002722  -0.000148
 1266.0    0.002751  -0.000149
 1267.0    0.002780  -0.000151
 1268.0    0.002808  -0.000153
 1269.0    0.002837  -0.000154
 1270.0    0.002865  -0.000156
 1271.0    0.002894  -0.000157
 1272.0    0.002923  -0.000159
 1273.0    0.002951  -0.000160
 1274.0    0.002980  -0.000162
 1275.0    0.003008  -0.000163
 1276.0    0.003037  -0.000165
 1277.0    0.003066  -0.000167
 1278.0    0.003094  -0.000168
 1279.0    0.003123  -0.000170
 1280.0    0.003152  -0.000171
 1281.0    0.003181  -0.000173
 1282.0    0.003209  -0.000174
 1283.0    0.003238  -0.000176
 1284.0    0.003267  -0.000177
 1285.0    0.003296  -0.000179
 1286.0    0.003325  -0.000181
 1287.0    0.003353  -0.000182
 1288.0    0.003382  -0.000184
 1289.0    0.003411  -0.000186
 1290.0    0.003440  -0.000187
 1291.0    0.003469  -0.000189
 1292.0    0.003497  -0.000190
 1293.0    0.003526  -0.000192
 1294.0    0.003554  -0.000193
 1295.0    0.003583  -0.000195
 1296.0    0.003612  -0.000196
 1297.0    0.003640  -0.000198
 1298.0    0.003669  -0.000199
 1299.0    0.003697  -0.000201
 1300.0    0.003726  -0.000203
 1301.0    0.003754  -0.000204
 1302.0    0.003783  -0.000206
 1303.0    0.003811  -0.000207
 1304.0    0.003840  -0.000209
 1305.0    0.003868  -0.000210
 1306.0    0.003897  -0.000212
 1307.0    0.003925  -0.000213
 1308.0    0.003953  -0.000215
 1309.0    0.003982  -0.000216
 1310.0    0.004010  -0.000218
 1311.0    0.004038  -0.000219
 1312.0    0.004066  -0.000221
 1313.0    0.004094  -0.000222
 1314.0    0.004123  -0.000224
 1315.0    0.004151  -0.000226
 1316.0    0.004179  -0.000227
 1317.0    0.004207  -0.000229
 1318.0    0.004235  -0.000230
 1319.0    0.004263  -0.000232
 1320.0    0.004291  -0.000233
 1321.0    0.004318  -0.000235
 1322.0    0.004346  -0.000236
 1323.0    0.004373  -0.000237
 1324.0    0.004401  -0.000239
 1325.0    0.004429  -0.000240
 1326.0    0.004456  -0.000242
 1327.0    0.004484  -0.000243
 1328.0    0.004511  -0.000245
 1329.0    0.004539  -0.000246
 1330.0    0.004566  -0.000248
 1331.0    0.004594  -0.000250
 1332.0    0.004621  -0.000251
 1333.0    0.004648  -0.000252
 1334.0    0.004675  -0.000254
 1335.0    0.004702  -0.000255
 1336.0    0.004729  -0.000257
 1337.0    0.004756  -0.000258
 1338.0    0.004783  -0.000260
 1339.0    0.004810  -0.000261
 1340.0    0.004837  -0.000263
 1341.0    0.004864  -0.000264
 1342.0    0.004890  -0.000266
 1343.0    0.004917  -0.000267
 1344.0    0.004944  -0.000269
 1345.0    0.004970  -0.000270
 1346.0    0.004996  -0.000271
 1347.0    0.005023  -0.000273
 1348.0    0.005049  -0.000274
 1349.0    0.005075  -0.000275
 1350.0    0.005101  -0.000277
 1351.0    0.005127  -0.000278
 1352.0    0.005153  -0.000280
 1353.0    0.005180  -0.000281
 1354.0    0.005206  -0.000283
 1355.0    0.005232  -0.000284
 1356.0    0.005257  -0.000286
 1357.0    0.005283  -0.000287
 1358.0    0.005308  -0.000288
 1359.0    0.005334  -0.000290
 1360.0    0.005360  -0.000291
 1361.0    0.005385  -0.000293
 1362.0    0.005410  -0.000294
 1363.0    0.005435  -0.000295
 1364.0    0.005461  -0.000297
 1365.0    0.005486  -0.000298
 1366.0    0.005511  -0.000299
 1367.0    0.005536  -0.000301
 1368.0    0.005561  -0.000302
 1369.0    0.005585  -0.000303
 1370.0    0.005610  -0.000305
 1371.0    0.005635  -0.000306
 1372.0    0.005659  -0.000307
 1373.0    0.005684  -0.000309
 1374.0    0.005708  -0.000310
 1375.0    0.005733  -0.000311
 1376.0    0.005757  -0.000313
 1377.0    0.005781  -0.000314
 1378.0    0.005805  -0.000315
 1379.0    0.005829  -0.000317
 1380.0    0.005854  -0.000318
 1381.0    0.005877  -0.000319
 1382.0    0.005901  -0.000321
 1383.0    0.005925  -0.000322
 1384.0    0.005948  -0.000323
 1385.0    0.005972  -0.000324
 1386.0    0.005996  -0.000326
 1387.0    0.006019  -0.000327
 1388.0    0.006042  -0.000328
 1389.0    0.006066  -0.000330
 1390.0    0.006089  -0.000331
 1391.0    0.006112  -0.000332
 1392.0    0.006135  -0.000333
 1393.0    0.006158  -0.000335
 1394.0    0.006181  -0.000336
 1395.0    0.006204  -0.000337
 1396.0    0.006226  -0.000338
 1397.0    0.006249  -0.000340
 1398.0    0.006271  -0.000341
 1399.0    0.006294  -0.000342
 1400.0    0.006316  -0.000343
 1401.0    0.006338  -0.000344
 1402.0    0.006360  -0.000346
 1403.0    0.006383  -0.000347
 1404.0    0.006405  -0.000348
 1405.0    0.006427  -0.000349
 1406.0    0.006448  -0.000350
 1407.0    0.006470  -0.000352
 1408.0    0.006492  -0.000353
 1409.0    0.006514  -0.000354
 1410.0    0.006535  -0.000355
 1411.0    0.006557  -0.000356
 1412.0    0.006578  -0.000357
 1413.0    0.006599  -0.000359
 1414.0    0.006620  -0.000360
 1415.0    0.006642  -0.000361
 1416.0    0.006663  -0.000362
 1417.0    0.006683  -0.000363
 1418.0    0.006704  -0.000364
 1419.0    0.006725  -0.000365
 1420.0    0.006746  -0.000367
 1421.0    0.006766  -0.000368
 1422.0    0.006787  -0.000369
 1423.0    0.006807  -0.000370
 1424.0    0.006828  -0.000371
 1425.0    0.006848  -0.000372
 1426.0    0.006868  -0.000373
 1427.0    0.006888  -0.000374
 1428.0    0.006908  -0.000375
 1429.0    0.006928  -0.000377
 1430.0    0.006948  -0.000378
 1431.0    0.006968  -0.000379
 1432.0    0.006988  -0.000380
 1433.0    0.007007  -0.000381
 1434.0    0.007027  -0.000382
 1435.0    0.007047  -0.000383
 1436.0    0.007066  -0.000384
 1437.0    0.007085  -0.000385
 1438.0    0.007104  -0.000386
 1439.0    0.007123  -0.000387
 1440.0    0.007142  -0.000388
 1441.0    0.007161  -0.000389
 1442.0    0.007180  -0.000390
 1443.0    0.007199  -0.000391
 1444.0    0.007217  -0.000392
 1445.0    0.007236  -0.000393
 1446.0    0.007255  -0.000394
 1447.0    0.007273  -0.000395
 1448.0    0.007291  -0.000396
