   W         M3+(pi+_n)
 (MeV)      Re         Im
 1080.0   -0.000174   0.000010
 1081.0   -0.000732   0.000040
 1082.0   -0.001290   0.000071
 1083.0   -0.001849   0.000101
 1084.0   -0.002407   0.000132
 1085.0   -0.002965   0.000162
 1086.0   -0.003814   0.000208
 1087.0   -0.004663   0.000254
 1088.0   -0.005512   0.000300
 1089.0   -0.006362   0.000346
 1090.0   -0.007211   0.000392
 1091.0   -0.008225   0.000447
 1092.0   -0.009239   0.000501
 1093.0   -0.010253   0.000555
 1094.0   -0.011267   0.000610
 1095.0   -0.012281   0.000664
 1096.0   -0.013402   0.000723
 1097.0   -0.014524   0.000783
 1098.0   -0.015645   0.000842
 1099.0   -0.016767   0.000901
 1100.0   -0.017889   0.000961
 1101.0   -0.019083   0.001023
 1102.0   -0.020277   0.001085
 1103.0   -0.021471   0.001147
 1104.0   -0.022666   0.001209
 1105.0   -0.023860   0.001271
 1106.0   -0.025103   0.001334
 1107.0   -0.026346   0.001397
 1108.0   -0.027589   0.001461
 1109.0   -0.028832   0.001524
 1110.0   -0.030075   0.001587
 1111.0   -0.031349   0.001650
 1112.0   -0.032624   0.001714
 1113.0   -0.033899   0.001777
 1114.0   -0.035173   0.001840
 1115.0   -0.036448   0.001904
 1116.0   -0.037741   0.001966
 1117.0   -0.039034   0.002028
 1118.0   -0.040327   0.002091
 1119.0   -0.041620   0.002153
 1120.0   -0.042913   0.002216
 1121.0   -0.044215   0.002276
 1122.0   -0.045516   0.002337
 1123.0   -0.046818   0.002398
 1124.0   -0.048120   0.002458
 1125.0   -0.049422   0.002519
 1126.0   -0.050724   0.002577
 1127.0   -0.052027   0.002636
 1128.0   -0.053330   0.002694
 1129.0   -0.054633   0.002752
 1130.0   -0.055936   0.002810
 1131.0   -0.057233   0.002866
 1132.0   -0.058531   0.002921
 1133.0   -0.059829   0.002977
 1134.0   -0.061127   0.003032
 1135.0   -0.062425   0.003088
 1136.0   -0.063713   0.003140
 1137.0   -0.065001   0.003192
 1138.0   -0.066289   0.003244
 1139.0   -0.067577   0.003296
 1140.0   -0.068866   0.003348
 1141.0   -0.070140   0.003396
 1142.0   -0.071415   0.003444
 1143.0   -0.072690   0.003492
 1144.0   -0.073965   0.003540
 1145.0   -0.075240   0.003589
 1146.0   -0.076499   0.003633
 1147.0   -0.077757   0.003677
 1148.0   -0.079016   0.003721
 1149.0   -0.080275   0.003765
 1150.0   -0.081533   0.003809
 1151.0   -0.082774   0.003848
 1152.0   -0.084014   0.003888
 1153.0   -0.085254   0.003927
 1154.0   -0.086495   0.003967
 1155.0   -0.087735   0.004006
