   W         M1+(pi+_n)
 (MeV)      Re         Im
 1080.0   -1.017748   0.068340
 1081.0   -1.349469   0.088942
 1082.0   -1.681191   0.109545
 1083.0   -2.012913   0.130147
 1084.0   -2.344635   0.150750
 1085.0   -2.676357   0.171352
 1086.0   -2.877689   0.181053
 1087.0   -3.079020   0.190753
 1088.0   -3.280352   0.200454
 1089.0   -3.481684   0.210154
 1090.0   -3.683016   0.219855
 1091.0   -3.847519   0.224634
 1092.0   -4.012022   0.229414
 1093.0   -4.176525   0.234193
 1094.0   -4.341028   0.238973
 1095.0   -4.505531   0.243752
 1096.0   -4.651950   0.244392
 1097.0   -4.798370   0.245033
 1098.0   -4.944789   0.245673
 1099.0   -5.091208   0.246313
 1100.0   -5.237627   0.246954
 1101.0   -5.373894   0.243402
 1102.0   -5.510161   0.239851
 1103.0   -5.646428   0.236299
 1104.0   -5.782694   0.232748
 1105.0   -5.918961   0.229196
 1106.0   -6.049413   0.221046
 1107.0   -6.179865   0.212895
 1108.0   -6.310317   0.204745
 1109.0   -6.440769   0.196594
 1110.0   -6.571222   0.188444
 1111.0   -6.698597   0.175047
 1112.0   -6.825972   0.161651
 1113.0   -6.953347   0.148255
 1114.0   -7.080722   0.134859
 1115.0   -7.208097   0.121462
 1116.0   -7.334276   0.101959
 1117.0   -7.460454   0.082456
 1118.0   -7.586632   0.062953
 1119.0   -7.712810   0.043450
 1120.0   -7.838988   0.023946
 1121.0   -7.965320  -0.002746
 1122.0   -8.091652  -0.029439
 1123.0   -8.217984  -0.056131
 1124.0   -8.344316  -0.082823
 1125.0   -8.470648  -0.109516
 1126.0   -8.598096  -0.144725
 1127.0   -8.725544  -0.179934
 1128.0   -8.852991  -0.215142
 1129.0   -8.980439  -0.250351
 1130.0   -9.107887  -0.285560
 1131.0   -9.237072  -0.330890
 1132.0   -9.366256  -0.376219
 1133.0   -9.495441  -0.421549
 1134.0   -9.624626  -0.466878
 1135.0   -9.753811  -0.512208
 1136.0   -9.884998  -0.569574
 1137.0  -10.016185  -0.626940
 1138.0  -10.147372  -0.684306
 1139.0  -10.278559  -0.741673
 1140.0  -10.409746  -0.799039
 1141.0  -10.542777  -0.870702
 1142.0  -10.675807  -0.942364
 1143.0  -10.808838  -1.014027
 1144.0  -10.941869  -1.085690
 1145.0  -11.074899  -1.157352
 1146.0  -11.209069  -1.245930
 1147.0  -11.343239  -1.334507
 1148.0  -11.477409  -1.423084
 1149.0  -11.611579  -1.511661
 1150.0  -11.745749  -1.600239
 1151.0  -11.879635  -1.708700
 1152.0  -12.013521  -1.817162
 1153.0  -12.147408  -1.925623
 1154.0  -12.281294  -2.034085
 1155.0  -12.415180  -2.142546
 1156.0  -12.546387  -2.274116
 1157.0  -12.677594  -2.405685
 1158.0  -12.808801  -2.537255
 1159.0  -12.940008  -2.668825
 1160.0  -13.071215  -2.800395
 1161.0  -13.196101  -2.958388
 1162.0  -13.320986  -3.116381
 1163.0  -13.445871  -3.274375
 1164.0  -13.570757  -3.432368
 1165.0  -13.695642  -3.590362
 1166.0  -13.808986  -3.777832
 1167.0  -13.922331  -3.965302
 1168.0  -14.035675  -4.152771
 1169.0  -14.149020  -4.340241
 1170.0  -14.262364  -4.527711
 1171.0  -14.357094  -4.746878
 1172.0  -14.451825  -4.966044
 1173.0  -14.546555  -5.185211
 1174.0  -14.641286  -5.404377
 1175.0  -14.736016  -5.623544
 1176.0  -14.803097  -5.874944
 1177.0  -14.870178  -6.126345
 1178.0  -14.937259  -6.377746
 1179.0  -15.004340  -6.629146
 1180.0  -15.071421  -6.880547
 1181.0  -15.100117  -7.161921
 1182.0  -15.128812  -7.443296
 1183.0  -15.157507  -7.724670
 1184.0  -15.186203  -8.006045
 1185.0  -15.214898  -8.287419
 1186.0  -15.193660  -8.592486
 1187.0  -15.172422  -8.897552
 1188.0  -15.151185  -9.202618
 1189.0  -15.129947  -9.507685
 1190.0  -15.108709  -9.812751
 1191.0  -15.026895 -10.130249
 1192.0  -14.945082 -10.447746
 1193.0  -14.863268 -10.765243
 1194.0  -14.781455 -11.082741
 1195.0  -14.699641 -11.400238
 1196.0  -14.549992 -11.713826
 1197.0  -14.400343 -12.027415
 1198.0  -14.250694 -12.341003
 1199.0  -14.101045 -12.654591
 1200.0  -13.951396 -12.968179
 1201.0  -13.732760 -13.257820
 1202.0  -13.514125 -13.547461
 1203.0  -13.295490 -13.837101
 1204.0  -13.076854 -14.126742
 1205.0  -12.858219 -14.416382
 1206.0  -12.577512 -14.661337
 1207.0  -12.296805 -14.906292
 1208.0  -12.016099 -15.151247
 1209.0  -11.735392 -15.396202
 1210.0  -11.454685 -15.641157
 1211.0  -11.126865 -15.824024
 1212.0  -10.799045 -16.006891
 1213.0  -10.471225 -16.189759
 1214.0  -10.143405 -16.372626
 1215.0   -9.815585 -16.555493
 1216.0   -9.461407 -16.665939
 1217.0   -9.107229 -16.776385
 1218.0   -8.753051 -16.886831
 1219.0   -8.398872 -16.997277
 1220.0   -8.044694 -17.107723
 1221.0   -7.686602 -17.144257
 1222.0   -7.328510 -17.180791
 1223.0   -6.970417 -17.217325
 1224.0   -6.612325 -17.253859
 1225.0   -6.254232 -17.290393
 1226.0   -5.912191 -17.259611
 1227.0   -5.570150 -17.228829
 1228.0   -5.228109 -17.198047
 1229.0   -4.886068 -17.167265
 1230.0   -4.544027 -17.136483
 1231.0   -4.232705 -17.050465
 1232.0   -3.921383 -16.964447
 1233.0   -3.610061 -16.878429
 1234.0   -3.298738 -16.792411
 1235.0   -2.987416 -16.706392
 1236.0   -2.715276 -16.579506
 1237.0   -2.443136 -16.452619
 1238.0   -2.170997 -16.325732
 1239.0   -1.898857 -16.198845
 1240.0   -1.626717 -16.071959
 1241.0   -1.396694 -15.918198
 1242.0   -1.166671 -15.764436
 1243.0   -0.936648 -15.610675
 1244.0   -0.706625 -15.456914
 1245.0   -0.476602 -15.303153
 1246.0   -0.287546 -15.134478
 1247.0   -0.098490 -14.965802
 1248.0    0.090566 -14.797127
 1249.0    0.279622 -14.628452
 1250.0    0.468678 -14.459777
 1251.0    0.620356 -14.285526
 1252.0    0.772033 -14.111274
 1253.0    0.923711 -13.937023
 1254.0    1.075388 -13.762772
 1255.0    1.227066 -13.588521
 1256.0    1.346165 -13.415373
 1257.0    1.465264 -13.242226
 1258.0    1.584363 -13.069078
 1259.0    1.703463 -12.895930
 1260.0    1.822562 -12.722783
 1261.0    1.914137 -12.555200
 1262.0    2.005713 -12.387617
 1263.0    2.097289 -12.220035
 1264.0    2.188864 -12.052452
 1265.0    2.280440 -11.884869
 1266.0    2.349288 -11.725571
 1267.0    2.418136 -11.566273
 1268.0    2.486984 -11.406975
 1269.0    2.555832 -11.247677
 1270.0    2.624680 -11.088379
 1271.0    2.675069 -10.938823
 1272.0    2.725458 -10.789267
 1273.0    2.775848 -10.639711
 1274.0    2.826237 -10.490155
 1275.0    2.876627 -10.340598
 1276.0    2.912204 -10.201367
