   W         M5-(pi+_n)
 (MeV)      Re         Im
 1080.0    0.000000  -0.000000
 1081.0    0.000004  -0.000000
 1082.0    0.000008  -0.000000
 1083.0    0.000012  -0.000001
 1084.0    0.000016  -0.000001
 1085.0    0.000020  -0.000001
 1086.0    0.000034  -0.000002
 1087.0    0.000048  -0.000003
 1088.0    0.000062  -0.000003
 1089.0    0.000076  -0.000004
 1090.0    0.000090  -0.000005
 1091.0    0.000115  -0.000006
 1092.0    0.000141  -0.000008
 1093.0    0.000167  -0.000009
 1094.0    0.000193  -0.000010
 1095.0    0.000219  -0.000012
 1096.0    0.000257  -0.000014
 1097.0    0.000296  -0.000016
 1098.0    0.000334  -0.000018
 1099.0    0.000373  -0.000020
 1100.0    0.000411  -0.000022
 1101.0    0.000462  -0.000025
 1102.0    0.000514  -0.000028
 1103.0    0.000565  -0.000031
 1104.0    0.000616  -0.000033
 1105.0    0.000667  -0.000036
 1106.0    0.000731  -0.000040
 1107.0    0.000795  -0.000043
 1108.0    0.000859  -0.000047
 1109.0    0.000922  -0.000050
 1110.0    0.000986  -0.000054
 1111.0    0.001061  -0.000058
 1112.0    0.001137  -0.000062
 1113.0    0.001213  -0.000066
 1114.0    0.001288  -0.000070
 1115.0    0.001364  -0.000074
 1116.0    0.001450  -0.000079
 1117.0    0.001537  -0.000084
 1118.0    0.001624  -0.000088
 1119.0    0.001710  -0.000093
 1120.0    0.001797  -0.000098
 1121.0    0.001894  -0.000103
 1122.0    0.001991  -0.000108
 1123.0    0.002088  -0.000113
 1124.0    0.002185  -0.000119
 1125.0    0.002282  -0.000124
 1126.0    0.002389  -0.000130
 1127.0    0.002496  -0.000136
 1128.0    0.002602  -0.000141
 1129.0    0.002709  -0.000147
 1130.0    0.002815  -0.000153
 1131.0    0.002931  -0.000159
 1132.0    0.003046  -0.000166
 1133.0    0.003161  -0.000172
 1134.0    0.003277  -0.000178
 1135.0    0.003392  -0.000184
 1136.0    0.003515  -0.000191
 1137.0    0.003638  -0.000198
 1138.0    0.003762  -0.000205
 1139.0    0.003885  -0.000211
 1140.0    0.004008  -0.000218
 1141.0    0.004138  -0.000225
 1142.0    0.004269  -0.000232
 1143.0    0.004399  -0.000239
 1144.0    0.004529  -0.000246
 1145.0    0.004659  -0.000253
 1146.0    0.004796  -0.000261
 1147.0    0.004932  -0.000268
 1148.0    0.005069  -0.000276
 1149.0    0.005206  -0.000283
 1150.0    0.005342  -0.000291
 1151.0    0.005484  -0.000298
 1152.0    0.005626  -0.000306
 1153.0    0.005769  -0.000314
 1154.0    0.005911  -0.000322
 1155.0    0.006053  -0.000329
 1156.0    0.006200  -0.000337
 1157.0    0.006347  -0.000345
 1158.0    0.006494  -0.000353
 1159.0    0.006641  -0.000361
 1160.0    0.006788  -0.000369
 1161.0    0.006939  -0.000378
 1162.0    0.007090  -0.000386
 1163.0    0.007241  -0.000394
 1164.0    0.007392  -0.000402
 1165.0    0.007544  -0.000411
 1166.0    0.007698  -0.000419
 1167.0    0.007853  -0.000428
 1168.0    0.008008  -0.000436
 1169.0    0.008163  -0.000445
 1170.0    0.008317  -0.000453
 1171.0    0.008475  -0.000462
 1172.0    0.008633  -0.000470
 1173.0    0.008791  -0.000479
 1174.0    0.008949  -0.000488
 1175.0    0.009106  -0.000496
 1176.0    0.009267  -0.000505
 1177.0    0.009427  -0.000514
 1178.0    0.009587  -0.000523
 1179.0    0.009747  -0.000531
 1180.0    0.009908  -0.000540
 1181.0    0.010070  -0.000549
 1182.0    0.010232  -0.000558
 1183.0    0.010394  -0.000567
 1184.0    0.010557  -0.000576
 1185.0    0.010719  -0.000585
 1186.0    0.010883  -0.000594
 1187.0    0.011047  -0.000603
 1188.0    0.011210  -0.000612
 1189.0    0.011374  -0.000621
 1190.0    0.011538  -0.000630
 1191.0    0.011703  -0.000639
 1192.0    0.011868  -0.000648
 1193.0    0.012032  -0.000657
 1194.0    0.012197  -0.000666
 1195.0    0.012362  -0.000675
 1196.0    0.012528  -0.000685
 1197.0    0.012693  -0.000694
 1198.0    0.012859  -0.000703
 1199.0    0.013024  -0.000712
 1200.0    0.013190  -0.000721
 1201.0    0.013356  -0.000731
 1202.0    0.013522  -0.000740
 1203.0    0.013688  -0.000749
 1204.0    0.013854  -0.000758
 1205.0    0.014020  -0.000768
 1206.0    0.014186  -0.000777
 1207.0    0.014352  -0.000786
 1208.0    0.014518  -0.000795
 1209.0    0.014684  -0.000805
 1210.0    0.014850  -0.000814
 1211.0    0.015015  -0.000823
 1212.0    0.015181  -0.000833
 1213.0    0.015347  -0.000842
 1214.0    0.015512  -0.000851
 1215.0    0.015678  -0.000860
 1216.0    0.015843  -0.000870
 1217.0    0.016008  -0.000879
 1218.0    0.016173  -0.000888
 1219.0    0.016338  -0.000898
 1220.0    0.016504  -0.000907
 1221.0    0.016668  -0.000916
 1222.0    0.016832  -0.000926
 1223.0    0.016997  -0.000935
 1224.0    0.017161  -0.000945
 1225.0    0.017325  -0.000954
 1226.0    0.017488  -0.000963
 1227.0    0.017652  -0.000973
 1228.0    0.017815  -0.000982
 1229.0    0.017978  -0.000991
 1230.0    0.018142  -0.001001
 1231.0    0.018304  -0.001010
 1232.0    0.018466  -0.001019
 1233.0    0.018628  -0.001029
 1234.0    0.018790  -0.001038
 1235.0    0.018952  -0.001048
 1236.0    0.019113  -0.001057
 1237.0    0.019273  -0.001066
 1238.0    0.019434  -0.001076
 1239.0    0.019594  -0.001085
 1240.0    0.019755  -0.001094
 1241.0    0.019914  -0.001104
 1242.0    0.020073  -0.001113
 1243.0    0.020232  -0.001123
 1244.0    0.020391  -0.001132
 1245.0    0.020550  -0.001141
 1246.0    0.020708  -0.001151
 1247.0    0.020865  -0.001160
 1248.0    0.021022  -0.001170
 1249.0    0.021179  -0.001179
 1250.0    0.021337  -0.001188
 1251.0    0.021492  -0.001198
 1252.0    0.021648  -0.001207
 1253.0    0.021803  -0.001217
 1254.0    0.021958  -0.001226
 1255.0    0.022114  -0.001236
 1256.0    0.022267  -0.001245
 1257.0    0.022421  -0.001254
 1258.0    0.022574  -0.001264
 1259.0    0.022727  -0.001273
 1260.0    0.022881  -0.001283
 1261.0    0.023032  -0.001292
 1262.0    0.023183  -0.001302
 1263.0    0.023335  -0.001311
 1264.0    0.023486  -0.001321
 1265.0    0.023637  -0.001330
 1266.0    0.023786  -0.001340
 1267.0    0.023935  -0.001349
 1268.0    0.024084  -0.001359
 1269.0    0.024233  -0.001368
 1270.0    0.024382  -0.001378
 1271.0    0.024529  -0.001387
 1272.0    0.024676  -0.001397
 1273.0    0.024822  -0.001406
 1274.0    0.024969  -0.001416
 1275.0    0.025116  -0.001425
 1276.0    0.025260  -0.001435
 1277.0    0.025405  -0.001445
 1278.0    0.025549  -0.001454
 1279.0    0.025694  -0.001464
 1280.0    0.025838  -0.001474
 1281.0    0.025980  -0.001484
 1282.0    0.026122  -0.001493
 1283.0    0.026264  -0.001503
 1284.0    0.026405  -0.001513
 1285.0    0.026547  -0.001522
 1286.0    0.026687  -0.001532
 1287.0    0.026827  -0.001542
 1288.0    0.026966  -0.001552
 1289.0    0.027106  -0.001562
 1290.0    0.027246  -0.001572
 1291.0    0.027382  -0.001582
 1292.0    0.027519  -0.001592
 1293.0    0.027656  -0.001602
 1294.0    0.027793  -0.001611
 1295.0    0.027929  -0.001621
 1296.0    0.028063  -0.001631
 1297.0    0.028198  -0.001641
 1298.0    0.028332  -0.001651
 1299.0    0.028466  -0.001661
 1300.0    0.028600  -0.001671
 1301.0    0.028732  -0.001681
 1302.0    0.028864  -0.001691
 1303.0    0.028996  -0.001701
 1304.0    0.029127  -0.001712
 1305.0    0.029259  -0.001722
 1306.0    0.029388  -0.001732
 1307.0    0.029517  -0.001742
 1308.0    0.029646  -0.001753
 1309.0    0.029775  -0.001763
 1310.0    0.029904  -0.001774
 1311.0    0.030030  -0.001784
 1312.0    0.030156  -0.001795
 1313.0    0.030283  -0.001805
 1314.0    0.030409  -0.001816
 1315.0    0.030535  -0.001826
 1316.0    0.030659  -0.001837
 1317.0    0.030783  -0.001848
 1318.0    0.030906  -0.001859
 1319.0    0.031030  -0.001869
 1320.0    0.031154  -0.001880
 1321.0    0.031274  -0.001891
 1322.0    0.031395  -0.001901
 1323.0    0.031515  -0.001911
 1324.0    0.031636  -0.001922
 1325.0    0.031756  -0.001932
 1326.0    0.031875  -0.001944
 1327.0    0.031993  -0.001955
 1328.0    0.032112  -0.001967
 1329.0    0.032230  -0.001979
 1330.0    0.032349  -0.001990
 1331.0    0.032464  -0.002002
 1332.0    0.032580  -0.002013
 1333.0    0.032695  -0.002025
 1334.0    0.032811  -0.002036
 1335.0    0.032926  -0.002048
 1336.0    0.033039  -0.002060
 1337.0    0.033152  -0.002071
 1338.0    0.033265  -0.002083
 1339.0    0.033378  -0.002095
 1340.0    0.033490  -0.002107
 1341.0    0.033600  -0.002119
 1342.0    0.033711  -0.002131
 1343.0    0.033821  -0.002143
 1344.0    0.033931  -0.002155
 1345.0    0.034041  -0.002168
 1346.0    0.034149  -0.002180
 1347.0    0.034257  -0.002193
 1348.0    0.034364  -0.002206
 1349.0    0.034472  -0.002219
 1350.0    0.034580  -0.002231
 1351.0    0.034684  -0.002244
 1352.0    0.034788  -0.002256
 1353.0    0.034893  -0.002269
 1354.0    0.034997  -0.002281
 1355.0    0.035101  -0.002294
 1356.0    0.035203  -0.002307
 1357.0    0.035306  -0.002320
 1358.0    0.035408  -0.002333
 1359.0    0.035510  -0.002347
 1360.0    0.035612  -0.002360
 1361.0    0.035712  -0.002374
 1362.0    0.035811  -0.002388
 1363.0    0.035911  -0.002401
 1364.0    0.036010  -0.002415
 1365.0    0.036110  -0.002429
 1366.0    0.036207  -0.002443
 1367.0    0.036304  -0.002457
 1368.0    0.036401  -0.002471
 1369.0    0.036498  -0.002485
 1370.0    0.036595  -0.002500
 1371.0    0.036689  -0.002514
 1372.0    0.036784  -0.002529
 1373.0    0.036878  -0.002544
 1374.0    0.036973  -0.002558
 1375.0    0.037067  -0.002573
 1376.0    0.037159  -0.002588
 1377.0    0.037251  -0.002603
 1378.0    0.037343  -0.002618
 1379.0    0.037435  -0.002634
 1380.0    0.037526  -0.002649
 1381.0    0.037616  -0.002664
 1382.0    0.037705  -0.002680
 1383.0    0.037795  -0.002696
 1384.0    0.037884  -0.002711
 1385.0    0.037974  -0.002727
 1386.0    0.038061  -0.002744
 1387.0    0.038148  -0.002760
 1388.0    0.038234  -0.002777
 1389.0    0.038321  -0.002793
 1390.0    0.038408  -0.002810
 1391.0    0.038493  -0.002827
 1392.0    0.038578  -0.002843
 1393.0    0.038662  -0.002860
 1394.0    0.038747  -0.002877
 1395.0    0.038831  -0.002894
 1396.0    0.038914  -0.002911
 1397.0    0.038996  -0.002929
 1398.0    0.039078  -0.002947
 1399.0    0.039161  -0.002964
 1400.0    0.039243  -0.002982
 1401.0    0.039323  -0.003000
 1402.0    0.039403  -0.003018
 1403.0    0.039483  -0.003036
 1404.0    0.039563  -0.003054
 1405.0    0.039643  -0.003072
 1406.0    0.039721  -0.003091
 1407.0    0.039798  -0.003110
 1408.0    0.039876  -0.003129
 1409.0    0.039954  -0.003148
 1410.0    0.040032  -0.003167
 1411.0    0.040107  -0.003186
 1412.0    0.040183  -0.003206
 1413.0    0.040258  -0.003225
 1414.0    0.040334  -0.003245
 1415.0    0.040409  -0.003264
 1416.0    0.040483  -0.003285
 1417.0    0.040556  -0.003305
 1418.0    0.040630  -0.003325
 1419.0    0.040703  -0.003345
 1420.0    0.040777  -0.003366
 1421.0    0.040848  -0.003387
 1422.0    0.040920  -0.003408
 1423.0    0.040991  -0.003429
 1424.0    0.041062  -0.003450
 1425.0    0.041134  -0.003471
 1426.0    0.041203  -0.003492
 1427.0    0.041273  -0.003514
 1428.0    0.041342  -0.003536
 1429.0    0.041411  -0.003557
 1430.0    0.041481  -0.003579
 1431.0    0.041548  -0.003601
 1432.0    0.041615  -0.003623
 1433.0    0.041683  -0.003646
 1434.0    0.041750  -0.003668
 1435.0    0.041817  -0.003690
 1436.0    0.041883  -0.003714
 1437.0    0.041949  -0.003738
 1438.0    0.042015  -0.003762
 1439.0    0.042081  -0.003786
 1440.0    0.042147  -0.003810
 1441.0    0.042211  -0.003834
 1442.0    0.042275  -0.003858
 1443.0    0.042339  -0.003882
 1444.0    0.042403  -0.003906
 1445.0    0.042466  -0.003930
 1446.0    0.042528  -0.003954
 1447.0    0.042591  -0.003979
 1448.0    0.042653  -0.004004
