   W         E5+(pi+_n)
 (MeV)      Re         Im
 1080.0    0.000001  -0.000000
 1081.0    0.000017  -0.000001
 1082.0    0.000033  -0.000002
 1083.0    0.000049  -0.000003
 1084.0    0.000065  -0.000004
 1085.0    0.000082  -0.000004
 1086.0    0.000135  -0.000007
 1087.0    0.000189  -0.000010
 1088.0    0.000243  -0.000013
 1089.0    0.000296  -0.000016
 1090.0    0.000350  -0.000019
 1091.0    0.000446  -0.000024
 1092.0    0.000543  -0.000029
 1093.0    0.000639  -0.000035
 1094.0    0.000735  -0.000040
 1095.0    0.000831  -0.000045
 1096.0    0.000970  -0.000053
 1097.0    0.001108  -0.000060
 1098.0    0.001246  -0.000068
 1099.0    0.001384  -0.000075
 1100.0    0.001522  -0.000083
 1101.0    0.001700  -0.000092
 1102.0    0.001877  -0.000102
 1103.0    0.002054  -0.000112
 1104.0    0.002231  -0.000121
 1105.0    0.002409  -0.000131
 1106.0    0.002621  -0.000142
 1107.0    0.002833  -0.000154
 1108.0    0.003046  -0.000165
 1109.0    0.003258  -0.000177
 1110.0    0.003471  -0.000189
 1111.0    0.003714  -0.000202
 1112.0    0.003957  -0.000215
 1113.0    0.004200  -0.000228
 1114.0    0.004443  -0.000241
 1115.0    0.004687  -0.000255
 1116.0    0.004956  -0.000269
 1117.0    0.005226  -0.000284
 1118.0    0.005496  -0.000299
 1119.0    0.005765  -0.000313
 1120.0    0.006035  -0.000328
 1121.0    0.006327  -0.000344
 1122.0    0.006619  -0.000360
 1123.0    0.006911  -0.000375
 1124.0    0.007203  -0.000391
 1125.0    0.007495  -0.000407
 1126.0    0.007805  -0.000424
 1127.0    0.008115  -0.000441
 1128.0    0.008425  -0.000458
 1129.0    0.008736  -0.000475
 1130.0    0.009046  -0.000491
 1131.0    0.009371  -0.000509
 1132.0    0.009696  -0.000527
 1133.0    0.010021  -0.000544
 1134.0    0.010346  -0.000562
 1135.0    0.010671  -0.000580
 1136.0    0.011008  -0.000598
 1137.0    0.011344  -0.000616
 1138.0    0.011681  -0.000635
 1139.0    0.012017  -0.000653
 1140.0    0.012354  -0.000671
 1141.0    0.012699  -0.000690
 1142.0    0.013044  -0.000709
 1143.0    0.013389  -0.000727
 1144.0    0.013734  -0.000746
 1145.0    0.014079  -0.000765
 1146.0    0.014430  -0.000784
 1147.0    0.014781  -0.000803
 1148.0    0.015132  -0.000822
 1149.0    0.015483  -0.000841
 1150.0    0.015834  -0.000860
 1151.0    0.016189  -0.000880
 1152.0    0.016543  -0.000899
 1153.0    0.016898  -0.000918
 1154.0    0.017253  -0.000937
 1155.0    0.017607  -0.000957
 1156.0    0.017963  -0.000976
 1157.0    0.018320  -0.000995
 1158.0    0.018676  -0.001015
 1159.0    0.019032  -0.001034
 1160.0    0.019389  -0.001053
 1161.0    0.019745  -0.001073
 1162.0    0.020101  -0.001092
 1163.0    0.020457  -0.001111
 1164.0    0.020813  -0.001131
 1165.0    0.021169  -0.001150
 1166.0    0.021524  -0.001169
 1167.0    0.021878  -0.001189
 1168.0    0.022233  -0.001208
 1169.0    0.022587  -0.001227
 1170.0    0.022942  -0.001246
 1171.0    0.023293  -0.001265
 1172.0    0.023645  -0.001285
 1173.0    0.023996  -0.001304
 1174.0    0.024348  -0.001323
 1175.0    0.024699  -0.001342
 1176.0    0.025047  -0.001361
 1177.0    0.025394  -0.001380
 1178.0    0.025742  -0.001398
 1179.0    0.026089  -0.001417
 1180.0    0.026436  -0.001436
 1181.0    0.026779  -0.001455
 1182.0    0.027121  -0.001473
 1183.0    0.027464  -0.001492
 1184.0    0.027806  -0.001511
 1185.0    0.028148  -0.001529
 1186.0    0.028485  -0.001547
 1187.0    0.028822  -0.001566
 1188.0    0.029158  -0.001584
 1189.0    0.029495  -0.001602
 1190.0    0.029831  -0.001621
 1191.0    0.030161  -0.001639
 1192.0    0.030491  -0.001656
 1193.0    0.030821  -0.001674
 1194.0    0.031151  -0.001692
 1195.0    0.031481  -0.001710
 1196.0    0.031804  -0.001728
 1197.0    0.032127  -0.001745
 1198.0    0.032450  -0.001763
 1199.0    0.032773  -0.001780
 1200.0    0.033096  -0.001798
 1201.0    0.033412  -0.001815
 1202.0    0.033727  -0.001832
 1203.0    0.034043  -0.001849
 1204.0    0.034358  -0.001866
 1205.0    0.034674  -0.001884
 1206.0    0.034981  -0.001900
 1207.0    0.035289  -0.001917
 1208.0    0.035596  -0.001934
 1209.0    0.035904  -0.001950
 1210.0    0.036211  -0.001967
 1211.0    0.036511  -0.001983
 1212.0    0.036810  -0.002000
 1213.0    0.037110  -0.002016
 1214.0    0.037409  -0.002032
 1215.0    0.037709  -0.002048
 1216.0    0.038000  -0.002064
 1217.0    0.038291  -0.002080
 1218.0    0.038582  -0.002096
 1219.0    0.038873  -0.002112
 1220.0    0.039164  -0.002127
 1221.0    0.039447  -0.002143
 1222.0    0.039729  -0.002158
 1223.0    0.040012  -0.002173
 1224.0    0.040294  -0.002189
 1225.0    0.040577  -0.002204
 1226.0    0.040851  -0.002219
 1227.0    0.041125  -0.002234
 1228.0    0.041399  -0.002249
 1229.0    0.041673  -0.002263
 1230.0    0.041947  -0.002278
 1231.0    0.042212  -0.002293
 1232.0    0.042477  -0.002307
 1233.0    0.042743  -0.002321
 1234.0    0.043008  -0.002336
 1235.0    0.043273  -0.002350
 1236.0    0.043530  -0.002364
 1237.0    0.043787  -0.002378
 1238.0    0.044043  -0.002392
 1239.0    0.044300  -0.002406
 1240.0    0.044557  -0.002420
 1241.0    0.044805  -0.002433
 1242.0    0.045053  -0.002447
 1243.0    0.045301  -0.002460
 1244.0    0.045549  -0.002474
 1245.0    0.045797  -0.002487
 1246.0    0.046036  -0.002500
 1247.0    0.046276  -0.002513
 1248.0    0.046515  -0.002526
 1249.0    0.046755  -0.002539
 1250.0    0.046994  -0.002552
 1251.0    0.047225  -0.002564
 1252.0    0.047456  -0.002577
 1253.0    0.047687  -0.002589
 1254.0    0.047918  -0.002602
 1255.0    0.048149  -0.002614
 1256.0    0.048371  -0.002626
 1257.0    0.048594  -0.002638
 1258.0    0.048817  -0.002650
 1259.0    0.049039  -0.002662
 1260.0    0.049262  -0.002675
 1261.0    0.049476  -0.002686
 1262.0    0.049690  -0.002698
 1263.0    0.049904  -0.002709
 1264.0    0.050119  -0.002721
 1265.0    0.050333  -0.002732
 1266.0    0.050539  -0.002743
 1267.0    0.050745  -0.002755
 1268.0    0.050952  -0.002766
 1269.0    0.051158  -0.002777
 1270.0    0.051364  -0.002788
 1271.0    0.051562  -0.002799
 1272.0    0.051760  -0.002810
 1273.0    0.051959  -0.002820
 1274.0    0.052157  -0.002831
 1275.0    0.052355  -0.002842
 1276.0    0.052545  -0.002852
 1277.0    0.052736  -0.002862
 1278.0    0.052926  -0.002872
 1279.0    0.053116  -0.002883
 1280.0    0.053306  -0.002893
 1281.0    0.053489  -0.002903
 1282.0    0.053672  -0.002913
 1283.0    0.053854  -0.002922
 1284.0    0.054037  -0.002932
 1285.0    0.054220  -0.002942
 1286.0    0.054395  -0.002951
 1287.0    0.054570  -0.002961
 1288.0    0.054744  -0.002970
 1289.0    0.054919  -0.002979
 1290.0    0.055094  -0.002988
 1291.0    0.055262  -0.002997
 1292.0    0.055430  -0.003007
 1293.0    0.055598  -0.003016
 1294.0    0.055766  -0.003025
 1295.0    0.055934  -0.003034
 1296.0    0.056095  -0.003042
 1297.0    0.056255  -0.003051
 1298.0    0.056416  -0.003060
 1299.0    0.056577  -0.003068
 1300.0    0.056737  -0.003077
 1301.0    0.056891  -0.003085
 1302.0    0.057045  -0.003093
 1303.0    0.057198  -0.003101
 1304.0    0.057352  -0.003110
 1305.0    0.057506  -0.003118
 1306.0    0.057653  -0.003126
 1307.0    0.057800  -0.003133
 1308.0    0.057946  -0.003141
 1309.0    0.058093  -0.003149
 1310.0    0.058240  -0.003157
 1311.0    0.058381  -0.003164
 1312.0    0.058521  -0.003172
 1313.0    0.058661  -0.003179
 1314.0    0.058802  -0.003187
 1315.0    0.058942  -0.003194
 1316.0    0.059076  -0.003201
 1317.0    0.059210  -0.003208
 1318.0    0.059343  -0.003215
 1319.0    0.059477  -0.003222
 1320.0    0.059611  -0.003229
 1321.0    0.059739  -0.003236
 1322.0    0.059867  -0.003243
 1323.0    0.059995  -0.003250
 1324.0    0.060123  -0.003257
 1325.0    0.060251  -0.003264
 1326.0    0.060372  -0.003270
 1327.0    0.060494  -0.003276
 1328.0    0.060615  -0.003283
 1329.0    0.060736  -0.003289
 1330.0    0.060858  -0.003295
 1331.0    0.060973  -0.003301
 1332.0    0.061089  -0.003307
 1333.0    0.061205  -0.003313
 1334.0    0.061321  -0.003319
 1335.0    0.061436  -0.003325
 1336.0    0.061546  -0.003331
 1337.0    0.061656  -0.003336
 1338.0    0.061766  -0.003342
 1339.0    0.061876  -0.003348
 1340.0    0.061986  -0.003353
 1341.0    0.062091  -0.003359
 1342.0    0.062195  -0.003364
 1343.0    0.062300  -0.003369
 1344.0    0.062404  -0.003375
 1345.0    0.062509  -0.003380
 1346.0    0.062608  -0.003385
 1347.0    0.062706  -0.003390
 1348.0    0.062805  -0.003395
 1349.0    0.062904  -0.003400
 1350.0    0.063003  -0.003405
 1351.0    0.063097  -0.003410
 1352.0    0.063192  -0.003415
 1353.0    0.063286  -0.003420
 1354.0    0.063380  -0.003424
 1355.0    0.063474  -0.003429
 1356.0    0.063563  -0.003434
 1357.0    0.063652  -0.003438
 1358.0    0.063741  -0.003443
 1359.0    0.063830  -0.003447
 1360.0    0.063919  -0.003451
 1361.0    0.064003  -0.003456
 1362.0    0.064087  -0.003460
 1363.0    0.064171  -0.003464
 1364.0    0.064255  -0.003468
 1365.0    0.064339  -0.003472
 1366.0    0.064418  -0.003476
 1367.0    0.064497  -0.003480
 1368.0    0.064577  -0.003483
 1369.0    0.064656  -0.003487
 1370.0    0.064735  -0.003491
 1371.0    0.064810  -0.003495
 1372.0    0.064885  -0.003498
 1373.0    0.064960  -0.003502
 1374.0    0.065034  -0.003505
 1375.0    0.065109  -0.003509
 1376.0    0.065179  -0.003512
 1377.0    0.065250  -0.003515
 1378.0    0.065320  -0.003519
 1379.0    0.065390  -0.003522
 1380.0    0.065461  -0.003525
 1381.0    0.065527  -0.003528
 1382.0    0.065593  -0.003531
 1383.0    0.065659  -0.003534
 1384.0    0.065725  -0.003537
 1385.0    0.065791  -0.003540
 1386.0    0.065853  -0.003543
 1387.0    0.065915  -0.003546
 1388.0    0.065977  -0.003549
