   W         M4+(pi+_n)
 (MeV)      Re         Im
 1080.0   -0.000005   0.000000
 1081.0   -0.000045   0.000002
 1082.0   -0.000086   0.000005
 1083.0   -0.000126   0.000007
 1084.0   -0.000167   0.000009
 1085.0   -0.000208   0.000011
 1086.0   -0.000302   0.000016
 1087.0   -0.000397   0.000021
 1088.0   -0.000491   0.000026
 1089.0   -0.000585   0.000031
 1090.0   -0.000680   0.000036
 1091.0   -0.000821   0.000044
 1092.0   -0.000962   0.000052
 1093.0   -0.001103   0.000059
 1094.0   -0.001244   0.000067
 1095.0   -0.001385   0.000074
 1096.0   -0.001566   0.000084
 1097.0   -0.001747   0.000093
 1098.0   -0.001928   0.000103
 1099.0   -0.002109   0.000113
 1100.0   -0.002290   0.000122
 1101.0   -0.002506   0.000134
 1102.0   -0.002721   0.000145
 1103.0   -0.002936   0.000157
 1104.0   -0.003152   0.000168
 1105.0   -0.003367   0.000180
 1106.0   -0.003612   0.000193
 1107.0   -0.003856   0.000206
 1108.0   -0.004101   0.000219
 1109.0   -0.004346   0.000232
 1110.0   -0.004590   0.000245
 1111.0   -0.004860   0.000259
 1112.0   -0.005129   0.000273
 1113.0   -0.005398   0.000287
 1114.0   -0.005668   0.000302
 1115.0   -0.005937   0.000316
 1116.0   -0.006227   0.000331
 1117.0   -0.006518   0.000346
 1118.0   -0.006808   0.000362
 1119.0   -0.007098   0.000377
 1120.0   -0.007388   0.000392
 1121.0   -0.007696   0.000408
 1122.0   -0.008004   0.000424
 1123.0   -0.008311   0.000441
 1124.0   -0.008619   0.000457
 1125.0   -0.008927   0.000473
 1126.0   -0.009249   0.000490
 1127.0   -0.009571   0.000506
 1128.0   -0.009893   0.000523
 1129.0   -0.010214   0.000540
 1130.0   -0.010536   0.000557
 1131.0   -0.010870   0.000574
 1132.0   -0.011204   0.000591
 1133.0   -0.011537   0.000608
 1134.0   -0.011871   0.000626
 1135.0   -0.012204   0.000643
 1136.0   -0.012547   0.000661
 1137.0   -0.012890   0.000678
 1138.0   -0.013233   0.000696
 1139.0   -0.013576   0.000713
 1140.0   -0.013919   0.000731
 1141.0   -0.014269   0.000749
 1142.0   -0.014619   0.000767
 1143.0   -0.014969   0.000785
 1144.0   -0.015319   0.000803
 1145.0   -0.015669   0.000820
 1146.0   -0.016024   0.000838
 1147.0   -0.016379   0.000856
 1148.0   -0.016735   0.000874
 1149.0   -0.017090   0.000892
 1150.0   -0.017445   0.000910
 1151.0   -0.017804   0.000928
 1152.0   -0.018163   0.000946
 1153.0   -0.018522   0.000964
 1154.0   -0.018881   0.000982
 1155.0   -0.019240   0.001000
 1156.0   -0.019602   0.001018
 1157.0   -0.019963   0.001035
 1158.0   -0.020324   0.001053
 1159.0   -0.020685   0.001071
 1160.0   -0.021047   0.001089
 1161.0   -0.021409   0.001107
 1162.0   -0.021771   0.001124
 1163.0   -0.022133   0.001142
 1164.0   -0.022496   0.001159
 1165.0   -0.022858   0.001177
 1166.0   -0.023220   0.001194
 1167.0   -0.023582   0.001212
 1168.0   -0.023944   0.001229
 1169.0   -0.024307   0.001246
 1170.0   -0.024669   0.001264
