   W         E2+(pi+_n)
 (MeV)      Re         Im
 1080.0    0.015352  -0.000828
 1081.0    0.031975  -0.001722
 1082.0    0.048598  -0.002616
 1083.0    0.065221  -0.003510
 1084.0    0.081844  -0.004404
 1085.0    0.098467  -0.005298
 1086.0    0.113331  -0.006091
 1087.0    0.128195  -0.006885
 1088.0    0.143059  -0.007679
 1089.0    0.157923  -0.008473
 1090.0    0.172788  -0.009267
 1091.0    0.186100  -0.009972
 1092.0    0.199413  -0.010677
 1093.0    0.212726  -0.011382
 1094.0    0.226039  -0.012087
 1095.0    0.239352  -0.012792
 1096.0    0.251292  -0.013417
 1097.0    0.263233  -0.014043
 1098.0    0.275173  -0.014668
 1099.0    0.287113  -0.015293
 1100.0    0.299054  -0.015919
 1101.0    0.309777  -0.016472
 1102.0    0.320500  -0.017026
 1103.0    0.331222  -0.017580
 1104.0    0.341945  -0.018133
 1105.0    0.352668  -0.018687
 1106.0    0.362308  -0.019176
 1107.0    0.371949  -0.019665
 1108.0    0.381589  -0.020154
 1109.0    0.391229  -0.020643
 1110.0    0.400869  -0.021133
 1111.0    0.409544  -0.021563
 1112.0    0.418219  -0.021994
 1113.0    0.426894  -0.022424
 1114.0    0.435568  -0.022855
 1115.0    0.444243  -0.023286
 1116.0    0.452055  -0.023663
 1117.0    0.459867  -0.024041
 1118.0    0.467679  -0.024418
 1119.0    0.475491  -0.024795
 1120.0    0.483303  -0.025173
 1121.0    0.490343  -0.025502
 1122.0    0.497382  -0.025831
 1123.0    0.504422  -0.026160
 1124.0    0.511461  -0.026489
 1125.0    0.518501  -0.026818
 1126.0    0.524847  -0.027102
 1127.0    0.531193  -0.027387
 1128.0    0.537539  -0.027671
 1129.0    0.543886  -0.027956
 1130.0    0.550232  -0.028240
 1131.0    0.555955  -0.028484
 1132.0    0.561678  -0.028728
 1133.0    0.567401  -0.028971
 1134.0    0.573123  -0.029215
 1135.0    0.578846  -0.029459
 1136.0    0.584008  -0.029665
 1137.0    0.589169  -0.029871
 1138.0    0.594331  -0.030077
 1139.0    0.599492  -0.030284
 1140.0    0.604654  -0.030490
 1141.0    0.609309  -0.030661
 1142.0    0.613964  -0.030833
 1143.0    0.618619  -0.031004
 1144.0    0.623274  -0.031176
 1145.0    0.627929  -0.031347
 1146.0    0.632126  -0.031487
 1147.0    0.636324  -0.031626
 1148.0    0.640521  -0.031765
 1149.0    0.644718  -0.031905
 1150.0    0.648916  -0.032044
 1151.0    0.652699  -0.032154
 1152.0    0.656482  -0.032263
 1153.0    0.660265  -0.032373
 1154.0    0.664048  -0.032482
 1155.0    0.667831  -0.032592
 1156.0    0.671239  -0.032674
 1157.0    0.674646  -0.032756
 1158.0    0.678054  -0.032838
 1159.0    0.681461  -0.032920
 1160.0    0.684869  -0.033002
 1161.0    0.687936  -0.033058
 1162.0    0.691002  -0.033114
 1163.0    0.694069  -0.033170
 1164.0    0.697136  -0.033226
 1165.0    0.700203  -0.033282
 1166.0    0.702960  -0.033314
 1167.0    0.705717  -0.033346
 1168.0    0.708474  -0.033378
 1169.0    0.711231  -0.033410
 1170.0    0.713988  -0.033442
 1171.0    0.716464  -0.033452
 1172.0    0.718939  -0.033461
 1173.0    0.721414  -0.033471
 1174.0    0.723889  -0.033480
 1175.0    0.726365  -0.033490
 1176.0    0.728583  -0.033478
 1177.0    0.730802  -0.033467
 1178.0    0.733021  -0.033455
 1179.0    0.735239  -0.033444
 1180.0    0.737458  -0.033432
 1181.0    0.739442  -0.033401
 1182.0    0.741427  -0.033370
 1183.0    0.743411  -0.033339
 1184.0    0.745395  -0.033308
 1185.0    0.747380  -0.033277
 1186.0    0.749151  -0.033227
 1187.0    0.750921  -0.033178
 1188.0    0.752692  -0.033128
 1189.0    0.754463  -0.033079
 1190.0    0.756233  -0.033029
 1191.0    0.757809  -0.032962
 1192.0    0.759384  -0.032896
 1193.0    0.760960  -0.032829
 1194.0    0.762535  -0.032762
 1195.0    0.764110  -0.032695
 1196.0    0.765507  -0.032612
 1197.0    0.766904  -0.032530
 1198.0    0.768300  -0.032447
 1199.0    0.769697  -0.032364
 1200.0    0.771094  -0.032281
 1201.0    0.772327  -0.032183
 1202.0    0.773560  -0.032085
 1203.0    0.774793  -0.031987
 1204.0    0.776026  -0.031889
 1205.0    0.777259  -0.031791
 1206.0    0.778343  -0.031679
 1207.0    0.779426  -0.031567
 1208.0    0.780509  -0.031455
 1209.0    0.781592  -0.031343
 1210.0    0.782675  -0.031231
 1211.0    0.783621  -0.031106
 1212.0    0.784567  -0.030981
 1213.0    0.785513  -0.030856
 1214.0    0.786459  -0.030731
 1215.0    0.787405  -0.030606
 1216.0    0.788224  -0.030468
 1217.0    0.789044  -0.030331
 1218.0    0.789864  -0.030193
 1219.0    0.790683  -0.030056
 1220.0    0.791503  -0.029918
 1221.0    0.792207  -0.029770
 1222.0    0.792911  -0.029621
 1223.0    0.793615  -0.029472
 1224.0    0.794319  -0.029323
 1225.0    0.795022  -0.029174
 1226.0    0.795620  -0.029015
 1227.0    0.796217  -0.028855
 1228.0    0.796815  -0.028696
 1229.0    0.797412  -0.028537
 1230.0    0.798010  -0.028377
 1231.0    0.798510  -0.028208
 1232.0    0.799009  -0.028039
 1233.0    0.799509  -0.027869
 1234.0    0.800009  -0.027700
 1235.0    0.800509  -0.027531
 1236.0    0.800918  -0.027352
 1237.0    0.801328  -0.027174
 1238.0    0.801738  -0.026996
 1239.0    0.802148  -0.026817
 1240.0    0.802558  -0.026639
 1241.0    0.802885  -0.026452
 1242.0    0.803212  -0.026265
 1243.0    0.803539  -0.026078
 1244.0    0.803866  -0.025892
 1245.0    0.804193  -0.025705
 1246.0    0.804444  -0.025510
 1247.0    0.804695  -0.025316
 1248.0    0.804946  -0.025121
 1249.0    0.805197  -0.024927
 1250.0    0.805448  -0.024732
 1251.0    0.805629  -0.024531
 1252.0    0.805810  -0.024329
 1253.0    0.805991  -0.024128
 1254.0    0.806172  -0.023926
 1255.0    0.806353  -0.023724
 1256.0    0.806470  -0.023516
 1257.0    0.806586  -0.023308
 1258.0    0.806703  -0.023100
 1259.0    0.806820  -0.022892
 1260.0    0.806936  -0.022684
 1261.0    0.806993  -0.022470
 1262.0    0.807051  -0.022257
 1263.0    0.807108  -0.022043
 1264.0    0.807165  -0.021829
 1265.0    0.807223  -0.021615
 1266.0    0.807226  -0.021396
 1267.0    0.807229  -0.021177
 1268.0    0.807231  -0.020958
 1269.0    0.807234  -0.020739
 1270.0    0.807237  -0.020520
 1271.0    0.807189  -0.020295
 1272.0    0.807141  -0.020071
 1273.0    0.807093  -0.019847
 1274.0    0.807045  -0.019622
 1275.0    0.806997  -0.019398
 1276.0    0.806903  -0.019169
 1277.0    0.806809  -0.018941
 1278.0    0.806715  -0.018712
 1279.0    0.806621  -0.018484
 1280.0    0.806527  -0.018255
 1281.0    0.806391  -0.018023
 1282.0    0.806256  -0.017791
 1283.0    0.806120  -0.017559
 1284.0    0.805984  -0.017327
 1285.0    0.805848  -0.017095
 1286.0    0.805673  -0.016860
 1287.0    0.805497  -0.016624
 1288.0    0.805322  -0.016388
 1289.0    0.805147  -0.016153
 1290.0    0.804972  -0.015917
 1291.0    0.804761  -0.015679
 1292.0    0.804550  -0.015440
 1293.0    0.804340  -0.015202
 1294.0    0.804129  -0.014964
