kinematics for pion photoproduction at threshold

   qcm  Wcm(n+)  Elab(n+) Wcm(p0)  Elab(p0) Wcm(p-)  Elab(p-) Wcm(n0)  Elab(n0)
   54.00  1090.77   164.89  1085.20   158.43  1089.48   161.87  1086.49   158.42
   55.00  1091.19   165.38  1085.63   158.93  1089.90   162.36  1086.93   158.92
   56.00  1091.62   165.88  1086.07   159.44  1090.33   162.86  1087.36   159.42
   57.00  1092.05   166.38  1086.52   159.96  1090.76   163.36  1087.81   159.94
   58.00  1092.50   166.90  1086.97   160.48  1091.20   163.88  1088.26   160.47
   59.00  1092.94   167.42  1087.43   161.02  1091.65   164.40  1088.72   161.00
   60.00  1093.40   167.95  1087.90   161.56  1092.11   164.93  1089.19   161.54
   61.00  1093.86   168.49  1088.37   162.11  1092.57   165.46  1089.66   162.09
   62.00  1094.33   169.04  1088.85   162.66  1093.04   166.01  1090.14   162.64
   63.00  1094.81   169.59  1089.34   163.23  1093.51   166.56  1090.63   163.21
   64.00  1095.29   170.15  1089.83   163.80  1094.00   167.12  1091.12   163.78
   65.00  1095.77   170.72  1090.33   164.38  1094.48   167.69  1091.62   164.36
   66.00  1096.27   171.30  1090.84   164.97  1094.98   168.27  1092.13   164.95
   67.00  1096.77   171.88  1091.35   165.57  1095.48   168.85  1092.64   165.55
   68.00  1097.28   172.48  1091.87   166.17  1095.99   169.44  1093.16   166.15
   69.00  1097.79   173.08  1092.40   166.78  1096.50   170.04  1093.69   166.76
   70.00  1098.31   173.69  1092.93   167.40  1097.02   170.65  1094.22   167.38
   71.00  1098.84   174.30  1093.47   168.03  1097.55   171.26  1094.76   168.01
   72.00  1099.37   174.92  1094.01   168.66  1098.08   171.88  1095.30   168.64
   73.00  1099.91   175.55  1094.56   169.30  1098.62   172.51  1095.85   169.28
   74.00  1100.45   176.19  1095.12   169.95  1099.16   173.15  1096.41   169.93
   75.00  1101.00   176.84  1095.68   170.61  1099.71   173.79  1096.97   170.59


