  1080.00      0.74929223E-07     -0.42542330E-06
  1085.00      0.20064094E-06     -0.98304572E-06
  1090.00      0.39322749E-06     -0.16680865E-05
  1095.00      0.66281949E-06     -0.24362177E-05
  1100.00      0.10195162E-05     -0.32440276E-05
  1105.00      0.14734788E-05     -0.40440745E-05
  1110.00      0.20339783E-05     -0.47842283E-05
  1115.00      0.27100785E-05     -0.54054076E-05
  1120.00      0.35086829E-05     -0.58442091E-05
  1125.00      0.44369132E-05     -0.60278099E-05
  1130.00      0.54984374E-05     -0.58807535E-05
  1135.00      0.66969407E-05     -0.53179537E-05
  1140.00      0.80335255E-05     -0.42489280E-05
  1145.00      0.95057444E-05     -0.25804862E-05
  1150.00      0.11110301E-04     -0.21075176E-06
  1155.00      0.12841180E-04      0.29670080E-05
  1160.00      0.14688473E-04      0.70621913E-05
  1165.00      0.16640436E-04      0.12190228E-04
  1170.00      0.18681117E-04      0.18468212E-04
  1175.00      0.20792165E-04      0.26017788E-04
  1180.00      0.22950877E-04      0.34961106E-04
  1185.00      0.25131312E-04      0.45423034E-04
  1190.00      0.27305469E-04      0.57532689E-04
  1195.00      0.29437696E-04      0.71410905E-04
  1200.00      0.31490721E-04      0.87182912E-04
  1205.00      0.33424236E-04      0.10497508E-03
  1210.00      0.35192460E-04      0.12490815E-03
  1215.00      0.36745464E-04      0.14710002E-03
  1220.00      0.38031198E-04      0.17166771E-03
  1225.00      0.38989187E-04      0.19871604E-03
  1230.00      0.39559663E-04      0.22835356E-03
  1235.00      0.39674559E-04      0.26067376E-03
  1240.00      0.39265872E-04      0.29577190E-03
  1245.00      0.38259709E-04      0.33373338E-03
  1250.00      0.36577571E-04      0.37463035E-03
  1255.00      0.34133926E-04      0.41850895E-03
  1260.00      0.30832762E-04      0.46536384E-03
  1265.00      0.26172700E-04      0.51305556E-03
  1270.00      0.21808040E-04      0.57085531E-03
  1275.00      0.15095505E-04      0.62531285E-03
  1280.00      0.76737434E-05      0.68558886E-03
  1285.00     -0.11594259E-05      0.74853100E-03
  1290.00     -0.11561239E-04      0.81379106E-03
  1295.00     -0.23304239E-04      0.88313001E-03
  1300.00     -0.36567609E-04      0.95609391E-03
  1305.00     -0.52030820E-04      0.10295949E-02
  1310.00     -0.68917291E-04      0.11082252E-02
  1315.00     -0.87795523E-04      0.11894767E-02
  1320.00     -0.10863277E-03      0.12739625E-02
  1325.00     -0.13210425E-03      0.13586281E-02
  1330.00     -0.15738834E-03      0.14481436E-02
  1335.00     -0.18512891E-03      0.15395696E-02
  1340.00     -0.21535422E-03      0.16331293E-02
  1345.00     -0.24814171E-03      0.17287520E-02
  1350.00     -0.28430468E-03      0.18226760E-02
  1355.00     -0.32201735E-03      0.19242925E-02
  1360.00     -0.36313797E-03      0.20245371E-02
  1365.00     -0.40722992E-03      0.21257783E-02
  1370.00     -0.45437197E-03      0.22277882E-02
  1375.00     -0.50463946E-03      0.23302934E-02
  1380.00     -0.55811190E-03      0.24329627E-02
  1385.00     -0.61491642E-03      0.25351287E-02
  1390.00     -0.67485853E-03      0.26379559E-02
  1395.00     -0.73831497E-03      0.27392366E-02
  1400.00     -0.80519177E-03      0.28394115E-02
  1405.00     -0.87553582E-03      0.29380655E-02
  1410.00     -0.94938282E-03      0.30347823E-02
  1415.00     -0.10267587E-02      0.31291592E-02
  1420.00     -0.11076697E-02      0.32207918E-02
  1425.00     -0.11921287E-02      0.33092094E-02
  1430.00     -0.12801488E-02      0.33938928E-02
  1435.00     -0.13724922E-02      0.34703635E-02
  1440.00     -0.14664869E-02      0.35517603E-02
  1445.00     -0.15649760E-02      0.36228073E-02
  1450.00     -0.16668335E-02      0.36885468E-02
  1455.00     -0.17720223E-02      0.37483765E-02
  1460.00     -0.18804757E-02      0.38017636E-02
  1465.00     -0.19921059E-02      0.38482022E-02
  1470.00     -0.21068088E-02      0.38872251E-02
  1475.00     -0.22244833E-02      0.39183010E-02
  1480.00     -0.23450028E-02      0.39409103E-02
  1485.00     -0.24682236E-02      0.39545570E-02
  1490.00     -0.25940042E-02      0.39587032E-02
  1495.00     -0.27221887E-02      0.39528093E-02
  1500.00     -0.28526200E-02      0.39362230E-02
  1505.00     -0.29844025E-02      0.39119368E-02
  1510.00     -0.31190430E-02      0.38710546E-02
  1515.00     -0.32549111E-02      0.38200071E-02
  1520.00     -0.33921178E-02      0.37565726E-02
  1525.00     -0.35304627E-02      0.36801279E-02
  1530.00     -0.36696880E-02      0.35901722E-02
  1535.00     -0.38095250E-02      0.34862310E-02
  1540.00     -0.39496938E-02      0.33677954E-02
  1545.00     -0.40899137E-02      0.32343959E-02
  1550.00     -0.42298801E-02      0.30855796E-02
  1555.00     -0.43692848E-02      0.29208674E-02
  1560.00     -0.45077956E-02      0.27398270E-02
  1565.00     -0.46450877E-02      0.25419975E-02
  1570.00     -0.47808067E-02      0.23269862E-02
  1575.00     -0.49146108E-02      0.20943293E-02
  1580.00     -0.50461193E-02      0.18436650E-02
  1585.00     -0.51749800E-02      0.15745444E-02
  1590.00     -0.53008018E-02      0.12865977E-02
  1595.00     -0.54231929E-02      0.97942371E-03
  1600.00     -0.55418237E-02      0.65240365E-03
  1605.00     -0.56558729E-02      0.30701277E-03
  1610.00     -0.57656193E-02     -0.60226680E-04
  1615.00     -0.58702168E-02     -0.44773229E-03
  1620.00     -0.59692832E-02     -0.85605619E-03
  1625.00     -0.60624036E-02     -0.12856091E-02
  1630.00     -0.61491204E-02     -0.17366567E-02
  1635.00     -0.62289830E-02     -0.22095246E-02
  1640.00     -0.63015154E-02     -0.27044933E-02
  1645.00     -0.63662559E-02     -0.32218503E-02
  1650.00     -0.64227108E-02     -0.37618797E-02
  1655.00     -0.64704388E-02     -0.43247862E-02
  1660.00     -0.65088329E-02     -0.49110216E-02
  1665.00     -0.65374029E-02     -0.55208345E-02
  1670.00     -0.65556065E-02     -0.61545745E-02
  1675.00     -0.65628829E-02     -0.68125774E-02
  1680.00     -0.65586322E-02     -0.74952647E-02
  1685.00     -0.65422339E-02     -0.82031270E-02
  1690.00     -0.65130140E-02     -0.89366604E-02
  1695.00     -0.64702392E-02     -0.96965080E-02
  1700.00     -0.64131385E-02     -0.10483325E-01
  1705.00     -0.63408444E-02     -0.11297914E-01
  1710.00     -0.62524006E-02     -0.12141153E-01
  1715.00     -0.61467366E-02     -0.13013943E-01
  1720.00     -0.60226626E-02     -0.13917396E-01
  1725.00     -0.58788035E-02     -0.14852727E-01
  1730.00     -0.57136437E-02     -0.15821043E-01
  1735.00     -0.55254728E-02     -0.16823600E-01
  1740.00     -0.53123520E-02     -0.17861605E-01
  1745.00     -0.50720861E-02     -0.18936392E-01
  1750.00     -0.48022375E-02     -0.20049149E-01
  1755.00     -0.45000218E-02     -0.21201103E-01
  1760.00     -0.41623928E-02     -0.22393337E-01
  1765.00     -0.37858464E-02     -0.23626945E-01
  1770.00     -0.33666492E-02     -0.24902472E-01
