  1080.00     -0.48225592E-02      0.35944976E-03
  1085.00     -0.83896648E-02      0.70402545E-03
  1090.00     -0.11948884E-01      0.11207626E-02
  1095.00     -0.15498430E-01      0.16145107E-02
  1100.00     -0.19036739E-01      0.21899455E-02
  1105.00     -0.22562818E-01      0.28515735E-02
  1110.00     -0.26075855E-01      0.36036640E-02
  1115.00     -0.29575588E-01      0.44502740E-02
  1120.00     -0.33061918E-01      0.53951697E-02
  1125.00     -0.36535201E-01      0.64418480E-02
  1130.00     -0.39995898E-01      0.75934793E-02
  1135.00     -0.43444953E-01      0.88529101E-02
  1140.00     -0.46883518E-01      0.10222667E-01
  1145.00     -0.50312815E-01      0.11704853E-01
  1150.00     -0.53734560E-01      0.13301256E-01
  1155.00     -0.57150522E-01      0.15013288E-01
  1160.00     -0.60562496E-01      0.16841860E-01
  1165.00     -0.63972711E-01      0.18787589E-01
  1170.00     -0.67383366E-01      0.20850618E-01
  1175.00     -0.70796649E-01      0.23030627E-01
  1180.00     -0.74215196E-01      0.25326995E-01
  1185.00     -0.77641358E-01      0.27738568E-01
  1190.00     -0.81077671E-01      0.30263797E-01
  1195.00     -0.84526630E-01      0.32900757E-01
  1200.00     -0.87990784E-01      0.35647002E-01
  1205.00     -0.91472536E-01      0.38499759E-01
  1210.00     -0.94974499E-01      0.41455819E-01
  1215.00     -0.98498878E-01      0.44511321E-01
  1220.00     -0.10204799E+00      0.47662170E-01
  1225.00     -0.10562399E+00      0.50903935E-01
  1230.00     -0.10922897E+00      0.54231888E-01
  1235.00     -0.11286474E+00      0.57640726E-01
  1240.00     -0.11653293E+00      0.61125106E-01
  1245.00     -0.12023514E+00      0.64679111E-01
  1250.00     -0.12397268E+00      0.68296696E-01
  1255.00     -0.12774644E+00      0.71971463E-01
  1260.00     -0.13155721E+00      0.75696764E-01
  1265.00     -0.13540508E+00      0.79469003E-01
  1270.00     -0.13929348E+00      0.83266695E-01
  1275.00     -0.14321604E+00      0.87105961E-01
  1280.00     -0.14717987E+00      0.90958164E-01
  1285.00     -0.15117781E+00      0.94829389E-01
  1290.00     -0.15521513E+00      0.98702319E-01
  1295.00     -0.15928445E+00      0.10257662E+00
  1300.00     -0.16338636E+00      0.10644115E+00
  1305.00     -0.16752330E+00      0.11028500E+00
  1310.00     -0.17168547E+00      0.11410496E+00
