   W         E2+(eta_p)
 (MeV)      Re         Im
 1486.0   -0.000072  -0.000028
 1487.0   -0.000278  -0.000108
 1488.0   -0.000485  -0.000189
 1489.0   -0.000692  -0.000270
 1490.0   -0.000898  -0.000351
 1491.0   -0.001105  -0.000432
 1492.0   -0.001311  -0.000513
 1493.0   -0.001518  -0.000593
 1494.0   -0.001725  -0.000674
 1495.0   -0.001931  -0.000755
 1496.0   -0.002142  -0.000837
 1497.0   -0.002353  -0.000919
 1498.0   -0.002564  -0.001002
 1499.0   -0.002775  -0.001084
 1500.0   -0.002986  -0.001166
 1501.0   -0.003199  -0.001251
 1502.0   -0.003413  -0.001336
 1503.0   -0.003627  -0.001421
 1504.0   -0.003840  -0.001506
 1505.0   -0.004054  -0.001591
 1506.0   -0.004271  -0.001679
 1507.0   -0.004488  -0.001766
 1508.0   -0.004705  -0.001853
 1509.0   -0.004922  -0.001941
 1510.0   -0.005138  -0.002028
 1511.0   -0.005359  -0.002118
 1512.0   -0.005579  -0.002208
 1513.0   -0.005799  -0.002298
 1514.0   -0.006019  -0.002387
 1515.0   -0.006239  -0.002477
 1516.0   -0.006462  -0.002570
 1517.0   -0.006684  -0.002663
 1518.0   -0.006907  -0.002756
 1519.0   -0.007130  -0.002849
 1520.0   -0.007352  -0.002942
 1521.0   -0.007577  -0.003038
 1522.0   -0.007803  -0.003134
 1523.0   -0.008028  -0.003230
 1524.0   -0.008253  -0.003326
 1525.0   -0.008478  -0.003422
 1526.0   -0.008705  -0.003522
 1527.0   -0.008932  -0.003622
 1528.0   -0.009159  -0.003721
 1529.0   -0.009386  -0.003821
 1530.0   -0.009612  -0.003921
 1531.0   -0.009841  -0.004024
 1532.0   -0.010070  -0.004127
 1533.0   -0.010299  -0.004231
 1534.0   -0.010528  -0.004334
 1535.0   -0.010757  -0.004437
 1536.0   -0.010988  -0.004545
 1537.0   -0.011218  -0.004652
 1538.0   -0.011448  -0.004759
 1539.0   -0.011678  -0.004867
 1540.0   -0.011909  -0.004974
 1541.0   -0.012140  -0.005086
 1542.0   -0.012371  -0.005198
 1543.0   -0.012603  -0.005309
 1544.0   -0.012834  -0.005421
 1545.0   -0.013065  -0.005533
 1546.0   -0.013297  -0.005650
 1547.0   -0.013528  -0.005767
 1548.0   -0.013759  -0.005883
 1549.0   -0.013991  -0.006000
 1550.0   -0.014222  -0.006117
 1551.0   -0.014454  -0.006238
 1552.0   -0.014686  -0.006360
 1553.0   -0.014918  -0.006481
 1554.0   -0.015150  -0.006602
 1555.0   -0.015382  -0.006723
 1556.0   -0.015614  -0.006850
 1557.0   -0.015846  -0.006977
 1558.0   -0.016077  -0.007103
 1559.0   -0.016309  -0.007230
 1560.0   -0.016541  -0.007356
 1561.0   -0.016771  -0.007488
 1562.0   -0.017002  -0.007620
 1563.0   -0.017233  -0.007752
 1564.0   -0.017464  -0.007884
 1565.0   -0.017695  -0.008016
 1566.0   -0.017924  -0.008153
 1567.0   -0.018154  -0.008291
 1568.0   -0.018384  -0.008428
 1569.0   -0.018613  -0.008566
 1570.0   -0.018843  -0.008703
 1571.0   -0.019071  -0.008846
 1572.0   -0.019299  -0.008989
 1573.0   -0.019527  -0.009132
 1574.0   -0.019755  -0.009275
 1575.0   -0.019983  -0.009419
 1576.0   -0.020208  -0.009568
 1577.0   -0.020433  -0.009718
 1578.0   -0.020658  -0.009867
 1579.0   -0.020883  -0.010017
 1580.0   -0.021108  -0.010166
 1581.0   -0.021332  -0.010320
 1582.0   -0.021555  -0.010475
 1583.0   -0.021779  -0.010629
 1584.0   -0.022002  -0.010784
 1585.0   -0.022225  -0.010938
 1586.0   -0.022445  -0.011098
 1587.0   -0.022665  -0.011259
 1588.0   -0.022885  -0.011420
 1589.0   -0.023105  -0.011580
 1590.0   -0.023325  -0.011741
 1591.0   -0.023541  -0.011907
 1592.0   -0.023758  -0.012073
 1593.0   -0.023974  -0.012239
 1594.0   -0.024190  -0.012406
 1595.0   -0.024406  -0.012572
 1596.0   -0.024619  -0.012744
 1597.0   -0.024831  -0.012916
 1598.0   -0.025044  -0.013088
 1599.0   -0.025256  -0.013259
 1600.0   -0.025469  -0.013431
 1601.0   -0.025677  -0.013609
 1602.0   -0.025885  -0.013786
 1603.0   -0.026093  -0.013963
 1604.0   -0.026302  -0.014140
 1605.0   -0.026510  -0.014318
 1606.0   -0.026714  -0.014500
 1607.0   -0.026918  -0.014683
 1608.0   -0.027122  -0.014865
 1609.0   -0.027326  -0.015048
 1610.0   -0.027530  -0.015230
 1611.0   -0.027730  -0.015418
 1612.0   -0.027929  -0.015605
 1613.0   -0.028129  -0.015793
 1614.0   -0.028329  -0.015980
 1615.0   -0.028528  -0.016168
 1616.0   -0.028724  -0.016360
 1617.0   -0.028920  -0.016552
 1618.0   -0.029115  -0.016745
 1619.0   -0.029311  -0.016937
 1620.0   -0.029507  -0.017130
 1621.0   -0.029699  -0.017327
 1622.0   -0.029890  -0.017524
 1623.0   -0.030082  -0.017722
 1624.0   -0.030274  -0.017919
 1625.0   -0.030466  -0.018116
 1626.0   -0.030654  -0.018319
 1627.0   -0.030843  -0.018522
 1628.0   -0.031031  -0.018725
 1629.0   -0.031219  -0.018927
 1630.0   -0.031407  -0.019130
 1631.0   -0.031593  -0.019338
 1632.0   -0.031780  -0.019545
 1633.0   -0.031966  -0.019753
 1634.0   -0.032152  -0.019960
 1635.0   -0.032339  -0.020168
 1636.0   -0.032522  -0.020382
 1637.0   -0.032706  -0.020596
 1638.0   -0.032890  -0.020810
 1639.0   -0.033074  -0.021025
 1640.0   -0.033258  -0.021239
 1641.0   -0.033440  -0.021460
 1642.0   -0.033622  -0.021682
 1643.0   -0.033805  -0.021903
 1644.0   -0.033987  -0.022124
 1645.0   -0.034169  -0.022346
 1646.0   -0.034350  -0.022576
 1647.0   -0.034531  -0.022806
 1648.0   -0.034712  -0.023035
 1649.0   -0.034893  -0.023265
 1650.0   -0.035074  -0.023495
 1651.0   -0.035254  -0.023736
 1652.0   -0.035434  -0.023976
 1653.0   -0.035614  -0.024217
 1654.0   -0.035794  -0.024457
 1655.0   -0.035974  -0.024698
 1656.0   -0.036152  -0.024950
 1657.0   -0.036330  -0.025203
 1658.0   -0.036509  -0.025455
 1659.0   -0.036687  -0.025707
 1660.0   -0.036866  -0.025960
 1661.0   -0.037042  -0.026226
 1662.0   -0.037218  -0.026492
 1663.0   -0.037394  -0.026758
 1664.0   -0.037570  -0.027024
 1665.0   -0.037746  -0.027290
 1666.0   -0.037919  -0.027571
 1667.0   -0.038092  -0.027853
 1668.0   -0.038265  -0.028134
 1669.0   -0.038438  -0.028416
 1670.0   -0.038611  -0.028697
 1671.0   -0.038779  -0.028995
 1672.0   -0.038947  -0.029293
 1673.0   -0.039115  -0.029591
 1674.0   -0.039284  -0.029889
 1675.0   -0.039452  -0.030187
 1676.0   -0.039614  -0.030503
 1677.0   -0.039776  -0.030818
 1678.0   -0.039937  -0.031134
 1679.0   -0.040099  -0.031450
 1680.0   -0.040261  -0.031765
 1681.0   -0.040415  -0.032099
 1682.0   -0.040568  -0.032433
 1683.0   -0.040722  -0.032767
 1684.0   -0.040876  -0.033101
 1685.0   -0.041029  -0.033435
 1686.0   -0.041173  -0.033787
 1687.0   -0.041317  -0.034140
 1688.0   -0.041461  -0.034492
 1689.0   -0.041604  -0.034844
 1690.0   -0.041748  -0.035196
 1691.0   -0.041880  -0.035567
 1692.0   -0.042012  -0.035937
 1693.0   -0.042144  -0.036307
 1694.0   -0.042277  -0.036678
 1695.0   -0.042409  -0.037048
 1696.0   -0.042528  -0.037436
 1697.0   -0.042646  -0.037823
 1698.0   -0.042765  -0.038211
 1699.0   -0.042884  -0.038599
 1700.0   -0.043003  -0.038986
 1701.0   -0.043108  -0.039391
 1702.0   -0.043212  -0.039795
 1703.0   -0.043317  -0.040199
 1704.0   -0.043421  -0.040603
 1705.0   -0.043525  -0.041007
 1706.0   -0.043614  -0.041427
 1707.0   -0.043703  -0.041846
 1708.0   -0.043791  -0.042266
 1709.0   -0.043880  -0.042685
 1710.0   -0.043969  -0.043105
 1711.0   -0.044041  -0.043538
 1712.0   -0.044114  -0.043971
 1713.0   -0.044187  -0.044404
 1714.0   -0.044259  -0.044838
 1715.0   -0.044332  -0.045271
 1716.0   -0.044387  -0.045717
 1717.0   -0.044443  -0.046162
 1718.0   -0.044498  -0.046608
 1719.0   -0.044553  -0.047054
 1720.0   -0.044609  -0.047500
 1721.0   -0.044647  -0.047956
 1722.0   -0.044685  -0.048413
 1723.0   -0.044723  -0.048869
 1724.0   -0.044761  -0.049326
 1725.0   -0.044799  -0.049782
 1726.0   -0.044819  -0.050248
 1727.0   -0.044840  -0.050714
 1728.0   -0.044860  -0.051180
 1729.0   -0.044881  -0.051646
 1730.0   -0.044901  -0.052112
 1731.0   -0.044904  -0.052586
 1732.0   -0.044907  -0.053060
 1733.0   -0.044910  -0.053534
 1734.0   -0.044912  -0.054008
 1735.0   -0.044915  -0.054483
 1736.0   -0.044900  -0.054964
 1737.0   -0.044885  -0.055445
 1738.0   -0.044870  -0.055926
 1739.0   -0.044855  -0.056407
 1740.0   -0.044840  -0.056888
 1741.0   -0.044807  -0.057375
 1742.0   -0.044775  -0.057861
 1743.0   -0.044742  -0.058348
 1744.0   -0.044709  -0.058835
 1745.0   -0.044677  -0.059322
 1746.0   -0.044626  -0.059813
 1747.0   -0.044576  -0.060305
 1748.0   -0.044525  -0.060797
 1749.0   -0.044475  -0.061288
 1750.0   -0.044425  -0.061780
 1751.0   -0.044357  -0.062275
 1752.0   -0.044289  -0.062771
 1753.0   -0.044221  -0.063266
 1754.0   -0.044153  -0.063762
 1755.0   -0.044085  -0.064258
 1756.0   -0.043999  -0.064756
 1757.0   -0.043914  -0.065255
 1758.0   -0.043828  -0.065754
 1759.0   -0.043743  -0.066252
 1760.0   -0.043657  -0.066751
 1761.0   -0.043554  -0.067252
 1762.0   -0.043452  -0.067752
 1763.0   -0.043349  -0.068253
 1764.0   -0.043246  -0.068754
 1765.0   -0.043144  -0.069255
 1766.0   -0.043023  -0.069758
 1767.0   -0.042902  -0.070261
 1768.0   -0.042782  -0.070764
 1769.0   -0.042661  -0.071267
 1770.0   -0.042540  -0.071770
 1771.0   -0.042402  -0.072274
 1772.0   -0.042263  -0.072778
 1773.0   -0.042125  -0.073283
 1774.0   -0.041987  -0.073787
 1775.0   -0.041848  -0.074291
 1776.0   -0.041692  -0.074796
 1777.0   -0.041536  -0.075302
 1778.0   -0.041380  -0.075807
 1779.0   -0.041224  -0.076312
 1780.0   -0.041068  -0.076817
 1781.0   -0.040894  -0.077322
 1782.0   -0.040720  -0.077827
 1783.0   -0.040546  -0.078333
 1784.0   -0.040372  -0.078838
 1785.0   -0.040198  -0.079344
 1786.0   -0.040006  -0.079849
 1787.0   -0.039814  -0.080354
 1788.0   -0.039622  -0.080859
 1789.0   -0.039430  -0.081364
 1790.0   -0.039238  -0.081870
