   W         M2-(eta_p)
 (MeV)      Re         Im
 1486.0   -0.005852   0.001444
 1487.0   -0.011159  -0.006483
 1488.0   -0.016465  -0.014410
 1489.0   -0.021772  -0.022337
 1490.0   -0.027079  -0.030264
 1491.0   -0.032385  -0.038191
 1492.0   -0.037692  -0.046118
 1493.0   -0.042998  -0.054045
 1494.0   -0.048305  -0.061972
 1495.0   -0.053612  -0.069899
 1496.0   -0.057726  -0.078798
 1497.0   -0.061841  -0.087697
 1498.0   -0.065955  -0.096596
 1499.0   -0.070070  -0.105495
 1500.0   -0.074185  -0.114394
 1501.0   -0.076829  -0.123939
 1502.0   -0.079473  -0.133485
 1503.0   -0.082116  -0.143030
 1504.0   -0.084760  -0.152575
 1505.0   -0.087404  -0.162121
 1506.0   -0.088423  -0.171893
 1507.0   -0.089443  -0.181665
 1508.0   -0.090462  -0.191438
 1509.0   -0.091481  -0.201210
 1510.0   -0.092500  -0.210983
 1511.0   -0.091905  -0.220530
 1512.0   -0.091310  -0.230077
 1513.0   -0.090715  -0.239624
 1514.0   -0.090120  -0.249171
 1515.0   -0.089524  -0.258718
 1516.0   -0.087486  -0.267631
 1517.0   -0.085448  -0.276545
 1518.0   -0.083409  -0.285458
 1519.0   -0.081371  -0.294372
 1520.0   -0.079333  -0.303285
 1521.0   -0.076139  -0.311264
 1522.0   -0.072944  -0.319242
 1523.0   -0.069750  -0.327221
 1524.0   -0.066556  -0.335199
 1525.0   -0.063362  -0.343178
 1526.0   -0.059356  -0.350054
 1527.0   -0.055351  -0.356929
 1528.0   -0.051345  -0.363805
 1529.0   -0.047340  -0.370680
 1530.0   -0.043334  -0.377556
 1531.0   -0.038854  -0.383290
 1532.0   -0.034374  -0.389023
 1533.0   -0.029894  -0.394757
 1534.0   -0.025414  -0.400491
 1535.0   -0.020933  -0.406224
 1536.0   -0.016270  -0.410876
 1537.0   -0.011607  -0.415528
 1538.0   -0.006944  -0.420180
 1539.0   -0.002281  -0.424832
 1540.0    0.002382  -0.429484
 1541.0    0.007006  -0.433176
 1542.0    0.011630  -0.436868
 1543.0    0.016253  -0.440560
 1544.0    0.020877  -0.444253
 1545.0    0.025501  -0.447945
 1546.0    0.029932  -0.450828
 1547.0    0.034363  -0.453711
 1548.0    0.038794  -0.456593
 1549.0    0.043225  -0.459476
 1550.0    0.047656  -0.462359
 1551.0    0.051804  -0.464588
 1552.0    0.055952  -0.466818
