   W         E3-(eta_p)
 1555.0   -0.017693  -0.003660
 1556.0   -0.018216  -0.003727
 1557.0   -0.018739  -0.003794
 1558.0   -0.019262  -0.003861
 1559.0   -0.019784  -0.003928
 1560.0   -0.020307  -0.003995
 1561.0   -0.020885  -0.004070
 1562.0   -0.021463  -0.004144
 1563.0   -0.022040  -0.004219
 1564.0   -0.022618  -0.004294
 1565.0   -0.023196  -0.004368
 1566.0   -0.023834  -0.004455
 1567.0   -0.024473  -0.004541
 1568.0   -0.025111  -0.004627
 1569.0   -0.025750  -0.004714
 1570.0   -0.026389  -0.004800
 1571.0   -0.027095  -0.004903
 1572.0   -0.027801  -0.005007
 1573.0   -0.028507  -0.005111
 1574.0   -0.029213  -0.005214
 1575.0   -0.029920  -0.005318
 1576.0   -0.030701  -0.005445
 1577.0   -0.031482  -0.005573
 1578.0   -0.032263  -0.005701
 1579.0   -0.033044  -0.005828
 1580.0   -0.033825  -0.005956
 1581.0   -0.034689  -0.006117
 1582.0   -0.035552  -0.006279
 1583.0   -0.036415  -0.006440
 1584.0   -0.037279  -0.006602
 1585.0   -0.038142  -0.006763
 1586.0   -0.039096  -0.006970
 1587.0   -0.040050  -0.007177
 1588.0   -0.041003  -0.007384
 1589.0   -0.041957  -0.007590
 1590.0   -0.042911  -0.007797
 1591.0   -0.043963  -0.008064
 1592.0   -0.045014  -0.008331
 1593.0   -0.046066  -0.008598
 1594.0   -0.047118  -0.008865
 1595.0   -0.048170  -0.009132
 1596.0   -0.049327  -0.009478
 1597.0   -0.050484  -0.009824
 1598.0   -0.051641  -0.010170
 1599.0   -0.052798  -0.010516
 1600.0   -0.053955  -0.010862
 1601.0   -0.055223  -0.011310
 1602.0   -0.056490  -0.011758
 1603.0   -0.057758  -0.012206
 1604.0   -0.059026  -0.012654
 1605.0   -0.060294  -0.013102
 1606.0   -0.061675  -0.013681
 1607.0   -0.063057  -0.014259
 1608.0   -0.064439  -0.014838
 1609.0   -0.065821  -0.015416
 1610.0   -0.067202  -0.015995
 1611.0   -0.068697  -0.016738
 1612.0   -0.070191  -0.017481
 1613.0   -0.071686  -0.018223
 1614.0   -0.073180  -0.018966
 1615.0   -0.074674  -0.019709
 1616.0   -0.076274  -0.020657
 1617.0   -0.077873  -0.021604
 1618.0   -0.079473  -0.022552
 1619.0   -0.081072  -0.023499
 1620.0   -0.082672  -0.024447
 1621.0   -0.084360  -0.025645
 1622.0   -0.086047  -0.026843
 1623.0   -0.087735  -0.028041
 1624.0   -0.089422  -0.029239
 1625.0   -0.091110  -0.030438
 1626.0   -0.092856  -0.031937
 1627.0   -0.094601  -0.033437
 1628.0   -0.096347  -0.034937
 1629.0   -0.098093  -0.036436
 1630.0   -0.099838  -0.037936
 1631.0   -0.101595  -0.039790
 1632.0   -0.103352  -0.041644
 1633.0   -0.105109  -0.043498
 1634.0   -0.106866  -0.045352
 1635.0   -0.108623  -0.047206
 1636.0   -0.110322  -0.049464
 1637.0   -0.112021  -0.051722
 1638.0   -0.113721  -0.053981
 1639.0   -0.115420  -0.056239
 1640.0   -0.117120  -0.058497
 1641.0   -0.118669  -0.061200
 1642.0   -0.120218  -0.063902
 1643.0   -0.121767  -0.066605
 1644.0   -0.123316  -0.069307
 1645.0   -0.124865  -0.072009
 1646.0   -0.126145  -0.075174
 1647.0   -0.127426  -0.078339
 1648.0   -0.128706  -0.081504
 1649.0   -0.129987  -0.084668
 1650.0   -0.131267  -0.087833
 1651.0   -0.132140  -0.091445
 1652.0   -0.133013  -0.095056
 1653.0   -0.133885  -0.098668
 1654.0   -0.134758  -0.102279
 1655.0   -0.135631  -0.105891
 1656.0   -0.135950  -0.109889
 1657.0   -0.136268  -0.113886
 1658.0   -0.136587  -0.117884
 1659.0   -0.136906  -0.121881
 1660.0   -0.137225  -0.125879
 1661.0   -0.136839  -0.130136
 1662.0   -0.136454  -0.134394
 1663.0   -0.136069  -0.138652
 1664.0   -0.135683  -0.142909
 1665.0   -0.135298  -0.147167
 1666.0   -0.134113  -0.151516
 1667.0   -0.132927  -0.155866
 1668.0   -0.131742  -0.160216
 1669.0   -0.130556  -0.164566
 1670.0   -0.129371  -0.168915
 1671.0   -0.127335  -0.173136
 1672.0   -0.125298  -0.177357
 1673.0   -0.123262  -0.181578
 1674.0   -0.121226  -0.185799
 1675.0   -0.119190  -0.190019
 1676.0   -0.116335  -0.193878
 1677.0   -0.113480  -0.197736
 1678.0   -0.110625  -0.201595
 1679.0   -0.107771  -0.205453
 1680.0   -0.104916  -0.209312
 1681.0   -0.101356  -0.212594
 1682.0   -0.097797  -0.215875
 1683.0   -0.094237  -0.219157
 1684.0   -0.090677  -0.222439
 1685.0   -0.087118  -0.225721
 1686.0   -0.083033  -0.228264
 1687.0   -0.078949  -0.230808
 1688.0   -0.074864  -0.233351
 1689.0   -0.070780  -0.235895
 1690.0   -0.066695  -0.238438
 1691.0   -0.062303  -0.240156
 1692.0   -0.057912  -0.241873
 1693.0   -0.053520  -0.243591
 1694.0   -0.049128  -0.245308
 1695.0   -0.044736  -0.247026
 1696.0   -0.040258  -0.247908
 1697.0   -0.035780  -0.248789
 1698.0   -0.031302  -0.249671
 1699.0   -0.026823  -0.250552
 1700.0   -0.022345  -0.251434
 1701.0   -0.017976  -0.251535
 1702.0   -0.013607  -0.251637
 1703.0   -0.009238  -0.251739
 1704.0   -0.004868  -0.251841
 1705.0   -0.000499  -0.251943
 1706.0    0.003609  -0.251367
 1707.0    0.007716  -0.250790
 1708.0    0.011824  -0.250214
 1709.0    0.015932  -0.249638
 1710.0    0.020040  -0.249061
 1711.0    0.023784  -0.247932
 1712.0    0.027528  -0.246803
 1713.0    0.031272  -0.245675
 1714.0    0.035016  -0.244546
 1715.0    0.038760  -0.243417
 1716.0    0.042083  -0.241863
 1717.0    0.045405  -0.240310
 1718.0    0.048727  -0.238757
 1719.0    0.052050  -0.237203
 1720.0    0.055372  -0.235650
 1721.0    0.058252  -0.233793
 1722.0    0.061133  -0.231936
 1723.0    0.064013  -0.230080
 1724.0    0.066893  -0.228223
 1725.0    0.069774  -0.226366
 1726.0    0.072220  -0.224309
 1727.0    0.074666  -0.222253
 1728.0    0.077112  -0.220197
 1729.0    0.079558  -0.218140
 1730.0    0.082004  -0.216084
 1731.0    0.084041  -0.213913
 1732.0    0.086079  -0.211741
 1733.0    0.088116  -0.209570
 1734.0    0.090153  -0.207399
 1735.0    0.092190  -0.205228
 1736.0    0.093854  -0.203009
 1737.0    0.095517  -0.200790
 1738.0    0.097181  -0.198570
 1739.0    0.098844  -0.196351
 1740.0    0.100508  -0.194132
 1741.0    0.101838  -0.191915
 1742.0    0.103168  -0.189698
 1743.0    0.104498  -0.187481
 1744.0    0.105828  -0.185264
 1745.0    0.107158  -0.183047
 1746.0    0.108195  -0.180867
 1747.0    0.109232  -0.178688
 1748.0    0.110269  -0.176509
 1749.0    0.111307  -0.174330
 1750.0    0.112344  -0.172150
 1751.0    0.113127  -0.170034
 1752.0    0.113910  -0.167917
 1753.0    0.114693  -0.165800
 1754.0    0.115476  -0.163683
 1755.0    0.116260  -0.161567
 1756.0    0.116825  -0.159528
 1757.0    0.117390  -0.157490
 1758.0    0.117954  -0.155452
 1759.0    0.118519  -0.153413
 1760.0    0.119084  -0.151375
 1761.0    0.119463  -0.149424
 1762.0    0.119842  -0.147474
 1763.0    0.120221  -0.145524
 1764.0    0.120599  -0.143573
 1765.0    0.120978  -0.141623
 1766.0    0.121199  -0.139763
 1767.0    0.121420  -0.137904
 1768.0    0.121641  -0.136045
 1769.0    0.121861  -0.134186
 1770.0    0.122082  -0.132326
 1771.0    0.122169  -0.130560
 1772.0    0.122256  -0.128793
 1773.0    0.122343  -0.127026
 1774.0    0.122430  -0.125259
 1775.0    0.122518  -0.123492
 1776.0    0.122492  -0.121816
 1777.0    0.122466  -0.120140
 1778.0    0.122440  -0.118464
 1779.0    0.122414  -0.116788
 1780.0    0.122388  -0.115112
 1781.0    0.122267  -0.113524
 1782.0    0.122146  -0.111936
 1783.0    0.122024  -0.110347
 1784.0    0.121903  -0.108759
 1785.0    0.121782  -0.107170
 1786.0    0.121580  -0.105665
 1787.0    0.121378  -0.104160
 1788.0    0.121176  -0.102655
 1789.0    0.120975  -0.101149
 1790.0    0.120773  -0.099644
 1791.0    0.120503  -0.098217
 1792.0    0.120233  -0.096790
 1793.0    0.119963  -0.095364
 1794.0    0.119693  -0.093937
 1795.0    0.119423  -0.092510
 1796.0    0.119096  -0.091156
 1797.0    0.118768  -0.089803
 1798.0    0.118440  -0.088449
 1799.0    0.118113  -0.087096
 1800.0    0.117785  -0.085742
 1801.0    0.117408  -0.084457
 1802.0    0.117032  -0.083172
 1803.0    0.116655  -0.081887
 1804.0    0.116278  -0.080602
 1805.0    0.115902  -0.079317
 1806.0    0.115485  -0.078102
 1807.0    0.115068  -0.076886
 1808.0    0.114650  -0.075670
 1809.0    0.114233  -0.074454
 1810.0    0.113816  -0.073239
 1811.0    0.113359  -0.072066
 1812.0    0.112901  -0.070894
 1813.0    0.112443  -0.069721
 1814.0    0.111985  -0.068549
 1815.0    0.111527  -0.067376
 1816.0    0.111041  -0.066267
 1817.0    0.110554  -0.065158
 1818.0    0.110068  -0.064048
 1819.0    0.109581  -0.062939
 1820.0    0.109094  -0.061829
 1821.0    0.108580  -0.060768
 1822.0    0.108065  -0.059707
 1823.0    0.107551  -0.058646
 1824.0    0.107036  -0.057585
 1825.0    0.106521  -0.056524
 1826.0    0.105982  -0.055509
 1827.0    0.105443  -0.054493
 1828.0    0.104904  -0.053478
 1829.0    0.104365  -0.052462
 1830.0    0.103825  -0.051447
 1831.0    0.103264  -0.050473
 1832.0    0.102702  -0.049500
 1833.0    0.102141  -0.048526
 1834.0    0.101579  -0.047553
 1835.0    0.101018  -0.046579
 1836.0    0.100437  -0.045645
 1837.0    0.099856  -0.044711
 1838.0    0.099275  -0.043776
 1839.0    0.098695  -0.042842
 1840.0    0.098114  -0.041908
 1841.0    0.097514  -0.041009
 1842.0    0.096914  -0.040111
 1843.0    0.096314  -0.039213
 1844.0    0.095714  -0.038314
 1845.0    0.095115  -0.037416
 1846.0    0.094498  -0.036550
 1847.0    0.093880  -0.035685
 1848.0    0.093263  -0.034819
 1849.0    0.092646  -0.033953
 1850.0    0.092029  -0.033088
 1851.0    0.091395  -0.032253
 1852.0    0.090762  -0.031419
 1853.0    0.090128  -0.030585
 1854.0    0.089495  -0.029750
 1855.0    0.088861  -0.028916
 1856.0    0.088212  -0.028111
 1857.0    0.087562  -0.027305
 1858.0    0.086913  -0.026500
 1859.0    0.086263  -0.025694
 1860.0    0.085614  -0.024889
 1861.0    0.084949  -0.024111
 1862.0    0.084284  -0.023333
 1863.0    0.083619  -0.022555
 1864.0    0.082954  -0.021777
 1865.0    0.082289  -0.020998
 1866.0    0.081610  -0.020247
 1867.0    0.080930  -0.019495
 1868.0    0.080251  -0.018743
 1869.0    0.079571  -0.017991
 1870.0    0.078892  -0.017239
 1871.0    0.078197  -0.016511
 1872.0    0.077502  -0.015784
 1873.0    0.076807  -0.015056
 1874.0    0.076112  -0.014329
 1875.0    0.075417  -0.013601
 1876.0    0.074708  -0.012897
 1877.0    0.073998  -0.012193
 1878.0    0.073288  -0.011489
 1879.0    0.072578  -0.010785
 1880.0    0.071868  -0.010081
 1881.0    0.071144  -0.009400
 1882.0    0.070419  -0.008718
 1883.0    0.069694  -0.008037
 1884.0    0.068970  -0.007356
 1885.0    0.068245  -0.006675
 1886.0    0.067505  -0.006016
 1887.0    0.066765  -0.005357
 1888.0    0.066025  -0.004698
 1889.0    0.065285  -0.004039
 1890.0    0.064546  -0.003380
 1891.0    0.063791  -0.002743
 1892.0    0.063036  -0.002106
 1893.0    0.062280  -0.001469
 1894.0    0.061525  -0.000832
 1895.0    0.060770  -0.000195
 1896.0    0.060000   0.000421
 1897.0    0.059229   0.001036
 1898.0    0.058459   0.001652
 1899.0    0.057689   0.002267
 1900.0    0.056918   0.002882
 1901.0    0.056132   0.003476
 1902.0    0.055346   0.004070
 1903.0    0.054560   0.004663
 1904.0    0.053775   0.005257
 1905.0    0.052989   0.005851
 1906.0    0.052187   0.006423
 1907.0    0.051386   0.006995
 1908.0    0.050584   0.007566
 1909.0    0.049782   0.008138
 1910.0    0.048981   0.008710
 1911.0    0.048164   0.009260
 1912.0    0.047347   0.009809
 1913.0    0.046529   0.010359
 1914.0    0.045712   0.010908
 1915.0    0.044895   0.011458
 1916.0    0.044062   0.011985
 1917.0    0.043229   0.012512
 1918.0    0.042396   0.013039
 1919.0    0.041564   0.013566
 1920.0    0.040731   0.014093
 1921.0    0.039882   0.014596
 1922.0    0.039034   0.015100
 1923.0    0.038185   0.015604
 1924.0    0.037337   0.016107
 1925.0    0.036488   0.016611
 1926.0    0.035625   0.017090
 1927.0    0.034761   0.017570
 1928.0    0.033897   0.018049
 1929.0    0.033033   0.018529
 1930.0    0.032169   0.019008
 1931.0    0.031290   0.019463
 1932.0    0.030411   0.019918
 1933.0    0.029532   0.020372
 1934.0    0.028653   0.020827
 1935.0    0.027774   0.021281
 1936.0    0.026880   0.021710
 1937.0    0.025986   0.022139
 1938.0    0.025092   0.022568
 1939.0    0.024198   0.022996
 1940.0    0.023305   0.023425
 1941.0    0.022397   0.023827
 1942.0    0.021489   0.024229
 1943.0    0.020581   0.024630
 1944.0    0.019673   0.025032
 1945.0    0.018765   0.025434
 1946.0    0.017844   0.025808
 1947.0    0.016922   0.026182
 1948.0    0.016001   0.026556
 1949.0    0.015080   0.026929
 1950.0    0.014158   0.027303
 1951.0    0.013224   0.027648
 1952.0    0.012290   0.027993
 1953.0    0.011356   0.028338
 1954.0    0.010423   0.028682
 1955.0    0.009489   0.029027
 1956.0    0.008543   0.029342
 1957.0    0.007597   0.029656
 1958.0    0.006652   0.029971
 1959.0    0.005706   0.030285
 1960.0    0.004761   0.030599
 1961.0    0.003805   0.030883
 1962.0    0.002849   0.031166
 1963.0    0.001893   0.031449
 1964.0    0.000937   0.031732
 1965.0   -0.000018   0.032015
 1966.0   -0.000983   0.032266
 1967.0   -0.001948   0.032517
 1968.0   -0.002913   0.032768
 1969.0   -0.003877   0.033018
 1970.0   -0.004842   0.033269
 1971.0   -0.005814   0.033487
