   W         M3+(eta_p)
 1762.0    0.007690  -0.036825
 1763.0    0.007653  -0.036986
 1764.0    0.007615  -0.037147
 1765.0    0.007577  -0.037309
 1766.0    0.007536  -0.037476
 1767.0    0.007494  -0.037644
 1768.0    0.007452  -0.037811
 1769.0    0.007410  -0.037979
 1770.0    0.007368  -0.038147
 1771.0    0.007322  -0.038321
 1772.0    0.007276  -0.038496
 1773.0    0.007230  -0.038670
 1774.0    0.007184  -0.038845
 1775.0    0.007138  -0.039019
 1776.0    0.007088  -0.039201
 1777.0    0.007039  -0.039384
 1778.0    0.006989  -0.039566
 1779.0    0.006939  -0.039748
 1780.0    0.006889  -0.039930
 1781.0    0.006836  -0.040121
 1782.0    0.006783  -0.040312
 1783.0    0.006730  -0.040503
 1784.0    0.006676  -0.040693
 1785.0    0.006623  -0.040884
 1786.0    0.006567  -0.041084
 1787.0    0.006511  -0.041284
 1788.0    0.006455  -0.041484
 1789.0    0.006398  -0.041684
 1790.0    0.006342  -0.041884
 1791.0    0.006284  -0.042094
 1792.0    0.006225  -0.042305
 1793.0    0.006166  -0.042515
 1794.0    0.006108  -0.042725
 1795.0    0.006049  -0.042935
 1796.0    0.005988  -0.043156
 1797.0    0.005928  -0.043378
 1798.0    0.005867  -0.043599
 1799.0    0.005807  -0.043820
 1800.0    0.005746  -0.044041
 1801.0    0.005685  -0.044275
 1802.0    0.005623  -0.044508
 1803.0    0.005562  -0.044741
 1804.0    0.005500  -0.044974
 1805.0    0.005439  -0.045208
 1806.0    0.005377  -0.045454
 1807.0    0.005315  -0.045700
 1808.0    0.005254  -0.045946
 1809.0    0.005192  -0.046192
 1810.0    0.005130  -0.046438
 1811.0    0.005069  -0.046698
 1812.0    0.005008  -0.046958
 1813.0    0.004947  -0.047218
 1814.0    0.004886  -0.047478
 1815.0    0.004824  -0.047738
 1816.0    0.004765  -0.048013
 1817.0    0.004706  -0.048288
 1818.0    0.004647  -0.048563
 1819.0    0.004588  -0.048838
 1820.0    0.004529  -0.049113
 1821.0    0.004474  -0.049404
 1822.0    0.004418  -0.049695
 1823.0    0.004362  -0.049985
 1824.0    0.004306  -0.050276
 1825.0    0.004251  -0.050567
 1826.0    0.004200  -0.050874
 1827.0    0.004149  -0.051182
 1828.0    0.004098  -0.051489
 1829.0    0.004047  -0.051797
 1830.0    0.003996  -0.052105
 1831.0    0.003951  -0.052430
 1832.0    0.003907  -0.052755
 1833.0    0.003863  -0.053081
 1834.0    0.003818  -0.053406
 1835.0    0.003774  -0.053731
 1836.0    0.003738  -0.054075
 1837.0    0.003701  -0.054419
 1838.0    0.003665  -0.054763
 1839.0    0.003629  -0.055106
 1840.0    0.003593  -0.055450
 1841.0    0.003569  -0.055814
 1842.0    0.003544  -0.056178
 1843.0    0.003520  -0.056541
 1844.0    0.003495  -0.056905
 1845.0    0.003471  -0.057269
 1846.0    0.003458  -0.057652
 1847.0    0.003446  -0.058035
 1848.0    0.003433  -0.058419
 1849.0    0.003420  -0.058802
 1850.0    0.003408  -0.059185
 1851.0    0.003411  -0.059589
 1852.0    0.003415  -0.059993
 1853.0    0.003419  -0.060397
 1854.0    0.003422  -0.060801
 1855.0    0.003426  -0.061206
 1856.0    0.003449  -0.061630
 1857.0    0.003471  -0.062055
 1858.0    0.003494  -0.062480
 1859.0    0.003517  -0.062905
 1860.0    0.003540  -0.063330
 1861.0    0.003585  -0.063776
 1862.0    0.003629  -0.064222
 1863.0    0.003674  -0.064669
 1864.0    0.003719  -0.065115
 1865.0    0.003764  -0.065561
 1866.0    0.003834  -0.066028
 1867.0    0.003905  -0.066495
 1868.0    0.003975  -0.066963
 1869.0    0.004046  -0.067430
 1870.0    0.004116  -0.067897
 1871.0    0.004217  -0.068384
 1872.0    0.004318  -0.068871
 1873.0    0.004418  -0.069359
 1874.0    0.004519  -0.069846
 1875.0    0.004620  -0.070333
 1876.0    0.004755  -0.070839
 1877.0    0.004889  -0.071346
 1878.0    0.005024  -0.071852
 1879.0    0.005159  -0.072358
 1880.0    0.005294  -0.072865
 1881.0    0.005468  -0.073388
 1882.0    0.005642  -0.073912
 1883.0    0.005815  -0.074435
 1884.0    0.005989  -0.074959
 1885.0    0.006163  -0.075483
 1886.0    0.006380  -0.076021
 1887.0    0.006598  -0.076560
 1888.0    0.006815  -0.077098
 1889.0    0.007033  -0.077637
 1890.0    0.007250  -0.078176
 1891.0    0.007516  -0.078726
 1892.0    0.007782  -0.079276
 1893.0    0.008049  -0.079826
 1894.0    0.008315  -0.080376
 1895.0    0.008581  -0.080927
 1896.0    0.008901  -0.081484
 1897.0    0.009220  -0.082042
 1898.0    0.009540  -0.082599
 1899.0    0.009860  -0.083157
 1900.0    0.010180  -0.083715
 1901.0    0.010558  -0.084274
 1902.0    0.010937  -0.084834
 1903.0    0.011315  -0.085394
 1904.0    0.011693  -0.085954
 1905.0    0.012072  -0.086513
 1906.0    0.012513  -0.087069
 1907.0    0.012955  -0.087624
 1908.0    0.013396  -0.088180
 1909.0    0.013838  -0.088735
 1910.0    0.014280  -0.089290
 1911.0    0.014788  -0.089834
 1912.0    0.015297  -0.090377
 1913.0    0.015806  -0.090920
 1914.0    0.016315  -0.091463
 1915.0    0.016823  -0.092007
 1916.0    0.017402  -0.092529
 1917.0    0.017982  -0.093051
 1918.0    0.018561  -0.093573
 1919.0    0.019140  -0.094095
 1920.0    0.019719  -0.094618
 1921.0    0.020370  -0.095109
 1922.0    0.021022  -0.095599
 1923.0    0.021673  -0.096090
 1924.0    0.022325  -0.096581
 1925.0    0.022976  -0.097072
 1926.0    0.023700  -0.097520
 1927.0    0.024424  -0.097969
 1928.0    0.025148  -0.098417
 1929.0    0.025872  -0.098865
 1930.0    0.026596  -0.099313
 1931.0    0.027391  -0.099707
 1932.0    0.028186  -0.100100
 1933.0    0.028981  -0.100494
 1934.0    0.029776  -0.100887
 1935.0    0.030571  -0.101281
 1936.0    0.031433  -0.101607
 1937.0    0.032295  -0.101933
 1938.0    0.033157  -0.102259
 1939.0    0.034019  -0.102585
 1940.0    0.034881  -0.102911
 1941.0    0.035804  -0.103156
 1942.0    0.036726  -0.103402
 1943.0    0.037649  -0.103648
 1944.0    0.038571  -0.103894
 1945.0    0.039494  -0.104140
 1946.0    0.040468  -0.104294
 1947.0    0.041442  -0.104447
 1948.0    0.042416  -0.104601
 1949.0    0.043389  -0.104755
 1950.0    0.044363  -0.104909
 1951.0    0.045376  -0.104960
 1952.0    0.046389  -0.105011
 1953.0    0.047402  -0.105062
 1954.0    0.048416  -0.105113
 1955.0    0.049429  -0.105164
 1956.0    0.050466  -0.105104
 1957.0    0.051504  -0.105044
 1958.0    0.052542  -0.104983
 1959.0    0.053580  -0.104923
 1960.0    0.054618  -0.104863
 1961.0    0.055664  -0.104686
 1962.0    0.056710  -0.104508
 1963.0    0.057756  -0.104331
 1964.0    0.058802  -0.104154
 1965.0    0.059848  -0.103976
 1966.0    0.060884  -0.103679
 1967.0    0.061920  -0.103382
 1968.0    0.062956  -0.103085
 1969.0    0.063993  -0.102788
 1970.0    0.065029  -0.102492
 1971.0    0.066037  -0.102076
