   W         M1+(eta_p)
 (MeV)      Re         Im
 1486.0   -0.049709   0.066373
 1487.0   -0.059031   0.074768
 1488.0   -0.068353   0.083163
 1489.0   -0.077674   0.091558
 1490.0   -0.086996   0.099952
 1491.0   -0.096318   0.108347
 1492.0   -0.105640   0.116742
 1493.0   -0.114962   0.125137
 1494.0   -0.124283   0.133532
 1495.0   -0.133605   0.141927
 1496.0   -0.141495   0.147692
 1497.0   -0.149385   0.153457
 1498.0   -0.157275   0.159222
 1499.0   -0.165164   0.164987
 1500.0   -0.173054   0.170752
 1501.0   -0.180306   0.175117
 1502.0   -0.187558   0.179481
 1503.0   -0.194810   0.183845
 1504.0   -0.202062   0.188209
 1505.0   -0.209314   0.192574
 1506.0   -0.216186   0.195999
 1507.0   -0.223057   0.199424
 1508.0   -0.229928   0.202849
 1509.0   -0.236800   0.206274
 1510.0   -0.243671   0.209700
 1511.0   -0.250274   0.212423
 1512.0   -0.256878   0.215146
 1513.0   -0.263481   0.217869
 1514.0   -0.270085   0.220592
 1515.0   -0.276688   0.223315
 1516.0   -0.283077   0.225477
 1517.0   -0.289466   0.227638
 1518.0   -0.295855   0.229799
 1519.0   -0.302244   0.231960
 1520.0   -0.308633   0.234121
 1521.0   -0.314840   0.235814
 1522.0   -0.321047   0.237508
 1523.0   -0.327254   0.239201
 1524.0   -0.333461   0.240894
 1525.0   -0.339668   0.242588
 1526.0   -0.345707   0.243878
 1527.0   -0.351746   0.245168
 1528.0   -0.357784   0.246458
 1529.0   -0.363823   0.247748
 1530.0   -0.369862   0.249039
 1531.0   -0.375744   0.249975
 1532.0   -0.381625   0.250911
 1533.0   -0.387507   0.251848
 1534.0   -0.393388   0.252784
 1535.0   -0.399270   0.253721
 1536.0   -0.404997   0.254340
 1537.0   -0.410723   0.254960
 1538.0   -0.416450   0.255579
 1539.0   -0.422177   0.256199
 1540.0   -0.427904   0.256818
 1541.0   -0.433478   0.257151
 1542.0   -0.439053   0.257483
 1543.0   -0.444627   0.257816
 1544.0   -0.450201   0.258148
 1545.0   -0.455775   0.258481
 1546.0   -0.461201   0.258548
 1547.0   -0.466626   0.258615
 1548.0   -0.472051   0.258683
 1549.0   -0.477477   0.258750
 1550.0   -0.482902   0.258817
 1551.0   -0.488132   0.258663
 1552.0   -0.493362   0.258510
 1553.0   -0.498593   0.258356
 1554.0   -0.503823   0.258202
 1555.0   -0.509053   0.258049
 1556.0   -0.514136   0.257668
 1557.0   -0.519219   0.257288
 1558.0   -0.524302   0.256908
 1559.0   -0.529384   0.256527
 1560.0   -0.534467   0.256147
 1561.0   -0.539433   0.255537
 1562.0   -0.544399   0.254928
 1563.0   -0.549365   0.254319
 1564.0   -0.554331   0.253709
 1565.0   -0.559296   0.253100
 1566.0   -0.564134   0.252278
 1567.0   -0.568972   0.251456
 1568.0   -0.573809   0.250635
 1569.0   -0.578647   0.249813
 1570.0   -0.583484   0.248991
 1571.0   -0.588075   0.248020
 1572.0   -0.592666   0.247048
 1573.0   -0.597258   0.246076
 1574.0   -0.601849   0.245104
 1575.0   -0.606440   0.244132
 1576.0   -0.610904   0.242984
 1577.0   -0.615367   0.241835
 1578.0   -0.619831   0.240686
 1579.0   -0.624295   0.239538
 1580.0   -0.628759   0.238389
 1581.0   -0.633089   0.237076
 1582.0   -0.637418   0.235764
 1583.0   -0.641748   0.234452
 1584.0   -0.646078   0.233139
 1585.0   -0.650408   0.231827
 1586.0   -0.654541   0.230372
 1587.0   -0.658673   0.228916
 1588.0   -0.662806   0.227461
 1589.0   -0.666938   0.226006
 1590.0   -0.671071   0.224550
 1591.0   -0.675031   0.222957
 1592.0   -0.678992   0.221365
 1593.0   -0.682952   0.219772
 1594.0   -0.686913   0.218179
 1595.0   -0.690873   0.216586
 1596.0   -0.694681   0.214861
 1597.0   -0.698488   0.213136
 1598.0   -0.702296   0.211411
 1599.0   -0.706103   0.209686
 1600.0   -0.709911   0.207961
 1601.0   -0.713582   0.206108
 1602.0   -0.717253   0.204255
 1603.0   -0.720923   0.202403
 1604.0   -0.724594   0.200550
 1605.0   -0.728265   0.198697
 1606.0   -0.731769   0.196725
 1607.0   -0.735272   0.194752
 1608.0   -0.738776   0.192780
 1609.0   -0.742279   0.190807
 1610.0   -0.745783   0.188834
 1611.0   -0.748667   0.186683
 1612.0   -0.751551   0.184532
 1613.0   -0.754435   0.182381
 1614.0   -0.757319   0.180230
 1615.0   -0.760203   0.178079
 1616.0   -0.762853   0.175754
 1617.0   -0.765503   0.173428
 1618.0   -0.768153   0.171103
 1619.0   -0.770803   0.168778
 1620.0   -0.773454   0.166452
 1621.0   -0.775880   0.164013
 1622.0   -0.778306   0.161575
 1623.0   -0.780733   0.159136
 1624.0   -0.783159   0.156697
 1625.0   -0.785585   0.154258
 1626.0   -0.787788   0.151739
 1627.0   -0.789990   0.149220
 1628.0   -0.792193   0.146701
 1629.0   -0.794395   0.144182
 1630.0   -0.796597   0.141663
 1631.0   -0.798594   0.139088
 1632.0   -0.800590   0.136512
 1633.0   -0.802586   0.133937
 1634.0   -0.804582   0.131362
 1635.0   -0.806578   0.128786
 1636.0   -0.808360   0.126174
 1637.0   -0.810142   0.123562
 1638.0   -0.811924   0.120950
 1639.0   -0.813706   0.118338
 1640.0   -0.815488   0.115726
 1641.0   -0.817065   0.113095
 1642.0   -0.818642   0.110464
 1643.0   -0.820219   0.107833
 1644.0   -0.821796   0.105201
 1645.0   -0.823373   0.102570
 1646.0   -0.824745   0.099946
 1647.0   -0.826116   0.097322
 1648.0   -0.827487   0.094699
 1649.0   -0.828858   0.092075
 1650.0   -0.830229   0.089451
 1651.0   -0.831418   0.086821
 1652.0   -0.832606   0.084192
 1653.0   -0.833795   0.081562
 1654.0   -0.834984   0.078932
 1655.0   -0.836172   0.076303
 1656.0   -0.837189   0.073670
 1657.0   -0.838206   0.071037
 1658.0   -0.839223   0.068404
 1659.0   -0.840240   0.065771
 1660.0   -0.841257   0.063138
 1661.0   -0.842079   0.060575
 1662.0   -0.842901   0.058013
 1663.0   -0.843723   0.055451
 1664.0   -0.844545   0.052888
 1665.0   -0.845367   0.050326
 1666.0   -0.846033   0.047786
 1667.0   -0.846699   0.045246
 1668.0   -0.847365   0.042706
 1669.0   -0.848031   0.040165
 1670.0   -0.848697   0.037625
 1671.0   -0.849212   0.035121
