   W         E1+(eta_p)
 (MeV)      Re         Im
 1486.0    0.011936  -0.000763
 1487.0    0.013074  -0.001241
 1488.0    0.014211  -0.001719
 1489.0    0.015348  -0.002197
 1490.0    0.016486  -0.002676
 1491.0    0.017623  -0.003154
 1492.0    0.018761  -0.003632
 1493.0    0.019898  -0.004110
 1494.0    0.021035  -0.004588
 1495.0    0.022173  -0.005066
 1496.0    0.022802  -0.005589
 1497.0    0.023431  -0.006112
 1498.0    0.024059  -0.006635
 1499.0    0.024688  -0.007158
 1500.0    0.025317  -0.007681
 1501.0    0.025684  -0.008248
 1502.0    0.026051  -0.008814
 1503.0    0.026418  -0.009381
 1504.0    0.026785  -0.009948
 1505.0    0.027152  -0.010515
 1506.0    0.027360  -0.011123
 1507.0    0.027567  -0.011730
 1508.0    0.027775  -0.012338
 1509.0    0.027983  -0.012945
 1510.0    0.028191  -0.013553
 1511.0    0.028294  -0.014197
 1512.0    0.028398  -0.014840
 1513.0    0.028501  -0.015483
 1514.0    0.028605  -0.016127
 1515.0    0.028708  -0.016770
 1516.0    0.028743  -0.017446
 1517.0    0.028778  -0.018122
 1518.0    0.028813  -0.018798
 1519.0    0.028848  -0.019474
 1520.0    0.028883  -0.020150
 1521.0    0.028873  -0.020854
 1522.0    0.028862  -0.021558
 1523.0    0.028851  -0.022261
 1524.0    0.028840  -0.022965
 1525.0    0.028829  -0.023669
 1526.0    0.028790  -0.024397
 1527.0    0.028751  -0.025126
 1528.0    0.028711  -0.025854
 1529.0    0.028672  -0.026583
 1530.0    0.028632  -0.027311
 1531.0    0.028577  -0.028061
 1532.0    0.028521  -0.028810
 1533.0    0.028465  -0.029560
 1534.0    0.028409  -0.030309
 1535.0    0.028353  -0.031059
 1536.0    0.028291  -0.031827
 1537.0    0.028228  -0.032595
 1538.0    0.028166  -0.033363
 1539.0    0.028103  -0.034131
 1540.0    0.028041  -0.034899
 1541.0    0.027979  -0.035683
 1542.0    0.027917  -0.036467
 1543.0    0.027855  -0.037250
 1544.0    0.027793  -0.038034
 1545.0    0.027731  -0.038818
 1546.0    0.027674  -0.039615
 1547.0    0.027617  -0.040413
 1548.0    0.027559  -0.041210
 1549.0    0.027502  -0.042007
 1550.0    0.027445  -0.042805
 1551.0    0.027408  -0.043611
 1552.0    0.027371  -0.044418
 1553.0    0.027333  -0.045224
 1554.0    0.027296  -0.046031
 1555.0    0.027259  -0.046837
 1556.0    0.027235  -0.047653
 1557.0    0.027210  -0.048469
 1558.0    0.027186  -0.049285
 1559.0    0.027162  -0.050100
 1560.0    0.027137  -0.050916
 1561.0    0.027120  -0.051742
 1562.0    0.027103  -0.052567
 1563.0    0.027086  -0.053393
 1564.0    0.027069  -0.054218
 1565.0    0.027052  -0.055044
 1566.0    0.027047  -0.055878
 1567.0    0.027042  -0.056712
 1568.0    0.027036  -0.057546
 1569.0    0.027031  -0.058381
 1570.0    0.027026  -0.059215
 1571.0    0.027052  -0.060049
 1572.0    0.027079  -0.060884
 1573.0    0.027105  -0.061718
 1574.0    0.027132  -0.062552
 1575.0    0.027158  -0.063387
 1576.0    0.027205  -0.064226
 1577.0    0.027253  -0.065066
 1578.0    0.027300  -0.065905
 1579.0    0.027348  -0.066745
 1580.0    0.027395  -0.067584
 1581.0    0.027466  -0.068430
 1582.0    0.027537  -0.069276
 1583.0    0.027608  -0.070122
 1584.0    0.027679  -0.070968
 1585.0    0.027750  -0.071813
 1586.0    0.027844  -0.072661
 1587.0    0.027939  -0.073508
 1588.0    0.028034  -0.074355
 1589.0    0.028129  -0.075202
 1590.0    0.028224  -0.076049
 1591.0    0.028343  -0.076899
 1592.0    0.028463  -0.077749
 1593.0    0.028582  -0.078599
 1594.0    0.028702  -0.079449
 1595.0    0.028821  -0.080299
 1596.0    0.028965  -0.081155
 1597.0    0.029109  -0.082010
 1598.0    0.029253  -0.082865
 1599.0    0.029396  -0.083720
 1600.0    0.029540  -0.084575
 1601.0    0.029707  -0.085439
 1602.0    0.029875  -0.086302
 1603.0    0.030042  -0.087165
 1604.0    0.030209  -0.088028
 1605.0    0.030376  -0.088892
 1606.0    0.030570  -0.089763
 1607.0    0.030763  -0.090634
 1608.0    0.030957  -0.091505
 1609.0    0.031150  -0.092376
 1610.0    0.031343  -0.093247
 1611.0    0.031611  -0.094091
 1612.0    0.031879  -0.094934
 1613.0    0.032146  -0.095778
 1614.0    0.032414  -0.096622
 1615.0    0.032682  -0.097466
 1616.0    0.033001  -0.098315
 1617.0    0.033321  -0.099164
 1618.0    0.033640  -0.100013
 1619.0    0.033959  -0.100861
 1620.0    0.034279  -0.101710
 1621.0    0.034648  -0.102561
 1622.0    0.035018  -0.103412
 1623.0    0.035388  -0.104263
 1624.0    0.035757  -0.105114
 1625.0    0.036127  -0.105965
 1626.0    0.036546  -0.106813
 1627.0    0.036965  -0.107661
 1628.0    0.037384  -0.108510
 1629.0    0.037804  -0.109358
 1630.0    0.038223  -0.110206
 1631.0    0.038698  -0.111055
 1632.0    0.039174  -0.111904
 1633.0    0.039649  -0.112753
 1634.0    0.040125  -0.113602
 1635.0    0.040600  -0.114451
 1636.0    0.041129  -0.115292
 1637.0    0.041658  -0.116134
 1638.0    0.042186  -0.116976
 1639.0    0.042715  -0.117817
 1640.0    0.043244  -0.118659
 1641.0    0.043829  -0.119492
 1642.0    0.044414  -0.120324
 1643.0    0.044998  -0.121157
 1644.0    0.045583  -0.121990
 1645.0    0.046168  -0.122823
 1646.0    0.046816  -0.123639
 1647.0    0.047463  -0.124454
 1648.0    0.048110  -0.125270
 1649.0    0.048758  -0.126086
 1650.0    0.049405  -0.126902
 1651.0    0.050106  -0.127707
 1652.0    0.050806  -0.128512
 1653.0    0.051506  -0.129316
 1654.0    0.052206  -0.130121
 1655.0    0.052907  -0.130926
 1656.0    0.053664  -0.131716
 1657.0    0.054422  -0.132507
 1658.0    0.055180  -0.133297
 1659.0    0.055938  -0.134088
 1660.0    0.056696  -0.134878
 1661.0    0.057513  -0.135637
 1662.0    0.058331  -0.136395
 1663.0    0.059148  -0.137153
 1664.0    0.059966  -0.137911
 1665.0    0.060783  -0.138669
 1666.0    0.061663  -0.139400
 1667.0    0.062542  -0.140131
 1668.0    0.063422  -0.140862
 1669.0    0.064302  -0.141594
 1670.0    0.065181  -0.142325
 1671.0    0.066115  -0.143028
 1672.0    0.067048  -0.143732
 1673.0    0.067982  -0.144435
 1674.0    0.068916  -0.145139
 1675.0    0.069849  -0.145842
 1676.0    0.070834  -0.146518
 1677.0    0.071819  -0.147194
 1678.0    0.072804  -0.147870
 1679.0    0.073789  -0.148546
 1680.0    0.074774  -0.149222
 1681.0    0.075848  -0.149829
 1682.0    0.076921  -0.150437
 1683.0    0.077995  -0.151044
 1684.0    0.079068  -0.151652
 1685.0    0.080142  -0.152260
 1686.0    0.081371  -0.152753
 1687.0    0.082601  -0.153246
 1688.0    0.083830  -0.153739
 1689.0    0.085060  -0.154232
 1690.0    0.086289  -0.154725
 1691.0    0.087595  -0.155153
 1692.0    0.088901  -0.155581
 1693.0    0.090207  -0.156008
 1694.0    0.091513  -0.156436
 1695.0    0.092819  -0.156864
 1696.0    0.094186  -0.157212
 1697.0    0.095552  -0.157560
 1698.0    0.096919  -0.157908
 1699.0    0.098285  -0.158256
 1700.0    0.099652  -0.158604
 1701.0    0.101067  -0.158862
 1702.0    0.102482  -0.159120
 1703.0    0.103898  -0.159378
 1704.0    0.105313  -0.159636
 1705.0    0.106728  -0.159894
 1706.0    0.108183  -0.160055
 1707.0    0.109638  -0.160217
 1708.0    0.111093  -0.160379
 1709.0    0.112548  -0.160540
 1710.0    0.114004  -0.160702
 1711.0    0.115482  -0.160754
 1712.0    0.116960  -0.160807
 1713.0    0.118438  -0.160859
 1714.0    0.119916  -0.160912
 1715.0    0.121394  -0.160965
 1716.0    0.122891  -0.160909
 1717.0    0.124388  -0.160854
 1718.0    0.125885  -0.160798
 1719.0    0.127382  -0.160743
 1720.0    0.128879  -0.160687
