   W         M1-(eta_p)
 (MeV)      Re         Im
 1486.0    0.153580  -0.089279
 1487.0    0.172983  -0.102276
 1488.0    0.192387  -0.115274
 1489.0    0.211791  -0.128272
 1490.0    0.231195  -0.141269
 1491.0    0.250599  -0.154267
 1492.0    0.270003  -0.167265
 1493.0    0.289406  -0.180262
 1494.0    0.308810  -0.193260
 1495.0    0.328214  -0.206258
 1496.0    0.341726  -0.215866
 1497.0    0.355238  -0.225473
 1498.0    0.368751  -0.235081
 1499.0    0.382263  -0.244689
 1500.0    0.395775  -0.254296
 1501.0    0.406300  -0.262096
 1502.0    0.416824  -0.269897
 1503.0    0.427349  -0.277697
 1504.0    0.437873  -0.285497
 1505.0    0.448398  -0.293297
 1506.0    0.457033  -0.299877
 1507.0    0.465667  -0.306458
 1508.0    0.474302  -0.313039
 1509.0    0.482937  -0.319620
 1510.0    0.491572  -0.326201
 1511.0    0.498879  -0.331868
 1512.0    0.506187  -0.337536
 1513.0    0.513494  -0.343203
 1514.0    0.520802  -0.348871
 1515.0    0.528110  -0.354539
 1516.0    0.534421  -0.359476
 1517.0    0.540733  -0.364414
 1518.0    0.547044  -0.369352
 1519.0    0.553356  -0.374290
 1520.0    0.559667  -0.379227
 1521.0    0.565201  -0.383565
 1522.0    0.570734  -0.387903
 1523.0    0.576268  -0.392241
 1524.0    0.581801  -0.396579
 1525.0    0.587335  -0.400917
 1526.0    0.592240  -0.404747
 1527.0    0.597144  -0.408577
 1528.0    0.602049  -0.412406
 1529.0    0.606954  -0.416236
 1530.0    0.611858  -0.420066
 1531.0    0.616244  -0.423462
 1532.0    0.620629  -0.426858
 1533.0    0.625014  -0.430255
 1534.0    0.629399  -0.433651
 1535.0    0.633785  -0.437047
 1536.0    0.637733  -0.440068
 1537.0    0.641681  -0.443089
 1538.0    0.645630  -0.446110
 1539.0    0.649578  -0.449131
 1540.0    0.653526  -0.452152
 1541.0    0.657102  -0.454848
 1542.0    0.660679  -0.457544
 1543.0    0.664255  -0.460241
 1544.0    0.667831  -0.462937
 1545.0    0.671408  -0.465633
 1546.0    0.674675  -0.468052
 1547.0    0.677941  -0.470472
 1548.0    0.681208  -0.472891
 1549.0    0.684475  -0.475311
 1550.0    0.687742  -0.477730
 1551.0    0.690671  -0.479872
 1552.0    0.693599  -0.482014
 1553.0    0.696527  -0.484156
 1554.0    0.699455  -0.486297
 1555.0    0.702384  -0.488439
 1556.0    0.705092  -0.490385
 1557.0    0.707800  -0.492330
 1558.0    0.710509  -0.494276
 1559.0    0.713217  -0.496221
 1560.0    0.715926  -0.498167
 1561.0    0.718496  -0.499975
 1562.0    0.721066  -0.501783
 1563.0    0.723636  -0.503591
 1564.0    0.726206  -0.505399
 1565.0    0.728776  -0.507207
 1566.0    0.731233  -0.508887
 1567.0    0.733690  -0.510568
 1568.0    0.736146  -0.512248
 1569.0    0.738603  -0.513929
 1570.0    0.741060  -0.515609
 1571.0    0.743280  -0.517113
 1572.0    0.745500  -0.518617
 1573.0    0.747720  -0.520120
 1574.0    0.749940  -0.521624
 1575.0    0.752161  -0.523128
 1576.0    0.754320  -0.524576
 1577.0    0.756480  -0.526025
 1578.0    0.758639  -0.527473
 1579.0    0.760799  -0.528922
 1580.0    0.762958  -0.530370
 1581.0    0.765079  -0.531788
 1582.0    0.767201  -0.533206
 1583.0    0.769322  -0.534624
 1584.0    0.771443  -0.536042
 1585.0    0.773564  -0.537460
 1586.0    0.775635  -0.538822
 1587.0    0.777706  -0.540183
 1588.0    0.779777  -0.541544
 1589.0    0.781848  -0.542905
 1590.0    0.783919  -0.544267
 1591.0    0.786003  -0.545619
 1592.0    0.788088  -0.546970
 1593.0    0.790172  -0.548322
 1594.0    0.792256  -0.549674
 1595.0    0.794340  -0.551026
 1596.0    0.796509  -0.552416
 1597.0    0.798677  -0.553806
 1598.0    0.800845  -0.555197
 1599.0    0.803013  -0.556587
 1600.0    0.805181  -0.557977
 1601.0    0.807515  -0.559455
 1602.0    0.809849  -0.560933
 1603.0    0.812183  -0.562411
 1604.0    0.814517  -0.563889
 1605.0    0.816851  -0.565367
 1606.0    0.819396  -0.566910
 1607.0    0.821942  -0.568453
 1608.0    0.824488  -0.569995
 1609.0    0.827034  -0.571538
 1610.0    0.829580  -0.573081
 1611.0    0.832028  -0.573800
 1612.0    0.834476  -0.574518
 1613.0    0.836923  -0.575237
 1614.0    0.839371  -0.575956
 1615.0    0.841819  -0.576675
 1616.0    0.844624  -0.577108
 1617.0    0.847428  -0.577542
 1618.0    0.850233  -0.577976
 1619.0    0.853038  -0.578410
 1620.0    0.855842  -0.578843
 1621.0    0.858980  -0.579005
 1622.0    0.862118  -0.579166
 1623.0    0.865256  -0.579328
 1624.0    0.868394  -0.579490
 1625.0    0.871532  -0.579651
 1626.0    0.875011  -0.579510
 1627.0    0.878490  -0.579369
 1628.0    0.881969  -0.579228
 1629.0    0.885448  -0.579087
 1630.0    0.888927  -0.578946
 1631.0    0.892736  -0.578455
 1632.0    0.896544  -0.577963
 1633.0    0.900352  -0.577471
 1634.0    0.904161  -0.576979
 1635.0    0.907969  -0.576487
 1636.0    0.912116  -0.575584
 1637.0    0.916263  -0.574682
 1638.0    0.920409  -0.573780
 1639.0    0.924556  -0.572877
 1640.0    0.928702  -0.571975
 1641.0    0.933167  -0.570595
 1642.0    0.937632  -0.569215
 1643.0    0.942097  -0.567835
 1644.0    0.946562  -0.566454
 1645.0    0.951027  -0.565074
 1646.0    0.955766  -0.563149
 1647.0    0.960504  -0.561223
 1648.0    0.965243  -0.559297
 1649.0    0.969981  -0.557371
 1650.0    0.974720  -0.555446
 1651.0    0.979719  -0.552897
 1652.0    0.984718  -0.550349
 1653.0    0.989717  -0.547800
 1654.0    0.994716  -0.545251
 1655.0    0.999715  -0.542703
 1656.0    1.004922  -0.539407
 1657.0    1.010128  -0.536110
 1658.0    1.015334  -0.532814
 1659.0    1.020540  -0.529518
 1660.0    1.025747  -0.526222
 1661.0    1.031006  -0.522309
 1662.0    1.036266  -0.518396
 1663.0    1.041526  -0.514484
 1664.0    1.046786  -0.510571
 1665.0    1.052046  -0.506658
 1666.0    1.057332  -0.501884
 1667.0    1.062618  -0.497111
 1668.0    1.067904  -0.492337
 1669.0    1.073191  -0.487563
 1670.0    1.078477  -0.482789
 1671.0    1.083676  -0.477204
 1672.0    1.088875  -0.471618
 1673.0    1.094074  -0.466032
 1674.0    1.099273  -0.460446
 1675.0    1.104472  -0.454861
 1676.0    1.109478  -0.448446
 1677.0    1.114484  -0.442031
 1678.0    1.119491  -0.435616
 1679.0    1.124497  -0.429201
 1680.0    1.129503  -0.422786
 1681.0    1.134114  -0.415570
 1682.0    1.138726  -0.408354
 1683.0    1.143337  -0.401138
 1684.0    1.147949  -0.393922
 1685.0    1.152560  -0.386706
 1686.0    1.156549  -0.378714
 1687.0    1.160537  -0.370722
 1688.0    1.164526  -0.362730
 1689.0    1.168515  -0.354738
 1690.0    1.172503  -0.346746
 1691.0    1.175931  -0.338039
 1692.0    1.179360  -0.329332
 1693.0    1.182788  -0.320625
 1694.0    1.186216  -0.311918
 1695.0    1.189645  -0.303212
 1696.0    1.192434  -0.293893
 1697.0    1.195224  -0.284574
 1698.0    1.198014  -0.275254
 1699.0    1.200804  -0.265935
 1700.0    1.203593  -0.256616
 1701.0    1.205683  -0.246784
 1702.0    1.207774  -0.236951
 1703.0    1.209864  -0.227119
 1704.0    1.211954  -0.217287
 1705.0    1.214044  -0.207454
 1706.0    1.215385  -0.197211
 1707.0    1.216726  -0.186969
 1708.0    1.218068  -0.176726
 1709.0    1.219409  -0.166483
 1710.0    1.220750  -0.156240
 1711.0    1.221336  -0.145697
 1712.0    1.221922  -0.135153
 1713.0    1.222508  -0.124610
 1714.0    1.223094  -0.114066
 1715.0    1.223680  -0.103523
 1716.0    1.223485  -0.092774
 1717.0    1.223290  -0.082026
 1718.0    1.223095  -0.071277
 1719.0    1.222901  -0.060529
 1720.0    1.222706  -0.049780
 1721.0    1.221748  -0.038921
 1722.0    1.220791  -0.028061
 1723.0    1.219834  -0.017202
 1724.0    1.218876  -0.006342
 1725.0    1.217919   0.004517
 1726.0    1.216223   0.015406
 1727.0    1.214527   0.026296
 1728.0    1.212831   0.037185
 1729.0    1.211135   0.048074
 1730.0    1.209439   0.058964
 1731.0    1.207037   0.069811
 1732.0    1.204635   0.080658
 1733.0    1.202234   0.091505
 1734.0    1.199832   0.102352
 1735.0    1.197430   0.113199
 1736.0    1.194363   0.123946
 1737.0    1.191295   0.134694
 1738.0    1.188228   0.145442
 1739.0    1.185160   0.156189
 1740.0    1.182093   0.166937
 1741.0    1.178402   0.177542
 1742.0    1.174711   0.188147
 1743.0    1.171020   0.198751
 1744.0    1.167329   0.209356
 1745.0    1.163638   0.219961
 1746.0    1.159365   0.230389
 1747.0    1.155092   0.240817
 1748.0    1.150820   0.251245
 1749.0    1.146547   0.261673
 1750.0    1.142275   0.272101
 1751.0    1.137461   0.282329
 1752.0    1.132647   0.292556
 1753.0    1.127833   0.302783
 1754.0    1.123019   0.313010
 1755.0    1.118205   0.323237
 1756.0    1.112885   0.333248
 1757.0    1.107566   0.343260
 1758.0    1.102246   0.353271
 1759.0    1.096926   0.363282
 1760.0    1.091607   0.373294
 1761.0    1.085812   0.383080
 1762.0    1.080017   0.392867
 1763.0    1.074222   0.402654
 1764.0    1.068427   0.412440
 1765.0    1.062632   0.422227
 1766.0    1.056386   0.431785
 1767.0    1.050140   0.441344
 1768.0    1.043894   0.450903
 1769.0    1.037648   0.460461
 1770.0    1.031402   0.470020
 1771.0    1.024722   0.479349
 1772.0    1.018043   0.488679
 1773.0    1.011364   0.498009
 1774.0    1.004684   0.507338
 1775.0    0.998005   0.516668
 1776.0    0.990903   0.525768
 1777.0    0.983802   0.534869
 1778.0    0.976700   0.543969
 1779.0    0.969598   0.553070
 1780.0    0.962497   0.562170
 1781.0    0.954977   0.571042
 1782.0    0.947458   0.579913
 1783.0    0.939939   0.588785
 1784.0    0.932419   0.597656
 1785.0    0.924900   0.606528
 1786.0    0.916961   0.615169
 1787.0    0.909023   0.623809
 1788.0    0.901084   0.632450
 1789.0    0.893146   0.641091
 1790.0    0.885207   0.649732
 1791.0    0.876842   0.658137
 1792.0    0.868478   0.666542
 1793.0    0.860113   0.674947
 1794.0    0.851748   0.683352
 1795.0    0.843383   0.691757
 1796.0    0.834580   0.699917
 1797.0    0.825777   0.708076
 1798.0    0.816974   0.716236
 1799.0    0.808171   0.724395
 1800.0    0.799368   0.732555
 1801.0    0.790105   0.740490
 1802.0    0.780841   0.748425
 1803.0    0.771578   0.756360
 1804.0    0.762314   0.764295
 1805.0    0.753050   0.772230
 1806.0    0.743266   0.780105
 1807.0    0.733481   0.787980
 1808.0    0.723696   0.795855
 1809.0    0.713911   0.803730
 1810.0    0.704126   0.811605
 1811.0    0.693978   0.818573
 1812.0    0.683829   0.825541
 1813.0    0.673681   0.832509
 1814.0    0.663532   0.839477
 1815.0    0.653383   0.846446
 1816.0    0.642641   0.853441
 1817.0    0.631898   0.860436
 1818.0    0.621155   0.867431
 1819.0    0.610412   0.874426
 1820.0    0.599669   0.881421
 1821.0    0.588407   0.887977
 1822.0    0.577145   0.894532
 1823.0    0.565883   0.901088
 1824.0    0.554621   0.907644
 1825.0    0.543359   0.914200
 1826.0    0.531555   0.920301
 1827.0    0.519750   0.926403
 1828.0    0.507945   0.932504
 1829.0    0.496141   0.938605
 1830.0    0.484336   0.944707
 1831.0    0.471980   0.950288
 1832.0    0.459624   0.955869
 1833.0    0.447269   0.961450
 1834.0    0.434913   0.967031
 1835.0    0.422557   0.972612
 1836.0    0.409652   0.977598
 1837.0    0.396747   0.982583
 1838.0    0.383842   0.987569
 1839.0    0.370937   0.992555
 1840.0    0.358031   0.997540
 1841.0    0.344588   1.001856
 1842.0    0.331145   1.006172
 1843.0    0.317702   1.010488
 1844.0    0.304259   1.014804
 1845.0    0.290815   1.019120
 1846.0    0.275905   1.023294
 1847.0    0.260994   1.027468
 1848.0    0.246083   1.031643
 1849.0    0.231173   1.035817
 1850.0    0.216262   1.039991
 1851.0    0.202802   1.042025
 1852.0    0.189342   1.044059
 1853.0    0.175882   1.046092
 1854.0    0.162423   1.048126
 1855.0    0.148963   1.050160
 1856.0    0.134134   1.051883
 1857.0    0.119304   1.053606
 1858.0    0.104475   1.055330
 1859.0    0.089646   1.057053
 1860.0    0.074817   1.058776
 1861.0    0.059660   1.059453
 1862.0    0.044502   1.060130
 1863.0    0.029345   1.060808
 1864.0    0.014188   1.061485
 1865.0   -0.000969   1.062162
 1866.0   -0.016355   1.061709
 1867.0   -0.031740   1.061257
 1868.0   -0.047125   1.060804
 1869.0   -0.062510   1.060351
 1870.0   -0.077895   1.059899
 1871.0   -0.093387   1.058245
 1872.0   -0.108879   1.056591
 1873.0   -0.124372   1.054937
 1874.0   -0.139864   1.053283
 1875.0   -0.155356   1.051629
 1876.0   -0.170818   1.048720
 1877.0   -0.186280   1.045811
 1878.0   -0.201742   1.042901
 1879.0   -0.217204   1.039992
 1880.0   -0.232666   1.037082
 1881.0   -0.247944   1.032885
 1882.0   -0.263222   1.028688
 1883.0   -0.278500   1.024491
 1884.0   -0.293778   1.020294
 1885.0   -0.309056   1.016096
 1886.0   -0.323987   1.010605
 1887.0   -0.338918   1.005113
 1888.0   -0.353850   0.999622
 1889.0   -0.368781   0.994130
 1890.0   -0.383712   0.988638
 1891.0   -0.398129   0.981874
 1892.0   -0.412545   0.975111
 1893.0   -0.426961   0.968347
 1894.0   -0.441378   0.961583
 1895.0   -0.455794   0.954819
 1896.0   -0.469529   0.946835
 1897.0   -0.483264   0.938852
 1898.0   -0.496999   0.930868
 1899.0   -0.510734   0.922884
 1900.0   -0.524469   0.914900
 1901.0   -0.537365   0.905779
 1902.0   -0.550260   0.896657
 1903.0   -0.563156   0.887536
 1904.0   -0.576052   0.878414
 1905.0   -0.588947   0.869293
 1906.0   -0.600861   0.859143
 1907.0   -0.612774   0.848993
 1908.0   -0.624688   0.838843
 1909.0   -0.636602   0.828693
 1910.0   -0.648515   0.818543
 1911.0   -0.659324   0.807499
 1912.0   -0.670133   0.796455
 1913.0   -0.680942   0.785411
 1914.0   -0.691751   0.774366
 1915.0   -0.702560   0.763322
 1916.0   -0.712169   0.751534
 1917.0   -0.721778   0.739747
 1918.0   -0.731386   0.727959
 1919.0   -0.740995   0.716172
