   W         M2+(eta_p)
 (MeV)      Re         Im
 1486.0    0.000281  -0.000157
 1487.0    0.000666  -0.000531
 1488.0    0.001052  -0.000905
 1489.0    0.001438  -0.001280
 1490.0    0.001823  -0.001654
 1491.0    0.002209  -0.002029
 1492.0    0.002595  -0.002403
 1493.0    0.002980  -0.002777
 1494.0    0.003366  -0.003152
 1495.0    0.003751  -0.003526
 1496.0    0.004110  -0.003903
 1497.0    0.004468  -0.004280
 1498.0    0.004826  -0.004656
 1499.0    0.005184  -0.005033
 1500.0    0.005542  -0.005410
 1501.0    0.005875  -0.005793
 1502.0    0.006208  -0.006176
 1503.0    0.006541  -0.006558
 1504.0    0.006874  -0.006941
 1505.0    0.007207  -0.007324
 1506.0    0.007516  -0.007714
 1507.0    0.007824  -0.008105
 1508.0    0.008133  -0.008495
 1509.0    0.008441  -0.008886
 1510.0    0.008750  -0.009276
 1511.0    0.009036  -0.009677
 1512.0    0.009322  -0.010077
 1513.0    0.009608  -0.010478
 1514.0    0.009894  -0.010879
 1515.0    0.010180  -0.011279
 1516.0    0.010446  -0.011693
 1517.0    0.010711  -0.012107
 1518.0    0.010977  -0.012521
 1519.0    0.011242  -0.012935
 1520.0    0.011507  -0.013348
 1521.0    0.011755  -0.013778
 1522.0    0.012003  -0.014208
 1523.0    0.012251  -0.014637
 1524.0    0.012499  -0.015067
 1525.0    0.012747  -0.015497
 1526.0    0.012980  -0.015945
 1527.0    0.013214  -0.016394
 1528.0    0.013447  -0.016843
 1529.0    0.013681  -0.017291
 1530.0    0.013914  -0.017740
 1531.0    0.014137  -0.018210
 1532.0    0.014360  -0.018680
 1533.0    0.014583  -0.019150
 1534.0    0.014805  -0.019620
 1535.0    0.015028  -0.020090
 1536.0    0.015245  -0.020585
 1537.0    0.015462  -0.021079
 1538.0    0.015679  -0.021574
 1539.0    0.015896  -0.022069
 1540.0    0.016113  -0.022563
 1541.0    0.016329  -0.023085
 1542.0    0.016545  -0.023606
 1543.0    0.016761  -0.024127
 1544.0    0.016977  -0.024649
 1545.0    0.017193  -0.025170
 1546.0    0.017415  -0.025722
 1547.0    0.017637  -0.026273
 1548.0    0.017859  -0.026824
 1549.0    0.018081  -0.027375
 1550.0    0.018303  -0.027926
 1551.0    0.018537  -0.028508
 1552.0    0.018771  -0.029089
 1553.0    0.019005  -0.029671
 1554.0    0.019239  -0.030252
 1555.0    0.019473  -0.030834
 1556.0    0.019728  -0.031448
 1557.0    0.019982  -0.032061
 1558.0    0.020237  -0.032675
 1559.0    0.020491  -0.033289
 1560.0    0.020746  -0.033902
 1561.0    0.021030  -0.034548
 1562.0    0.021314  -0.035194
 1563.0    0.021598  -0.035840
 1564.0    0.021882  -0.036486
 1565.0    0.022166  -0.037131
 1566.0    0.022490  -0.037808
 1567.0    0.022813  -0.038485
 1568.0    0.023137  -0.039161
 1569.0    0.023460  -0.039838
 1570.0    0.023784  -0.040515
 1571.0    0.024157  -0.041219
 1572.0    0.024531  -0.041924
 1573.0    0.024904  -0.042629
 1574.0    0.025278  -0.043334
 1575.0    0.025652  -0.044038
 1576.0    0.026088  -0.044767
 1577.0    0.026525  -0.045496
 1578.0    0.026961  -0.046225
 1579.0    0.027398  -0.046954
 1580.0    0.027835  -0.047683
 1581.0    0.028343  -0.048427
 1582.0    0.028852  -0.049170
 1583.0    0.029361  -0.049914
 1584.0    0.029869  -0.050657
 1585.0    0.030378  -0.051401
 1586.0    0.030973  -0.052151
 1587.0    0.031569  -0.052901
 1588.0    0.032164  -0.053651
 1589.0    0.032760  -0.054401
 1590.0    0.033355  -0.055151
 1591.0    0.034048  -0.055893
 1592.0    0.034741  -0.056635
 1593.0    0.035434  -0.057377
 1594.0    0.036126  -0.058119
 1595.0    0.036819  -0.058861
 1596.0    0.037620  -0.059578
 1597.0    0.038420  -0.060295
 1598.0    0.039220  -0.061012
 1599.0    0.040021  -0.061729
 1600.0    0.040821  -0.062446
 1601.0    0.041736  -0.063117
 1602.0    0.042651  -0.063788
 1603.0    0.043566  -0.064458
