   W          E6-(pi+_n)
 (MeV)       Re        Im
 1080.00    0.00003   0.00000
 1081.00    0.00004   0.00000
 1082.00    0.00005   0.00000
 1083.00    0.00007   0.00000
 1084.00    0.00009   0.00000
 1085.00    0.00012   0.00000
 1086.00    0.00015   0.00000
 1087.00    0.00019   0.00000
 1088.00    0.00023   0.00000
 1089.00    0.00027   0.00000
 1090.00    0.00032   0.00000
 1091.00    0.00037   0.00000
 1092.00    0.00043   0.00000
 1093.00    0.00050   0.00000
 1094.00    0.00056   0.00000
 1095.00    0.00064   0.00000
 1096.00    0.00072   0.00000
 1097.00    0.00080   0.00000
 1098.00    0.00089   0.00000
 1099.00    0.00099   0.00000
 1100.00    0.00109   0.00000
 1101.00    0.00120   0.00000
 1102.00    0.00131   0.00000
 1103.00    0.00142   0.00000
 1104.00    0.00155   0.00000
 1105.00    0.00167   0.00000
 1106.00    0.00181   0.00000
 1107.00    0.00195   0.00000
 1108.00    0.00209   0.00000
 1109.00    0.00224   0.00000
 1110.00    0.00239   0.00000
 1111.00    0.00255   0.00000
 1112.00    0.00271   0.00000
 1113.00    0.00288   0.00000
 1114.00    0.00305   0.00000
 1115.00    0.00323   0.00000
 1116.00    0.00341   0.00000
 1117.00    0.00360   0.00000
 1118.00    0.00379   0.00000
 1119.00    0.00399   0.00000
 1120.00    0.00419   0.00000
 1121.00    0.00439   0.00000
 1122.00    0.00460   0.00000
 1123.00    0.00482   0.00000
 1124.00    0.00503   0.00000
 1125.00    0.00526   0.00000
 1126.00    0.00548   0.00000
 1127.00    0.00571   0.00000
 1128.00    0.00594   0.00000
 1129.00    0.00618   0.00000
 1130.00    0.00642   0.00000
 1131.00    0.00667   0.00000
 1132.00    0.00691   0.00000
 1133.00    0.00716   0.00000
 1134.00    0.00742   0.00000
 1135.00    0.00768   0.00000
 1136.00    0.00794   0.00000
 1137.00    0.00820   0.00000
 1138.00    0.00847   0.00000
 1139.00    0.00874   0.00000
 1140.00    0.00901   0.00000
 1141.00    0.00929   0.00000
 1142.00    0.00956   0.00000
 1143.00    0.00984   0.00000
 1144.00    0.01013   0.00000
 1145.00    0.01041   0.00000
 1146.00    0.01070   0.00000
 1147.00    0.01099   0.00000
 1148.00    0.01128   0.00000
 1149.00    0.01158   0.00000
 1150.00    0.01187   0.00000
 1151.00    0.01217   0.00000
 1152.00    0.01247   0.00000
 1153.00    0.01277   0.00000
 1154.00    0.01308   0.00000
 1155.00    0.01338   0.00000
 1156.00    0.01369   0.00000
 1157.00    0.01400   0.00000
 1158.00    0.01431   0.00000
 1159.00    0.01462   0.00000
 1160.00    0.01494   0.00000
 1161.00    0.01525   0.00000
 1162.00    0.01557   0.00000
 1163.00    0.01589   0.00000
 1164.00    0.01621   0.00000
 1165.00    0.01653   0.00000
 1166.00    0.01685   0.00000
 1167.00    0.01717   0.00000
 1168.00    0.01749   0.00000
 1169.00    0.01782   0.00000
 1170.00    0.01814   0.00000
 1171.00    0.01847   0.00000
 1172.00    0.01879   0.00000
 1173.00    0.01912   0.00000
 1174.00    0.01945   0.00000
 1175.00    0.01977   0.00000
 1176.00    0.02010   0.00000
 1177.00    0.02043   0.00000
 1178.00    0.02076   0.00000
 1179.00    0.02109   0.00000
 1180.00    0.02142   0.00000
 1181.00    0.02175   0.00000
 1182.00    0.02209   0.00000
 1183.00    0.02242   0.00000
 1184.00    0.02275   0.00000
 1185.00    0.02308   0.00000
 1186.00    0.02341   0.00000
 1187.00    0.02374   0.00000
 1188.00    0.02408   0.00000
 1189.00    0.02441   0.00000
 1190.00    0.02474   0.00000
 1191.00    0.02507   0.00000
 1192.00    0.02541   0.00000
 1193.00    0.02574   0.00000
 1194.00    0.02607   0.00000
 1195.00    0.02640   0.00000
 1196.00    0.02673   0.00000
 1197.00    0.02706   0.00000
 1198.00    0.02739   0.00000
 1199.00    0.02773   0.00000
 1200.00    0.02806   0.00000
 1201.00    0.02839   0.00000
 1202.00    0.02872   0.00000
 1203.00    0.02904   0.00000
 1204.00    0.02937   0.00000
 1205.00    0.02970   0.00000
 1206.00    0.03003   0.00000
 1207.00    0.03036   0.00000
 1208.00    0.03068   0.00000
 1209.00    0.03101   0.00000
 1210.00    0.03134   0.00000
 1211.00    0.03166   0.00000
 1212.00    0.03199   0.00000
 1213.00    0.03231   0.00000
 1214.00    0.03263   0.00000
 1215.00    0.03296   0.00000
 1216.00    0.03328   0.00000
 1217.00    0.03360   0.00000
 1218.00    0.03392   0.00000
 1219.00    0.03424   0.00000
 1220.00    0.03456   0.00000
 1221.00    0.03488   0.00000
 1222.00    0.03520   0.00000
 1223.00    0.03551   0.00000
 1224.00    0.03583   0.00000
 1225.00    0.03614   0.00000
 1226.00    0.03646   0.00000
 1227.00    0.03677   0.00000
 1228.00    0.03708   0.00000
 1229.00    0.03739   0.00000
 1230.00    0.03771   0.00000
 1231.00    0.03801   0.00000
 1232.00    0.03832   0.00000
 1233.00    0.03863   0.00000
 1234.00    0.03894   0.00000
 1235.00    0.03924   0.00000
 1236.00    0.03955   0.00000
 1237.00    0.03985   0.00000
 1238.00    0.04016   0.00000
 1239.00    0.04046   0.00000
 1240.00    0.04076   0.00000
 1241.00    0.04106   0.00000
 1242.00    0.04136   0.00000
 1243.00    0.04166   0.00000
 1244.00    0.04195   0.00000
 1245.00    0.04225   0.00000
 1246.00    0.04254   0.00000
 1247.00    0.04284   0.00000
 1248.00    0.04313   0.00000
 1249.00    0.04342   0.00000
 1250.00    0.04371   0.00000
 1251.00    0.04400   0.00000
 1252.00    0.04429   0.00000
 1253.00    0.04458   0.00000
 1254.00    0.04486   0.00000
 1255.00    0.04515   0.00000
 1256.00    0.04543   0.00000
 1257.00    0.04571   0.00000
 1258.00    0.04599   0.00000
 1259.00    0.04628   0.00000
 1260.00    0.04655   0.00000
 1261.00    0.04683   0.00000
 1262.00    0.04711   0.00000
 1263.00    0.04739   0.00000
 1264.00    0.04766   0.00000
 1265.00    0.04793   0.00000
 1266.00    0.04821   0.00000
 1267.00    0.04848   0.00000
 1268.00    0.04875   0.00000
 1269.00    0.04902   0.00000
 1270.00    0.04928   0.00000
 1271.00    0.04955   0.00000
 1272.00    0.04981   0.00000
 1273.00    0.05008   0.00000
 1274.00    0.05034   0.00000
 1275.00    0.05060   0.00000
 1276.00    0.05086   0.00000
 1277.00    0.05112   0.00000
 1278.00    0.05138   0.00000
 1279.00    0.05164   0.00000
 1280.00    0.05189   0.00000
 1281.00    0.05215   0.00000
 1282.00    0.05240   0.00000
 1283.00    0.05265   0.00000
 1284.00    0.05291   0.00000
 1285.00    0.05316   0.00000
 1286.00    0.05340   0.00000
 1287.00    0.05365   0.00000
 1288.00    0.05390   0.00000
 1289.00    0.05414   0.00000
 1290.00    0.05439   0.00000
 1291.00    0.05463   0.00000
 1292.00    0.05487   0.00000
 1293.00    0.05511   0.00000
 1294.00    0.05535   0.00000
 1295.00    0.05559   0.00000
 1296.00    0.05583   0.00000
 1297.00    0.05606   0.00000
 1298.00    0.05630   0.00000
 1299.00    0.05653   0.00000
 1300.00    0.05676   0.00000
 1301.00    0.05699   0.00000
 1302.00    0.05722   0.00000
 1303.00    0.05745   0.00000
 1304.00    0.05768   0.00000
 1305.00    0.05791   0.00000
 1306.00    0.05813   0.00000
 1307.00    0.05835   0.00000
 1308.00    0.05858   0.00000
 1309.00    0.05880   0.00000
 1310.00    0.05902   0.00000
 1311.00    0.05924   0.00000
 1312.00    0.05946   0.00000
 1313.00    0.05967   0.00000
 1314.00    0.05989   0.00000
 1315.00    0.06011   0.00000
 1316.00    0.06032   0.00000
 1317.00    0.06053   0.00000
 1318.00    0.06074   0.00000
 1319.00    0.06095   0.00000
 1320.00    0.06116   0.00000
 1321.00    0.06137   0.00000
 1322.00    0.06158   0.00000
 1323.00    0.06178   0.00000
 1324.00    0.06199   0.00000
 1325.00    0.06219   0.00000
 1326.00    0.06239   0.00000
 1327.00    0.06260   0.00000
 1328.00    0.06280   0.00000
 1329.00    0.06299   0.00000
 1330.00    0.06319   0.00000
 1331.00    0.06339   0.00000
 1332.00    0.06359   0.00000
 1333.00    0.06378   0.00000
 1334.00    0.06397   0.00000
 1335.00    0.06417   0.00000
 1336.00    0.06436   0.00000
 1337.00    0.06455   0.00000
 1338.00    0.06474   0.00000
 1339.00    0.06493   0.00000
 1340.00    0.06511   0.00000
 1341.00    0.06530   0.00000
 1342.00    0.06548   0.00000
 1343.00    0.06567   0.00000
 1344.00    0.06585   0.00000
 1345.00    0.06603   0.00000
 1346.00    0.06621   0.00000
 1347.00    0.06639   0.00000
 1348.00    0.06657   0.00000
 1349.00    0.06675   0.00000
 1350.00    0.06693   0.00000
 1351.00    0.06710   0.00000
 1352.00    0.06728   0.00000
 1353.00    0.06745   0.00000
 1354.00    0.06762   0.00000
 1355.00    0.06780   0.00000
 1356.00    0.06797   0.00000
 1357.00    0.06814   0.00000
 1358.00    0.06831   0.00000
 1359.00    0.06847   0.00000
 1360.00    0.06864   0.00000
 1361.00    0.06881   0.00000
 1362.00    0.06897   0.00000
 1363.00    0.06913   0.00000
 1364.00    0.06930   0.00000
 1365.00    0.06946   0.00000
 1366.00    0.06962   0.00000
 1367.00    0.06978   0.00000
 1368.00    0.06994   0.00000
 1369.00    0.07010   0.00000
 1370.00    0.07025   0.00000
 1371.00    0.07041   0.00000
 1372.00    0.07056   0.00000
 1373.00    0.07072   0.00000
 1374.00    0.07087   0.00000
 1375.00    0.07102   0.00000
 1376.00    0.07118   0.00000
 1377.00    0.07133   0.00000
 1378.00    0.07148   0.00000
 1379.00    0.07162   0.00000
 1380.00    0.07177   0.00000
 1381.00    0.07192   0.00000
 1382.00    0.07206   0.00000
 1383.00    0.07221   0.00000
 1384.00    0.07235   0.00000
 1385.00    0.07250   0.00000
 1386.00    0.07264   0.00000
 1387.00    0.07278   0.00000
 1388.00    0.07292   0.00000
 1389.00    0.07306   0.00000
 1390.00    0.07320   0.00000
 1391.00    0.07334   0.00000
 1392.00    0.07347   0.00000
 1393.00    0.07361   0.00000
 1394.00    0.07375   0.00000
 1395.00    0.07388   0.00000
 1396.00    0.07401   0.00000
 1397.00    0.07415   0.00000
 1398.00    0.07428   0.00000
 1399.00    0.07441   0.00000
 1400.00    0.07454   0.00000
 1401.00    0.07467   0.00000
 1402.00    0.07480   0.00000
 1403.00    0.07493   0.00000
 1404.00    0.07505   0.00000
 1405.00    0.07518   0.00000
 1406.00    0.07530   0.00000
 1407.00    0.07543   0.00000
 1408.00    0.07555   0.00000
 1409.00    0.07568   0.00000
 1410.00    0.07580   0.00000
 1411.00    0.07592   0.00000
 1412.00    0.07604   0.00000
 1413.00    0.07616   0.00000
 1414.00    0.07628   0.00000
 1415.00    0.07640   0.00000
 1416.00    0.07651   0.00000
 1417.00    0.07663   0.00000
 1418.00    0.07675   0.00000
 1419.00    0.07686   0.00000
 1420.00    0.07698   0.00000
 1421.00    0.07709   0.00000
 1422.00    0.07720   0.00000
 1423.00    0.07732   0.00000
 1424.00    0.07743   0.00000
 1425.00    0.07754   0.00000
 1426.00    0.07765   0.00000
 1427.00    0.07776   0.00000
 1428.00    0.07786   0.00000
 1429.00    0.07797   0.00000
 1430.00    0.07808   0.00000
 1431.00    0.07819   0.00000
 1432.00    0.07829   0.00000
 1433.00    0.07840   0.00000
 1434.00    0.07850   0.00000
 1435.00    0.07860   0.00000
 1436.00    0.07871   0.00000
 1437.00    0.07881   0.00000
 1438.00    0.07891   0.00000
 1439.00    0.07901   0.00000
 1440.00    0.07911   0.00000
 1441.00    0.07921   0.00000
 1442.00    0.07931   0.00000
 1443.00    0.07941   0.00000
 1444.00    0.07950   0.00000
 1445.00    0.07960   0.00000
 1446.00    0.07970   0.00000
 1447.00    0.07979   0.00000
 1448.00    0.07989   0.00000
 1449.00    0.07998   0.00000
 1450.00    0.08007   0.00000
 1451.00    0.08017   0.00000
 1452.00    0.08026   0.00000
 1453.00    0.08035   0.00000
 1454.00    0.08044   0.00000
 1455.00    0.08053   0.00000
 1456.00    0.08062   0.00000
 1457.00    0.08071   0.00000
 1458.00    0.08080   0.00000
 1459.00    0.08088   0.00000
 1460.00    0.08097   0.00000
 1461.00    0.08106   0.00000
 1462.00    0.08114   0.00000
 1463.00    0.08123   0.00000
 1464.00    0.08131   0.00000
 1465.00    0.08139   0.00000
 1466.00    0.08148   0.00000
 1467.00    0.08156   0.00000
 1468.00    0.08164   0.00000
 1469.00    0.08172   0.00000
 1470.00    0.08181   0.00000
 1471.00    0.08189   0.00000
 1472.00    0.08196   0.00000
 1473.00    0.08204   0.00000
 1474.00    0.08212   0.00000
 1475.00    0.08220   0.00000
 1476.00    0.08228   0.00000
 1477.00    0.08235   0.00000
 1478.00    0.08243   0.00000
 1479.00    0.08251   0.00000
 1480.00    0.08258   0.00000
 1481.00    0.08266   0.00000
 1482.00    0.08273   0.00000
 1483.00    0.08280   0.00000
 1484.00    0.08288   0.00000
 1485.00    0.08295   0.00000
 1486.00    0.08302   0.00000
 1487.00    0.08309   0.00000
 1488.00    0.08316   0.00000
 1489.00    0.08323   0.00000
 1490.00    0.08330   0.00000
 1491.00    0.08337   0.00000
 1492.00    0.08344   0.00000
 1493.00    0.08351   0.00000
 1494.00    0.08358   0.00000
