   W         M3+(pi+_n)
 (MeV)      Re      Im
 1080.0   -0.004   0.000
 1081.0   -0.004   0.000
 1082.0   -0.005   0.000
 1083.0   -0.006   0.000
 1084.0   -0.007   0.000
 1085.0   -0.008   0.000
 1086.0   -0.009   0.000
 1087.0   -0.010   0.000
 1088.0   -0.011   0.000
 1089.0   -0.012   0.000
 1090.0   -0.013   0.000
 1091.0   -0.014   0.000
 1092.0   -0.015   0.000
 1093.0   -0.016   0.000
 1094.0   -0.017   0.000
 1095.0   -0.019   0.000
 1096.0   -0.020   0.000
 1097.0   -0.021   0.000
 1098.0   -0.022   0.000
 1099.0   -0.023   0.000
 1100.0   -0.025   0.000
 1101.0   -0.026   0.000
 1102.0   -0.027   0.000
 1103.0   -0.028   0.000
 1104.0   -0.030   0.000
 1105.0   -0.031   0.000
 1106.0   -0.032   0.000
 1107.0   -0.033   0.000
 1108.0   -0.035   0.000
 1109.0   -0.036   0.000
 1110.0   -0.037   0.000
 1111.0   -0.038   0.000
 1112.0   -0.040   0.000
 1113.0   -0.041   0.000
 1114.0   -0.042   0.000
 1115.0   -0.044   0.000
 1116.0   -0.045   0.000
 1117.0   -0.046   0.000
 1118.0   -0.047   0.000
 1119.0   -0.049   0.000
 1120.0   -0.050   0.000
 1121.0   -0.051   0.000
 1122.0   -0.053   0.000
 1123.0   -0.054   0.000
 1124.0   -0.055   0.000
 1125.0   -0.057   0.000
 1126.0   -0.058   0.000
 1127.0   -0.059   0.000
 1128.0   -0.060   0.000
 1129.0   -0.062   0.000
 1130.0   -0.063   0.000
 1131.0   -0.064   0.000
 1132.0   -0.066   0.000
 1133.0   -0.067   0.000
 1134.0   -0.068   0.000
 1135.0   -0.070   0.000
 1136.0   -0.071   0.000
 1137.0   -0.072   0.000
 1138.0   -0.073   0.000
 1139.0   -0.075   0.000
 1140.0   -0.076   0.000
 1141.0   -0.077   0.000
 1142.0   -0.079   0.000
 1143.0   -0.080   0.000
 1144.0   -0.081   0.000
 1145.0   -0.082   0.000
 1146.0   -0.084   0.000
 1147.0   -0.085   0.000
 1148.0   -0.086   0.000
 1149.0   -0.087   0.000
 1150.0   -0.089   0.000
 1151.0   -0.090   0.000
 1152.0   -0.091   0.000
 1153.0   -0.092   0.000
 1154.0   -0.094   0.000
 1155.0   -0.095   0.000
 1156.0   -0.096   0.000
 1157.0   -0.097   0.000
 1158.0   -0.098   0.000
 1159.0   -0.100   0.000
 1160.0   -0.101   0.000
 1161.0   -0.102   0.000
 1162.0   -0.103   0.000
 1163.0   -0.105   0.000
 1164.0   -0.106   0.000
 1165.0   -0.107   0.000
 1166.0   -0.108   0.000
 1167.0   -0.109   0.000
 1168.0   -0.110   0.000
 1169.0   -0.112   0.000
 1170.0   -0.113   0.000
 1171.0   -0.114   0.000
 1172.0   -0.115   0.000
 1173.0   -0.116   0.000
 1174.0   -0.118   0.000
 1175.0   -0.119   0.000
 1176.0   -0.120   0.000
 1177.0   -0.121   0.000
 1178.0   -0.122   0.000
 1179.0   -0.123   0.000
 1180.0   -0.124   0.000
 1181.0   -0.125   0.000
 1182.0   -0.127   0.000
 1183.0   -0.128   0.000
 1184.0   -0.129   0.000
 1185.0   -0.130   0.000
 1186.0   -0.131   0.000
 1187.0   -0.132   0.000
 1188.0   -0.133   0.000
 1189.0   -0.134   0.000
 1190.0   -0.135   0.000
 1191.0   -0.137   0.000
 1192.0   -0.138   0.000
 1193.0   -0.139   0.000
 1194.0   -0.140   0.000
 1195.0   -0.141   0.000
 1196.0   -0.142   0.000
 1197.0   -0.143   0.000
 1198.0   -0.144   0.000
 1199.0   -0.145   0.000
 1200.0   -0.146   0.000
 1201.0   -0.147   0.000
 1202.0   -0.148   0.000
 1203.0   -0.149   0.000
 1204.0   -0.150   0.000
 1205.0   -0.151   0.000
 1206.0   -0.152   0.000
 1207.0   -0.153   0.000
 1208.0   -0.154   0.000
 1209.0   -0.156   0.000
 1210.0   -0.157   0.000
 1211.0   -0.158   0.000
 1212.0   -0.159   0.000
 1213.0   -0.160   0.000
 1214.0   -0.161   0.000
 1215.0   -0.162   0.000
 1216.0   -0.163   0.000
 1217.0   -0.164   0.000
 1218.0   -0.165   0.000
 1219.0   -0.165   0.000
 1220.0   -0.166   0.000
 1221.0   -0.167   0.000
 1222.0   -0.168   0.000
 1223.0   -0.169   0.000
 1224.0   -0.170   0.000
 1225.0   -0.171   0.000
 1226.0   -0.172   0.000
 1227.0   -0.173   0.000
 1228.0   -0.174   0.000
 1229.0   -0.175   0.000
 1230.0   -0.176   0.000
 1231.0   -0.177   0.000
 1232.0   -0.178   0.000
 1233.0   -0.179   0.000
 1234.0   -0.180   0.000
 1235.0   -0.181   0.000
 1236.0   -0.182   0.000
 1237.0   -0.183   0.000
 1238.0   -0.183   0.000
 1239.0   -0.184   0.000
 1240.0   -0.185   0.000
 1241.0   -0.186   0.000
 1242.0   -0.187   0.000
 1243.0   -0.188   0.000
 1244.0   -0.189   0.000
 1245.0   -0.190   0.000
 1246.0   -0.191   0.000
 1247.0   -0.192   0.000
 1248.0   -0.192   0.000
 1249.0   -0.193   0.000
 1250.0   -0.194   0.000
 1251.0   -0.195   0.000
 1252.0   -0.196   0.000
 1253.0   -0.197   0.000
 1254.0   -0.198   0.000
 1255.0   -0.199   0.000
 1256.0   -0.199   0.000
 1257.0   -0.200   0.000
 1258.0   -0.201   0.000
 1259.0   -0.202   0.000
 1260.0   -0.203   0.000
 1261.0   -0.204   0.000
 1262.0   -0.204   0.000
 1263.0   -0.205   0.000
 1264.0   -0.206   0.000
 1265.0   -0.207   0.000
 1266.0   -0.208   0.000
 1267.0   -0.209   0.000
 1268.0   -0.209   0.000
 1269.0   -0.210   0.000
 1270.0   -0.211   0.000
 1271.0   -0.212  -0.001
 1272.0   -0.213  -0.001
 1273.0   -0.214  -0.001
 1274.0   -0.214  -0.001
 1275.0   -0.215  -0.001
 1276.0   -0.216  -0.001
 1277.0   -0.217  -0.001
 1278.0   -0.218  -0.001
 1279.0   -0.218  -0.001
 1280.0   -0.219  -0.001
 1281.0   -0.220  -0.001
 1282.0   -0.221  -0.001
 1283.0   -0.222  -0.001
 1284.0   -0.222  -0.001
 1285.0   -0.223  -0.001
 1286.0   -0.224  -0.001
 1287.0   -0.225  -0.001
 1288.0   -0.225  -0.001
 1289.0   -0.226  -0.001
 1290.0   -0.227  -0.001
 1291.0   -0.228  -0.001
 1292.0   -0.229  -0.001
 1293.0   -0.229  -0.001
 1294.0   -0.230  -0.001
 1295.0   -0.231  -0.001
 1296.0   -0.232  -0.001
 1297.0   -0.232  -0.001
 1298.0   -0.233  -0.001
 1299.0   -0.234  -0.001
 1300.0   -0.235  -0.001
 1301.0   -0.235  -0.001
 1302.0   -0.236  -0.001
 1303.0   -0.237  -0.001
 1304.0   -0.238  -0.001
 1305.0   -0.238  -0.001
 1306.0   -0.239  -0.001
 1307.0   -0.240  -0.001
 1308.0   -0.241  -0.001
 1309.0   -0.241  -0.001
 1310.0   -0.242  -0.001
 1311.0   -0.243  -0.001
 1312.0   -0.243  -0.001
 1313.0   -0.244  -0.001
 1314.0   -0.245  -0.001
 1315.0   -0.246  -0.001
 1316.0   -0.246  -0.001
 1317.0   -0.247  -0.001
 1318.0   -0.248  -0.001
 1319.0   -0.249  -0.001
 1320.0   -0.249  -0.001
 1321.0   -0.250  -0.001
 1322.0   -0.251  -0.001
 1323.0   -0.251  -0.001
 1324.0   -0.252  -0.001
 1325.0   -0.253  -0.001
 1326.0   -0.253  -0.001
 1327.0   -0.254  -0.001
 1328.0   -0.255  -0.001
 1329.0   -0.256  -0.002
 1330.0   -0.256  -0.002
 1331.0   -0.257  -0.002
 1332.0   -0.258  -0.002
 1333.0   -0.258  -0.002
 1334.0   -0.259  -0.002
 1335.0   -0.260  -0.002
 1336.0   -0.260  -0.002
 1337.0   -0.261  -0.002
 1338.0   -0.262  -0.002
 1339.0   -0.263  -0.002
 1340.0   -0.263  -0.002
 1341.0   -0.264  -0.002
 1342.0   -0.265  -0.002
 1343.0   -0.265  -0.002
 1344.0   -0.266  -0.002
 1345.0   -0.267  -0.002
 1346.0   -0.267  -0.002
 1347.0   -0.268  -0.002
 1348.0   -0.269  -0.002
 1349.0   -0.269  -0.002
 1350.0   -0.270  -0.002
 1351.0   -0.271  -0.002
 1352.0   -0.271  -0.002
 1353.0   -0.272  -0.002
 1354.0   -0.273  -0.002
 1355.0   -0.273  -0.002
 1356.0   -0.274  -0.002
 1357.0   -0.275  -0.002
 1358.0   -0.275  -0.002
 1359.0   -0.276  -0.002
 1360.0   -0.277  -0.003
 1361.0   -0.277  -0.003
 1362.0   -0.278  -0.003
 1363.0   -0.279  -0.003
 1364.0   -0.279  -0.003
 1365.0   -0.280  -0.003
 1366.0   -0.281  -0.003
 1367.0   -0.281  -0.003
 1368.0   -0.282  -0.003
 1369.0   -0.283  -0.003
 1370.0   -0.283  -0.003
 1371.0   -0.284  -0.003
 1372.0   -0.284  -0.003
 1373.0   -0.285  -0.003
 1374.0   -0.286  -0.003
 1375.0   -0.286  -0.003
 1376.0   -0.287  -0.003
 1377.0   -0.288  -0.003
 1378.0   -0.288  -0.003
 1379.0   -0.289  -0.003
 1380.0   -0.290  -0.003
 1381.0   -0.290  -0.003
 1382.0   -0.291  -0.003
 1383.0   -0.292  -0.004
 1384.0   -0.292  -0.004
 1385.0   -0.293  -0.004
 1386.0   -0.293  -0.004
 1387.0   -0.294  -0.004
 1388.0   -0.295  -0.004
 1389.0   -0.295  -0.004
 1390.0   -0.296  -0.004
 1391.0   -0.297  -0.004
 1392.0   -0.297  -0.004
 1393.0   -0.298  -0.004
 1394.0   -0.299  -0.004
 1395.0   -0.299  -0.004
 1396.0   -0.300  -0.004
 1397.0   -0.301  -0.004
 1398.0   -0.301  -0.004
 1399.0   -0.302  -0.004
 1400.0   -0.302  -0.004
 1401.0   -0.303  -0.005
 1402.0   -0.304  -0.005
 1403.0   -0.304  -0.005
 1404.0   -0.305  -0.005
 1405.0   -0.306  -0.005
 1406.0   -0.306  -0.005
 1407.0   -0.307  -0.005
 1408.0   -0.307  -0.005
 1409.0   -0.308  -0.005
 1410.0   -0.309  -0.005
 1411.0   -0.309  -0.005
 1412.0   -0.310  -0.005
 1413.0   -0.311  -0.005
 1414.0   -0.311  -0.005
 1415.0   -0.312  -0.005
 1416.0   -0.313  -0.006
 1417.0   -0.313  -0.006
 1418.0   -0.314  -0.006
 1419.0   -0.314  -0.006
 1420.0   -0.315  -0.006
 1421.0   -0.316  -0.006
 1422.0   -0.316  -0.006
 1423.0   -0.317  -0.006
 1424.0   -0.318  -0.006
 1425.0   -0.318  -0.006
 1426.0   -0.319  -0.006
 1427.0   -0.319  -0.006
 1428.0   -0.320  -0.006
 1429.0   -0.321  -0.007
 1430.0   -0.321  -0.007
 1431.0   -0.322  -0.007
 1432.0   -0.323  -0.007
 1433.0   -0.323  -0.007
 1434.0   -0.324  -0.007
 1435.0   -0.324  -0.007
 1436.0   -0.325  -0.007
 1437.0   -0.326  -0.007
 1438.0   -0.326  -0.007
 1439.0   -0.327  -0.007
 1440.0   -0.328  -0.007
 1441.0   -0.328  -0.008
 1442.0   -0.329  -0.008
 1443.0   -0.330  -0.008
 1444.0   -0.330  -0.008
 1445.0   -0.331  -0.008
 1446.0   -0.331  -0.008
 1447.0   -0.332  -0.008
 1448.0   -0.333  -0.008
 1449.0   -0.333  -0.008
 1450.0   -0.334  -0.009
 1451.0   -0.335  -0.009
 1452.0   -0.335  -0.009
 1453.0   -0.336  -0.009
 1454.0   -0.336  -0.009
 1455.0   -0.337  -0.009
 1456.0   -0.338  -0.009
 1457.0   -0.338  -0.009
 1458.0   -0.339  -0.009
 1459.0   -0.340  -0.010
 1460.0   -0.340  -0.010
 1461.0   -0.341  -0.010
 1462.0   -0.341  -0.010
 1463.0   -0.342  -0.010
 1464.0   -0.343  -0.010
 1465.0   -0.343  -0.010
 1466.0   -0.344  -0.010
 1467.0   -0.345  -0.010
 1468.0   -0.345  -0.011
 1469.0   -0.346  -0.011
 1470.0   -0.347  -0.011
 1471.0   -0.347  -0.011
 1472.0   -0.348  -0.011
 1473.0   -0.349  -0.011
 1474.0   -0.349  -0.011
 1475.0   -0.350  -0.012
 1476.0   -0.350  -0.012
 1477.0   -0.351  -0.012
 1478.0   -0.352  -0.012
 1479.0   -0.352  -0.012
 1480.0   -0.353  -0.012
 1481.0   -0.354  -0.012
 1482.0   -0.354  -0.013
 1483.0   -0.355  -0.013
 1484.0   -0.356  -0.013
 1485.0   -0.356  -0.013
 1486.0   -0.357  -0.013
 1487.0   -0.358  -0.013
 1488.0   -0.358  -0.013
 1489.0   -0.359  -0.014
 1490.0   -0.360  -0.014
 1491.0   -0.360  -0.014
 1492.0   -0.361  -0.014
 1493.0   -0.362  -0.014
 1494.0   -0.362  -0.014
 1495.0   -0.363  -0.015
 1496.0   -0.364  -0.015
 1497.0   -0.364  -0.015
 1498.0   -0.365  -0.015
 1499.0   -0.365  -0.015
 1500.0   -0.366  -0.016
 1501.0   -0.367  -0.016
 1502.0   -0.367  -0.016
 1503.0   -0.368  -0.016
 1504.0   -0.369  -0.016
 1505.0   -0.369  -0.016
 1506.0   -0.370  -0.017
 1507.0   -0.371  -0.017
 1508.0   -0.371  -0.017
 1509.0   -0.372  -0.017
 1510.0   -0.373  -0.017
 1511.0   -0.373  -0.018
 1512.0   -0.374  -0.018
 1513.0   -0.375  -0.018
 1514.0   -0.376  -0.018
 1515.0   -0.376  -0.019
 1516.0   -0.377  -0.019
 1517.0   -0.378  -0.019
 1518.0   -0.378  -0.019
 1519.0   -0.379  -0.019
 1520.0   -0.380  -0.020
 1521.0   -0.380  -0.020
 1522.0   -0.381  -0.020
 1523.0   -0.382  -0.020
