  0.15 81.37  0.1180  0.0049  0.0049
  0.25 75.52  0.1132  0.0050  0.0050
  0.35 69.51  0.0998  0.0050  0.0050
  0.45 63.26  0.0956  0.0050  0.0050
  0.55 56.63  0.0957  0.0050  0.0050
  0.65 49.46  0.0875  0.0049  0.0049
  0.75 41.41  0.0752  0.0049  0.0049
  0.85 31.79  0.0740  0.0044  0.0044
  0.95 18.19  0.0653  0.0043  0.0043
TXS=1.406+/-0.013 ub
--------------------------------------
tag channel= 303, eff=  0.503471
Eg=157.54-159.89 W=1084.4-1086.5
Eg=158.72+/-1.17  W=1085.44+/- 1.02
cos  degrees  DXS  eDXS  eDXS
 -0.95 161.81  0.1869  0.0045  0.0045
 -0.85 148.21  0.1811  0.0044  0.0044
 -0.75 138.59  0.1805  0.0045  0.0045
 -0.65 130.54  0.1728  0.0044  0.0044
 -0.55 123.37  0.1792  0.0043  0.0043
 -0.45 116.74  0.1784  0.0045  0.0045
 -0.35 110.49  0.1761  0.0046  0.0046
 -0.25 104.48  0.1754  0.0048  0.0048
 -0.15 98.63  0.1605  0.0048  0.0048
 -0.05 92.87  0.1621  0.0053  0.0053
  0.05 87.13  0.1624  0.0054  0.0054
  0.15 81.37  0.1538  0.0054  0.0054
  0.25 75.52  0.1579  0.0057  0.0057
  0.35 69.51  0.1426  0.0055  0.0055
  0.45 63.26  0.1286  0.0059  0.0059
  0.55 56.63  0.1239  0.0056  0.0056
  0.65 49.46  0.1244  0.0053  0.0053
  0.75 41.41  0.1094  0.0055  0.0055
  0.85 31.79  0.1118  0.0049  0.0049
  0.95 18.19  0.0853  0.0049  0.0049
TXS=1.917+/-0.014 ub
--------------------------------------
tag channel= 302, eff=  0.518251
Eg=159.90-162.26 W=1086.5-1088.5
Eg=161.08+/-1.18  W=1087.49+/- 1.02
cos  degrees  DXS  eDXS  eDXS
 -0.95 161.81  0.2279  0.0050  0.0050
 -0.85 148.21  0.2236  0.0050  0.0050
 -0.75 138.59  0.2256  0.0049  0.0049
 -0.65 130.54  0.2252  0.0049  0.0049
 -0.55 123.37  0.2311  0.0048  0.0048
 -0.45 116.74  0.2257  0.0050  0.0050
 -0.35 110.49  0.2167  0.0051  0.0051
 -0.25 104.48  0.2240  0.0054  0.0054
