tag channel= 308, eff= 0.455706
Eg=145.78-148.12 W=1074.2-1076.2
Eg=146.95+/-1.17  W=1075.23+/- 1.02
 0.45 63.26 2.7084 0.0379
 0.55 56.63 2.4886 0.0393
 0.65 49.46 2.2192 0.0398
 0.75 41.41 2.0869 0.0404
 0.85 31.79 1.6735 0.0404
 0.95 18.19 1.4448 0.0378
TXS=34.307+/-0.102 ub

tag channel= 279, eff= 0.330876
Eg=214.83-217.25 W=1132.9-1134.9
Eg=216.04+/-1.21  W=1133.91+/-1.00
cos  degrees  DXS  eDXS
-0.95 161.81 2.5136 0.0305
-0.85 148.21 2.7098 0.0313
-0.75 138.59 2.9319 0.0319
-0.65 130.54 3.1635 0.0326
-0.55 123.37 3.2018 0.0330
-0.45 116.74 3.3798 0.0334
-0.35 110.49 3.4779 0.0338
-0.25 104.48 3.5220 0.0343
-0.15 98.63 3.5539 0.0349
-0.05 92.87 3.5001 0.0351
 0.05 87.13 3.4756 0.0352
 0.15 81.37 3.3856 0.0352
 0.25 75.52 3.2971 0.0359
 0.35 69.51 3.1524 0.0359
 0.45 63.26 2.9687 0.0361
 0.55 56.63 2.6782 0.0372
 0.65 49.46 2.4741 0.0379
 0.75 41.41 2.1981 0.0396
 0.85 31.79 1.8700 0.0379
 0.95 18.19 1.5495 0.0374
TXS=37.054+/-0.098 ub

tag channel= 278, eff= 0.329454
Eg=217.25-219.67 W=1134.9-1136.9
Eg=218.46+/-1.21  W=1135.92+/-1.00
cos  degrees  DXS  eDXS
-0.95 161.81 2.7038 0.0339
-0.85 148.21 2.9626 0.0341
-0.75 138.59 3.1606 0.0348
-0.65 130.54 3.3789 0.0353
-0.55 123.37 3.5411 0.0365
-0.45 116.74 3.7037 0.0368
-0.35 110.49 3.7905 0.0364
-0.25 104.48 3.8457 0.0373
-0.15 98.63 3.8587 0.0376
-0.05 92.87 3.8866 0.0384
 0.05 87.13 3.7141 0.0384
 0.15 81.37 3.6763 0.0387
 0.25 75.52 3.6236 0.0392
 0.35 69.51 3.3722 0.0388
 0.45 63.26 3.2003 0.0394
 0.55 56.63 2.8969 0.0408
 0.65 49.46 2.6187 0.0424
 0.75 41.41 2.3454 0.0420
 0.85 31.79 1.9996 0.0417
 0.95 18.19 1.6628 0.0406
TXS=40.156+/-0.107 ub

tag channel= 277, eff= 0.329763
Eg=219.66-222.09 W=1136.9-1138.9
Eg=220.88+/-1.21  W=1137.91+/-1.00
cos  degrees  DXS  eDXS
-0.95 161.81 2.9016 0.0346
-0.85 148.21 3.1785 0.0353
-0.75 138.59 3.4719 0.0360
-0.65 130.54 3.6315 0.0363
-0.55 123.37 3.8318 0.0373
-0.45 116.74 4.0302 0.0383
-0.35 110.49 4.0974 0.0378
-0.25 104.48 4.1350 0.0385
-0.15 98.63 4.1997 0.0394
-0.05 92.87 4.1014 0.0404
 0.05 87.13 4.1401 0.0397
 0.15 81.37 4.0286 0.0402
 0.25 75.52 3.8407 0.0407
 0.35 69.51 3.7144 0.0401
 0.45 63.26 3.5082 0.0412
 0.55 56.63 3.2334 0.0416
 0.65 49.46 2.8832 0.0429
 0.75 41.41 2.5459 0.0443
 0.85 31.79 2.1438 0.0430
 0.95 18.19 1.7606 0.0432
TXS=43.569+/-0.111 ub

tag channel= 276, eff= 0.331438
Eg=222.11-224.54 W=1138.9-1140.9
Eg=223.32+/-1.22  W=1139.93+/-1.00
cos  degrees  DXS  eDXS
-0.95 161.81 3.0354 0.0352
-0.85 148.21 3.3240 0.0362
-0.75 138.59 3.6558 0.0368
-0.65 130.54 3.8390 0.0374
-0.55 123.37 4.0808 0.0384
-0.45 116.74 4.3015 0.0390
-0.35 110.49 4.3658 0.0394
-0.25 104.48 4.4606 0.0401
-0.15 98.63 4.4883 0.0402
-0.05 92.87 4.4248 0.0409
 0.05 87.13 4.3069 0.0412
 0.15 81.37 4.3042 0.0411
 0.25 75.52 4.1241 0.0411
 0.35 69.51 3.9452 0.0414
 0.45 63.26 3.7457 0.0420
 0.55 56.63 3.3880 0.0426
 0.65 49.46 3.1843 0.0438
 0.75 41.41 2.7480 0.0447
 0.85 31.79 2.3340 0.0438
 0.95 18.19 1.8953 0.0428
TXS=46.442+/-0.114 ub

tag channel= 275, eff= 0.329800
Eg=224.52-226.95 W=1140.9-1142.9
Eg=225.73+/-1.21  W=1141.91+/-1.00
cos  degrees  DXS  eDXS
-0.95 161.81 3.3289 0.0380
-0.85 148.21 3.6937 0.0391
-0.75 138.59 3.9237 0.0394
-0.65 130.54 4.1789 0.0401
-0.55 123.37 4.3950 0.0413
-0.45 116.74 4.6420 0.0424
-0.35 110.49 4.7880 0.0428
-0.25 104.48 4.8485 0.0432
-0.15 98.63 4.8395 0.0437
-0.05 92.87 4.8325 0.0445
 0.05 87.13 4.7598 0.0447
 0.15 81.37 4.5986 0.0442
 0.25 75.52 4.4978 0.0445
 0.35 69.51 4.3695 0.0445
 0.45 63.26 4.0366 0.0446
 0.55 56.63 3.6686 0.0460
 0.65 49.46 3.4027 0.0468
 0.75 41.41 2.9892 0.0475
 0.85 31.79 2.4944 0.0478
 0.95 18.19 2.0688 0.0484
TXS=50.464+/-0.123 ub

tag channel= 274, eff= 0.336265
Eg=226.96-229.40 W=1142.9-1144.9
Eg=228.18+/-1.22  W=1143.92+/-1.00
cos  degrees  DXS  eDXS
-0.95 161.81 3.4128 0.0376
-0.85 148.21 3.8179 0.0390
-0.75 138.59 4.1256 0.0401
-0.65 130.54 4.3553 0.0404
-0.55 123.37 4.6696 0.0415
-0.45 116.74 4.9304 0.0421
-0.35 110.49 5.0389 0.0430
-0.25 104.48 5.0567 0.0435
-0.15 98.63 5.1515 0.0442
-0.05 92.87 5.0428 0.0443
 0.05 87.13 5.0312 0.0449
 0.15 81.37 4.9440 0.0445
 0.25 75.52 4.7890 0.0451
 0.35 69.51 4.5901 0.0450
 0.45 63.26 4.3212 0.0448
 0.55 56.63 4.0553 0.0455
 0.65 49.46 3.6471 0.0461
 0.75 41.41 3.2244 0.0477
 0.85 31.79 2.7266 0.0471
 0.95 18.19 2.1047 0.0499
TXS=53.402+/-0.123 ub

tag channel= 273, eff= 0.336066
Eg=229.41-231.83 W=1144.9-1146.9
Eg=230.62+/-1.21  W=1145.91+/-0.99
cos  degrees  DXS  eDXS
-0.95 161.81 3.6430 0.0403
-0.85 148.21 4.1362 0.0429
-0.75 138.59 4.3922 0.0431
-0.65 130.54 4.8373 0.0441
-0.55 123.37 5.0135 0.0447
-0.45 116.74 5.3471 0.0459
-0.35 110.49 5.4537 0.0467
-0.25 104.48 5.4493 0.0471
-0.15 98.63 5.5823 0.0479
-0.05 92.87 5.5702 0.0475
 0.05 87.13 5.4376 0.0474
 0.15 81.37 5.3528 0.0480
 0.25 75.52 5.2002 0.0482
 0.35 69.51 4.9554 0.0484
 0.45 63.26 4.6919 0.0477
 0.55 56.63 4.3646 0.0489
 0.65 49.46 3.8616 0.0503
 0.75 41.41 3.4628 0.0524
 0.85 31.79 2.8845 0.0512
 0.95 18.19 2.3090 0.0536
TXS=57.741+/-0.133 ub

tag channel= 272, eff= 0.333079
Eg=231.77-234.21 W=1146.9-1148.9
Eg=232.99+/-1.22  W=1147.85+/-1.00
cos  degrees  DXS  eDXS
-0.95 161.81 3.9745 0.0422
-0.85 148.21 4.4655 0.0438
-0.75 138.59 4.7752 0.0444
-0.65 130.54 5.1846 0.0449
-0.55 123.37 5.4187 0.0463
-0.45 116.74 5.7708 0.0478
-0.35 110.49 5.8968 0.0480
-0.25 104.48 6.0214 0.0487
-0.15 98.63 6.0928 0.0489
-0.05 92.87 5.9999 0.0491
 0.05 87.13 5.9531 0.0497
 0.15 81.37 5.8019 0.0494
 0.25 75.52 5.7012 0.0501
 0.35 69.51 5.4331 0.0499
 0.45 63.26 5.0288 0.0500
 0.55 56.63 4.6205 0.0500
 0.65 49.46 4.1713 0.0516
 0.75 41.41 3.7194 0.0538
 0.85 31.79 3.1670 0.0520
 0.95 18.19 2.6324 0.0550
TXS=62.693+/-0.137 ub

tag channel= 271, eff= 0.327409
Eg=234.27-236.73 W=1148.9-1150.9
Eg=235.50+/-1.23  W=1149.90+/-1.00
cos  degrees  DXS  eDXS
-0.95 161.81 4.2376 0.0413
-0.85 148.21 4.7537 0.0427
-0.75 138.59 5.1835 0.0433
-0.65 130.54 5.5964 0.0445
-0.55 123.37 5.9569 0.0452
-0.45 116.74 6.2667 0.0464
-0.35 110.49 6.4437 0.0471
-0.25 104.48 6.4855 0.0472
-0.15 98.63 6.6146 0.0479
-0.05 92.87 6.5691 0.0482
 0.05 87.13 6.5016 0.0484
 0.15 81.37 6.3369 0.0486
 0.25 75.52 6.1875 0.0489
 0.35 69.51 5.8951 0.0484
 0.45 63.26 5.5428 0.0478
 0.55 56.63 5.1794 0.0485
 0.65 49.46 4.7028 0.0498
 0.75 41.41 4.0878 0.0514
 0.85 31.79 3.4811 0.0513
 0.95 18.19 2.8908 0.0533
TXS=68.398+/-0.134 ub

tag channel= 270, eff= 0.331250
Eg=236.71-239.15 W=1150.9-1152.9
Eg=237.93+/-1.22  W=1151.88+/-1.00
cos  degrees  DXS  eDXS
-0.95 161.81 4.4279 0.0435
-0.85 148.21 4.9916 0.0454
-0.75 138.59 5.5236 0.0464
-0.65 130.54 5.8218 0.0467
-0.55 123.37 6.3566 0.0486
-0.45 116.74 6.6203 0.0500
-0.35 110.49 6.8137 0.0503
-0.25 104.48 7.0476 0.0513
-0.15 98.63 7.0707 0.0520
-0.05 92.87 6.9955 0.0518
 0.05 87.13 6.9312 0.0521
 0.15 81.37 6.7819 0.0522
 0.25 75.52 6.6554 0.0522
 0.35 69.51 6.3119 0.0520
 0.45 63.26 5.8839 0.0514
 0.55 56.63 5.4823 0.0523
 0.65 49.46 4.9621 0.0527
 0.75 41.41 4.4045 0.0549
 0.85 31.79 3.6437 0.0546
 0.95 18.19 3.0419 0.0569
TXS=72.703+/-0.143 ub

tag channel= 269, eff= 0.337026
Eg=239.16-241.60 W=1152.9-1154.9
Eg=240.38+/-1.22  W=1153.88+/-0.99
cos  degrees  DXS  eDXS
-0.95 161.81 4.7562 0.0438
-0.85 148.21 5.2829 0.0456
-0.75 138.59 5.7112 0.0458
-0.65 130.54 6.1811 0.0474
-0.55 123.37 6.6251 0.0484
-0.45 116.74 6.9927 0.0499
-0.35 110.49 7.2260 0.0508
-0.25 104.48 7.3593 0.0513
-0.15 98.63 7.4911 0.0519
-0.05 92.87 7.4600 0.0521
 0.05 87.13 7.5247 0.0527
 0.15 81.37 7.3212 0.0524
 0.25 75.52 7.0937 0.0521
 0.35 69.51 6.8093 0.0517
 0.45 63.26 6.3433 0.0515
 0.55 56.63 5.8865 0.0522
 0.65 49.46 5.3333 0.0526
 0.75 41.41 4.6715 0.0543
 0.85 31.79 3.8469 0.0552
 0.95 18.19 3.1522 0.0575
TXS=77.287+/-0.143 ub

tag channel= 268, eff= 0.322079
Eg=241.59-244.04 W=1154.9-1156.9
Eg=242.82+/-1.22  W=1155.86+/-0.99
cos  degrees  DXS  eDXS
-0.95 161.81 4.9575 0.0499
-0.85 148.21 5.6674 0.0533
-0.75 138.59 6.1914 0.0531
-0.65 130.54 6.6019 0.0545
-0.55 123.37 7.1425 0.0557
-0.45 116.74 7.4812 0.0572
-0.35 110.49 7.8371 0.0584
-0.25 104.48 7.9089 0.0592
-0.15 98.63 7.9810 0.0594
-0.05 92.87 7.8948 0.0594
 0.05 87.13 7.9298 0.0603
 0.15 81.37 7.7639 0.0600
 0.25 75.52 7.5161 0.0603
 0.35 69.51 7.2347 0.0594
 0.45 63.26 6.7406 0.0588
 0.55 56.63 6.2324 0.0597
 0.65 49.46 5.6683 0.0619
 0.75 41.41 4.9664 0.0626
 0.85 31.79 4.1481 0.0626
 0.95 18.19 3.3279 0.0677
TXS=82.388+/-0.165 ub

tag channel= 267, eff= 0.318616
Eg=244.04-246.50 W=1156.9-1158.8
Eg=245.27+/-1.23  W=1157.85+/-0.99
cos  degrees  DXS  eDXS
-0.95 161.81 5.3103 0.0513
-0.85 148.21 6.0285 0.0540
-0.75 138.59 6.6262 0.0545
-0.65 130.54 7.0655 0.0559
-0.55 123.37 7.4981 0.0565
-0.45 116.74 8.0077 0.0584
-0.35 110.49 8.4079 0.0604
-0.25 104.48 8.5439 0.0603
-0.15 98.63 8.6586 0.0610
-0.05 92.87 8.7062 0.0614
 0.05 87.13 8.6249 0.0623
 0.15 81.37 8.5060 0.0616
 0.25 75.52 8.2639 0.0619
 0.35 69.51 7.8386 0.0608
 0.45 63.26 7.3123 0.0601
 0.55 56.63 6.7840 0.0612
 0.65 49.46 6.1204 0.0605
 0.75 41.41 5.3376 0.0631
 0.85 31.79 4.3813 0.0642
 0.95 18.19 3.4553 0.0709
TXS=88.848+/-0.169 ub

tag channel= 266, eff= 0.344088
Eg=246.50-248.96 W=1158.8-1160.8
Eg=247.73+/-1.23  W=1159.84+/-0.99
cos  degrees  DXS  eDXS
-0.95 161.81 5.5004 0.0541
-0.85 148.21 6.3100 0.0568
-0.75 138.59 6.9310 0.0572
-0.65 130.54 7.4927 0.0593
-0.55 123.37 8.0751 0.0600
-0.45 116.74 8.4906 0.0622
-0.35 110.49 8.8609 0.0633
-0.25 104.48 9.1484 0.0643
-0.15 98.63 9.1712 0.0652
-0.05 92.87 9.2635 0.0654
 0.05 87.13 9.2530 0.0657
 0.15 81.37 8.9669 0.0649
 0.25 75.52 8.7062 0.0650
 0.35 69.51 8.2911 0.0645
 0.45 63.26 7.8488 0.0640
 0.55 56.63 7.2407 0.0641
 0.65 49.46 6.5836 0.0650
 0.75 41.41 5.8256 0.0669
 0.85 31.79 4.7520 0.0690
 0.95 18.19 3.7956 0.0759
TXS=94.519+/-0.179 ub

tag channel= 265, eff= 0.342663
Eg=248.96-251.41 W=1160.8-1162.8
Eg=250.18+/-1.23  W=1161.82+/-0.99
cos  degrees  DXS  eDXS
-0.95 161.81 5.7018 0.0551
-0.85 148.21 6.8376 0.0578
-0.75 138.59 7.4338 0.0588
-0.65 130.54 7.9739 0.0608
-0.55 123.37 8.5485 0.0614
-0.45 116.74 9.2372 0.0644
-0.35 110.49 9.4438 0.0646
-0.25 104.48 9.7252 0.0664
-0.15 98.63 9.9204 0.0671
-0.05 92.87 9.9178 0.0675
 0.05 87.13 9.8924 0.0680
 0.15 81.37 9.7104 0.0673
 0.25 75.52 9.4529 0.0679
 0.35 69.51 9.0114 0.0667
 0.45 63.26 8.5159 0.0662
 0.55 56.63 7.9235 0.0659
 0.65 49.46 6.9921 0.0679
 0.75 41.41 6.2528 0.0694
 0.85 31.79 5.2029 0.0698
 0.95 18.19 4.2356 0.0771
TXS=101.692+/-0.184 ub

tag channel= 264, eff= 0.335000
Eg=251.40-253.86 W=1162.8-1164.8
Eg=252.63+/-1.23  W=1163.80+/-0.99
cos  degrees  DXS  eDXS
-0.95 161.81 6.0359 0.0786
-0.85 148.21 7.1758 0.0814
-0.75 138.59 7.8637 0.0835
-0.65 130.54 8.7286 0.0846
-0.55 123.37 9.0345 0.0846
-0.45 116.74 9.6125 0.0873
-0.35 110.49 9.9314 0.0894
-0.25 104.48 10.4545 0.0909
-0.15 98.63 10.5140 0.0924
-0.05 92.87 10.6037 0.0929
 0.05 87.13 10.5512 0.0933
 0.15 81.37 10.1931 0.0936
 0.25 75.52 10.1367 0.0932
 0.35 69.51 9.7252 0.0933
 0.45 63.26 8.9653 0.0928
 0.55 56.63 8.3451 0.0937
 0.65 49.46 7.4676 0.0938
 0.75 41.41 6.8170 0.0973
 0.85 31.79 5.6282 0.1005
 0.95 18.19 4.5786 0.1203
TXS=108.244+/-0.259 ub

tag channel= 263, eff= 0.342665
Eg=253.86-256.32 W=1164.8-1166.8
Eg=255.09+/-1.23  W=1165.78+/-0.99
cos  degrees  DXS  eDXS
-0.95 161.81 6.3185 0.0706
-0.85 148.21 7.6110 0.0746
-0.75 138.59 8.1705 0.0761
-0.65 130.54 9.0088 0.0793
-0.55 123.37 9.4980 0.0786
-0.45 116.74 10.1786 0.0821
-0.35 110.49 10.5119 0.0819
-0.25 104.48 10.9553 0.0850
-0.15 98.63 11.0512 0.0864
-0.05 92.87 10.9684 0.0873
 0.05 87.13 11.2032 0.0866
 0.15 81.37 10.6576 0.0861
 0.25 75.52 10.5302 0.0861
 0.35 69.51 10.0730 0.0853
 0.45 63.26 9.6420 0.0850
 0.55 56.63 8.7988 0.0858
 0.65 49.46 7.9682 0.0875
 0.75 41.41 7.0723 0.0907
 0.85 31.79 5.9285 0.0939
 0.95 18.19 4.5992 0.1056
TXS=113.508+/-0.239 ub

tag channel= 262, eff= 0.350499
Eg=256.32-258.78 W=1166.8-1168.7
Eg=257.55+/-1.23  W=1167.76+/-0.99
cos  degrees  DXS  eDXS
-0.95 161.81 6.6727 0.0593
-0.85 148.21 7.8262 0.0626
-0.75 138.59 8.7888 0.0649
-0.65 130.54 9.4396 0.0671
-0.55 123.37 10.2247 0.0681
-0.45 116.74 10.9892 0.0704
-0.35 110.49 11.2856 0.0700
-0.25 104.48 11.7671 0.0726
-0.15 98.63 11.6824 0.0743
-0.05 92.87 11.8037 0.0741
 0.05 87.13 11.7470 0.0745
 0.15 81.37 11.5527 0.0735
 0.25 75.52 11.2024 0.0738
 0.35 69.51 10.9301 0.0731
 0.45 63.26 10.2943 0.0728
 0.55 56.63 9.3759 0.0725
 0.65 49.46 8.6095 0.0726
 0.75 41.41 7.4651 0.0746
 0.85 31.79 6.4521 0.0771
 0.95 18.19 5.0390 0.0875
TXS=121.297+/-0.202 ub

tag channel= 261, eff= 0.345522
Eg=258.79-261.24 W=1168.8-1170.7
Eg=260.01+/-1.22  W=1169.74+/-0.98
cos  degrees  DXS  eDXS
-0.95 161.81 7.0063 0.0588
-0.85 148.21 8.4645 0.0618
-0.75 138.59 9.2881 0.0640
-0.65 130.54 10.1605 0.0671
-0.55 123.37 11.0362 0.0682
-0.45 116.74 11.9914 0.0712
-0.35 110.49 12.1154 0.0706
-0.25 104.48 12.6612 0.0731
-0.15 98.63 12.7820 0.0743
-0.05 92.87 12.7445 0.0750
 0.05 87.13 12.7723 0.0752
 0.15 81.37 12.5409 0.0739
 0.25 75.52 12.3069 0.0744
 0.35 69.51 11.7114 0.0729
 0.45 63.26 11.1221 0.0720
 0.55 56.63 10.2497 0.0713
 0.65 49.46 9.2131 0.0723
 0.75 41.41 8.2026 0.0739
 0.85 31.79 7.0598 0.0756
 0.95 18.19 5.7643 0.0868
TXS=131.373+/-0.202 ub

tag channel= 260, eff= 0.356548
Eg=261.20-263.67 W=1170.7-1172.7
Eg=262.44+/-1.23  W=1171.68+/-0.99
cos  degrees  DXS  eDXS
-0.95 161.81 7.3417 0.1009
-0.85 148.21 8.5957 0.1014
-0.75 138.59 9.8003 0.1055
-0.65 130.54 10.5875 0.1102
-0.55 123.37 11.5099 0.1100
-0.45 116.74 12.3580 0.1136
-0.35 110.49 12.7065 0.1150
-0.25 104.48 12.9320 0.1158
-0.15 98.63 13.3042 0.1194
-0.05 92.87 13.3904 0.1218
 0.05 87.13 13.0570 0.1217
 0.15 81.37 12.8777 0.1195
 0.25 75.52 12.7541 0.1189
 0.35 69.51 12.1422 0.1187
 0.45 63.26 11.4424 0.1184
 0.55 56.63 10.8061 0.1167
 0.65 49.46 9.6599 0.1185
 0.75 41.41 8.5287 0.1256
 0.85 31.79 7.2584 0.1363
 0.95 18.19 6.2352 0.1597
TXS=136.457+/-0.334 ub

tag channel= 259, eff= 0.359264
Eg=263.70-266.19 W=1172.7-1174.7
Eg=264.94+/-1.24  W=1173.68+/-0.99
cos  degrees  DXS  eDXS
-0.95 161.81 7.7290 0.0605
-0.85 148.21 8.9852 0.0620
-0.75 138.59 10.2814 0.0659
-0.65 130.54 11.0661 0.0689
-0.55 123.37 11.8969 0.0691
-0.45 116.74 12.9877 0.0724
-0.35 110.49 13.4453 0.0723
-0.25 104.48 13.7148 0.0730
-0.15 98.63 13.9281 0.0760
-0.05 92.87 14.2495 0.0781
 0.05 87.13 14.0266 0.0775
 0.15 81.37 13.7053 0.0759
 0.25 75.52 13.3354 0.0755
 0.35 69.51 12.8945 0.0745
 0.45 63.26 12.1746 0.0737
 0.55 56.63 11.3189 0.0725
 0.65 49.46 10.2172 0.0725
 0.75 41.41 9.1140 0.0759
 0.85 31.79 7.7261 0.0788
 0.95 18.19 6.2950 0.0930
TXS=143.869+/-0.207 ub

tag channel= 258, eff= 0.356925
Eg=266.17-268.65 W=1174.7-1176.6
Eg=267.41+/-1.24  W=1175.65+/-0.99
cos  degrees  DXS  eDXS
-0.95 161.81 8.1826 0.0651
-0.85 148.21 9.5426 0.0671
-0.75 138.59 11.0140 0.0725
-0.65 130.54 11.7415 0.0753
-0.55 123.37 12.6898 0.0753
-0.45 116.74 13.8881 0.0793
-0.35 110.49 14.4769 0.0791
-0.25 104.48 14.7462 0.0798
-0.15 98.63 14.8495 0.0826
-0.05 92.87 15.2378 0.0860
 0.05 87.13 15.1464 0.0856
 0.15 81.37 14.7736 0.0834
 0.25 75.52 14.3398 0.0830
 0.35 69.51 13.7917 0.0809
 0.45 63.26 13.0595 0.0807
 0.55 56.63 12.1525 0.0796
 0.65 49.46 10.9718 0.0794
 0.75 41.41 9.7980 0.0816
 0.85 31.79 8.2960 0.0866
 0.95 18.19 6.6714 0.1023
TXS=154.092+/-0.226 ub

tag channel= 257, eff= 0.360373
Eg=268.65-271.13 W=1176.6-1178.6
Eg=269.89+/-1.24  W=1177.63+/-0.99
cos  degrees  DXS  eDXS
-0.95 161.81 8.3714 0.0685
-0.85 148.21 9.9738 0.0713
-0.75 138.59 11.5283 0.0778
-0.65 130.54 12.2759 0.0813
-0.55 123.37 13.2916 0.0815
-0.45 116.74 14.4770 0.0856
-0.35 110.49 15.2355 0.0856
-0.25 104.48 15.4710 0.0867
-0.15 98.63 15.8380 0.0916
-0.05 92.87 15.8755 0.0936
 0.05 87.13 15.7684 0.0922
 0.15 81.37 15.4524 0.0900
 0.25 75.52 15.1272 0.0895
 0.35 69.51 14.6086 0.0885
 0.45 63.26 13.8251 0.0874
 0.55 56.63 12.8343 0.0859
 0.65 49.46 11.5823 0.0851
 0.75 41.41 10.3351 0.0872
 0.85 31.79 8.8214 0.0901
 0.95 18.19 6.9597 0.1050
TXS=161.806+/-0.243 ub

tag channel= 256, eff= 0.355302
Eg=271.12-273.60 W=1178.6-1180.6
Eg=272.36+/-1.24  W=1179.60+/-0.98
cos  degrees  DXS  eDXS
-0.95 161.81 8.9121 0.0726
-0.85 148.21 10.6447 0.0751
-0.75 138.59 12.2272 0.0822
-0.65 130.54 13.1482 0.0861
-0.55 123.37 14.3118 0.0869
-0.45 116.74 15.4941 0.0906
-0.35 110.49 16.2598 0.0905
-0.25 104.48 16.7527 0.0920
-0.15 98.63 16.8370 0.0963
-0.05 92.87 17.2516 0.1007
 0.05 87.13 16.9434 0.0984
 0.15 81.37 16.5676 0.0960
 0.25 75.52 16.2154 0.0953
 0.35 69.51 15.7012 0.0942
 0.45 63.26 14.9245 0.0929
 0.55 56.63 13.7860 0.0911
 0.65 49.46 12.3340 0.0893
 0.75 41.41 11.0758 0.0917
 0.85 31.79 9.4778 0.0964
 0.95 18.19 7.6156 0.1155
TXS=173.630+/-0.259 ub

tag channel= 255, eff= 0.361538
Eg=273.59-276.06 W=1180.6-1182.5
Eg=274.83+/-1.24  W=1181.56+/-0.98
cos  degrees  DXS  eDXS
-0.95 161.81 9.2434 0.0724
-0.85 148.21 11.0560 0.0750
-0.75 138.59 12.8377 0.0823
-0.65 130.54 13.5824 0.0851
-0.55 123.37 14.8048 0.0860
-0.45 116.74 16.1570 0.0906
-0.35 110.49 16.9220 0.0901
-0.25 104.48 17.4144 0.0909
-0.15 98.63 17.4459 0.0939
-0.05 92.87 17.7793 0.0990
 0.05 87.13 17.8747 0.0991
 0.15 81.37 17.3901 0.0959
 0.25 75.52 16.8865 0.0941
 0.35 69.51 16.3482 0.0937
 0.45 63.26 15.4350 0.0914
 0.55 56.63 14.4222 0.0913
 0.65 49.46 12.9153 0.0895
 0.75 41.41 11.6986 0.0929
 0.85 31.79 10.0675 0.0989
 0.95 18.19 8.3695 0.1184
TXS=181.273+/-0.258 ub

tag channel= 254, eff= 0.362757
Eg=276.07-278.55 W=1182.5-1184.5
Eg=277.31+/-1.24  W=1183.53+/-0.98
cos  degrees  DXS  eDXS
-0.95 161.81 9.5113 0.0764
-0.85 148.21 11.4509 0.0798
-0.75 138.59 13.4289 0.0891
-0.65 130.54 14.1711 0.0922
-0.55 123.37 15.5406 0.0939
-0.45 116.74 16.9543 0.0996
-0.35 110.49 17.8043 0.0984
-0.25 104.48 18.4777 0.1004
-0.15 98.63 18.6628 0.1048
-0.05 92.87 19.0145 0.1110
 0.05 87.13 18.8220 0.1090
 0.15 81.37 18.3611 0.1054
 0.25 75.52 17.9138 0.1037
 0.35 69.51 17.2841 0.1025
 0.45 63.26 16.3882 0.1006
 0.55 56.63 15.1884 0.0986
 0.65 49.46 13.7523 0.0968
 0.75 41.41 12.2321 0.0995
 0.85 31.79 10.4087 0.1025
 0.95 18.19 8.5593 0.1230
TXS=190.866+/-0.280 ub

tag channel= 253, eff= 0.372846
Eg=278.55-281.03 W=1184.5-1186.5
Eg=279.79+/-1.24  W=1185.49+/-0.98
cos  degrees  DXS  eDXS
-0.95 161.81 9.6124 0.0745
-0.85 148.21 11.8062 0.0781
-0.75 138.59 13.6952 0.0868
-0.65 130.54 14.5190 0.0896
-0.55 123.37 15.9531 0.0908
-0.45 116.74 17.3946 0.0964
-0.35 110.49 18.1798 0.0955
-0.25 104.48 19.0754 0.0973
-0.15 98.63 19.2399 0.1013
-0.05 92.87 19.5631 0.1066
 0.05 87.13 19.6858 0.1071
 0.15 81.37 18.9020 0.1021
 0.25 75.52 18.5372 0.1010
 0.35 69.51 17.9425 0.1000
 0.45 63.26 16.9252 0.0980
 0.55 56.63 15.5457 0.0953
 0.65 49.46 14.2253 0.0953
 0.75 41.41 12.7103 0.0968
 0.85 31.79 10.6395 0.1011
 0.95 18.19 8.3736 0.1242
TXS=196.266+/-0.274 ub

tag channel= 252, eff= 0.369416
Eg=281.03-283.51 W=1186.5-1188.4
Eg=282.27+/-1.24  W=1187.45+/-0.98
cos  degrees  DXS  eDXS
-0.95 161.81 10.2387 0.0787
-0.85 148.21 12.4582 0.0814
-0.75 138.59 14.3750 0.0895
-0.65 130.54 15.3897 0.0932
-0.55 123.37 17.0846 0.0957
-0.45 116.74 18.5807 0.1009
-0.35 110.49 19.3491 0.0997
-0.25 104.48 20.2848 0.1016
-0.15 98.63 20.8129 0.1063
-0.05 92.87 20.7138 0.1100
 0.05 87.13 21.0920 0.1126
 0.15 81.37 20.4569 0.1085
 0.25 75.52 19.8425 0.1061
 0.35 69.51 19.1253 0.1044
 0.45 63.26 18.0162 0.1022
 0.55 56.63 16.6327 0.0999
 0.65 49.46 15.1863 0.0997
 0.75 41.41 13.4514 0.1022
 0.85 31.79 11.5403 0.1071
 0.95 18.19 9.2446 0.1335
TXS=209.674+/-0.287 ub

tag channel= 251, eff= 0.370865
Eg=283.51-285.99 W=1188.4-1190.4
Eg=284.75+/-1.24  W=1189.41+/-0.98
cos  degrees  DXS  eDXS
-0.95 161.81 10.5973 0.0821
-0.85 148.21 12.7917 0.0848
-0.75 138.59 15.1409 0.0945
-0.65 130.54 16.0865 0.0978
-0.55 123.37 17.8558 0.1002
-0.45 116.74 19.3337 0.1056
-0.35 110.49 20.3748 0.1053
-0.25 104.48 21.1092 0.1062
-0.15 98.63 21.7089 0.1115
-0.05 92.87 21.8334 0.1145
 0.05 87.13 22.1011 0.1185
