TaggerCh	Theta	DTheta	Asym	DAsym
21	115.000000	5.000000	0.000000	0.000000
21	125.000000	5.000000	0.000000	0.000000
21	135.000000	5.000000	0.000000	0.000000
21	145.000000	5.000000	0.000000	0.000000
21	155.000000	5.000000	0.000000	0.000000
21	165.000000	5.000000	0.000000	0.000000
21	175.000000	5.000000	0.000000	0.000000


22	5.000000	5.000000	0.000000	0.000000
22	15.000000	5.000000	0.000000	0.000000
22	25.000000	5.000000	0.000000	0.000000
22	35.000000	5.000000	0.000000	0.000000
22	45.000000	5.000000	0.000000	0.000000
22	55.000000	5.000000	0.000000	0.000000
22	65.000000	5.000000	0.000000	0.000000
22	75.000000	5.000000	0.000000	0.000000
22	85.000000	5.000000	0.000000	0.000000
22	95.000000	5.000000	0.000000	0.000000
22	105.000000	5.000000	0.000000	0.000000
22	115.000000	5.000000	0.000000	0.000000
22	125.000000	5.000000	0.000000	0.000000
22	135.000000	5.000000	0.000000	0.000000
22	145.000000	5.000000	0.000000	0.000000
22	155.000000	5.000000	0.000000	0.000000
22	165.000000	5.000000	0.000000	0.000000
22	175.000000	5.000000	0.000000	0.000000


23	5.000000	5.000000	0.000000	0.000000
23	15.000000	5.000000	0.371471	0.833888
23	25.000000	5.000000	0.405550	0.210660
23	35.000000	5.000000	-0.241080	0.096343
23	45.000000	5.000000	-0.240627	0.058704
23	55.000000	5.000000	-0.291745	0.043117
23	65.000000	5.000000	-0.184742	0.035776
23	75.000000	5.000000	-0.158796	0.032130
23	85.000000	5.000000	-0.157175	0.030119
23	95.000000	5.000000	-0.135739	0.030654
23	105.000000	5.000000	-0.059520	0.034162
23	115.000000	5.000000	-0.041610	0.040353
23	125.000000	5.000000	-0.038050	0.048230
23	135.000000	5.000000	0.305798	0.067951
23	145.000000	5.000000	0.285571	0.097774
23	155.000000	5.000000	0.298101	0.169013
23	165.000000	5.000000	0.279174	0.321950
23	175.000000	5.000000	5.555673	14.421557


24	5.000000	5.000000	6.134804	11.332822
24	15.000000	5.000000	-0.433939	0.386988
24	25.000000	5.000000	-0.154177	0.263818
24	35.000000	5.000000	-0.395964	0.107718
24	45.000000	5.000000	-0.491600	0.064847
24	55.000000	5.000000	-0.229274	0.046035
24	65.000000	5.000000	-0.232154	0.038514
24	75.000000	5.000000	-0.268044	0.033295
24	85.000000	5.000000	-0.167861	0.032821
24	95.000000	5.000000	-0.127642	0.032596
24	105.000000	5.000000	-0.083364	0.035940
24	115.000000	5.000000	0.144067	0.041362
24	125.000000	5.000000	0.109354	0.052323
24	135.000000	5.000000	0.356644	0.075879
24	145.000000	5.000000	0.082872	0.099548
24	155.000000	5.000000	0.740930	0.232586
24	165.000000	5.000000	0.774075	0.311831
24	175.000000	5.000000	2.328560	1.363836


25	5.000000	5.000000	-15.490700	17.459554
25	15.000000	5.000000	2.855713	8.432261
25	25.000000	5.000000	-0.914417	0.237706
25	35.000000	5.000000	-0.305918	0.132314
25	45.000000	5.000000	-0.372540	0.077713
25	55.000000	5.000000	-0.302028	0.055234
25	65.000000	5.000000	-0.081845	0.042260
25	75.000000	5.000000	-0.303644	0.042396
25	85.000000	5.000000	-0.216271	0.038208
25	95.000000	5.000000	-0.186255	0.038047
25	105.000000	5.000000	-0.177700	0.045178
25	115.000000	5.000000	0.013901	0.047366
25	125.000000	5.000000	0.101726	0.061977
25	135.000000	5.000000	0.256396	0.081058
25	145.000000	5.000000	0.135294	0.106885
25	155.000000	5.000000	0.552515	0.322495
25	165.000000	5.000000	-0.271450	0.504835
25	175.000000	5.000000	0.100264	0.535618


26	5.000000	5.000000	1.919826	6.575141
26	15.000000	5.000000	7.486436	36.821817
26	25.000000	5.000000	0.018100	0.298400
26	35.000000	5.000000	-0.232596	0.167185
26	45.000000	5.000000	-0.359299	0.095053
26	55.000000	5.000000	-0.398685	0.068209
26	65.000000	5.000000	-0.466265	0.058093
26	75.000000	5.000000	-0.298474	0.054394
26	85.000000	5.000000	-0.308080	0.050554
26	95.000000	5.000000	-0.144270	0.052183
26	105.000000	5.000000	-0.181264	0.055824
26	115.000000	5.000000	0.048187	0.066799
26	125.000000	5.000000	0.038841	0.078455
26	135.000000	5.000000	0.334672	0.111378
26	145.000000	5.000000	0.272908	0.156896
26	155.000000	5.000000	0.156457	0.260275
26	165.000000	5.000000	-0.268408	0.762528
26	175.000000	5.000000	1.919700	2.274256


27	5.000000	5.000000	-1.932729	2.367071
27	15.000000	5.000000	0.078550	0.614158
27	25.000000	5.000000	-0.166600	0.171783
27	35.000000	5.000000	-0.181580	0.091548
27	45.000000	5.000000	-0.234087	0.055446
27	55.000000	5.000000	-0.349343	0.040773
27	65.000000	5.000000	-0.222305	0.032481
27	75.000000	5.000000	-0.278197	0.029105
27	85.000000	5.000000	-0.167782	0.028382
27	95.000000	5.000000	-0.133372	0.028722
27	105.000000	5.000000	-0.099974	0.031446
27	115.000000	5.000000	0.000103	0.038212
27	125.000000	5.000000	0.069721	0.043490
27	135.000000	5.000000	0.229242	0.058865
27	145.000000	5.000000	-0.050597	0.084839
27	155.000000	5.000000	0.454559	0.147023
27	165.000000	5.000000	-0.162948	0.331541
27	175.000000	5.000000	1.199510	0.739056


28	5.000000	5.000000	0.110755	0.693781
28	15.000000	5.000000	2.477215	2.205884
28	25.000000	5.000000	-0.297847	0.223407
28	35.000000	5.000000	-0.389507	0.117314
28	45.000000	5.000000	-0.111771	0.059024
28	55.000000	5.000000	-0.213617	0.049643
28	65.000000	5.000000	-0.262127	0.036758
28	75.000000	5.000000	-0.294927	0.035114
28	85.000000	5.000000	-0.232717	0.033207
28	95.000000	5.000000	-0.020136	0.032786
28	105.000000	5.000000	-0.123187	0.035026
28	115.000000	5.000000	0.114558	0.041288
28	125.000000	5.000000	0.113898	0.050109
28	135.000000	5.000000	0.099602	0.064860
28	145.000000	5.000000	0.174226	0.094840
28	155.000000	5.000000	0.330926	0.170220
28	165.000000	5.000000	0.492379	0.608924
28	175.000000	5.000000	4.712573	10.833318


29	5.000000	5.000000	-7.842579	8.850440
29	15.000000	5.000000	0.038152	3.157687
29	25.000000	5.000000	-0.693188	0.236111
29	35.000000	5.000000	-0.592428	0.142236
29	45.000000	5.000000	-0.182505	0.081813
29	55.000000	5.000000	-0.382307	0.059607
29	65.000000	5.000000	-0.204932	0.047978
29	75.000000	5.000000	-0.212300	0.041536
29	85.000000	5.000000	-0.036422	0.041326
29	95.000000	5.000000	-0.133585	0.041286
29	105.000000	5.000000	-0.099291	0.046923
29	115.000000	5.000000	0.028095	0.058429
29	125.000000	5.000000	0.198350	0.070232
29	135.000000	5.000000	0.301814	0.093073
29	145.000000	5.000000	0.275554	0.133911
29	155.000000	5.000000	0.346789	0.189999
29	165.000000	5.000000	0.131203	0.452871
29	175.000000	5.000000	-0.917560	2.439580


30	5.000000	5.000000	2.923265	3.203870
30	15.000000	5.000000	0.821286	0.584015
30	25.000000	5.000000	-0.185149	0.207145
30	35.000000	5.000000	-0.313505	0.116885
30	45.000000	5.000000	-0.351001	0.069375
30	55.000000	5.000000	-0.207430	0.052217
30	65.000000	5.000000	-0.288990	0.042999
30	75.000000	5.000000	-0.108941	0.038532
30	85.000000	5.000000	-0.159408	0.037043
30	95.000000	5.000000	-0.246927	0.038377
30	105.000000	5.000000	-0.141374	0.040464
30	115.000000	5.000000	-0.057468	0.048905
30	125.000000	5.000000	0.049020	0.056284
30	135.000000	5.000000	0.194156	0.081614
30	145.000000	5.000000	0.384503	0.107434
30	155.000000	5.000000	0.692227	0.221965
30	165.000000	5.000000	0.904936	0.500404
30	175.000000	5.000000	-2.587454	3.610825


31	5.000000	5.000000	0.336468	0.622592
31	15.000000	5.000000	-0.013665	1.453566
31	25.000000	5.000000	-0.553074	0.314772
31	35.000000	5.000000	-0.341387	0.135056
31	45.000000	5.000000	-0.127718	0.091627
31	55.000000	5.000000	-0.287718	0.073794
31	65.000000	5.000000	-0.396932	0.055899
31	75.000000	5.000000	-0.213112	0.048745
31	85.000000	5.000000	-0.194510	0.047235
31	95.000000	5.000000	-0.138338	0.047673
31	105.000000	5.000000	-0.051804	0.052361
31	115.000000	5.000000	0.067415	0.059780
31	125.000000	5.000000	0.015767	0.073910
31	135.000000	5.000000	0.350688	0.102178
31	145.000000	5.000000	0.704120	0.149018
31	155.000000	5.000000	0.429876	0.181460
31	165.000000	5.000000	-0.309778	0.497948
31	175.000000	5.000000	-3.543264	3.815788


32	5.000000	5.000000	0.000000	0.000000
32	15.000000	5.000000	0.000000	0.000000
32	25.000000	5.000000	0.000000	0.000000
32	35.000000	5.000000	0.000000	0.000000
32	45.000000	5.000000	0.000000	0.000000
32	55.000000	5.000000	0.000000	0.000000
32	65.000000	5.000000	0.000000	0.000000
32	75.000000	5.000000	0.000000	0.000000
32	85.000000	5.000000	0.000000	0.000000
32	95.000000	5.000000	0.000000	0.000000
32	105.000000	5.000000	0.000000	0.000000
32	115.000000	5.000000	0.000000	0.000000
32	125.000000	5.000000	0.000000	0.000000
32	135.000000	5.000000	0.000000	0.000000
32	145.000000	5.000000	0.000000	0.000000
32	155.000000	5.000000	0.000000	0.000000
32	165.000000	5.000000	0.000000	0.000000
32	175.000000	5.000000	0.000000	0.000000


33	5.000000	5.000000	-3.390922	4.557836
33	15.000000	5.000000	-1.337642	1.845911
33	25.000000	5.000000	0.211133	0.236966
33	35.000000	5.000000	-0.025200	0.121871
33	45.000000	5.000000	-0.192760	0.071776
33	55.000000	5.000000	-0.190073	0.049818
33	65.000000	5.000000	-0.103176	0.040637
33	75.000000	5.000000	-0.164319	0.036782
33	85.000000	5.000000	-0.279328	0.038294
33	95.000000	5.000000	-0.013519	0.038292
33	105.000000	5.000000	-0.114207	0.041821
33	115.000000	5.000000	0.070275	0.043244
33	125.000000	5.000000	0.199832	0.054989
33	135.000000	5.000000	0.244846	0.070906
33	145.000000	5.000000	0.015080	0.106474
33	155.000000	5.000000	0.593090	0.191367
33	165.000000	5.000000	0.212523	0.247838
33	175.000000	5.000000	0.879005	0.562925


34	5.000000	5.000000	1.993846	5.540518
34	15.000000	5.000000	-1.167752	2.900141
34	25.000000	5.000000	-0.138460	0.284604
34	35.000000	5.000000	-0.494967	0.155871
