TaggerCh	Theta	DTheta	Asym	DAsym
21	145.000000	5.000000	0.000000	0.000000
21	155.000000	5.000000	0.000000	0.000000
21	165.000000	5.000000	0.000000	0.000000
21	175.000000	5.000000	0.000000	0.000000


22	5.000000	5.000000	0.000000	0.000000
22	15.000000	5.000000	0.000000	0.000000
22	25.000000	5.000000	0.000000	0.000000
22	35.000000	5.000000	0.000000	0.000000
22	45.000000	5.000000	0.000000	0.000000
22	55.000000	5.000000	0.000000	0.000000
22	65.000000	5.000000	0.000000	0.000000
22	75.000000	5.000000	0.000000	0.000000
22	85.000000	5.000000	0.000000	0.000000
22	95.000000	5.000000	0.000000	0.000000
22	105.000000	5.000000	0.000000	0.000000
22	115.000000	5.000000	0.000000	0.000000
22	125.000000	5.000000	0.000000	0.000000
22	135.000000	5.000000	0.000000	0.000000
22	145.000000	5.000000	0.000000	0.000000
22	155.000000	5.000000	0.000000	0.000000
22	165.000000	5.000000	0.000000	0.000000
22	175.000000	5.000000	0.000000	0.000000


23	5.000000	5.000000	0.000000	0.000000
23	15.000000	5.000000	0.551712	0.994699
23	25.000000	5.000000	-1.496368	0.349286
23	35.000000	5.000000	-1.064486	0.145020
23	45.000000	5.000000	-1.103384	0.094102
23	55.000000	5.000000	-1.019290	0.069229
23	65.000000	5.000000	-0.691421	0.052541
23	75.000000	5.000000	-0.557844	0.045562
23	85.000000	5.000000	-0.284383	0.039009
23	95.000000	5.000000	-0.114715	0.038968
23	105.000000	5.000000	0.067207	0.043619
23	115.000000	5.000000	0.253543	0.052643
23	125.000000	5.000000	0.492578	0.066043
23	135.000000	5.000000	0.539815	0.090005
23	145.000000	5.000000	0.651025	0.133332
23	155.000000	5.000000	0.402833	0.217365
23	165.000000	5.000000	-0.598752	0.430243
23	175.000000	5.000000	-3.343800	8.685830


24	5.000000	5.000000	24.919351	44.957610
24	15.000000	5.000000	-0.518144	0.491354
24	25.000000	5.000000	-1.597311	0.419102
24	35.000000	5.000000	-1.172430	0.154137
24	45.000000	5.000000	-1.377271	0.100696
24	55.000000	5.000000	-0.965200	0.069198
24	65.000000	5.000000	-0.822403	0.056435
24	75.000000	5.000000	-0.444455	0.044210
24	85.000000	5.000000	-0.346126	0.042921
24	95.000000	5.000000	-0.065723	0.041517
24	105.000000	5.000000	0.207966	0.046455
24	115.000000	5.000000	0.376065	0.054574
24	125.000000	5.000000	0.654496	0.072567
24	135.000000	5.000000	0.852013	0.105466
24	145.000000	5.000000	0.975032	0.146327
24	155.000000	5.000000	0.662357	0.274790
24	165.000000	5.000000	-0.214415	0.353270
24	175.000000	5.000000	0.776969	0.909131


25	5.000000	5.000000	6.296168	11.649107
25	15.000000	5.000000	1.534150	4.405302
25	25.000000	5.000000	-0.872973	0.290698
25	35.000000	5.000000	-0.794087	0.177155
25	45.000000	5.000000	-1.213900	0.116021
25	55.000000	5.000000	-1.096427	0.083880
25	65.000000	5.000000	-0.820444	0.062122
25	75.000000	5.000000	-0.474560	0.055949
25	85.000000	5.000000	-0.345080	0.049757
25	95.000000	5.000000	-0.123562	0.048518
25	105.000000	5.000000	0.209229	0.058179
25	115.000000	5.000000	0.238025	0.061828
25	125.000000	5.000000	0.454881	0.082287
25	135.000000	5.000000	0.709350	0.110499
25	145.000000	5.000000	0.665234	0.146713
25	155.000000	5.000000	0.682263	0.402425
25	165.000000	5.000000	2.250085	0.993290
25	175.000000	5.000000	0.339876	0.690111


26	5.000000	5.000000	-3.868379	11.279662
26	15.000000	5.000000	35.065878	297.237010
26	25.000000	5.000000	0.110243	0.325919
26	35.000000	5.000000	-1.827209	0.221065
26	45.000000	5.000000	-1.233338	0.117998
26	55.000000	5.000000	-1.172276	0.085803
26	65.000000	5.000000	-0.913248	0.070019
26	75.000000	5.000000	-0.670045	0.063484
26	85.000000	5.000000	-0.430980	0.056751
26	95.000000	5.000000	-0.096635	0.057699
26	105.000000	5.000000	0.202361	0.061974
26	115.000000	5.000000	0.466938	0.075929
26	125.000000	5.000000	0.741858	0.092001
26	135.000000	5.000000	0.800724	0.128938
26	145.000000	5.000000	1.804535	0.214051
26	155.000000	5.000000	0.687454	0.299921
26	165.000000	5.000000	3.749631	1.475369
26	175.000000	5.000000	0.010066	1.840943


27	5.000000	5.000000	2.488247	3.071211
27	15.000000	5.000000	-0.775866	0.874523
27	25.000000	5.000000	-0.870078	0.245219
27	35.000000	5.000000	-0.750011	0.129362
27	45.000000	5.000000	-0.883015	0.082846
27	55.000000	5.000000	-0.859549	0.061501
27	65.000000	5.000000	-0.765113	0.049897
27	75.000000	5.000000	-0.446015	0.040212
27	85.000000	5.000000	-0.334294	0.038501
27	95.000000	5.000000	-0.029578	0.037828
27	105.000000	5.000000	0.071870	0.041579
27	115.000000	5.000000	0.346796	0.052305
27	125.000000	5.000000	0.508738	0.061215
27	135.000000	5.000000	0.642831	0.083312
27	145.000000	5.000000	0.940706	0.129931
27	155.000000	5.000000	0.930186	0.209467
27	165.000000	5.000000	0.033040	0.428855
27	175.000000	5.000000	0.800741	0.727281


28	5.000000	5.000000	-0.412198	0.951233
28	15.000000	5.000000	-1.655121	1.665313
28	25.000000	5.000000	-0.919920	0.309729
28	35.000000	5.000000	-1.211468	0.172019
28	45.000000	5.000000	-1.089972	0.091993
28	55.000000	5.000000	-0.972413	0.075410
28	65.000000	5.000000	-0.761437	0.053684
28	75.000000	5.000000	-0.556097	0.047914
28	85.000000	5.000000	-0.304329	0.042896
28	95.000000	5.000000	-0.015953	0.042092
28	105.000000	5.000000	0.157034	0.045197
28	115.000000	5.000000	0.342046	0.054617
28	125.000000	5.000000	0.582995	0.069128
28	135.000000	5.000000	0.821590	0.094567
28	145.000000	5.000000	1.013446	0.142011
28	155.000000	5.000000	1.023764	0.246535
28	165.000000	5.000000	0.363106	0.716955
28	175.000000	5.000000	-4.094239	8.711258


29	5.000000	5.000000	3.365557	9.585123
29	15.000000	5.000000	-5.911900	13.773024
29	25.000000	5.000000	-0.696529	0.294300
29	35.000000	5.000000	-1.394245	0.202109
29	45.000000	5.000000	-0.964249	0.116170
29	55.000000	5.000000	-0.952886	0.085237
29	65.000000	5.000000	-0.790383	0.068320
29	75.000000	5.000000	-0.488684	0.055520
29	85.000000	5.000000	-0.160942	0.052961
29	95.000000	5.000000	-0.117084	0.052782
29	105.000000	5.000000	0.010903	0.059881
29	115.000000	5.000000	0.425768	0.077443
29	125.000000	5.000000	0.540062	0.093288
29	135.000000	5.000000	0.723370	0.126100
29	145.000000	5.000000	0.579600	0.175636
29	155.000000	5.000000	0.350467	0.243123
29	165.000000	5.000000	0.282315	0.581199
29	175.000000	5.000000	-5.346691	7.746680


30	5.000000	5.000000	-1.045583	1.979761
30	15.000000	5.000000	0.134613	0.657171
30	25.000000	5.000000	-0.771331	0.280248
30	35.000000	5.000000	-1.318356	0.175314
30	45.000000	5.000000	-1.013253	0.099575
30	55.000000	5.000000	-0.882294	0.075820
30	65.000000	5.000000	-0.642529	0.058937
30	75.000000	5.000000	-0.534691	0.052637
30	85.000000	5.000000	-0.366666	0.048731
30	95.000000	5.000000	-0.145164	0.048719
30	105.000000	5.000000	0.142296	0.051752
30	115.000000	5.000000	0.332006	0.064245
30	125.000000	5.000000	0.577189	0.076941
30	135.000000	5.000000	0.626660	0.110509
30	145.000000	5.000000	0.596113	0.140880
30	155.000000	5.000000	0.868739	0.287279
30	165.000000	5.000000	2.590355	0.921819
30	175.000000	5.000000	0.785521	2.165118


31	5.000000	5.000000	-1.108925	1.093099
31	15.000000	5.000000	-1.644794	2.451026
31	25.000000	5.000000	-1.209492	0.432824
31	35.000000	5.000000	-0.860880	0.183401
31	45.000000	5.000000	-0.791137	0.126742
31	55.000000	5.000000	-1.084529	0.108831
31	65.000000	5.000000	-0.759004	0.076543
31	75.000000	5.000000	-0.594912	0.066128
31	85.000000	5.000000	-0.274715	0.060598
31	95.000000	5.000000	-0.247918	0.061418
31	105.000000	5.000000	0.019607	0.067033
31	115.000000	5.000000	0.246307	0.077274
31	125.000000	5.000000	0.544279	0.099418
31	135.000000	5.000000	0.697555	0.136847
31	145.000000	5.000000	1.084501	0.199140
31	155.000000	5.000000	1.004893	0.255814
31	165.000000	5.000000	1.385796	0.769142
31	175.000000	5.000000	-2.729148	3.314639


32	5.000000	5.000000	0.000000	0.000000
32	15.000000	5.000000	0.000000	0.000000
32	25.000000	5.000000	0.000000	0.000000
32	35.000000	5.000000	0.000000	0.000000
32	45.000000	5.000000	0.000000	0.000000
32	55.000000	5.000000	0.000000	0.000000
32	65.000000	5.000000	0.000000	0.000000
32	75.000000	5.000000	0.000000	0.000000
32	85.000000	5.000000	0.000000	0.000000
32	95.000000	5.000000	0.000000	0.000000
32	105.000000	5.000000	0.000000	0.000000
32	115.000000	5.000000	0.000000	0.000000
32	125.000000	5.000000	0.000000	0.000000
32	135.000000	5.000000	0.000000	0.000000
32	145.000000	5.000000	0.000000	0.000000
32	155.000000	5.000000	0.000000	0.000000
32	165.000000	5.000000	0.000000	0.000000
32	175.000000	5.000000	0.000000	0.000000


33	5.000000	5.000000	-0.440463	1.999846
33	15.000000	5.000000	0.371620	1.578055
33	25.000000	5.000000	-1.565148	0.388884
33	35.000000	5.000000	-1.419096	0.202581
33	45.000000	5.000000	-1.118329	0.113314
33	55.000000	5.000000	-0.903856	0.076267
33	65.000000	5.000000	-0.670628	0.059296
33	75.000000	5.000000	-0.508444	0.050823
33	85.000000	5.000000	-0.336889	0.049137
33	95.000000	5.000000	0.042913	0.049156
33	105.000000	5.000000	0.089973	0.053715
33	115.000000	5.000000	0.219896	0.056278
33	125.000000	5.000000	0.439740	0.073751
33	135.000000	5.000000	0.673260	0.098826
33	145.000000	5.000000	0.963272	0.163003
33	155.000000	5.000000	0.828181	0.251206
33	165.000000	5.000000	0.437738	0.333532
33	175.000000	5.000000	-0.759976	0.624005


34	5.000000	5.000000	1.536955	5.022174
34	15.000000	5.000000	0.683113	2.581665
34	25.000000	5.000000	-1.916359	0.490666
34	35.000000	5.000000	-1.286239	0.226938
34	45.000000	5.000000	-1.216485	0.118057
34	55.000000	5.000000	-1.123763	0.086554
34	65.000000	5.000000	-0.857961	0.062680
34	75.000000	5.000000	-0.614633	0.058460
