   W                 M1+(pi0_p)
 (MeV)      Re       DRe      Im       DIm
1075.227    0.890    0.094   -0.034    0.123
1077.319    1.313    0.095   -0.000    0.148
1079.346    1.625    0.131   -0.024    0.156
1081.387    2.023    0.136    0.003    0.191
1083.424    2.253    0.130    0.027    0.222
1085.449    2.624    0.078    0.003    0.380
1087.487    2.799    0.095    0.006    0.346
1089.521    3.100    0.083    0.023    0.537
1091.535    3.304    0.092   -0.011    0.463
1093.579    3.466    0.098    0.029    0.399
1095.610    3.873    0.079    0.045    0.595
1097.646    4.201    0.077    0.162    0.406
1099.619    4.319    0.076    0.252    0.398
1101.699    4.504    0.076    0.299    0.357
1103.707    4.798    0.079    0.204    0.549
1105.729    4.909    0.082    0.379    0.342
1107.755    5.388    0.073    0.556    0.481
1109.760    5.551    0.079    0.567    0.503
1111.796    5.726    0.097    0.378    0.574
1113.795    6.314    0.084    0.585    0.446
1115.823    6.366    0.119    0.754    0.548
1117.839    6.690    0.100    0.701    0.471
1119.860    7.043    0.099    0.741    0.676
1121.878    7.422    0.120    1.106    0.737
1123.833    7.325    0.127    1.071    0.450
1125.893    7.710    0.162    1.480    0.750
1127.891    7.995    0.149    1.385    0.541
1129.903    8.513    0.144    1.418    0.713
1131.911    8.745    0.139    1.733    0.515
1133.915    8.569    0.144    1.648    0.562
1135.841    9.192    0.139    2.026    0.497
1135.916    9.233    0.143    2.038    0.506
1137.913    9.762    0.141    2.203    0.482
1139.396    9.408    0.158    2.084    0.555
1139.923    9.927    0.133    2.443    0.489
1141.905    9.517    0.155    2.464    0.369
1142.931   10.086    0.143    2.724    0.481
1143.916   10.299    0.140    2.719    0.397
1145.916   11.112    0.139    3.339    0.408
1146.464   10.728    0.183    3.189    0.570
1147.855   11.406    0.139    3.627    0.411
1149.905   12.124    0.124    4.043    0.348
1149.986   12.058    0.162    4.027    0.458
1151.886   12.051    0.132    4.294    0.330
1153.497   12.450    0.159    4.549    0.431
1153.880   12.465    0.126    4.729    0.309
1155.862   13.065    0.138    5.022    0.366
1157.006   13.062    0.163    5.221    0.404
1157.849   13.271    0.139    5.576    0.334
1159.841   13.622    0.142    5.892    0.330
1160.504   13.531    0.176    6.052    0.392
1161.821   13.694    0.148    6.318    0.321
1163.798   13.991    0.198    6.866    0.388
1163.991   13.819    0.199    6.770    0.400
1165.780   14.443    0.173    7.443    0.331
1167.468   14.692    0.203    7.868    0.375
1167.758   14.818    0.142    8.104    0.257
1169.733   15.058    0.137    8.885    0.232
1170.951   15.058    0.216    8.942    0.365
1171.680   15.047    0.235    9.233    0.378
1173.680   15.327    0.133    9.978    0.205
1174.336   15.214    0.252    9.842    0.386
1175.653   15.170    0.157   10.361    0.224
1177.631   15.548    0.156   11.455    0.209
1177.870   15.728    0.254   11.311    0.355
1179.597   15.825    0.161   12.320    0.207
1181.306   15.825    0.279   12.832    0.341
1181.560   15.655    0.158   13.181    0.186
1183.528   15.751    0.172   13.813    0.197
1184.748   15.731    0.308   14.374    0.337
1185.493   15.757    0.166   14.126    0.188
1187.454   15.762    0.173   15.153    0.182
1188.180   15.590    0.337   15.659    0.334
1189.412   15.532    0.185   16.271    0.175
1191.366   15.198    0.202   16.878    0.184
1191.603   14.786    0.395   17.114    0.342
1193.334   14.892    0.199   17.643    0.169
1195.015   14.409    0.423   18.341    0.333
1195.235   14.447    0.204   18.526    0.159
1197.235   13.845    0.219   19.261    0.156
1198.426   13.586    0.454   19.569    0.318
1199.193   13.319    0.227   20.253    0.148
1201.038   12.894    0.235   20.899    0.146
1201.819   12.396    0.504   21.160    0.298
1202.950   12.111    0.263   21.769    0.148
1204.852   11.171    0.291   22.245    0.148
1205.210   11.342    0.548   22.180    0.286
1206.751   10.355    0.320   23.232    0.141
1208.600    9.632    0.649   23.585    0.268
1208.646    9.546    0.335   23.604    0.136
1210.539    8.546    0.384   24.253    0.136
1211.987    8.142    0.716   24.025    0.255
1212.429    8.047    0.450   24.507    0.149
1214.315    7.170    0.497   24.807    0.144
1215.273    6.794    0.970   25.053    0.265
1216.207    6.188    0.534   24.963    0.135
1218.049    5.097    0.612   25.276    0.126
1218.712    4.733    1.071   25.558    0.205
1219.951    3.956    0.750   25.227    0.127
1221.826    3.115    0.664   25.044    0.101
1222.048    3.349    0.997   25.250    0.162
1223.690    2.018    0.794   25.069    0.101
1225.399    1.844    3.114   25.431    0.270
1225.560    0.926    0.934   25.115    0.095
1227.419    0.566    0.895   24.977    0.088
1228.733   -0.023    1.162   24.724    0.134
1229.275   -0.322    0.730   24.430    0.096
1231.128   -1.353    1.518   24.184    0.301
1232.065   -1.783    1.842   24.739    0.178
1232.979   -2.243    1.554   23.947    0.296
1234.819   -2.864    0.632   23.728    0.109
1235.389   -3.052    1.503   24.149    0.215
1236.664   -3.813    0.836   23.649    0.143
1238.514   -4.594    0.710   23.234    0.150
1238.696   -4.433    1.268   23.418    0.248
1240.301   -4.560    0.526   22.581    0.131
1242.009   -5.259    1.125   22.946    0.252
1242.183   -5.362    0.532   22.229    0.140
1244.002   -5.855    0.499   21.663    0.150
1245.306   -6.220    0.889   21.752    0.261
1245.826   -6.451    0.435   21.185    0.148
1247.647   -7.078    0.468   21.169    0.158
1248.594   -7.402    0.759   20.543    0.282
1249.466   -6.907    0.472   20.249    0.172
1251.274   -7.514    0.387   20.041    0.146
1251.896   -7.944    0.730   19.909    0.295
1253.095   -7.752    0.378   19.315    0.155
1254.883   -8.095    0.391   18.807    0.174
1255.085   -8.386    0.583   19.009    0.259
1256.684   -8.443    0.346   18.384    0.162
1258.437   -8.847    0.574   18.136    0.283
1258.482   -8.585    0.318   17.854    0.156
1260.285   -8.828    0.318   17.164    0.169
1261.691   -9.294    0.506   17.337    0.271
1262.026   -9.060    0.294   17.028    0.158
1263.861   -9.105    1.058   16.210    0.624
1264.944   -9.721    0.426   16.517    0.251
1265.649   -9.358    0.272   15.893    0.167
1267.412   -9.482    0.272   15.832    0.162
1268.189   -9.765    0.421   15.775    0.266
1269.187   -9.488    0.263   15.462    0.162
1270.960   -9.711    0.240   15.110    0.154
1271.433   -9.995    0.371   14.653    0.258
1272.731  -10.149    0.249   14.263    0.183
1274.477   -9.802    0.238   14.276    0.161
1274.661  -10.368    0.323   14.269    0.238
1276.250   -9.845    0.236   13.721    0.170
1278.006  -10.301    0.277   13.412    0.214
1279.752  -10.132    0.293   12.561    0.243
1281.108  -10.446    0.294   12.900    0.242
1281.510  -10.012    0.224   12.556    0.180
1283.215  -10.112    0.813   12.091    0.721
1284.319  -10.452    0.275   12.329    0.236
1284.991   -9.990    0.235   11.957    0.197
1286.720  -10.035    0.279   11.781    0.239
1287.522  -10.240    0.272   12.173    0.221
1288.447   -9.941    0.236   11.716    0.199
1290.179  -10.003    0.227   11.439    0.197
1290.724   -9.857    0.280   11.497    0.238
1291.902   -9.868    0.232   10.580    0.231
1293.614   -9.925    0.232   10.366    0.238
1293.846   -9.858    0.257   10.420    0.249
1295.332   -9.727    0.223   10.168    0.224
