   W                 E2+(pi0_p)
 (MeV)      Re       DRe      Im       DIm
1075.227   -0.028    0.076   -0.087    0.088
1077.319   -0.036    0.054   -0.069    0.089
1079.346   -0.017    0.037   -0.032    0.086
1081.387    0.003    0.034    0.040    0.070
1083.424   -0.012    0.043    0.240    0.082
1085.449    0.019    0.033    0.088    0.061
1087.487    0.013    0.037    0.148    0.066
1089.521    0.001    0.031    0.117    0.057
1091.535   -0.049    0.030   -0.099    0.069
1093.579   -0.027    0.030    0.008    0.058
1095.610   -0.058    0.028   -0.128    0.069
1097.646    0.030    0.025   -0.013    0.052
1099.619   -0.109    0.028   -0.171    0.066
1101.699   -0.102    0.028   -0.082    0.053
1103.707    0.029    0.027    0.045    0.044
1105.729   -0.108    0.027   -0.077    0.053
1107.755   -0.019    0.027   -0.016    0.076
1109.760   -0.094    0.038    0.021    0.090
1111.796   -0.040    0.030    0.003    0.087
1113.795   -0.042    0.036    0.072    0.059
1115.823   -0.097    0.045    0.119    0.052
1117.839   -0.055    0.043    0.434    0.080
1119.860   -0.007    0.041    0.190    0.084
1121.878   -0.009    0.036    0.076    0.099
1123.833   -0.019    0.059    0.398    0.094
1125.893   -0.084    0.065    0.072    0.135
1127.891   -0.006    0.092    0.072    0.091
1129.903    0.036    0.076   -0.032    0.134
1131.911   -0.180    0.082    0.197    0.178
1133.915   -0.177    0.071    0.196    0.130
1135.841   -0.047    0.070    0.012    0.095
1135.916   -0.060    0.081    0.024    0.096
1137.913    0.118    0.086   -0.064    0.121
1139.396   -0.085    0.086    0.561    0.119
1139.923   -0.100    0.080    0.180    0.147
1141.905   -0.033    0.081    0.022    0.094
1142.931   -0.067    0.073   -0.166    0.139
1143.916    0.436    0.076    0.115    0.113
1145.916   -0.038    0.087   -0.184    0.153
1146.464   -0.046    0.061   -0.062    0.129
1147.855   -0.132    0.090    0.019    0.097
1149.905    0.023    0.066    0.170    0.116
1149.986    0.002    0.074    0.167    0.126
1151.886    0.145    0.066   -0.142    0.135
1153.497   -0.125    0.051   -0.072    0.123
1153.880    0.088    0.069    0.010    0.101
1155.862   -0.048    0.058   -0.160    0.130
1157.006   -0.098    0.056   -0.113    0.134
1157.849   -0.054    0.039   -0.094    0.110
1159.841   -0.085    0.045   -0.113    0.114
1160.504   -0.053    0.047   -0.110    0.112
1161.821   -0.012    0.046    0.018    0.119
1163.798    0.057    0.082    0.165    0.100
1163.991    0.033    0.075    0.169    0.097
1165.780    0.090    0.072   -0.057    0.100
1167.468    0.065    0.072   -0.012    0.113
1167.758    0.062    0.059   -0.026    0.095
1169.733    0.089    0.064   -0.247    0.107
1170.951   -0.117    0.060   -0.036    0.115
1171.680    0.292    0.089   -0.214    0.143
1173.680   -0.147    0.060    0.206    0.103
1174.336    0.072    0.071    0.001    0.096
1175.653   -0.023    0.051   -0.000    0.061
1177.631    0.227    0.066   -0.067    0.085
1177.870    0.133    0.079   -0.270    0.102
1179.597    0.162    0.063   -0.206    0.082
1181.306    0.161    0.075   -0.234    0.094
1181.560    0.163    0.057   -0.124    0.077
1183.528   -0.090    0.056    0.161    0.065
1184.748    0.174    0.083   -0.237    0.086
1185.493   -0.047    0.050    0.053    0.055
1187.454   -0.073    0.054    0.104    0.060
1188.180    0.196    0.082   -0.164    0.079
1189.412    0.064    0.060   -0.044    0.063
1191.366   -0.155    0.062    0.100    0.071
1191.603    0.343    0.101   -0.203    0.084
1193.334   -0.101    0.064    0.048    0.065
1195.015    0.121    0.119    0.008    0.079
1195.235    0.075    0.075    0.120    0.058
1197.235    0.208    0.078   -0.007    0.059
1198.426   -0.216    0.092    0.325    0.085
1199.193    0.044    0.059    0.080    0.059
1201.038   -0.017    0.074    0.020    0.053
1201.819   -0.273    0.097    0.300    0.081
1202.950    0.046    0.074    0.029    0.051
1204.852   -0.171    0.087    0.474    0.066
1205.210   -0.325    0.105    0.313    0.084
1206.751   -0.012    0.080    0.064    0.060
1208.600    0.176    0.126   -0.012    0.071
1208.646    0.008    0.077    0.091    0.055
1210.539   -0.160    0.081    0.157    0.057
1211.987    0.486    0.138   -0.068    0.068
1212.429   -0.083    0.079   -0.066    0.061
1214.315   -0.082    0.069    0.058    0.047
1215.273    0.031    0.101   -0.171    0.065
1216.207   -0.057    0.068    0.078    0.046
1218.049   -0.141    0.077    0.160    0.043
1218.712   -0.344    0.121    0.169    0.051
1219.951   -0.028    0.082    0.104    0.042
1221.826    0.086    0.111    0.192    0.051
1222.048    0.179    0.128    0.139    0.062
1223.690    0.013    0.095    0.150    0.048
1225.399   -0.445    0.142   -0.095    0.070
1225.560    0.008    0.107    0.134    0.048
1227.419   -0.071    0.105    0.196    0.050
1228.733    0.288    0.118    0.130    0.066
1229.275    0.119    0.102    0.197    0.056
1231.128    0.045    0.147    0.074    0.078
1232.065    0.105    0.129    0.077    0.070
1232.979   -0.099    0.118    0.038    0.056
1234.819    0.174    0.108    0.242    0.064
1235.389   -0.046    0.149    0.048    0.072
1236.664   -0.172    0.091    0.009    0.049
1238.514   -0.196    0.106   -0.059    0.052
1238.696   -0.259    0.132    0.025    0.059
1240.301    0.110    0.104    0.223    0.075
1242.009   -0.341    0.179   -0.084    0.065
1242.183    0.124    0.105    0.174    0.075
1244.002   -0.036    0.131    0.305    0.088
1245.306   -0.290    0.121    0.162    0.081
1245.826   -0.470    0.151    0.195    0.085
1247.647   -0.148    0.121    0.103    0.062
