   W                 M3+(pi0_p)
 (MeV)      Re       DRe      Im       DIm
1075.227   -0.049    0.070   -0.003    0.059
1077.319   -0.061    0.047    0.027    0.087
1079.346   -0.107    0.042    0.083    0.068
1081.387   -0.081    0.051    0.123    0.084
1083.424   -0.155    0.061   -0.108    0.061
1085.449   -0.125    0.036   -0.132    0.087
1087.487   -0.106    0.039   -0.226    0.067
1089.521   -0.075    0.040    0.022    0.032
1091.535   -0.138    0.043   -0.058    0.042
1093.579   -0.094    0.041   -0.072    0.025
1095.610   -0.079    0.037   -0.074    0.032
1097.646   -0.007    0.036    0.051    0.021
1099.619   -0.166    0.036   -0.080    0.035
1101.699   -0.129    0.036   -0.116    0.024
1103.707   -0.172    0.032    0.164    0.078
1105.729   -0.078    0.037   -0.091    0.022
1107.755   -0.155    0.034   -0.085    0.035
1109.760   -0.361    0.036    0.052    0.074
1111.796   -0.325    0.041   -0.238    0.062
1113.795   -0.199    0.038   -0.193    0.091
1115.823   -0.238    0.054   -0.369    0.087
1117.839   -0.196    0.047    0.069    0.071
1119.860   -0.116    0.049    0.014    0.056
1121.878   -0.128    0.052   -0.121    0.075
1123.833   -0.396    0.056   -0.264    0.099
1125.893   -0.208    0.073   -0.204    0.105
1127.891   -0.041    0.072   -0.225    0.119
1129.903   -0.291    0.066   -0.293    0.177
1131.911   -0.210    0.062   -0.064    0.124
1133.915   -0.662    0.061   -0.491    0.127
1135.841   -0.003    0.062   -0.331    0.140
1135.916   -0.054    0.067   -0.317    0.146
1137.913    0.124    0.059   -0.372    0.151
1139.396   -0.748    0.066   -0.300    0.180
1139.923   -0.105    0.056   -0.055    0.143
1141.905    0.271    0.063   -0.905    0.109
1142.931   -0.867    0.065   -0.031    0.147
1143.916    0.295    0.057   -0.606    0.123
1145.916   -0.146    0.062   -0.210    0.119
1146.464    0.068    0.069   -0.584    0.164
1147.855    0.082    0.064   -0.118    0.120
1149.905   -0.068    0.059   -0.152    0.114
1149.986   -0.026    0.068   -0.215    0.135
1151.886   -0.362    0.060   -0.473    0.119
1153.497   -0.273    0.070   -0.034    0.090
1153.880   -0.085    0.058   -0.236    0.094
1155.862   -0.184    0.068    0.003    0.103
1157.006   -0.307    0.073   -0.030    0.103
1157.849   -0.198    0.065   -0.082    0.079
1159.841   -0.236    0.068   -0.043    0.095
1160.504   -0.187    0.075   -0.077    0.097
1161.821   -0.540    0.069   -0.127    0.093
1163.798   -0.287    0.087   -0.223    0.132
1163.991   -0.314    0.080   -0.119    0.122
1165.780   -0.042    0.077   -0.163    0.119
1167.468    0.022    0.085   -0.113    0.138
1167.758   -0.131    0.071   -0.001    0.112
1169.733   -0.133    0.069   -0.010    0.082
1170.951   -0.214    0.091   -0.079    0.108
1171.680   -0.246    0.106   -0.037    0.139
1173.680    0.096    0.062   -0.033    0.085
1174.336   -0.135    0.094   -0.647    0.146
1175.653   -0.063    0.070   -0.792    0.093
1177.631   -0.025    0.072   -0.078    0.091
1177.870   -0.477    0.111    0.164    0.100
1179.597   -0.164    0.077    0.053    0.087
1181.306   -0.028    0.092    0.380    0.117
1181.560   -0.007    0.064    0.430    0.079
1183.528   -0.370    0.084    0.055    0.086
1184.748   -0.047    0.105    0.143    0.124
1185.493   -0.488    0.082    0.127    0.079
1187.454   -0.466    0.085    0.040    0.079
1188.180    0.025    0.127    0.015    0.124
1189.412   -0.118    0.078    0.351    0.080
1191.366   -0.659    0.089    0.193    0.075
1191.603    0.111    0.105   -0.467    0.123
1193.334   -0.607    0.089    0.117    0.072
1195.015    0.119    0.110   -0.618    0.126
1195.235    0.449    0.074   -0.217    0.074
1197.235    0.436    0.072   -0.537    0.076
1198.426    0.031    0.113   -0.729    0.123
1199.193    0.301    0.085    0.140    0.069
1201.038   -0.280    0.098   -0.313    0.072
1201.819    0.133    0.121   -0.625    0.119
1202.950   -0.249    0.109   -0.504    0.072
1204.852    0.383    0.072   -0.384    0.072
1205.210    0.050    0.132   -0.718    0.117
1206.751    0.538    0.092   -0.193    0.068
1208.600    0.416    0.129   -0.590    0.113
1208.646    0.577    0.088   -0.386    0.066
1210.539    0.495    0.095   -0.129    0.066
1211.987    0.530    0.131   -0.861    0.109
1212.429   -0.734    0.104    0.246    0.069
1214.315    0.345    0.111   -0.107    0.070
1215.273   -0.315    0.194   -0.102    0.109
1216.207    0.397    0.106   -0.273    0.066
1218.049    0.519    0.106    0.009    0.061
1218.712    0.046    0.131    0.062    0.095
1219.951    0.543    0.116    0.053    0.061
1221.826    0.816    0.081   -0.264    0.063
1222.048    0.532    0.117   -0.648    0.090
1223.690    0.882    0.085    0.019    0.062
1225.399   -0.460    0.215   -0.773    0.108
1225.560    0.791    0.084    0.272    0.060
1227.419    0.795    0.080    0.213    0.059
1228.733    0.609    0.111   -0.704    0.089
1229.275    0.938    0.067    0.213    0.058
1231.128    0.840    0.101    0.379    0.208
1232.065    0.309    0.125    0.442    0.087
1232.979    0.691    0.117    0.438    0.170
1234.819    0.805    0.077    0.185    0.061
1235.389    0.351    0.127    0.498    0.081
1236.664    0.536    0.110    0.270    0.070
1238.514    0.485    0.118    0.168    0.072
1238.696   -0.237    0.136    0.321    0.079
1240.301    0.724    0.093   -0.041    0.064
1242.009   -0.008    0.163   -0.313    0.095
1242.183    0.665    0.094    0.184    0.068
1244.002    0.558    0.087    0.367    0.067
1245.306   -0.067    0.145    0.449    0.079
1245.826    0.497    0.095    0.238    0.069
1247.647   -0.320    0.134   -0.229    0.075
1248.594   -0.240    0.133    0.466    0.069
1249.466    0.379    0.099    0.299    0.075
1251.274    0.364    0.102    0.295    0.065
1251.896   -0.015    0.142    0.443    0.090
1253.095    0.527    0.107    0.195    0.069
1254.883    0.402    0.091    0.382    0.070
1255.085    0.141    0.136    0.425    0.083
1256.684    0.317    0.080    0.410    0.068
1258.437   -0.073    0.120    0.484    0.085
1258.482    0.419    0.076    0.454    0.064
1260.285    0.585    0.075    0.497    0.065
1261.691    0.152    0.106    0.519    0.081
1262.026    0.549    0.076    0.419    0.065
1263.861    0.969    0.155    0.270    0.144
1264.944    0.086    0.106    0.483    0.079
1265.649    0.867    0.089    0.192    0.066
1267.412    0.120    0.098    0.330    0.067
1268.189   -0.249    0.122    0.337    0.077
1269.187    0.397    0.089    0.298    0.066
1270.960    0.435    0.098    0.248    0.066
1271.433   -0.326    0.091    0.464    0.065
1272.731   -0.486    0.075    0.084    0.060
1274.477    0.317    0.093    0.199    0.067
1274.661   -0.196    0.096    0.275    0.075
