   W                 M3-(pi0_p)
 (MeV)      Re       DRe      Im       DIm
1075.227   -0.019    0.044    0.096    0.091
1077.319   -0.004    0.045    0.029    0.183
1079.346   -0.053    0.045   -0.184    0.061
1081.387   -0.053    0.042   -0.094    0.059
1083.424    0.015    0.026   -0.036    0.067
1085.449    0.008    0.023    0.053    0.054
1087.487    0.000    0.030    0.082    0.037
1089.521   -0.020    0.047   -0.270    0.059
1091.535   -0.043    0.041    0.281    0.062
1093.579   -0.065    0.050    0.456    0.050
1095.610    0.016    0.041    0.299    0.058
1097.646   -0.051    0.040   -0.422    0.055
1099.619   -0.024    0.032    0.346    0.056
1101.699   -0.052    0.040    0.517    0.044
1103.707   -0.005    0.022   -0.034    0.037
1105.729   -0.108    0.039    0.590    0.044
1107.755    0.026    0.028    0.319    0.076
1109.760    0.027    0.024    0.196    0.068
1111.796    0.004    0.034    0.371    0.073
1113.795    0.052    0.019    0.049    0.043
1115.823    0.092    0.029   -0.012    0.043
1117.839   -0.015    0.029   -0.071    0.067
1119.860    0.062    0.045   -0.445    0.086
1121.878    0.001    0.045    0.430    0.096
1123.833    0.068    0.036    0.147    0.077
1125.893   -0.086    0.071    0.629    0.107
1127.891   -0.181    0.122    0.749    0.090
1129.903   -0.004    0.092    0.414    0.112
1131.911    0.454    0.082    0.349    0.171
1133.915   -0.006    0.060    0.170    0.068
1135.841   -0.398    0.099    0.632    0.102
1135.916   -0.263    0.112    0.660    0.099
1137.913   -0.092    0.107    0.462    0.136
1139.396    0.118    0.046    0.102    0.086
1139.923    0.493    0.075    0.031    0.151
1141.905   -0.308    0.131    0.661    0.121
1142.931    0.222    0.067    0.317    0.095
1143.916   -0.369    0.083   -0.066    0.099
1145.916    0.395    0.093    0.420    0.147
1146.464   -0.814    0.100    0.415    0.153
1147.855   -0.252    0.113    0.695    0.104
1149.905    0.145    0.049   -0.274    0.128
1149.986    0.162    0.054   -0.264    0.149
1151.886    0.283    0.045   -0.141    0.124
1153.497   -0.132    0.057    0.628    0.093
1153.880    0.217    0.046   -0.475    0.109
1155.862   -0.073    0.062    0.384    0.110
1157.006   -0.035    0.058    0.455    0.100
1157.849   -0.221    0.053    0.736    0.091
1159.841   -0.170    0.053    0.624    0.093
1160.504   -0.171    0.058    0.639    0.096
1161.821   -0.054    0.049    0.613    0.085
1163.798    0.474    0.051   -0.675    0.131
1163.991    0.451    0.048   -0.655    0.126
1165.780    0.432    0.057   -0.463    0.132
1167.468    0.194    0.073   -0.038    0.137
1167.758    0.197    0.054   -0.012    0.103
1169.733   -0.045    0.061    0.435    0.095
1170.951   -0.064    0.070    0.554    0.108
1171.680    0.290    0.062   -0.081    0.114
1173.680   -0.111    0.068    0.319    0.097
1174.336    0.419    0.069    0.031    0.090
1175.653    0.327    0.047    0.155    0.051
1177.631    0.407    0.065   -0.346    0.107
1177.870    0.076    0.074    0.244    0.092
1179.597    0.083    0.062    0.105    0.072
1181.306   -0.154    0.092    0.086    0.084
1181.560   -0.246    0.072    0.111    0.067
1183.528   -0.021    0.058    0.245    0.070
1184.748    0.004    0.087    0.015    0.088
1185.493   -0.104    0.048    0.351    0.058
1187.454   -0.130    0.052    0.367    0.061
1188.180    0.171    0.092   -0.077    0.107
1189.412   -0.289    0.073    0.134    0.066
1191.366   -0.184    0.060    0.399    0.060
1191.603    0.477    0.094    0.006    0.093
1193.334   -0.179    0.060    0.379    0.059
1195.015    0.539    0.096    0.041    0.091
1195.235    0.342    0.073   -0.186    0.077
1197.235    0.468    0.070   -0.026    0.065
1198.426    0.135    0.091    0.454    0.091
1199.193    0.331    0.072   -0.319    0.070
1201.038    0.484    0.081    0.053    0.054
1201.819   -0.040    0.099    0.511    0.090
1202.950    0.375    0.083    0.196    0.046
1204.852   -0.184    0.079    0.260    0.064
1205.210   -0.053    0.101    0.532    0.080
1206.751    0.458    0.079   -0.120    0.062
1208.600    0.291    0.104    0.269    0.071
1208.646    0.454    0.076    0.036    0.055
1210.539    0.483    0.073   -0.092    0.057
1211.987    0.435    0.094    0.379    0.068
1212.429   -0.211    0.107    0.006    0.050
1214.315    0.488    0.073   -0.042    0.052
1215.273    0.082    0.114    0.149    0.064
1216.207    0.527    0.071    0.087    0.048
1218.049    0.535    0.075   -0.113    0.054
1218.712   -0.062    0.098   -0.014    0.072
1219.951    0.492    0.080   -0.092    0.053
1221.826    0.494    0.080    0.124    0.054
1222.048    0.466    0.087    0.376    0.056
1223.690    0.627    0.076   -0.059    0.060
1225.399   -0.214    0.121    0.385    0.051
1225.560    0.646    0.091   -0.194    0.064
1227.419    0.564    0.089   -0.129    0.061
1228.733    0.488    0.085    0.458    0.055
1229.275    0.541    0.090   -0.069    0.060
1231.128    0.547    0.115   -0.168    0.155
1232.065    0.548    0.122   -0.241    0.079
1232.979    0.632    0.111   -0.150    0.134
1234.819    0.429    0.092    0.039    0.055
1235.389    0.449    0.143   -0.225    0.073
1236.664    0.567    0.095    0.038    0.061
1238.514    0.509    0.101    0.135    0.058
