   W                 E0+(pi0_p)
 (MeV)      Re       DRe      Im       DIm
1075.227   -1.177    0.116   -0.026    0.121
1077.319   -0.950    0.136   -0.011    0.141
1079.346   -0.455    0.148    0.034    0.144
1081.387   -0.396    0.179    0.488    0.166
1083.424   -0.458    0.190    0.689    0.181
1085.449   -0.660    0.183    0.970    0.306
1087.487   -0.782    0.223    1.006    0.272
1089.521   -0.640    0.236    1.197    0.208
1091.535   -0.748    0.219    1.233    0.246
1093.579   -0.603    0.225    1.045    0.243
1095.610   -0.616    0.200    1.047    0.260
1097.646   -0.620    0.208    1.197    0.196
1099.619   -0.706    0.206    1.595    0.220
1101.699   -0.536    0.191    1.322    0.184
1103.707   -0.855    0.221    1.682    0.322
1105.729   -0.859    0.190    1.450    0.208
1107.755   -0.450    0.218    1.673    0.220
1109.760   -0.544    0.221    1.946    0.278
1111.796   -1.134    0.211    1.585    0.267
1113.795   -1.073    0.222    1.990    0.337
1115.823   -0.599    0.273    2.069    0.449
1117.839   -1.004    0.255    2.292    0.320
1119.860   -1.284    0.256    1.716    0.268
1121.878   -0.857    0.254    1.872    0.273
1123.833   -0.856    0.289    2.421    0.361
1125.893   -0.483    0.370    1.999    0.452
1127.891   -1.024    0.269    2.043    0.449
1129.903   -1.400    0.291    2.178    0.706
1131.911   -0.901    0.284    2.496    0.446
1133.915   -1.346    0.287    2.448    0.676
1135.841   -1.217    0.245    2.423    0.450
1135.916   -1.202    0.253    2.441    0.467
1137.913   -1.393    0.260    2.292    0.513
1139.396   -1.572    0.309    2.253    0.678
1139.923   -1.107    0.282    2.458    0.440
1141.905   -1.202    0.297    2.060    0.353
1142.931   -1.116    0.270    2.527    0.519
1143.916   -1.767    0.270    2.477    0.546
1145.916   -1.021    0.230    2.555    0.456
1146.464   -0.860    0.284    2.414    0.778
1147.855   -0.918    0.242    2.568    0.426
1149.905   -1.320    0.241    2.278    0.406
1149.986   -1.353    0.276    2.269    0.465
1151.886   -1.069    0.245    2.746    0.452
1153.497   -1.042    0.278    2.457    0.350
1153.880   -1.054    0.223    2.722    0.365
1155.862   -1.618    0.265    2.323    0.381
1157.006   -1.501    0.270    2.355    0.369
1157.849   -0.977    0.244    2.186    0.339
1159.841   -1.646    0.261    2.255    0.348
1160.504   -1.559    0.271    2.183    0.358
1161.821   -1.072    0.257    2.335    0.330
1163.798   -0.824    0.306    2.401    0.423
